Dates,MAR
2018-06-20,138.22000122070312
2018-06-21,135.99000549316406
2018-06-25,134.30999755859375
2018-06-22,131.99000549316406
2018-06-26,130.13999938964844
2018-06-27,130.77000427246094
2018-06-28,127.29000091552734
2018-06-29,127.55000305175781
2018-07-02,126.91999816894531
2018-07-03,127.54000091552734
2018-07-05,126.70999908447266
2018-07-16,127.95999908447266
2018-09-18,130.25999450683594
2019-01-24,131.42999267578125
2019-09-05,130.6300048828125
2018-11-21,131.08999633789062
2020-01-13,131.16000366210938
2020-04-01,131.44000244140625
2020-06-19,130.94000244140625
2019-10-29,133.67999267578125
2020-01-16,133.47000122070312
2020-06-22,134.1199951171875
2018-10-03,133.0500030517578
2018-07-31,132.30999755859375
2019-03-12,131.72999572753906
2019-02-08,133.66000366210938
2019-01-07,131.8699951171875
2018-12-06,128.47000122070312
2019-08-19,128.05999755859375
2019-07-18,129.17999267578125
2019-05-15,129.32000732421875
2019-09-20,129.27999877929688
2019-11-01,129.50999450683594
2020-04-07,126.83000183105469
2020-06-25,125.66999816894531
2020-06-16,122.9000015258789
2019-11-04,121.63999938964844
2020-01-22,121.44999694824219
2019-11-07,122.0
2020-04-13,121.0199966430664
2019-07-01,122.83000183105469
2019-05-30,123.87999725341797
2018-08-15,124.5199966430664
2018-10-18,125.63999938964844
2019-03-27,124.70999908447266
2019-01-22,123.83000183105469
2018-12-21,123.58999633789062
2019-09-03,124.69999694824219
2018-11-19,125.2699966430664
2019-08-02,127.76000213623047
2020-01-28,127.05000305175781
2020-04-16,127.2699966430664
2019-11-13,126.72000122070312
2020-01-31,126.19000244140625
2018-12-04,125.6500015258789
2018-11-02,126.69999694824219
2019-07-16,128.0399932861328
2018-08-30,128.2100067138672
2018-10-01,127.70999908447266
2019-06-14,129.86000061035156
2019-05-13,130.86000061035156
2019-04-11,130.50999450683594
2019-02-06,130.27000427246094
2019-09-18,131.58999633789062
2020-02-03,132.25
2020-04-22,133.36000061035156
2019-11-19,130.75999450683594
