Dates,MAR
2018-06-20,1794900.0
2018-06-21,1684000.0
2018-06-25,1813800.0
2018-06-22,2432100.0
2018-06-26,1748800.0
2018-06-27,2284800.0
2018-06-28,2073600.0
2018-06-29,2022600.0
2018-07-02,1681300.0
2018-07-03,1345800.0
2018-07-05,1982600.0
2018-07-16,1435500.0
2018-09-18,2635100.0
2019-01-24,2269300.0
2019-09-05,1831300.0
2018-11-21,1335000.0
2020-01-13,843600.0
2020-04-01,1444100.0
2020-06-19,1224000.0
2019-10-29,2127600.0
2020-01-16,1964400.0
2020-06-22,1529500.0
2018-10-03,1497800.0
2018-07-31,3871100.0
2019-03-12,2718500.0
2019-02-08,1960200.0
2019-01-07,2028400.0
2018-12-06,2040100.0
2019-08-19,1614300.0
2019-07-18,2321700.0
2019-05-15,1513100.0
2019-09-20,1326500.0
2019-11-01,2014700.0
2020-04-07,3859000.0
2020-06-25,2864500.0
2020-06-16,3202700.0
2019-11-04,2314200.0
2020-01-22,1713000.0
2019-11-07,2162500.0
2020-04-13,2115700.0
2019-07-01,2475600.0
2019-05-30,2652800.0
2018-08-15,2439600.0
2018-10-18,2488400.0
2019-03-27,1582600.0
2019-01-22,1667200.0
2018-12-21,1408300.0
2019-09-03,1269900.0
2018-11-19,1698200.0
2019-08-02,3105300.0
2020-01-28,1814900.0
2020-04-16,2249700.0
2019-11-13,2069200.0
2020-01-31,3074400.0
2018-12-04,2464700.0
2018-11-02,2916800.0
2019-07-16,4017400.0
2018-08-30,2683300.0
2018-10-01,1456600.0
2019-06-14,1928300.0
2019-05-13,1693800.0
2019-04-11,1935400.0
2019-02-06,1755900.0
2019-09-18,1625400.0
2020-02-03,1811400.0
2020-04-22,5530900.0
2019-11-19,1566800.0
2020-02-06,1362800.0
2019-11-22,2358600.0
2019-03-25,1935000.0
2019-02-21,2439000.0
2018-12-19,2299500.0
2018-07-12,2168900.0
2018-09-14,2451700.0
2018-08-13,2714300.0
2018-10-16,2303000.0
2019-07-31,1676800.0
2019-05-28,1718200.0
2019-04-26,2233200.0
2020-04-28,2606800.0
2019-11-25,2303400.0
2020-02-12,1509700.0
2020-05-01,1560600.0
2020-05-04,1067700.0
2019-06-12,2185100.0
2019-04-09,2664200.0
2019-03-08,1559600.0
2019-02-04,4007800.0
2018-07-27,5159500.0
2018-08-28,3274400.0
2019-01-03,3121000.0
2019-08-15,2868600.0
2018-10-31,2419800.0
2019-09-16,2437900.0
2020-02-18,2471200.0
2020-05-07,2814100.0
2018-08-17,2425000.0
2019-12-04,6924600.0
2020-02-21,2503100.0
2018-12-17,1810500.0
2019-08-30,1687500.0
2018-11-15,1997200.0
2019-07-29,2381800.0
2019-06-27,1383000.0
2019-04-24,1596200.0
2018-07-10,1369300.0
2018-09-12,1696700.0
2019-02-19,2237700.0
2019-01-18,1317500.0
2020-02-24,445200.0
2020-05-13,1284600.0
2019-12-10,1539400.0
2020-02-27,1497700.0
2019-12-13,1180700.0
2020-05-19,9553400.0
2019-03-06,3621000.0
2018-11-30,3097500.0
2019-08-13,2921400.0
2019-07-12,2637000.0
2019-06-10,1787200.0
2019-05-09,2613800.0
2018-07-25,2615800.0
2018-09-27,2066600.0
2018-10-29,2241600.0
2019-10-16,2353400.0
2019-12-16,1882400.0
2020-03-04,2234000.0
2020-05-22,4183600.0
2019-10-01,4319200.0
2019-12-19,1450100.0
2018-09-10,2505400.0
2019-05-24,1630200.0
2018-08-09,1282000.0
2019-04-22,1771200.0
2019-03-21,1802100.0
2019-01-16,3344300.0
2019-08-28,3045300.0
2018-11-13,1529000.0
2018-10-12,1631100.0
2019-06-25,2750100.0
2020-03-10,1682900.0
2020-05-28,1819700.0
2019-10-07,1411400.0
2020-03-13,1788100.0
2019-10-10,2817100.0
2020-03-16,2143900.0
2020-06-03,2361200.0
2018-11-28,2799300.0
2018-09-25,1660300.0
2018-07-23,769200.0
2018-08-24,1587700.0
2019-07-10,1355500.0
2019-05-07,1186700.0
2019-04-05,2514400.0
2019-03-04,2281100.0
2019-01-31,1540800.0
2019-09-12,1070200.0
2019-12-31,1448900.0
2020-03-19,1555800.0
2020-01-03,1360000.0
2020-06-09,1381300.0
2019-02-15,1022200.0
2019-01-14,2374500.0
2018-07-06,2296100.0
2018-08-07,1785400.0
2018-10-10,2012900.0
2018-12-13,2625600.0
2019-08-26,3337600.0
2019-07-25,2893000.0
2019-05-22,2085700.0
2019-03-19,2325100.0
2020-01-06,1979200.0
2020-03-25,2168600.0
2020-06-12,3312900.0
2019-10-22,4407900.0
2020-01-09,2095100.0
2020-06-15,1797400.0
2019-10-25,1644400.0
2020-03-31,2043300.0
2020-06-18,2261300.0
2019-04-03,2193300.0
2018-08-22,2185300.0
2018-10-25,3071900.0
2019-01-29,2363600.0
2018-12-28,3601300.0
2018-11-26,2436700.0
2019-08-09,2352400.0
2019-07-08,1927600.0
2019-06-06,1710600.0
2019-09-10,3400700.0
2020-01-15,1493700.0
2020-04-03,1722600.0
2019-10-31,1924900.0
2020-04-06,1496300.0
2020-06-24,2175100.0
2018-11-09,1383400.0
2019-07-23,1783100.0
2019-06-21,2218400.0
2019-05-20,2269000.0
2019-04-18,2210300.0
2018-09-06,1866700.0
2018-10-08,1689000.0
2019-02-13,1476700.0
2018-12-11,1245200.0
2019-09-25,1163900.0
2020-01-21,657400.0
2020-04-09,979900.0
2019-11-06,1111300.0
2020-01-24,1378300.0
2020-01-27,1182300.0
2020-04-15,1036900.0
2018-12-26,1232500.0
2019-08-07,926100.0
2019-06-04,837500.0
2018-09-21,1144500.0
2018-07-19,1259700.0
2018-08-20,1632100.0
2018-10-23,1155500.0
2019-05-03,1076700.0
2019-04-01,1415300.0
2019-02-28,1547000.0
2019-11-12,1244700.0
2020-01-30,1913700.0
2019-11-15,4463200.0
2020-04-21,2392100.0
2019-04-16,2273400.0
2019-03-15,1907900.0
2019-02-11,1818400.0
2019-01-10,1653500.0
2019-08-22,1591800.0
2018-11-07,1780100.0
2018-08-03,1620100.0
2018-09-04,2227100.0
2019-06-19,1357100.0
2019-09-23,3209100.0
2019-11-18,1321900.0
2020-02-05,1116200.0
2020-04-24,2000000.0
2019-03-29,2263500.0
2019-11-21,1796000.0
2020-04-27,1422600.0
2020-02-11,1355300.0
2020-04-30,1458500.0
2019-05-01,1315500.0
2019-02-26,1387500.0
2019-01-25,1184300.0
2018-12-24,1115900.0
2019-09-06,872500.0
2018-07-17,1263600.0
2018-09-19,1531600.0
2019-08-05,1222300.0
2019-10-08,1582700.0
2019-12-11,2353500.0
2019-11-27,1095200.0
2020-02-14,1729600.0
2020-05-06,1546300.0
2019-01-08,1865200.0
2018-12-07,3030300.0
2019-08-20,1824200.0
2018-11-05,986400.0
2019-07-19,650500.0
2018-10-04,1274100.0
2019-06-17,1166400.0
2019-05-16,1808000.0
2018-08-01,1956800.0
2019-03-13,1290500.0
2019-12-03,1057900.0
2020-02-20,1656100.0
2019-12-06,1023500.0
2020-05-12,1229400.0
2019-12-09,1597400.0
2020-02-26,1549800.0
2020-05-15,1998100.0
2019-03-28,2288100.0
2018-09-17,1730000.0
2018-08-16,1395500.0
2018-10-19,1235200.0
2019-04-29,1113900.0
2019-01-23,947500.0
2019-09-04,1551600.0
2018-11-20,1268700.0
2019-07-02,1098700.0
2019-05-31,3161900.0
2019-12-12,3932500.0
2020-05-18,2447900.0
2019-09-27,1651000.0
2020-03-03,2304400.0
2020-05-21,2305300.0
2019-05-14,1610200.0
2018-08-31,2103300.0
2018-07-30,1945200.0
2018-10-02,1269600.0
2019-04-12,1289300.0
2019-03-11,979800.0
2019-02-07,1646600.0
2019-07-17,963900.0
2019-09-19,1736100.0
2019-10-21,1263400.0
2019-12-18,1214800.0
2020-03-06,1892200.0
2019-10-03,1701900.0
2020-03-09,1871600.0
2020-05-27,1895000.0
2019-12-24,2471500.0
2020-03-12,2941800.0
2018-12-20,1120200.0
2019-08-01,1291100.0
2018-08-14,1259000.0
2018-07-13,1613900.0
2018-10-17,1080100.0
2019-05-29,1168300.0
2019-03-26,1310600.0
2019-02-22,877400.0
2019-10-04,1087200.0
2019-11-05,1088500.0
2019-12-27,3007100.0
2020-06-02,2961700.0
2019-12-30,2735000.0
2020-03-18,2925900.0
2020-06-05,2709000.0
2019-07-15,3215500.0
2018-12-03,2770700.0
2019-06-13,1840300.0
2019-01-04,1859100.0
2018-08-29,2329100.0
2019-02-05,1909000.0
2018-11-01,1707000.0
2019-08-16,1717700.0
2019-04-10,1454300.0
2019-09-17,1683300.0
2019-10-15,1828800.0
2020-01-02,1065200.0
2020-06-08,905700.0
2019-10-18,1097300.0
2020-03-24,967300.0
2020-06-11,1437500.0
2020-01-08,1820900.0
2019-04-25,1722600.0
2019-07-30,1446400.0
2019-02-20,1335500.0
2018-07-11,1364600.0
2018-09-13,1017100.0
2018-10-15,1229000.0
2019-06-28,931700.0
2018-12-18,1500000.0
2018-11-16,1633400.0
2019-10-02,2225900.0
2020-03-27,3577800.0
2020-01-10,1678200.0
2019-10-24,1651900.0
2020-03-30,1020300.0
2020-06-17,1282700.0
2020-01-14,1365100.0
2020-04-02,1274800.0
2019-01-02,1238200.0
2019-08-14,1371200.0
2018-10-30,1568700.0
2019-06-11,992700.0
2019-05-10,1408600.0
2019-04-08,997300.0
2018-08-27,1304500.0
2018-07-26,1422500.0
2018-09-28,1757600.0
2019-03-07,1361700.0
2019-10-30,751600.0
