Dates,MAR
2020-01-17,1402100.0
2020-06-23,1121000.0
2020-04-08,1149800.0
2020-06-26,991600.0
2019-03-22,1349100.0
2019-01-17,825100.0
2019-08-29,1166100.0
2018-11-14,1428800.0
2019-06-26,1472600.0
2018-09-11,1615400.0
2018-07-09,1303600.0
2018-08-10,1251700.0
2019-04-23,1201600.0
2019-09-30,1889800.0
2020-01-23,2853600.0
2019-11-08,863600.0
2020-04-14,668300.0
2019-11-11,691100.0
2020-01-29,629800.0
2020-04-17,820300.0
2018-07-24,1186100.0
2018-09-26,1905600.0
2019-05-08,2116900.0
2019-03-05,2178200.0
2019-02-01,2073200.0
2018-12-31,1412800.0
2018-11-29,1197900.0
2019-08-12,848200.0
2019-07-11,987500.0
2019-09-13,944700.0
2019-11-14,799900.0
2020-04-20,804500.0
2020-02-04,1058900.0
2020-04-23,2757200.0
2018-12-14,1297100.0
2019-08-27,1863100.0
2018-08-08,2073400.0
2018-10-11,2641200.0
2018-11-12,1958500.0
2019-07-26,1290700.0
2019-06-24,1848600.0
2019-05-23,2070200.0
2019-03-20,1527600.0
2019-01-15,1812900.0
2019-11-20,1872300.0
2020-02-07,1065900.0
2020-02-10,1717600.0
2020-04-29,1169800.0
2019-11-26,1461300.0
2020-02-13,1583400.0
2019-01-30,1933900.0
2018-08-23,2441200.0
2018-09-24,2352800.0
2018-11-27,2018000.0
2018-10-26,1279600.0
2019-07-09,1858100.0
2019-06-07,3197500.0
2019-05-06,5128400.0
2019-04-04,4961200.0
2019-09-11,6958600.0
2019-11-29,6660800.0
2020-05-05,6375500.0
2019-12-02,6796500.0
2020-02-19,7343700.0
2020-05-08,6977200.0
2019-05-21,6790100.0
2019-03-18,6687400.0
2018-09-07,5395500.0
2018-08-06,8901300.0
2018-10-09,9065700.0
2019-02-14,8552800.0
2018-12-12,9327200.0
2019-07-24,12101600.0
2019-09-26,25881800.0
2019-10-28,17497700.0
2019-12-05,18154700.0
2020-05-11,12931800.0
2019-07-03,9113100.0
2020-02-25,8717900.0
2020-05-14,10444300.0
2020-02-28,5749800.0
2019-08-08,6097800.0
2019-06-05,5173600.0
2018-07-20,7651300.0
2018-08-21,8062700.0
2018-10-24,10622200.0
2019-04-02,12186100.0
2019-03-01,11850400.0
2019-01-28,9143600.0
2018-12-27,10343000.0
2019-09-09,4157800.0
2020-03-02,6093100.0
2020-05-20,4822700.0
2019-12-17,5398800.0
2020-03-05,5299500.0
2019-02-12,4155000.0
2019-01-11,4747000.0
2018-12-10,3709700.0
2019-08-23,4540300.0
2018-11-08,3545000.0
2019-07-22,5419500.0
2019-06-20,4210900.0
2018-09-05,7369500.0
2019-04-17,5366100.0
2019-09-24,4234300.0
2019-12-20,4087100.0
2020-05-26,3457800.0
2019-04-30,3013100.0
2019-12-23,4032800.0
2020-03-11,4269600.0
2020-05-29,6832700.0
2019-12-26,3605500.0
2020-06-01,4880600.0
2019-05-02,5425400.0
2019-02-27,6526900.0
2018-11-23,11012200.0
2019-08-06,7090300.0
2018-07-18,4265700.0
2018-09-20,3009000.0
2018-10-22,2259400.0
2019-07-05,6258400.0
2019-06-03,5392000.0
2019-10-09,5197500.0
2019-10-11,5874400.0
2020-03-17,5074500.0
2020-06-04,5470700.0
2019-10-14,6136300.0
2020-03-20,6777800.0
2018-11-06,10069800.0
2019-06-18,6056200.0
2019-05-17,4008700.0
2019-04-15,5642000.0
2019-03-14,7614100.0
2019-01-09,7108300.0
2018-08-02,9049500.0
2018-10-05,6191300.0
2019-08-21,4423100.0
2019-10-17,3746900.0
2020-03-23,4880600.0
2020-06-10,4588800.0
2019-02-25,5829200.0
2020-01-07,6403900.0
2020-03-26,5210900.0
2019-10-23,10150200.0
