Dates,MAR
2018-06-20,136.75
2018-06-21,135.7899932861328
2018-06-25,133.9499969482422
2018-06-22,131.47000122070312
2018-06-26,129.4499969482422
2018-06-27,129.55999755859375
2018-06-28,127.04000091552734
2018-06-29,125.37999725341797
2018-07-02,125.56999969482422
2018-07-03,127.05999755859375
2018-07-05,125.05999755859375
2018-07-16,126.70999908447266
2018-09-18,129.0800018310547
2019-01-24,130.08999633789062
2019-09-05,130.07000732421875
2018-11-21,130.67999267578125
2020-01-13,130.5399932861328
2020-04-01,131.24000549316406
2020-06-19,130.1300048828125
2019-10-29,130.36000061035156
2020-01-16,131.02000427246094
2020-06-22,132.91000366210938
2018-10-03,133.0500030517578
2018-07-31,132.00999450683594
2019-03-12,129.0
2019-02-08,132.1699981689453
2019-01-07,131.1300048828125
2018-12-06,128.2899932861328
2019-08-19,126.20999908447266
2019-07-18,127.77999877929688
2019-05-15,126.72000122070312
2019-09-20,129.11000061035156
2019-11-01,128.50999450683594
2020-04-07,125.30999755859375
2020-06-25,124.61000061035156
2020-06-16,122.02999877929688
2019-11-04,120.56999969482422
2020-01-22,120.6500015258789
2019-11-07,121.51000213623047
2020-04-13,120.55999755859375
2019-07-01,121.18000030517578
2019-05-30,122.0999984741211
2018-08-15,123.83999633789062
2018-10-18,124.43000030517578
2019-03-27,124.33999633789062
2019-01-22,123.6500015258789
2018-12-21,122.58000183105469
2019-09-03,123.68000030517578
2018-11-19,124.58000183105469
2019-08-02,124.30999755859375
2020-01-28,126.86000061035156
2020-04-16,126.33999633789062
2019-11-13,126.11000061035156
2020-01-31,125.69999694824219
2018-12-04,125.12000274658203
2018-11-02,125.01000213623047
2019-07-16,127.08000183105469
2018-08-30,126.9000015258789
2018-10-01,127.18000030517578
2019-06-14,128.0500030517578
2019-05-13,129.82000732421875
2019-04-11,130.2899932861328
2019-02-06,129.85000610351562
2019-09-18,130.3000030517578
2020-02-03,131.72000122070312
2020-04-22,132.66000366210938
2019-11-19,130.3800048828125
2020-02-06,130.7100067138672
2019-11-22,129.52000427246094
2019-03-25,130.47999572753906
2019-02-21,132.8000030517578
2018-12-19,132.6699981689453
2018-07-12,128.16000366210938
2018-09-14,126.30000305175781
2018-08-13,124.29000091552734
2018-10-16,122.91999816894531
2019-07-31,121.44999694824219
2019-05-28,120.4800033569336
2019-04-26,119.2699966430664
2020-04-28,116.33999633789062
2019-11-25,117.20999908447266
2020-02-12,117.05000305175781
2020-05-01,116.2300033569336
2020-05-04,118.16999816894531
2019-06-12,117.48999786376953
2019-04-09,114.70999908447266
2019-03-08,112.55000305175781
2019-02-04,111.0
2018-07-27,112.02999877929688
2018-08-28,108.16000366210938
2019-01-03,108.62999725341797
2019-08-15,113.91999816894531
2018-10-31,112.8499984741211
2019-09-16,116.33000183105469
2020-02-18,118.48999786376953
2020-05-07,122.23999786376953
2018-08-17,121.30000305175781
2019-12-04,115.0
2020-02-21,114.81999969482422
2018-12-17,115.61000061035156
2019-08-30,116.6500015258789
2018-11-15,116.55999755859375
2019-07-29,115.72000122070312
2019-06-27,117.3499984741211
2019-04-24,115.23999786376953
2018-07-10,117.22000122070312
2018-09-12,118.44999694824219
2019-02-19,114.26000213623047
2019-01-18,116.0999984741211
2020-02-24,116.51000213623047
2020-05-13,118.98999786376953
2019-12-10,120.0
2020-02-27,119.98999786376953
2019-12-13,121.37000274658203
2020-05-19,113.5999984741211
2019-03-06,116.0
2018-11-30,119.0
2019-08-13,111.68000030517578
2019-07-12,114.8499984741211
2019-06-10,111.44000244140625
2019-05-09,112.33000183105469
2018-07-25,110.19000244140625
2018-09-27,110.56999969482422
2018-10-29,108.0
2019-10-16,107.91999816894531
2019-12-16,108.70999908447266
2020-03-04,108.76000213623047
2020-05-22,106.23999786376953
2019-10-01,104.38999938964844
2019-12-19,102.5199966430664
2018-09-10,101.69999694824219
2019-05-24,104.2699966430664
2018-08-09,107.19000244140625
2019-04-22,107.61000061035156
2019-03-21,106.72000122070312
2019-01-16,106.3499984741211
2019-08-28,103.13999938964844
2018-11-13,107.41000366210938
2018-10-12,108.86000061035156
2019-06-25,109.93000030517578
2020-03-10,108.31999969482422
2020-05-28,109.2699966430664
2019-10-07,108.62999725341797
