Dates,NWL
2018-06-20,26.43000030517578
2018-06-21,26.25
2018-06-25,25.81999969482422
2018-06-22,25.959999084472656
2018-06-26,26.190000534057617
2018-06-27,26.049999237060547
2018-06-28,25.969999313354492
2018-06-29,25.700000762939453
2018-07-02,25.549999237060547
2018-07-03,26.25
2018-07-05,26.5
2018-07-16,27.079999923706055
2018-09-18,27.469999313354492
2019-01-24,27.799999237060547
2019-09-05,26.940000534057617
2018-11-21,27.56999969482422
2020-01-13,27.559999465942383
2020-04-01,27.81999969482422
2020-06-19,27.670000076293945
2019-10-29,27.559999465942383
2020-01-16,26.719999313354492
2020-06-22,26.709999084472656
2018-10-03,26.139999389648438
2018-07-31,26.459999084472656
2019-03-12,26.389999389648438
2019-02-08,25.809999465942383
2019-01-07,26.280000686645508
2018-12-06,26.15999984741211
2019-08-19,26.280000686645508
2019-07-18,26.020000457763672
2019-05-15,26.1200008392334
2019-09-20,26.59000015258789
2019-11-01,25.649999618530273
2020-04-07,22.68000030517578
2020-06-25,21.40999984741211
2020-06-16,21.209999084472656
2019-11-04,20.93000030517578
2020-01-22,20.899999618530273
2019-11-07,20.700000762939453
2020-04-13,20.6200008392334
2019-07-01,20.940000534057617
2019-05-30,21.31999969482422
2018-08-15,21.600000381469727
2018-10-18,21.850000381469727
2019-03-27,21.799999237060547
2019-01-22,21.639999389648438
2018-12-21,21.670000076293945
2019-09-03,21.799999237060547
2018-11-19,22.420000076293945
2019-08-02,22.6200008392334
2020-01-28,22.229999542236328
2020-04-16,21.81999969482422
2019-11-13,21.6200008392334
2020-01-31,21.31999969482422
2018-12-04,21.799999237060547
2018-11-02,21.270000457763672
2019-07-16,21.450000762939453
2018-08-30,21.579999923706055
2018-10-01,21.530000686645508
2019-06-14,21.850000381469727
2019-05-13,22.100000381469727
2019-04-11,21.700000762939453
2019-02-06,21.510000228881836
2019-09-18,21.540000915527344
2020-02-03,21.75
2020-04-22,22.059999465942383
2019-11-19,21.75
2020-02-06,20.510000228881836
2019-11-22,20.649999618530273
2019-03-25,20.549999237060547
2019-02-21,20.450000762939453
2018-12-19,20.3799991607666
2018-07-12,20.459999084472656
2018-09-14,20.450000762939453
2018-08-13,20.3799991607666
2018-10-16,20.0
2019-07-31,18.649999618530273
2019-05-28,19.329999923706055
2019-04-26,18.690000534057617
2020-04-28,18.0
2019-11-25,18.059999465942383
2020-02-12,17.350000381469727
2020-05-01,17.520000457763672
2020-05-04,17.889999389648438
2019-06-12,17.799999237060547
2019-04-09,16.639999389648438
2019-03-08,17.100000381469727
2019-02-04,16.149999618530273
2018-07-27,16.6200008392334
2018-08-28,16.09000015258789
2019-01-03,16.15999984741211
2019-08-15,15.8100004196167
2018-10-31,15.4399995803833
2019-09-16,16.18000030517578
2020-02-18,15.899999618530273
2020-05-07,18.239999771118164
2018-08-17,19.15999984741211
2019-12-04,19.90999984741211
2020-02-21,20.440000534057617
2018-12-17,20.010000228881836
2019-08-30,20.200000762939453
2018-11-15,19.829999923706055
2019-07-29,20.260000228881836
2019-06-27,20.790000915527344
2019-04-24,20.68000030517578
2018-07-10,21.1299991607666
2018-09-12,21.65999984741211
2019-02-19,21.030000686645508
2019-01-18,21.670000076293945
2020-02-24,21.59000015258789
2020-05-13,21.889999389648438
2019-12-10,23.25
2020-02-27,23.479999542236328
2019-12-13,23.190000534057617
2020-05-19,23.709999084472656
2019-03-06,23.889999389648438
2018-11-30,24.049999237060547
2019-08-13,23.280000686645508
2019-07-12,23.100000381469727
2019-06-10,22.780000686645508
2019-05-09,23.139999389648438
2018-07-25,23.670000076293945
2018-09-27,23.6200008392334
2018-10-29,22.65999984741211
2019-10-16,22.079999923706055
2019-12-16,21.59000015258789
2020-03-04,21.489999771118164
2020-05-22,21.229999542236328
2019-10-01,20.170000076293945
2019-12-19,18.670000076293945
2018-09-10,18.15999984741211
2019-05-24,18.59000015258789
2018-08-09,18.600000381469727
2019-04-22,18.56999969482422
2019-03-21,18.049999237060547
2019-01-16,18.3700008392334
2019-08-28,18.670000076293945
2018-11-13,19.15999984741211
2018-10-12,19.770000457763672
2019-06-25,19.75
2020-03-10,19.649999618530273
2020-05-28,20.469999313354492
2019-10-07,20.329999923706055
2020-03-13,20.399999618530273
2019-10-10,20.799999237060547
2020-03-16,20.510000228881836
2020-06-03,20.850000381469727
2018-11-28,21.010000228881836
2018-09-25,20.540000915527344
2018-07-23,20.280000686645508
2018-08-24,21.200000762939453
2019-07-10,21.1200008392334
2019-05-07,21.420000076293945
2019-04-05,20.93000030517578
2019-03-04,20.860000610351562
2019-01-31,21.229999542236328
2019-09-12,21.200000762939453
2019-12-31,21.719999313354492
2020-03-19,21.3799991607666
2020-01-03,21.190000534057617
2020-06-09,20.600000381469727
2019-02-15,20.709999084472656
2019-01-14,21.5
2018-07-06,21.68000030517578
2018-08-07,21.520000457763672
2018-10-10,18.940000534057617
2018-12-13,17.34000015258789
2019-08-26,17.100000381469727
2019-07-25,17.15999984741211
2019-05-22,17.229999542236328
2019-03-19,17.149999618530273
2020-01-06,17.200000762939453
2020-03-25,16.920000076293945
2020-06-12,16.510000228881836
2019-10-22,16.280000686645508
2020-01-09,16.0
2020-06-15,16.06999969482422
2019-10-25,16.020000457763672
2020-03-31,15.569999694824219
2020-06-18,15.399999618530273
2019-04-03,15.649999618530273
2018-08-22,15.619999885559082
2018-10-25,15.65999984741211
2019-01-29,15.569999694824219
2018-12-28,15.609999656677246
2018-11-26,15.5600004196167
2019-08-09,16.049999237060547
2019-07-08,15.859999656677246
2019-06-06,15.760000228881836
2019-09-10,15.75
2020-01-15,14.960000038146973
2020-04-03,15.140000343322754
2019-10-31,15.289999961853027
2020-04-06,15.34000015258789
2020-06-24,15.510000228881836
2018-11-09,15.399999618530273
2019-07-23,15.390000343322754
2019-06-21,15.5
2019-05-20,15.319999694824219
2019-04-18,15.640000343322754
2018-09-06,15.899999618530273
2018-10-08,15.6899995803833
2019-02-13,15.329999923706055
2018-12-11,15.489999771118164
2019-09-25,15.430000305175781
2020-01-21,15.390000343322754
2020-04-09,15.1899995803833
2019-11-06,15.25
2020-01-24,15.15999984741211
2020-01-27,15.15999984741211
2020-04-15,14.479999542236328
2018-12-26,14.210000038146973
2019-08-07,14.15999984741211
2019-06-04,13.640000343322754
2018-09-21,14.399999618530273
2018-07-19,14.390000343322754
2018-08-20,14.420000076293945
2018-10-23,14.329999923706055
2019-05-03,15.550000190734863
2019-04-01,16.1200008392334
2019-02-28,15.8100004196167
2019-11-12,15.899999618530273
2020-01-30,15.430000305175781
2019-11-15,15.319999694824219
2020-04-21,14.90999984741211
2019-04-16,15.25
2019-03-15,15.220000267028809
2019-02-11,15.640000343322754
2019-01-10,15.529999732971191
2019-08-22,15.260000228881836
2018-11-07,15.390000343322754
2018-08-03,15.4399995803833
2018-09-04,15.34000015258789
2019-06-19,15.239999771118164
2019-09-23,15.079999923706055
2019-11-18,14.180000305175781
2020-02-05,13.390000343322754
2020-04-24,13.260000228881836
2019-03-29,13.279999732971191
2019-11-21,13.90999984741211
2020-04-27,14.720000267028809
2020-02-11,14.760000228881836
2020-04-30,14.600000381469727
2019-05-01,14.600000381469727
2019-02-26,14.539999961853027
2019-01-25,14.619999885559082
