Dates,NWL
2018-06-20,23.633201599121094
2018-06-21,23.16593360900879
2018-06-25,23.552330017089844
2018-06-22,23.3815975189209
2018-06-26,23.561315536499023
2018-06-27,23.327680587768555
2018-06-28,23.103031158447266
2018-06-29,23.174917221069336
2018-07-02,23.606246948242188
2018-07-03,23.597261428833008
2018-07-05,24.397014617919922
2018-07-16,24.639636993408203
2018-09-18,25.01704978942871
2019-01-24,24.83732795715332
2019-09-05,24.62166404724121
2018-11-21,24.7294979095459
2020-01-13,24.981107711791992
2020-04-01,24.954145431518555
2020-06-19,24.828340530395508
2019-10-29,24.13641929626465
2020-01-16,24.0555477142334
2020-06-22,23.498414993286133
2018-10-03,23.776979446411133
2018-07-31,23.76799201965332
2019-03-12,23.2647762298584
2019-02-08,23.53435516357422
2019-01-07,23.390583038330078
2018-12-06,23.552330017089844
2019-08-19,23.53435516357422
2019-07-18,23.52536964416504
2019-05-15,23.830896377563477
2019-09-20,23.875825881958008
2019-11-01,20.4521541595459
2020-04-07,19.481666564941406
2020-06-25,18.681913375854492
2020-06-16,18.762786865234375
2019-11-04,18.70886993408203
2020-01-22,18.376388549804688
2019-11-07,18.55610466003418
2020-04-13,18.771770477294922
2019-07-01,19.149185180664062
2019-05-30,19.31991958618164
2018-08-15,19.54456901550293
2018-10-18,19.589500427246094
2019-03-27,19.454710006713867
2019-01-22,19.508623123168945
2018-12-21,19.481666564941406
2019-09-03,20.065759658813477
2018-11-19,20.182573318481445
2019-08-02,20.21851921081543
2020-01-28,19.846288681030273
2020-04-16,19.71918296813965
2019-11-13,19.401426315307617
2020-01-31,19.85536766052246
2018-12-04,19.310638427734375
2018-11-02,19.401426315307617
2019-07-16,19.619319915771484
2018-08-30,19.483135223388672
2018-10-01,19.728261947631836
2019-06-14,19.955232620239258
2019-05-13,19.701026916503906
2019-04-11,19.573923110961914
2019-02-06,19.537607192993164
2019-09-18,19.64655303955078
2020-02-03,19.973390579223633
2020-04-22,19.8281307220459
2019-11-19,18.56617546081543
2020-02-06,18.684202194213867
2019-11-22,18.647886276245117
2019-03-25,18.56617546081543
2019-02-21,18.42999267578125
2018-12-19,18.548015594482422
2018-07-12,18.52985954284668
2018-09-14,18.538938522338867
2018-08-13,18.13039207458496
2018-10-16,17.086326599121094
2019-07-31,17.53118896484375
2019-05-28,16.99553680419922
2019-04-26,16.40541648864746
2020-04-28,16.042266845703125
2019-11-25,15.906083106994629
2020-02-12,15.824374198913574
2020-05-01,16.34186553955078
2020-05-04,16.114898681640625
2019-06-12,15.079911231994629
2019-04-09,15.388592720031738
2019-03-08,14.816625595092773
2019-02-04,14.916491508483887
2018-07-27,14.471631050109863
2018-08-28,14.88925552368164
2019-01-03,14.190186500549316
2019-08-15,13.98137378692627
2018-10-31,14.489787101745605
2019-09-16,14.417157173156738
2020-02-18,15.025439262390137
2020-05-07,17.24066925048828
2018-08-17,18.13039207458496
2019-12-04,18.11223602294922
2020-02-21,18.311967849731445
2018-12-17,18.348281860351562
2019-08-30,18.06684112548828
2018-11-15,18.375520706176758
2019-07-29,18.638805389404297
2019-06-27,18.711435317993164
2019-04-24,19.410505294799805
2018-07-10,19.682870864868164
2018-09-12,19.446819305419922
2019-02-19,19.610239028930664
2019-01-18,19.76457977294922
2020-02-24,19.737342834472656
2020-05-13,21.353374481201172
2019-12-10,21.253503799438477
2020-02-27,21.4078426361084
2019-12-13,21.820415496826172
2020-05-19,21.453683853149414
2019-03-06,22.159639358520508
2018-11-30,21.582042694091797
2019-08-13,21.059452056884766
2019-07-12,20.7935733795166
2019-06-10,20.958600997924805
2019-05-09,21.462854385375977
2018-07-25,21.60037612915039
2018-09-27,20.885255813598633
2018-10-29,20.24347496032715
2019-10-16,19.711719512939453
2019-12-16,19.62920570373535
2020-03-04,18.70321273803711
2020-05-22,18.36398696899414
2019-10-01,17.291305541992188
2019-12-19,16.456995010375977
2018-09-10,17.337142944335938
2019-05-24,16.869565963745117
2018-08-09,16.851226806640625
2019-04-22,17.04376220703125
2019-03-21,17.107940673828125
2019-01-16,16.750377655029297
2019-08-28,17.56635093688965
2018-11-13,17.87807273864746
2018-10-12,18.061437606811523
2019-06-25,18.088937759399414
2020-03-10,18.840734481811523
2020-05-28,18.70321273803711
2019-10-07,18.611530303955078
2020-03-13,19.060773849487305
2019-10-10,18.840734481811523
2020-03-16,19.00576400756836
2020-06-03,19.33582305908203
2018-11-28,18.78572654724121
2018-09-25,18.620697021484375
2018-07-23,19.234970092773438
2018-08-24,19.546689987182617
2019-07-10,19.665878295898438
2019-05-07,19.372495651245117
2019-04-05,19.179960250854492
2019-03-04,19.44584083557129
2019-01-31,19.510019302368164
2019-09-12,19.94092559814453
2019-12-31,19.592533111572266
2020-03-19,19.55586051940918
2020-01-03,18.99659538269043
2020-06-09,18.877408981323242
2019-02-15,19.583364486694336
2019-01-14,19.766727447509766
2018-07-06,19.8492431640625
2018-08-07,19.88591766357422
2018-10-10,15.73270034790039
2018-12-13,15.59517765045166
2019-08-26,15.723533630371094
2019-07-25,15.85189151763916
2019-05-22,15.641019821166992
2019-03-19,15.705196380615234
2020-01-06,15.696029663085938
2020-03-25,15.324305534362793
2020-06-12,15.082685470581055
2019-10-22,15.026927947998047
2020-01-09,14.971168518066406
2020-06-15,14.868945121765137
2019-10-25,14.58085823059082
2020-03-31,14.404289245605469
2020-06-18,14.348530769348145
2019-04-03,14.506511688232422
2018-08-22,14.487927436828613
2018-10-25,14.376410484313965
2019-01-29,14.357824325561523
2018-12-28,14.460047721862793
2018-11-26,14.850357055664062
2019-08-09,14.74813461303711
2019-07-08,14.636615753173828
2019-06-06,14.683082580566406
2019-09-10,13.939635276794434
2020-01-15,14.00468635559082
2020-04-03,14.190549850463867
2019-10-31,14.246306419372559
2020-04-06,14.348530769348145
2020-06-24,14.255599975585938
2018-11-09,14.348530769348145
2019-07-23,14.255599975585938
2019-06-21,14.237013816833496
2019-05-20,14.469341278076172
2019-04-18,14.729548454284668
2018-09-06,14.645910263061523
2018-10-08,14.209134101867676
2019-02-13,14.385703086853027
2018-12-11,14.274186134338379
2019-09-25,14.302064895629883
2020-01-21,14.106910705566406
2020-04-09,14.106910705566406
2019-11-06,14.088324546813965
2020-01-24,14.079031944274902
2020-01-27,13.391343116760254
2020-04-15,13.168309211730957
2018-12-26,13.224067687988281
2019-08-07,12.666481971740723
2019-06-04,13.30770492553711
2018-09-21,13.400635719299316
2018-07-19,13.363463401794434
2018-08-20,13.335585594177246
2018-10-23,13.61437702178955
2019-05-03,15.454407691955566
2019-04-01,14.850357055664062
2019-02-28,14.831771850585938
2019-11-12,14.432168006896973
2020-01-30,14.274186134338379
2019-11-15,14.237013816833496
2020-04-21,14.125496864318848
2019-04-16,14.199840545654297
2019-03-15,14.525099754333496
2019-02-11,14.441461563110352
2019-01-10,14.367116928100586
2019-08-22,14.237013816833496
2018-11-07,14.422876358032227
2018-08-03,14.404289245605469
2018-09-04,14.079031944274902
2019-06-19,13.986100196838379
2019-09-23,13.30770492553711
2019-11-18,12.685067176818848
2020-02-05,12.675615310668945
2020-04-24,12.685067176818848
2019-03-29,13.091520309448242
2019-11-21,13.828804016113281
2020-04-27,14.00839900970459
2020-02-11,13.86661434173584
2020-04-30,13.772089004516602
2019-05-01,13.59249496459961
2019-02-26,13.800447463989258
2019-01-25,13.7626371383667
2018-12-24,14.046207427978516
2019-09-06,13.705923080444336
2018-07-17,13.743732452392578
2018-09-19,13.980040550231934
2019-08-05,14.206897735595703
2019-10-08,14.244708061218262
2019-12-11,14.51882553100586
2019-11-27,13.923327445983887
2020-02-14,14.036755561828613
2020-05-06,14.537731170654297
2019-01-08,14.358135223388672
2018-12-07,14.575540542602539
2019-08-20,14.386493682861328
2018-11-05,14.112375259399414
2019-07-19,14.613348960876465
2018-10-04,14.481016159057617
2019-06-17,14.37704086303711
2019-05-16,14.216350555419922
2018-08-01,14.102923393249512
2019-03-13,13.819351196289062
2019-12-03,14.131278991699219
2020-02-20,14.320326805114746
2019-12-06,14.320326805114746
2020-05-12,14.05566120147705
2019-12-09,13.86661434173584
2020-02-26,13.545232772827148
2020-05-15,13.403447151184082
2019-03-28,13.497970581054688
2018-09-17,13.601946830749512
2018-08-16,13.356185913085938
2018-10-19,13.42235279083252
2019-04-29,13.393994331359863
2019-01-23,13.375090599060059
2019-09-04,13.412899017333984
2018-11-20,12.694520950317383
2019-07-02,14.499921798706055
2019-05-31,14.273065567016602
2019-12-12,14.953635215759277
2020-05-18,15.246657371520996
2019-09-27,15.312826156616211
2020-03-03,14.972538948059082
2020-05-21,14.972538948059082
2019-05-14,15.133230209350586
2018-08-31,14.878015518188477
2018-07-30,14.868562698364258
2018-10-02,14.972538948059082
2019-04-12,15.029253005981445
2019-03-11,15.218301773071289
2019-02-07,15.643657684326172
2019-07-17,15.7665376663208
2019-09-19,14.896920204162598
2019-10-21,14.953635215759277
2019-12-18,14.840206146240234
2020-03-06,15.369537353515625
2019-10-03,15.772234916687012
2020-03-09,15.916054725646973
2020-05-27,15.609237670898438
2019-12-24,16.2803955078125
2020-03-12,16.78856086730957
2018-12-20,16.52968406677246
2019-08-01,17.085786819458008
2018-08-14,17.565185546875
2018-07-13,17.747360229492188
2018-10-17,17.71859359741211
2019-05-29,17.699419021606445
2019-03-26,17.52683448791504
2019-02-22,17.747360229492188
2019-10-04,17.651477813720703
2019-11-05,17.13372802734375
2019-12-27,16.970733642578125
2020-06-02,17.18166732788086
2019-12-30,17.152902603149414
2020-03-18,17.277545928955078
2020-06-05,17.555599212646484
2019-07-15,17.450132369995117
2018-12-03,17.94870376586914
2019-06-13,17.852827072143555
2019-01-04,17.057024002075195
2018-08-29,17.373428344726562
2019-02-05,17.776124954223633
