Dates,ABC
2018-06-20,92.02999877929688
2018-06-21,93.66999816894531
2018-06-25,93.3499984741211
2018-06-22,93.1500015258789
2018-06-26,91.91000366210938
2018-06-27,90.36000061035156
2018-06-28,83.23999786376953
2018-06-29,86.16000366210938
2018-07-02,84.80000305175781
2018-07-03,85.98999786376953
2018-07-05,86.36000061035156
2018-07-16,87.61000061035156
2018-09-18,88.30000305175781
2019-01-24,88.94000244140625
2019-09-05,87.11000061035156
2018-11-21,87.76000213623047
2020-01-13,86.97000122070312
2020-04-01,88.23999786376953
2020-06-19,86.66999816894531
2019-10-29,86.8499984741211
2020-01-16,86.26000213623047
2020-06-22,84.77999877929688
2018-10-03,84.72000122070312
2018-07-31,84.8499984741211
2019-03-12,84.2300033569336
2019-02-08,84.83000183105469
2019-01-07,83.20999908447266
2018-12-06,83.11000061035156
2019-08-19,83.20999908447266
2019-07-18,81.66999816894531
2019-05-15,78.0
2019-09-20,78.9800033569336
2019-11-01,80.25
2020-04-07,82.01000213623047
2020-06-25,83.23999786376953
2020-06-16,82.72000122070312
2019-11-04,83.0
2020-01-22,82.0
2019-11-07,83.1500015258789
2020-04-13,83.94000244140625
2019-07-01,85.9800033569336
2019-05-30,86.37999725341797
2018-08-15,87.70999908447266
2018-10-18,88.3499984741211
2019-03-27,87.93000030517578
2019-01-22,88.2300033569336
2018-12-21,88.5999984741211
2019-09-03,88.62999725341797
2018-11-19,88.80999755859375
2019-08-02,88.66999816894531
2020-01-28,88.9000015258789
2020-04-16,89.69999694824219
2019-11-13,89.52999877929688
2020-01-31,88.63999938964844
2018-12-04,89.61000061035156
2018-11-02,88.30000305175781
2019-07-16,88.70999908447266
2018-08-30,87.25
2018-10-01,83.7300033569336
2019-06-14,85.72000122070312
2019-05-13,86.19000244140625
2019-04-11,86.0199966430664
2019-02-06,86.55999755859375
2019-09-18,87.44999694824219
2020-02-03,89.79000091552734
2020-04-22,91.16000366210938
2019-11-19,89.62999725341797
2020-02-06,89.68000030517578
2019-11-22,89.61000061035156
2019-03-25,90.33999633789062
2019-02-21,91.12000274658203
2018-12-19,92.75
2018-07-12,92.51000213623047
2018-09-14,92.05000305175781
2018-08-13,91.36000061035156
2018-10-16,91.01000213623047
2019-07-31,90.5999984741211
2019-05-28,91.48999786376953
2019-04-26,91.05000305175781
2020-04-28,90.52999877929688
2019-11-25,88.25
2020-02-12,88.06999969482422
2020-05-01,90.02999877929688
2020-05-04,92.7699966430664
2019-06-12,93.95999908447266
2019-04-09,93.29000091552734
2019-03-08,92.95999908447266
2019-02-04,88.94999694824219
2018-07-27,89.83999633789062
2018-08-28,84.62999725341797
2019-01-03,84.94000244140625
2019-08-15,85.91000366210938
2018-10-31,86.33999633789062
