Dates,ABC
2018-06-20,91.69000244140625
2018-06-21,92.86000061035156
2018-06-25,92.87000274658203
2018-06-22,91.3499984741211
2018-06-26,90.2300033569336
2018-06-27,89.5199966430664
2018-06-28,82.13999938964844
2018-06-29,84.37999725341797
2018-07-02,83.58999633789062
2018-07-03,85.02999877929688
2018-07-05,85.9000015258789
2018-07-16,86.83000183105469
2018-09-18,87.97000122070312
2019-01-24,87.87999725341797
2019-09-05,85.62000274658203
2018-11-21,86.19000244140625
2020-01-13,86.45999908447266
2020-04-01,86.77999877929688
2020-06-19,86.44999694824219
2019-10-29,86.08000183105469
2020-01-16,83.51000213623047
2020-06-22,83.30999755859375
2018-10-03,84.69999694824219
2018-07-31,83.79000091552734
2019-03-12,83.75
2019-02-08,82.9800033569336
2019-01-07,82.13999938964844
2018-12-06,82.55000305175781
2019-08-19,81.77999877929688
2019-07-18,79.45999908447266
2019-05-15,77.27999877929688
2019-09-20,78.22000122070312
2019-11-01,80.06999969482422
2020-04-07,81.5199966430664
2020-06-25,81.4800033569336
2020-06-16,82.3499984741211
2019-11-04,81.6500015258789
2020-01-22,81.9000015258789
2019-11-07,83.12000274658203
2020-04-13,83.01000213623047
2019-07-01,84.7699966430664
2019-05-30,86.37999725341797
2018-08-15,87.70999908447266
2018-10-18,87.93000030517578
2019-03-27,87.02999877929688
2019-01-22,87.5199966430664
2018-12-21,87.91999816894531
2019-09-03,88.2300033569336
2018-11-19,87.9000015258789
2019-08-02,87.77999877929688
2020-01-28,88.31999969482422
2020-04-16,89.16999816894531
2019-11-13,88.01000213623047
2020-01-31,88.30000305175781
2018-12-04,87.5999984741211
2018-11-02,87.79000091552734
2019-07-16,88.19999694824219
2018-08-30,83.95999908447266
2018-10-01,83.38999938964844
2019-06-14,85.1500015258789
2019-05-13,85.63999938964844
2019-04-11,85.36000061035156
2019-02-06,86.31999969482422
2019-09-18,87.12999725341797
2020-02-03,89.79000091552734
2020-04-22,89.62000274658203
2019-11-19,88.44000244140625
2020-02-06,89.43000030517578
2019-11-22,89.61000061035156
2019-03-25,90.33999633789062
2019-02-21,90.52999877929688
2018-12-19,92.30000305175781
2018-07-12,91.38999938964844
2018-09-14,90.83000183105469
2018-08-13,90.80999755859375
2018-10-16,89.91000366210938
2019-07-31,90.5999984741211
2019-05-28,90.44000244140625
2019-04-26,90.80999755859375
2020-04-28,86.87000274658203
2019-11-25,86.76000213623047
2020-02-12,88.06999969482422
2020-05-01,89.48999786376953
2020-05-04,92.5
2019-06-12,92.54000091552734
2019-04-09,92.44000244140625
2019-03-08,89.6500015258789
2019-02-04,87.48999786376953
2018-07-27,84.33000183105469
2018-08-28,83.58000183105469
2019-01-03,83.06999969482422
2019-08-15,84.87999725341797
2018-10-31,85.80999755859375
2019-09-16,87.12999725341797
2020-02-18,88.38999938964844
2020-05-07,88.05999755859375
2018-08-17,88.25
2019-12-04,80.27999877929688
2020-02-21,84.4000015258789
2018-12-17,84.87000274658203
2019-08-30,87.63999938964844
2018-11-15,87.9800033569336
2019-07-29,89.75
2019-06-27,89.20999908447266
2019-04-24,86.08000183105469
2018-07-10,87.44999694824219
2018-09-12,88.1500015258789
2019-02-19,87.95999908447266
2019-01-18,87.0999984741211
2020-02-24,86.45999908447266
2020-05-13,88.0199966430664
2019-12-10,88.3499984741211
2020-02-27,89.05000305175781
2019-12-13,89.87999725341797
2020-05-19,87.66999816894531
2019-03-06,88.05000305175781
2018-11-30,87.41000366210938
2019-08-13,83.33000183105469
2019-07-12,84.0
2019-06-10,80.44999694824219
2019-05-09,81.6500015258789
2018-07-25,83.06999969482422
2018-09-27,81.27999877929688
2018-10-29,78.7699966430664
2019-10-16,76.5
2019-12-16,75.41999816894531
2020-03-04,75.66000366210938
2020-05-22,72.13999938964844
2019-10-01,71.55000305175781
2019-12-19,70.62999725341797
2018-09-10,69.36000061035156
2019-05-24,70.38999938964844
2018-08-09,72.80999755859375
2019-04-22,73.36000061035156
2019-03-21,73.11000061035156
2019-01-16,72.91000366210938
2019-08-28,72.55000305175781
2018-11-13,73.81999969482422
2018-10-12,74.11000061035156
2019-06-25,75.58999633789062
2020-03-10,74.77999877929688
2020-05-28,74.87999725341797
2019-10-07,76.01000213623047
2020-03-13,76.38999938964844
2019-10-10,76.66999816894531
2020-03-16,76.0
2020-06-03,76.5
2018-11-28,78.22000122070312
2018-09-25,77.66999816894531
2018-07-23,78.30000305175781
2018-08-24,78.97000122070312
2019-07-10,78.87999725341797
2019-05-07,78.5199966430664
2019-04-05,78.33000183105469
2019-03-04,80.4800033569336
2019-01-31,79.69999694824219
2019-09-12,83.2699966430664
2019-12-31,84.4800033569336
2020-03-19,85.19000244140625
2020-01-03,85.4800033569336
2020-06-09,83.69999694824219
2019-02-15,83.29000091552734
2019-01-14,84.06999969482422
2018-07-06,85.48999786376953
2018-08-07,85.5199966430664
2018-10-10,85.9000015258789
2018-12-13,86.0
2019-08-26,85.43000030517578
2019-07-25,84.52999877929688
2019-05-22,84.9000015258789
2019-03-19,84.63999938964844
2020-01-06,83.87999725341797
2020-03-25,82.44999694824219
2020-06-12,82.56999969482422
2019-10-22,82.19999694824219
2020-01-09,79.83000183105469
2020-06-15,79.43000030517578
2019-10-25,76.52999877929688
2020-03-31,76.0199966430664
2020-06-18,75.52999877929688
2019-04-03,76.08000183105469
2018-08-22,78.0999984741211
2018-10-25,78.68000030517578
2019-01-29,79.06999969482422
2018-12-28,79.48999786376953
2018-11-26,80.19999694824219
2019-08-09,80.37999725341797
2019-07-08,79.26000213623047
2019-06-06,79.0
2019-09-10,78.66999816894531
2020-01-15,76.87000274658203
2020-04-03,76.05000305175781
2019-10-31,75.6500015258789
2020-04-06,76.69000244140625
2020-06-24,78.01000213623047
2018-11-09,79.0
2019-07-23,74.41000366210938
2019-06-21,74.12999725341797
2019-05-20,74.27999877929688
2019-04-18,76.16000366210938
2018-09-06,76.5
2018-10-08,76.5
2019-02-13,72.1500015258789
2018-12-11,73.45999908447266
2019-09-25,74.4800033569336
2020-01-21,74.5999984741211
2020-04-09,74.43000030517578
2019-11-06,71.62999725341797
2020-01-24,71.27999877929688
2020-01-27,70.55000305175781
2020-04-15,70.91000366210938
2018-12-26,73.33999633789062
2019-08-07,72.62999725341797
2019-06-04,73.55000305175781
2018-09-21,73.75
2018-07-19,73.61000061035156
2018-08-20,73.04000091552734
2018-10-23,75.30000305175781
2019-05-03,77.63999938964844
2019-04-01,75.62000274658203
2019-02-28,76.7699966430664
2019-11-12,76.51000213623047
2020-01-30,77.16999816894531
2019-11-15,76.12999725341797
2020-04-21,74.66999816894531
2019-04-16,75.47000122070312
2019-03-15,75.18000030517578
2019-02-11,77.36000061035156
2019-01-10,76.43000030517578
2019-08-22,77.05000305175781
2018-11-07,79.47000122070312
2018-08-03,80.16000366210938
2018-09-04,79.94999694824219
2019-06-19,79.94000244140625
2019-09-23,80.56999969482422
2019-11-18,78.19000244140625
2020-02-05,77.45999908447266
2020-04-24,77.06999969482422
2019-03-29,78.12000274658203
2019-11-21,81.0
2020-04-27,81.0199966430664
2020-02-11,81.54000091552734
2020-04-30,81.95999908447266
2019-05-01,83.58000183105469
2019-02-26,84.44999694824219
2019-01-25,84.2699966430664
2018-12-24,85.30999755859375
2019-09-06,84.83999633789062
2018-07-17,84.38999938964844
2018-09-19,85.13999938964844
2019-08-05,85.52999877929688
2019-10-08,84.36000061035156
2019-12-11,84.25
2019-11-27,82.88999938964844
2020-02-14,83.12000274658203
2020-05-06,83.25
2019-01-08,83.9000015258789
2018-12-07,85.05999755859375
2019-08-20,84.6500015258789
2018-11-05,84.5199966430664
2019-07-19,86.08000183105469
2018-10-04,86.58000183105469
2019-06-17,86.54000091552734
2019-05-16,87.16999816894531
2018-08-01,88.0999984741211
2019-03-13,89.79000091552734
2019-12-03,88.87000274658203
2020-02-20,88.95999908447266
2019-12-06,88.76000213623047
2020-05-12,84.62000274658203
2019-12-09,84.55000305175781
2020-02-26,85.08999633789062
2020-05-15,84.93000030517578
2019-03-28,84.7699966430664
2018-09-17,85.5999984741211
2018-08-16,85.54000091552734
2018-10-19,85.58999633789062
2019-04-29,86.0999984741211
2019-01-23,85.4800033569336
2019-09-04,85.52999877929688
2018-11-20,90.58000183105469
2019-07-02,88.69999694824219
2019-05-31,87.81999969482422
2019-12-12,82.6500015258789
2020-05-18,81.80000305175781
2019-09-27,85.4800033569336
2020-03-03,86.54000091552734
2020-05-21,86.55000305175781
2019-05-14,86.94999694824219
2018-08-31,86.13999938964844
2018-07-30,85.33999633789062
2018-10-02,85.33999633789062
2019-04-12,87.62999725341797
2019-03-11,86.22000122070312
2019-02-07,86.2300033569336
2019-07-17,85.33000183105469
2019-09-19,83.0999984741211
