Dates,ABC
2018-06-20,93.2300033569336
2018-06-21,93.20999908447266
2018-06-25,93.5
2018-06-22,92.22000122070312
2018-06-26,90.38999938964844
2018-06-27,89.81999969482422
2018-06-28,86.0999984741211
2018-06-29,85.2699966430664
2018-07-02,85.72000122070312
2018-07-03,86.68000030517578
2018-07-05,87.19999694824219
2018-07-16,87.97000122070312
2018-09-18,88.25
2019-01-24,88.13999938964844
2019-09-05,87.13999938964844
2018-11-21,86.80000305175781
2020-01-13,87.91000366210938
2020-04-01,86.9000015258789
2020-06-19,86.81999969482422
2019-10-29,86.33000183105469
2020-01-16,85.55999755859375
2020-06-22,84.69999694824219
2018-10-03,84.75
2018-07-31,83.93000030517578
2019-03-12,84.7699966430664
2019-02-08,83.23999786376953
2019-01-07,82.91999816894531
2018-12-06,82.91000366210938
2019-08-19,81.83000183105469
2019-07-18,79.48999786376953
2019-05-15,78.9800033569336
2019-09-20,80.97000122070312
2019-11-01,82.13999938964844
2020-04-07,83.44000244140625
2020-06-25,82.66000366210938
2020-06-16,83.23999786376953
2019-11-04,81.9800033569336
2020-01-22,83.05999755859375
2019-11-07,84.43000030517578
2020-04-13,85.12000274658203
2019-07-01,86.81999969482422
2019-05-30,87.72000122070312
2018-08-15,88.2699966430664
2018-10-18,87.98999786376953
2019-03-27,88.1500015258789
2019-01-22,88.27999877929688
2018-12-21,88.33000183105469
2019-09-03,88.45999908447266
2018-11-19,88.87000274658203
2019-08-02,89.26000213623047
2020-01-28,90.05999755859375
2020-04-16,89.97000122070312
2019-11-13,89.16999816894531
2020-01-31,89.44000244140625
2018-12-04,88.37999725341797
2018-11-02,88.63999938964844
2019-07-16,88.33000183105469
2018-08-30,84.0999984741211
2018-10-01,85.20999908447266
2019-06-14,85.93000030517578
2019-05-13,85.83999633789062
2019-04-11,86.76000213623047
2019-02-06,87.33000183105469
2019-09-18,89.38999938964844
2020-02-03,91.05999755859375
2020-04-22,90.12999725341797
2019-11-19,89.56999969482422
2020-02-06,89.5199966430664
2019-11-22,90.30999755859375
2019-03-25,91.1500015258789
2019-02-21,92.22000122070312
2018-12-19,92.79000091552734
2018-07-12,91.4000015258789
2018-09-14,91.02999877929688
2018-08-13,91.04000091552734
2018-10-16,90.58000183105469
2019-07-31,91.29000091552734
2019-05-28,90.91999816894531
2019-04-26,90.83999633789062
2020-04-28,87.30999755859375
2019-11-25,88.4800033569336
2020-02-12,89.54000091552734
2020-05-01,92.56999969482422
2020-05-04,93.76000213623047
2019-06-12,93.37999725341797
2019-04-09,92.80000305175781
2019-03-08,90.22000122070312
2019-02-04,90.27999877929688
2018-07-27,84.48999786376953
2018-08-28,85.72000122070312
2019-01-03,84.72000122070312
2019-08-15,85.98999786376953
2018-10-31,87.61000061035156
2019-09-16,88.0
2020-02-18,90.91999816894531
2020-05-07,88.56999969482422
2018-08-17,88.55999755859375
2019-12-04,84.0
2020-02-21,86.54000091552734
2018-12-17,89.16999816894531
2019-08-30,88.86000061035156
2018-11-15,89.91999816894531
2019-07-29,91.30999755859375
2019-06-27,89.58000183105469
2019-04-24,89.1500015258789
2018-07-10,88.75
2018-09-12,90.81999969482422
2019-02-19,88.87000274658203
2019-01-18,87.43000030517578
2020-02-24,87.66000366210938
2020-05-13,88.94000244140625
2019-12-10,89.62999725341797
2020-02-27,91.23999786376953
2019-12-13,90.5
2020-05-19,88.9000015258789
2019-03-06,89.0199966430664
2018-11-30,87.61000061035156
2019-08-13,85.9800033569336
2019-07-12,84.31999969482422
2019-06-10,83.55000305175781
2019-05-09,82.4800033569336
2018-07-25,83.22000122070312
2018-09-27,81.88999938964844
2018-10-29,78.97000122070312
2019-10-16,77.0
2019-12-16,76.23999786376953
2020-03-04,76.30999755859375
2020-05-22,73.22000122070312
2019-10-01,71.9800033569336
2019-12-19,70.76000213623047
2018-09-10,73.04000091552734
2019-05-24,73.52999877929688
2018-08-09,73.95999908447266
2019-04-22,74.4000015258789
2019-03-21,74.44999694824219
2019-01-16,73.37000274658203
2019-08-28,74.22000122070312
2018-11-13,74.75
2018-10-12,75.55000305175781
2019-06-25,76.31999969482422
2020-03-10,76.0
2020-05-28,76.55999755859375
2019-10-07,76.86000061035156
2020-03-13,77.26000213623047
2019-10-10,77.30000305175781
