Dates,HLT
2018-06-20,83.91999816894531
2018-06-21,82.30999755859375
2018-06-25,81.72000122070312
2018-06-22,80.55000305175781
2018-06-26,79.72000122070312
2018-06-27,79.9000015258789
2018-06-28,78.25
2018-06-29,79.98999786376953
2018-07-02,79.30999755859375
2018-07-03,79.81999969482422
2018-07-05,79.94000244140625
2018-07-16,81.0
2018-09-18,81.68000030517578
2019-01-24,82.29000091552734
2019-09-05,81.0
2018-11-21,81.12999725341797
2020-01-13,81.16000366210938
2020-04-01,81.18000030517578
2020-06-19,81.16999816894531
2019-10-29,83.25
2020-01-16,83.48999786376953
2020-06-22,82.70999908447266
2018-10-03,82.26000213623047
2018-07-31,81.83999633789062
2019-03-12,80.55000305175781
2019-02-08,80.69000244140625
2019-01-07,80.20999908447266
2018-12-06,78.5999984741211
2019-08-19,78.83000183105469
2019-07-18,79.47000122070312
2019-05-15,78.44000244140625
2019-09-20,78.58999633789062
2019-11-01,78.26000213623047
2020-04-07,78.11000061035156
2020-06-25,78.0999984741211
2020-06-16,77.08000183105469
2019-11-04,76.41999816894531
2020-01-22,76.08000183105469
2019-11-07,76.73999786376953
2020-04-13,76.38999938964844
2019-07-01,77.91999816894531
2019-05-30,77.30000305175781
2018-08-15,77.54000091552734
2018-10-18,77.25
2019-03-27,77.41000366210938
2019-01-22,77.41999816894531
2018-12-21,77.5999984741211
2019-09-03,78.16000366210938
2018-11-19,78.01000213623047
2019-08-02,78.36000061035156
2020-01-28,78.19000244140625
2020-04-16,78.04000091552734
2019-11-13,77.69999694824219
2020-01-31,76.97000122070312
2018-12-04,76.23999786376953
2018-11-02,76.62000274658203
2019-07-16,77.02999877929688
2018-08-30,77.45999908447266
2018-10-01,78.06999969482422
2019-06-14,79.91999816894531
2019-05-13,80.22000122070312
2019-04-11,80.25
2019-02-06,79.63999938964844
2019-09-18,80.54000091552734
2020-02-03,81.33999633789062
2020-04-22,82.0
2019-11-19,80.72000122070312
2020-02-06,80.51000213623047
2019-11-22,81.0999984741211
2019-03-25,82.18000030517578
2019-02-21,81.80999755859375
2018-12-19,81.33999633789062
2018-07-12,78.88999938964844
2018-09-14,77.56999969482422
2018-08-13,76.76000213623047
2018-10-16,75.79000091552734
2019-07-31,75.02999877929688
2019-05-28,75.66000366210938
2019-04-26,75.19999694824219
2020-04-28,73.54000091552734
2019-11-25,74.3499984741211
2020-02-12,73.61000061035156
2020-05-01,74.69000244140625
2020-05-04,74.95999908447266
2019-06-12,74.52999877929688
2019-04-09,72.01000213623047
