Dates,HLT
2018-06-20,81.02690124511719
2018-06-21,80.04875946044922
2018-06-25,79.90056610107422
2018-06-22,78.31973266601562
2018-06-26,78.2406997680664
2018-06-27,77.32185363769531
2018-06-28,77.31195831298828
2018-06-29,78.2110595703125
2018-07-02,78.3493881225586
2018-07-03,78.49756622314453
2018-07-05,78.73471069335938
2018-07-16,79.59427642822266
2018-09-18,79.96973419189453
2019-01-24,80.30564880371094
2019-09-05,79.64368438720703
2018-11-21,80.02900695800781
2020-01-13,79.9993667602539
2020-04-01,79.12003326416016
2020-06-19,80.09815979003906
2019-10-29,81.96550750732422
2020-01-16,81.15534210205078
2020-06-22,80.97749328613281
2018-10-03,80.6316909790039
2018-07-31,79.5251235961914
2019-03-12,79.40655517578125
2019-02-08,78.6556625366211
2019-01-07,77.50956726074219
2018-12-06,76.35359954833984
2019-08-19,77.71705627441406
2019-07-18,77.59850311279297
2019-05-15,77.49970245361328
2019-09-20,77.24281311035156
2019-11-01,77.19341278076172
2020-04-07,76.66976165771484
2020-06-25,75.96827697753906
2020-06-16,75.38420104980469
2019-11-04,74.88924407958984
2020-01-22,74.55265808105469
2019-11-07,75.7702865600586
2020-04-13,75.4535140991211
2019-07-01,76.46324157714844
2019-05-30,76.42364501953125
2018-08-15,75.52281188964844
2018-10-18,75.9583740234375
2019-03-27,76.42364501953125
2019-01-22,75.99796295166016
2018-12-21,76.33454895019531
2019-09-03,76.97801971435547
2018-11-19,76.6909408569336
2019-08-02,77.39379119873047
2020-01-28,76.79983520507812
2020-04-16,76.83943176269531
2019-11-13,76.38406372070312
2020-01-31,74.95854187011719
2018-12-04,74.92884063720703
2018-11-02,75.6712875366211
2019-07-16,75.81978607177734
2018-08-30,76.63153839111328
2018-10-01,77.1760025024414
2019-06-14,78.14615631103516
2019-05-13,79.25487518310547
2019-04-11,78.3045425415039
2019-02-06,78.59162902832031
2019-09-18,79.62117004394531
2020-02-03,80.26463317871094
2020-04-22,80.14583587646484
2019-11-19,79.35387420654297
2020-02-06,79.30438995361328
2019-11-22,79.8488540649414
2019-03-25,81.21498107910156
2019-02-21,79.96764373779297
2018-12-19,77.6016845703125
2018-07-12,76.30484771728516
2018-09-14,75.78018951416016
2018-08-13,74.65165710449219
2018-10-16,73.63201141357422
2019-07-31,74.1962661743164
2019-05-28,74.47346496582031
2019-04-26,72.661865234375
2020-04-28,72.36488342285156
2019-11-25,72.87965393066406
2020-02-12,72.25598907470703
2020-05-01,73.87947845458984
2020-05-04,73.77059173583984
2019-06-12,71.32544708251953
2019-04-09,69.94942474365234
2019-03-08,69.45445251464844
2019-02-04,68.17743682861328
2018-07-27,63.17820358276367
2018-08-28,66.87069702148438
2019-01-03,67.58345794677734
2019-08-15,67.9101333618164
2018-10-31,68.00911712646484
2019-09-16,70.45429229736328
2020-02-18,71.9194107055664
2020-05-07,72.08769226074219
2018-08-17,71.67192077636719
2019-12-04,69.88011932373047
2020-02-21,72.23619842529297
2018-12-17,71.44259643554688
2019-08-30,70.5895004272461
2018-11-15,69.62726593017578
2019-07-29,70.29190063476562
2019-06-27,70.51014709472656
2019-04-24,72.30562591552734
2018-07-10,72.45442962646484
2018-09-12,70.62916564941406
2019-02-19,70.9168472290039
2019-01-18,71.98818969726562
2020-02-24,72.53378295898438
2020-05-13,74.48799133300781
2019-12-10,74.56735229492188
2020-02-27,76.33307647705078
2019-12-13,75.84700012207031
2020-05-19,74.93437957763672
2019-03-06,77.34490203857422
