Dates,HLT
2018-06-20,83.19000244140625
2018-06-21,81.91999816894531
2018-06-25,81.62000274658203
2018-06-22,80.05999755859375
2018-06-26,79.29000091552734
2018-06-27,79.55000305175781
2018-06-28,78.12000274658203
2018-06-29,78.37999725341797
2018-07-02,78.48999786376953
2018-07-03,79.41999816894531
2018-07-05,79.6500015258789
2018-07-16,79.52999877929688
2018-09-18,81.01000213623047
2019-01-24,80.94000244140625
2019-09-05,80.5
2018-11-21,81.0
2020-01-13,80.98999786376953
2020-04-01,81.18000030517578
2020-06-19,80.22000122070312
2019-10-29,81.20999908447266
2020-01-16,83.0
2020-06-22,81.94999694824219
2018-10-03,82.0
2018-07-31,81.6500015258789
2019-03-12,80.06999969482422
2019-02-08,79.91999816894531
2019-01-07,79.91000366210938
2018-12-06,78.12999725341797
2019-08-19,77.41999816894531
2019-07-18,79.19999694824219
2019-05-15,77.86000061035156
2019-09-20,78.4800033569336
2019-11-01,78.05999755859375
2020-04-07,77.66000366210938
2020-06-25,77.66000366210938
2020-06-16,76.83999633789062
2019-11-04,76.08999633789062
2020-01-22,75.63999938964844
2019-11-07,75.62000274658203
2020-04-13,75.91999816894531
2019-07-01,76.91999816894531
2019-05-30,76.52999877929688
2018-08-15,77.19000244140625
2018-10-18,76.22000122070312
2019-03-27,76.54000091552734
2019-01-22,77.22000122070312
2018-12-21,76.7699966430664
2019-09-03,77.63999938964844
2018-11-19,77.93000030517578
2019-08-02,77.55000305175781
2020-01-28,78.18000030517578
2020-04-16,77.33999633789062
2019-11-13,77.62999725341797
2020-01-31,76.83999633789062
2018-12-04,75.9000015258789
2018-11-02,75.38999938964844
2019-07-16,76.79000091552734
2018-08-30,76.29000091552734
2018-10-01,77.25
2019-06-14,78.43000030517578
2019-05-13,79.05000305175781
2019-04-11,80.16999816894531
2019-02-06,79.19999694824219
2019-09-18,79.5199966430664
2020-02-03,80.66000366210938
2020-04-22,81.55000305175781
2019-11-19,80.69000244140625
2020-02-06,80.4000015258789
2019-11-22,80.27999877929688
2019-03-25,80.37000274658203
2019-02-21,81.7699966430664
2018-12-19,81.33999633789062
2018-07-12,78.33000183105469
2018-09-14,77.38999938964844
2018-08-13,76.56999969482422
2018-10-16,75.45999908447266
2019-07-31,74.2300033569336
2019-05-28,75.0
2019-04-26,74.66000366210938
2020-04-28,73.19999694824219
2019-11-25,74.23999786376953
2020-02-12,73.33999633789062
2020-05-01,73.55000305175781
2020-05-04,74.4800033569336
2019-06-12,74.52999877929688
2019-04-09,71.80000305175781
2019-03-08,70.62000274658203
2019-02-04,68.87000274658203
2018-07-27,69.18000030517578
2018-08-28,66.75
2019-01-03,67.16999816894531
2019-08-15,68.91999816894531
2018-10-31,68.5999984741211
2019-09-16,69.93000030517578
2020-02-18,71.4800033569336
2020-05-07,73.16000366210938
2018-08-17,72.4800033569336
2019-12-04,71.30999755859375
2020-02-21,71.12999725341797
2018-12-17,72.48999786376953
2019-08-30,71.70999908447266
2018-11-15,71.16000366210938
2019-07-29,70.66000366210938
2019-06-27,71.55999755859375
2019-04-24,70.52999877929688
2018-07-10,72.31999969482422
