Dates,HLT
2018-06-20,81.9800033569336
2018-06-21,80.77999877929688
2018-06-25,80.52999877929688
2018-06-22,78.68000030517578
2018-06-26,78.94999694824219
2018-06-27,78.19999694824219
2018-06-28,76.79000091552734
2018-06-29,78.12999725341797
2018-07-02,77.5199966430664
2018-07-03,79.01000213623047
2018-07-05,78.8499984741211
2018-07-16,79.4000015258789
2018-09-18,80.55999755859375
2019-01-24,80.87999725341797
2019-09-05,80.0199966430664
2018-11-21,80.3499984741211
2020-01-13,80.66999816894531
2020-04-01,79.79000091552734
2020-06-19,79.80000305175781
2019-10-29,81.20999908447266
2020-01-16,81.97000122070312
2020-06-22,81.58000183105469
2018-10-03,81.54000091552734
2018-07-31,79.68000030517578
2019-03-12,77.63999938964844
2019-02-08,79.2699966430664
2019-01-07,78.19000244140625
2018-12-06,77.06999969482422
2019-08-19,77.41000366210938
2019-07-18,78.2300033569336
2019-05-15,77.12000274658203
2019-09-20,77.87999725341797
2019-11-01,77.56999969482422
2020-04-07,76.94000244140625
2020-06-25,76.16999816894531
2020-06-16,75.97000122070312
2019-11-04,75.38999938964844
2020-01-22,74.83999633789062
2019-11-07,75.04000091552734
2020-04-13,75.48999786376953
2019-07-01,76.58000183105469
2019-05-30,75.97000122070312
2018-08-15,76.12000274658203
2018-10-18,76.22000122070312
2019-03-27,76.37999725341797
2019-01-22,76.5
2018-12-21,76.7699966430664
2019-09-03,77.47000122070312
2018-11-19,77.16999816894531
2019-08-02,77.37999725341797
2020-01-28,77.2699966430664
2020-04-16,77.33999633789062
2019-11-13,76.66999816894531
2020-01-31,75.68000030517578
2018-12-04,75.16000366210938
2018-11-02,75.38999938964844
2019-07-16,76.16000366210938
2018-08-30,76.23999786376953
2018-10-01,77.05999755859375
2019-06-14,78.36000061035156
2019-05-13,79.04000091552734
2019-04-11,79.05000305175781
2019-02-06,78.94999694824219
2019-09-18,79.5199966430664
2020-02-03,80.16999816894531
2020-04-22,80.81999969482422
2019-11-19,79.55000305175781
2020-02-06,79.87000274658203
2019-11-22,79.91999816894531
2019-03-25,80.33000183105469
2019-02-21,80.69000244140625
2018-12-19,78.37999725341797
2018-07-12,77.05000305175781
2018-09-14,76.5
2018-08-13,74.56999969482422
2018-10-16,73.5199966430664
2019-07-31,73.62000274658203
2019-05-28,74.77999877929688
2019-04-26,73.30000305175781
2020-04-28,72.06999969482422
2019-11-25,72.72000122070312
2020-02-12,72.97000122070312
2020-05-01,73.01000213623047
2020-05-04,73.69000244140625
2019-06-12,71.94000244140625
2019-04-09,70.5
2019-03-08,70.0199966430664
2019-02-04,66.87000274658203
2018-07-27,63.7599983215332
2018-08-28,66.01000213623047
2019-01-03,66.36000061035156
2019-08-15,67.68000030517578
2018-10-31,67.86000061035156
2019-09-16,69.69000244140625
2020-02-18,71.2300033569336
2020-05-07,72.12999725341797
2018-08-17,71.76000213623047
2019-12-04,69.55000305175781
2020-02-21,71.05000305175781
2018-12-17,71.54000091552734
2019-08-30,70.76000213623047
2018-11-15,70.04000091552734
2019-07-29,70.22000122070312
2019-06-27,70.79000091552734
2019-04-24,70.3499984741211
2018-07-10,72.19999694824219
2018-09-12,70.62999725341797
2019-02-19,69.80999755859375
2019-01-18,71.56999969482422
2020-02-24,72.19999694824219
2020-05-13,73.77999877929688
2019-12-10,74.5199966430664
2020-02-27,75.01000213623047
2019-12-13,75.83999633789062
2020-05-19,74.69000244140625
2019-03-06,76.6500015258789
2018-11-30,74.88999938964844
2019-08-13,73.30999755859375
2019-07-12,72.37999725341797
2019-06-10,71.5
2019-05-09,71.98999786376953
2018-07-25,72.70999908447266
2018-09-27,72.05999755859375
2018-10-29,71.44000244140625
2019-10-16,69.86000061035156
2019-12-16,70.08000183105469
2020-03-04,68.94000244140625
