Dates,AES
2018-06-20,12.84000015258789
2018-06-21,12.869999885559082
2018-06-25,12.819999694824219
2018-06-22,12.770000457763672
2018-06-26,12.819999694824219
2018-06-27,13.100000381469727
2018-06-28,13.25
2018-06-29,13.260000228881836
2018-07-02,12.8100004196167
2018-07-03,12.960000038146973
2018-07-05,12.800000190734863
2018-07-16,12.920000076293945
2018-09-18,12.569999694824219
2019-01-24,12.550000190734863
2019-09-05,12.829999923706055
2018-11-21,12.979999542236328
2020-01-13,13.09000015258789
2020-04-01,13.109999656677246
2020-06-19,12.829999923706055
2019-10-29,12.710000038146973
2020-01-16,12.720000267028809
2020-06-22,12.960000038146973
2018-10-03,12.920000076293945
2018-07-31,12.920000076293945
2019-03-12,13.130000114440918
2019-02-08,13.329999923706055
2019-01-07,13.3100004196167
2018-12-06,13.289999961853027
2019-08-19,13.260000228881836
2019-07-18,13.34000015258789
2019-05-15,13.270000457763672
2019-09-20,13.279999732971191
2019-11-01,13.710000038146973
2020-04-07,13.229999542236328
2020-06-25,13.6899995803833
2020-06-16,13.710000038146973
2019-11-04,13.550000190734863
2020-01-22,13.350000381469727
2019-11-07,13.399999618530273
2020-04-13,13.399999618530273
2019-07-01,13.470000267028809
2019-05-30,13.699999809265137
2018-08-15,13.890000343322754
2018-10-18,13.90999984741211
2019-03-27,13.899999618530273
2019-01-22,13.960000038146973
2018-12-21,13.949999809265137
2019-09-03,13.920000076293945
2018-11-19,13.84000015258789
2019-08-02,13.90999984741211
2020-01-28,13.829999923706055
2020-04-16,13.399999618530273
2019-11-13,13.09000015258789
2020-01-31,13.170000076293945
2018-12-04,13.260000228881836
2018-11-02,13.079999923706055
2019-07-16,13.069999694824219
2018-08-30,13.0
2018-10-01,13.029999732971191
2019-06-14,13.180000305175781
2019-05-13,13.390000343322754
2019-04-11,13.5
2019-02-06,13.569999694824219
2019-09-18,13.550000190734863
2020-02-03,13.489999771118164
2020-04-22,13.779999732971191
2019-11-19,13.739999771118164
2020-02-06,13.489999771118164
2019-11-22,13.539999961853027
2019-03-25,13.550000190734863
2019-02-21,13.680000305175781
2018-12-19,13.880000114440918
2018-07-12,14.119999885559082
2018-09-14,14.350000381469727
2018-08-13,14.3100004196167
2018-10-16,14.5
2019-07-31,14.630000114440918
2019-05-28,14.710000038146973
2019-04-26,14.729999542236328
2020-04-28,14.3100004196167
2019-11-25,14.369999885559082
2020-02-12,14.739999771118164
2020-05-01,14.850000381469727
2020-05-04,15.050000190734863
2019-06-12,14.710000038146973
2019-04-09,14.84000015258789
2019-03-08,14.989999771118164
2019-02-04,14.5600004196167
2018-07-27,14.670000076293945
2018-08-28,14.539999961853027
2019-01-03,14.420000076293945
2019-08-15,14.390000343322754
2018-10-31,14.510000228881836
2019-09-16,14.5600004196167
2020-02-18,14.470000267028809
2020-05-07,14.59000015258789
2018-08-17,14.619999885559082
2019-12-04,14.800000190734863
2020-02-21,15.550000190734863
2018-12-17,15.4399995803833
2019-08-30,15.399999618530273
2018-11-15,15.510000228881836
2019-07-29,15.319999694824219
2019-06-27,15.210000038146973
2019-04-24,15.130000114440918
2018-07-10,15.369999885559082
2018-09-12,15.319999694824219
2019-02-19,14.880000114440918
2019-01-18,14.670000076293945
2020-02-24,14.960000038146973
2020-05-13,15.039999961853027
2019-12-10,15.180000305175781
2020-02-27,15.3100004196167
2019-12-13,15.390000343322754
2020-05-19,15.359999656677246
2019-03-06,15.520000457763672
2018-11-30,15.4399995803833
2019-08-13,15.039999961853027
2019-07-12,15.40999984741211
2019-06-10,15.489999771118164
2019-05-09,15.600000381469727
2018-07-25,15.84000015258789
2018-09-27,15.710000038146973
2018-10-29,15.729999542236328
2019-10-16,14.75
2019-12-16,14.829999923706055
2020-03-04,14.65999984741211
2020-05-22,14.390000343322754
2019-10-01,14.260000228881836
2019-12-19,13.789999961853027
2018-09-10,13.550000190734863
2019-05-24,13.869999885559082
2018-08-09,14.210000038146973
2019-04-22,14.359999656677246
2019-03-21,14.100000381469727
2019-01-16,13.970000267028809
2019-08-28,14.199999809265137
2018-11-13,14.539999961853027
2018-10-12,14.760000228881836
2019-06-25,14.979999542236328
2020-03-10,14.920000076293945
2020-05-28,15.239999771118164
2019-10-07,14.779999732971191
2020-03-13,15.050000190734863
2019-10-10,15.329999923706055
2020-03-16,15.420000076293945
2020-06-03,15.3100004196167
2018-11-28,15.4399995803833
2018-09-25,15.640000343322754
2018-07-23,15.729999542236328
2018-08-24,15.800000190734863
2019-07-10,15.739999771118164
2019-05-07,15.880000114440918
2019-04-05,16.040000915527344
2019-03-04,15.949999809265137
2019-01-31,16.3700008392334
2019-09-12,16.3700008392334
2019-12-31,16.770000457763672
2020-03-19,16.850000381469727
2020-01-03,16.860000610351562
2020-06-09,17.049999237060547
2019-02-15,17.139999389648438
2019-01-14,17.06999969482422
2018-07-06,16.950000762939453
2018-08-07,16.979999542236328
2018-10-10,16.90999984741211
2018-12-13,16.860000610351562
2019-08-26,17.079999923706055
2019-07-25,17.049999237060547
2019-05-22,17.309999465942383
2019-03-19,17.18000030517578
2020-01-06,17.110000610351562
2020-03-25,17.010000228881836
2020-06-12,16.8700008392334
2019-10-22,17.290000915527344
2020-01-09,16.8799991607666
2020-06-15,17.059999465942383
2019-10-25,17.360000610351562
2020-03-31,17.600000381469727
2020-06-18,17.56999969482422
2019-04-03,17.739999771118164
2018-08-22,17.899999618530273
2018-10-25,18.09000015258789
2019-01-29,18.010000228881836
2018-12-28,17.940000534057617
2018-11-26,18.049999237060547
2019-08-09,17.739999771118164
2019-07-08,17.709999084472656
2019-06-06,17.940000534057617
2019-09-10,18.049999237060547
2020-01-15,18.010000228881836
2020-04-03,18.260000228881836
2019-10-31,18.1200008392334
2020-04-06,18.030000686645508
2020-06-24,18.049999237060547
2018-11-09,17.850000381469727
2019-07-23,17.889999389648438
2019-06-21,17.989999771118164
2019-05-20,17.829999923706055
2019-04-18,18.010000228881836
2018-09-06,17.90999984741211
2018-10-08,17.93000030517578
2019-02-13,18.010000228881836
2018-12-11,17.959999084472656
2019-09-25,17.920000076293945
2020-01-21,17.959999084472656
2020-04-09,17.799999237060547
2019-11-06,17.6200008392334
2020-01-24,17.530000686645508
2020-01-27,17.610000610351562
2020-04-15,17.6200008392334
2018-12-26,17.65999984741211
2019-08-07,17.510000228881836
2019-06-04,17.3700008392334
2018-09-21,17.18000030517578
2018-07-19,16.889999389648438
2018-08-20,16.899999618530273
2018-10-23,16.719999313354492
2019-05-03,16.93000030517578
2019-04-01,16.649999618530273
2019-02-28,16.299999237060547
2019-11-12,15.949999809265137
2020-01-30,15.869999885559082
2019-11-15,15.920000076293945
2020-04-21,15.880000114440918
2019-04-16,16.06999969482422
2019-03-15,15.899999618530273
2019-02-11,16.139999389648438
2019-01-10,16.219999313354492
2019-08-22,16.209999084472656
2018-11-07,16.260000228881836
2018-08-03,16.440000534057617
2018-09-04,16.420000076293945
2019-06-19,16.479999542236328
2019-09-23,16.34000015258789
2019-11-18,16.049999237060547
2020-02-05,15.829999923706055
2020-04-24,15.710000038146973
2019-03-29,15.760000228881836
2019-11-21,15.770000457763672
2020-04-27,16.18000030517578
2020-02-11,16.40999984741211
2020-04-30,16.68000030517578
2019-05-01,16.34000015258789
2019-02-26,16.239999771118164
2019-01-25,16.3799991607666
2018-12-24,16.739999771118164
2019-09-06,16.8700008392334
2018-07-17,16.690000534057617
2018-09-19,16.75
2019-08-05,16.270000457763672
2019-10-08,16.600000381469727
2019-12-11,16.65999984741211
2019-11-27,16.489999771118164
2020-02-14,16.520000457763672
2020-05-06,16.280000686645508
2019-01-08,16.280000686645508
2018-12-07,16.530000686645508
2019-08-20,16.65999984741211
2018-11-05,16.770000457763672
2019-07-19,17.030000686645508
2018-10-04,16.90999984741211
2019-06-17,17.030000686645508
2019-05-16,16.959999084472656
2018-08-01,16.969999313354492
2019-03-13,16.780000686645508
2019-12-03,16.850000381469727
2020-02-20,16.959999084472656
2019-12-06,17.110000610351562
2020-05-12,17.329999923706055
2019-12-09,17.219999313354492
