Dates,AES
2018-06-20,12.079346656799316
2018-06-21,12.041976928710938
2018-06-25,12.01395034790039
2018-06-22,12.023292541503906
2018-06-26,12.340923309326172
2018-06-27,12.368950843811035
2018-06-28,12.621188163757324
2018-06-29,12.527765274047852
2018-07-02,12.275529861450195
2018-07-03,12.154082298278809
2018-07-05,12.116713523864746
2018-07-16,12.144740104675293
2018-09-18,11.79908275604248
2019-01-24,11.995266914367676
2019-09-05,12.172765731811523
2018-11-21,12.238160133361816
2020-01-13,12.312898635864258
2020-04-01,12.266186714172363
2020-06-19,12.004608154296875
2019-10-29,11.892502784729004
2020-01-16,12.172765731811523
2020-06-22,12.172765731811523
2018-10-03,12.210134506225586
2018-07-31,12.247502326965332
2019-03-12,12.518424034118652
2019-02-08,12.518424034118652
2019-01-07,12.490397453308105
2018-12-06,12.425004959106445
2019-08-19,12.48105525970459
2019-07-18,12.583819389343262
2019-05-15,12.781915664672852
2019-09-20,12.913978576660156
2019-11-01,13.03661060333252
2020-04-07,12.857380867004395
2020-06-25,13.15924072265625
2020-06-16,12.961145401000977
2019-11-04,12.791348457336426
2020-01-22,12.621550559997559
2019-11-07,12.734749794006348
2020-04-13,12.72531509399414
2019-07-01,13.083775520324707
2019-05-30,13.14980697631836
2018-08-15,13.16867446899414
2018-10-18,13.178106307983398
2019-03-27,13.19697380065918
2019-01-22,13.215840339660645
2018-12-21,13.215840339660645
2019-09-03,13.16867446899414
2018-11-19,13.121508598327637
2019-08-02,13.215840339660645
2020-01-28,13.112074851989746
2020-04-16,12.697016716003418
2019-11-13,12.404589653015137
2020-01-31,12.649850845336914
2018-12-04,12.527219772338867
2018-11-02,12.366856575012207
2019-07-16,12.470622062683105
2018-08-30,12.338557243347168
2018-10-01,12.480053901672363
2019-06-14,12.687582969665527
2019-05-13,12.781915664672852
2019-04-11,12.866813659667969
2019-02-06,12.97057819366455
2019-09-18,12.819646835327148
2020-02-03,13.027176856994629
2020-04-22,13.16867446899414
2019-11-19,12.980010986328125
2020-02-06,12.923412322998047
2019-11-22,12.83851432800293
2019-03-25,12.923412322998047
2019-02-21,13.206406593322754
2018-12-19,13.253572463989258
2018-07-12,13.612031936645508
2018-09-14,13.7063627243042
2018-08-13,13.68749713897705
2018-10-16,13.828993797302246
2019-07-31,13.932760238647461
2019-05-28,13.979925155639648
2019-04-26,13.942192077636719
2020-04-28,13.621464729309082
2019-11-25,13.819560050964355
2020-02-12,13.998790740966797
2020-05-01,14.489314079284668
2020-05-04,14.225186347961426
2019-06-12,13.961060523986816
2019-04-09,14.130853652954102
2019-03-08,14.159154891967773
2019-02-04,13.885594367980957
2018-07-27,13.838427543640137
2018-08-28,13.876160621643066
2019-01-03,13.725229263305664
2019-08-15,13.696930885314941
2018-10-31,13.979925155639648
2019-09-16,13.87524127960205
2020-02-18,14.027508735656738
2020-05-07,13.89427661895752
2018-08-17,14.34155559539795
2019-12-04,15.236120223999023
2020-02-21,14.845938682556152
2018-12-17,14.912554740905762
2019-08-30,14.769804954528809
2018-11-15,14.769804954528809
2019-07-29,14.665122032165527
2019-06-27,14.503339767456055
2019-04-24,14.674639701843262
2018-07-10,14.76028823852539
2018-09-12,14.63657283782959
2019-02-19,14.179773330688477
2019-01-18,14.34155559539795
2020-02-24,14.27493953704834
2020-05-13,14.655604362487793
2019-12-10,14.484306335449219
2020-02-27,14.76028823852539
2019-12-13,14.693672180175781
2020-05-19,14.741256713867188
2019-03-06,14.845938682556152
2018-11-30,14.712705612182617
2019-08-13,14.7031888961792
2019-07-12,14.779322624206543
2019-06-10,15.007720947265625
2019-05-09,14.979170799255371
2018-07-25,15.121920585632324
2018-09-27,15.017236709594727
2018-10-29,15.179019927978516
2019-10-16,14.160741806030273
2019-12-16,14.25590705871582
2020-03-04,14.027508735656738
2020-05-22,13.979925155639648
2019-10-01,13.75152587890625
2019-12-19,13.1519775390625
2018-09-10,13.589742660522461
2019-05-24,13.599259376525879
2018-08-09,13.580227851867676
2019-04-22,13.761042594909668
2019-03-21,13.494577407836914
2019-01-16,13.48505973815918
2019-08-28,13.932342529296875
2018-11-13,13.9989595413208
2018-10-12,14.322524070739746
2019-06-25,14.293974876403809
2020-03-10,14.598505973815918
2020-05-28,14.646089553833008
2019-10-07,14.313007354736328
2020-03-13,14.693672180175781
2019-10-10,14.76028823852539
2020-03-16,14.741256713867188
2020-06-03,14.798355102539062
2018-11-28,14.855454444885254
2018-09-25,15.102888107299805
2018-07-23,15.131436347961426
2018-08-24,15.112401962280273
2019-07-10,15.102888107299805
2019-05-07,15.255154609680176
2019-04-05,15.502586364746094
2019-03-04,15.730043411254883
2019-01-31,16.00836753845215
2019-09-12,16.152326583862305
2019-12-31,16.26749610900879
2020-03-19,16.29628562927246
2020-01-03,16.421052932739258
2020-06-09,16.526620864868164
2019-02-15,16.469038009643555
2019-01-14,16.488231658935547
2018-07-06,16.353870391845703
2018-08-07,16.373064041137695
2018-10-10,16.23870277404785
2018-12-13,16.488231658935547
2019-08-26,16.459440231323242
2019-07-25,16.622596740722656
2019-05-22,16.824140548706055
2019-03-19,16.63219451904297
2020-01-06,16.59380531311035
2020-03-25,16.469038009643555
2020-06-12,16.53622055053711
2019-10-22,16.79534912109375
2020-01-09,16.43065071105957
2020-06-15,16.718568801879883
2019-10-25,16.87212371826172
2020-03-31,16.95850372314453
2020-06-18,16.98729705810547
2019-04-03,17.246421813964844
2018-08-22,17.390384674072266
2018-10-25,17.390384674072266
2019-01-29,17.447967529296875
2018-12-28,17.572731018066406
2018-11-26,17.41917610168457
2019-08-09,17.121658325195312
2019-07-08,17.208032608032227
2019-06-06,17.543941497802734
2019-09-10,17.33279800415039
2020-01-15,17.505550384521484
2020-04-03,17.668704986572266
2019-10-31,17.515148162841797
2020-04-06,17.38078498840332
2020-06-24,17.351991653442383
2018-11-09,17.198436737060547
2019-07-23,17.284812927246094
2019-06-21,17.33279800415039
2019-05-20,17.27521324157715
2019-04-18,17.534343719482422
2018-09-06,17.26561737060547
2018-10-08,17.38078498840332
2019-02-13,17.33279800415039
2018-12-11,17.351991653442383
2019-09-25,17.294408798217773
2020-01-21,17.361591339111328
2020-04-09,17.112058639526367
2019-11-06,16.98729705810547
2020-01-24,17.006488800048828
2020-01-27,16.977697372436523
2020-04-15,17.035282135009766
2018-12-26,17.01608657836914
2019-08-07,16.881723403930664
2019-06-04,16.7569580078125
2018-09-21,16.526620864868164
2018-07-19,16.56241798400879
2018-08-20,16.34958267211914
2018-10-23,16.49469566345215
2019-05-03,16.378604888916016
2019-04-01,16.26251220703125
2019-02-28,15.991631507873535
2019-11-12,15.459546089172363
2020-01-30,15.594986915588379
2019-11-15,15.72075080871582
2020-04-21,15.585312843322754
2019-04-16,15.556288719177246
2019-03-15,15.691728591918945
2019-02-11,15.817495346069336
2019-01-10,15.807820320129395
2019-08-22,15.711076736450195
2018-11-07,15.836843490600586
2018-08-03,16.010982513427734
2018-09-04,16.2431640625
2019-06-19,15.96260929107666
2019-09-23,15.807820320129395
2019-11-18,15.536938667297363
2020-02-05,15.372477531433105
2020-04-24,15.285408020019531
2019-03-29,15.411173820495605
2019-11-21,15.556288719177246
2020-04-27,15.952935218811035
2020-02-11,16.40762710571289
