Dates,AES
2018-06-20,13.09000015258789
2018-06-21,12.949999809265137
2018-06-25,12.949999809265137
2018-06-22,12.859999656677246
2018-06-26,12.899999618530273
2018-06-27,13.149999618530273
2018-06-28,13.289999961853027
2018-06-29,13.510000228881836
2018-07-02,13.050000190734863
2018-07-03,13.15999984741211
2018-07-05,12.949999809265137
2018-07-16,12.960000038146973
2018-09-18,13.0
2019-01-24,12.59000015258789
2019-09-05,12.850000381469727
2018-11-21,13.0600004196167
2020-01-13,13.119999885559082
2020-04-01,13.180000305175781
2020-06-19,13.100000381469727
2019-10-29,12.850000381469727
2020-01-16,12.720000267028809
2020-06-22,13.029999732971191
2018-10-03,13.020000457763672
2018-07-31,13.09000015258789
2019-03-12,13.149999618530273
2019-02-08,13.4399995803833
2019-01-07,13.449999809265137
2018-12-06,13.380000114440918
2019-08-19,13.300000190734863
2019-07-18,13.359999656677246
2019-05-15,13.279999732971191
2019-09-20,13.279999732971191
2019-11-01,13.75
2020-04-07,13.270000457763672
2020-06-25,13.789999961853027
2020-06-16,13.949999809265137
2019-11-04,13.710000038146973
2020-01-22,13.5600004196167
2019-11-07,13.420000076293945
2020-04-13,13.479999542236328
2019-07-01,13.510000228881836
2019-05-30,13.760000228881836
2018-08-15,13.989999771118164
2018-10-18,13.960000038146973
2019-03-27,13.949999809265137
2019-01-22,13.979999542236328
2018-12-21,14.069999694824219
2019-09-03,14.0600004196167
2018-11-19,13.90999984741211
2019-08-02,14.020000457763672
2020-01-28,14.0
2020-04-16,13.869999885559082
2019-11-13,13.430000305175781
2020-01-31,13.1899995803833
2018-12-04,13.40999984741211
2018-11-02,13.15999984741211
2019-07-16,13.180000305175781
2018-08-30,13.170000076293945
2018-10-01,13.119999885559082
2019-06-14,13.229999542236328
2019-05-13,13.399999618530273
2019-04-11,13.5600004196167
2019-02-06,13.640000343322754
2019-09-18,13.770000457763672
2020-02-03,13.640000343322754
2020-04-22,13.819999694824219
2019-11-19,13.960000038146973
2020-02-06,13.6899995803833
2019-11-22,13.770000457763672
2019-03-25,13.619999885559082
2019-02-21,13.699999809265137
2018-12-19,13.989999771118164
2018-07-12,14.130000114440918
2018-09-14,14.489999771118164
2018-08-13,14.520000457763672
2018-10-16,14.5600004196167
2019-07-31,14.720000267028809
2019-05-28,14.800000190734863
2019-04-26,14.739999771118164
2020-04-28,14.869999885559082
2019-11-25,14.460000038146973
2020-02-12,14.770000457763672
2020-05-01,14.869999885559082
2020-05-04,15.380000114440918
2019-06-12,15.050000190734863
2019-04-09,14.880000114440918
2019-03-08,15.020000457763672
2019-02-04,14.949999809265137
2018-07-27,14.850000381469727
