Dates,AES
2020-03-09,5103600.0
2020-05-27,5740400.0
2019-12-24,3373200.0
2020-03-12,5652100.0
2018-12-20,3491100.0
2019-08-01,4366500.0
2018-08-14,3254000.0
2018-07-13,5890600.0
2018-10-17,6214100.0
2019-05-29,5643200.0
2019-03-26,4362400.0
2019-02-22,4324900.0
2019-10-04,3859500.0
2019-11-05,4635400.0
2019-12-27,7443100.0
2020-06-02,3675800.0
2019-12-30,4858000.0
2020-03-18,4336400.0
2020-06-05,3612100.0
2019-07-15,4431100.0
2018-12-03,3559100.0
2019-06-13,3743000.0
2019-01-04,4670900.0
2018-08-29,4055000.0
2019-02-05,3923500.0
2018-11-01,3266400.0
2019-08-16,4203400.0
2019-04-10,4693900.0
2019-09-17,3050400.0
2019-10-15,3461400.0
2020-01-02,2969700.0
2020-06-08,4768100.0
2019-10-18,4117100.0
2020-03-24,3028400.0
2020-06-11,4070200.0
2020-01-08,4114300.0
2019-04-25,5380000.0
2019-07-30,6329900.0
2019-02-20,5099800.0
2018-07-11,3455300.0
2018-09-13,5094100.0
2018-10-15,5620100.0
2019-06-28,6598000.0
2018-12-18,5335300.0
2018-11-16,5284800.0
2019-10-02,6026000.0
2020-03-27,5836900.0
2020-01-10,5706200.0
2019-10-24,6037900.0
2020-03-30,4905500.0
2020-06-17,6040100.0
2020-01-14,8803300.0
2020-04-02,5824400.0
2019-01-02,7964200.0
2019-08-14,6745200.0
2018-10-30,5863900.0
2019-06-11,5954800.0
2019-05-10,14625700.0
2019-04-08,7280800.0
2018-08-27,6909600.0
2018-07-26,5648700.0
2018-09-28,9390100.0
2019-03-07,3455400.0
2019-10-30,2357100.0
2020-01-17,5518400.0
2020-06-23,5816700.0
2020-04-08,5882200.0
2020-06-26,5927400.0
2019-03-22,6558800.0
2019-01-17,5287400.0
2019-08-29,3757300.0
2018-11-14,4766900.0
2019-06-26,4581900.0
2018-09-11,4867400.0
2018-07-09,4945600.0
2018-08-10,8284300.0
2019-04-23,11938900.0
2019-09-30,8291600.0
2020-01-23,9091600.0
2019-11-08,2614900.0
2020-04-14,986200.0
2019-11-11,2224000.0
2020-01-29,2250400.0
2020-04-17,2491600.0
2018-07-24,6044800.0
2018-09-26,3069900.0
2019-05-08,5349500.0
2019-03-05,4348400.0
2019-02-01,3240600.0
2018-12-31,4476400.0
2018-11-29,4163200.0
2019-08-12,2555000.0
2019-07-11,3143700.0
2019-09-13,3893400.0
2019-11-14,3099200.0
2020-04-20,2819500.0
2020-02-04,5006100.0
2020-04-23,6399900.0
2018-12-14,3833100.0
2019-08-27,3144900.0
2018-08-08,2052400.0
2018-10-11,3593900.0
2018-11-12,3129500.0
2019-07-26,3345300.0
2019-06-24,2355500.0
2019-05-23,3644200.0
2019-03-20,3843300.0
2019-01-15,4225300.0
2019-11-20,3629100.0
2020-02-07,3116000.0
2020-02-10,2206300.0
2020-04-29,2505700.0
2019-11-26,3166000.0
2020-02-13,3134300.0
2019-01-30,3407700.0
2018-08-23,3469300.0
2018-09-24,2535800.0
2018-11-27,2224400.0
2018-10-26,2819000.0
2019-07-09,3949000.0
2019-06-07,3922000.0
2019-05-06,5871000.0
2019-04-04,4952800.0
2019-09-11,8442900.0
2019-11-29,12558200.0
2020-05-05,8987900.0
2019-12-02,11037900.0
2020-02-19,5851300.0
2020-05-08,6056400.0
2019-05-21,9374100.0
2019-03-18,6968000.0
2018-09-07,7209200.0
2018-08-06,7915400.0
2018-10-09,7510200.0
2019-02-14,7406400.0
2018-12-12,6959300.0
2019-07-24,7799000.0
2019-09-26,9184300.0
2019-10-28,8728900.0
2019-12-05,12070600.0
2020-05-11,10708200.0
2019-07-03,7597200.0
2020-02-25,7160900.0
2020-05-14,7775900.0
2020-02-28,5612400.0
2019-08-08,7614500.0
2019-06-05,6793600.0
2018-07-20,7036000.0
2018-08-21,6683700.0
2018-10-24,6542600.0
2019-04-02,5157900.0
2019-03-01,6269800.0
2019-01-28,4545500.0
2018-12-27,7452900.0
2019-09-09,3747500.0
2020-03-02,5190000.0
2020-05-20,10034200.0
2019-12-17,10028000.0
2020-03-05,7584500.0
2019-02-12,4971500.0
2019-01-11,5763800.0
2018-12-10,4492000.0
2019-08-23,4019300.0
2018-11-08,5041000.0
2019-07-22,3550600.0
2019-06-20,4307100.0
2018-09-05,5761100.0
2019-04-17,5606800.0
2019-09-24,3957400.0
2019-12-20,3618800.0
2020-05-26,5684900.0
2019-04-30,7499000.0
2019-12-23,7777500.0
2020-03-11,7503200.0
2020-05-29,5335000.0
2019-12-26,6686900.0
2020-06-01,9049000.0
2019-05-02,7523100.0
2019-02-27,7669600.0
2018-11-23,5725300.0
2019-08-06,5433300.0
2018-07-18,5266600.0
2018-09-20,7769100.0
2018-10-22,5943600.0
2019-07-05,5538100.0
2019-06-03,7715800.0
2019-10-09,8437500.0
2019-10-11,8117900.0
2020-03-17,6523200.0
2020-06-04,5416500.0
2019-10-14,5804000.0
2020-03-20,9202300.0
2018-11-06,8321300.0
2019-06-18,5488500.0
2019-05-17,6287500.0
2019-04-15,7941300.0
2019-03-14,8830900.0
2019-01-09,6951700.0
2018-08-02,5975900.0
2018-10-05,7945200.0
2019-08-21,6822400.0
2019-10-17,4560800.0
2020-03-23,11402400.0
2020-06-10,9029900.0
2019-02-25,7689800.0
2020-01-07,8331500.0
2020-03-26,9719400.0
2019-10-23,13077500.0
