Dates,MSI
2018-06-20,115.97000122070312
2018-06-21,117.05000305175781
2018-06-25,117.70999908447266
2018-06-22,116.05000305175781
2018-06-26,115.4800033569336
2018-06-27,115.41000366210938
2018-06-28,117.11000061035156
2018-06-29,116.37000274658203
2018-07-02,116.51000213623047
2018-07-03,115.9000015258789
2018-07-05,117.4800033569336
2018-07-16,118.41000366210938
2018-09-18,118.30000305175781
2019-01-24,118.63999938964844
2019-09-05,120.31999969482422
2018-11-21,120.7699966430664
2020-01-13,120.7699966430664
2020-04-01,121.3499984741211
2020-06-19,122.44999694824219
2019-10-29,123.19000244140625
2020-01-16,122.18000030517578
2020-06-22,121.68000030517578
2018-10-03,122.0199966430664
2018-07-31,121.47000122070312
2019-03-12,124.05000305175781
2019-02-08,125.1500015258789
2019-01-07,123.44999694824219
2018-12-06,120.4800033569336
2019-08-19,121.30000305175781
2019-07-18,120.9000015258789
2019-05-15,121.5199966430664
2019-09-20,117.66999816894531
2019-11-01,119.22000122070312
2020-04-07,121.0
2020-06-25,119.81999969482422
2020-06-16,121.44999694824219
2019-11-04,121.01000213623047
2020-01-22,121.3499984741211
2019-11-07,121.0
2020-04-13,120.27999877929688
2019-07-01,121.30999755859375
2019-05-30,122.98999786376953
2018-08-15,124.98999786376953
2018-10-18,124.48999786376953
2019-03-27,124.41000366210938
2019-01-22,125.08999633789062
2018-12-21,126.6500015258789
2019-09-03,127.25
2018-11-19,127.83000183105469
2019-08-02,128.72000122070312
2020-01-28,127.54000091552734
2020-04-16,128.36000061035156
2019-11-13,128.1699981689453
2020-01-31,127.41999816894531
2018-12-04,127.61000061035156
2018-11-02,126.79000091552734
2019-07-16,127.12999725341797
2018-08-30,127.44000244140625
2018-10-01,125.98999786376953
2019-06-14,126.13999938964844
2019-05-13,126.76000213623047
2019-04-11,126.48999786376953
2019-02-06,126.61000061035156
2019-09-18,124.52999877929688
2020-02-03,126.08999633789062
2020-04-22,128.41000366210938
2019-11-19,128.9600067138672
2020-02-06,129.9199981689453
2019-11-22,128.74000549316406
2019-03-25,128.52999877929688
2019-02-21,130.13999938964844
2018-12-19,128.19000244140625
2018-07-12,126.87000274658203
2018-09-14,126.79000091552734
2018-08-13,125.94000244140625
2018-10-16,125.58999633789062
2019-07-31,123.5
2019-05-28,124.44999694824219
2019-04-26,120.68000030517578
2020-04-28,117.94000244140625
2019-11-25,120.23999786376953
2020-02-12,120.01000213623047
2020-05-01,123.76000213623047
2020-05-04,123.55999755859375
2019-06-12,123.8499984741211
2019-04-09,123.36000061035156
2019-03-08,123.0199966430664
2019-02-04,122.29000091552734
2018-07-27,119.58000183105469
2018-08-28,121.62000274658203
2019-01-03,119.68000030517578
2019-08-15,117.05999755859375
2018-10-31,119.23999786376953
2019-09-16,122.55999755859375
2020-02-18,123.77999877929688
2020-05-07,128.83999633789062
2018-08-17,124.02999877929688
2019-12-04,125.88999938964844
2020-02-21,128.6699981689453
2018-12-17,129.58999633789062
2019-08-30,129.64999389648438
2018-11-15,126.98999786376953
2019-07-29,126.9000015258789
2019-06-27,128.72999572753906
2019-04-24,129.38999938964844
2018-07-10,130.02000427246094
2018-09-12,126.29000091552734
2019-02-19,123.56999969482422
2019-01-18,124.11000061035156
2020-02-24,124.3499984741211
2020-05-13,127.37000274658203
2019-12-10,129.3000030517578
2020-02-27,132.07000732421875
2019-12-13,132.5800018310547
2020-05-19,131.25
2019-03-06,133.7899932861328
2018-11-30,130.0800018310547
2019-08-13,129.75999450683594
2019-07-12,127.52999877929688
2019-06-10,129.60000610351562
2019-05-09,129.4600067138672
2018-07-25,130.25
2018-09-27,129.0500030517578
2018-10-29,126.6500015258789
2019-10-16,123.23999786376953
2019-12-16,121.88999938964844
2020-03-04,119.05000305175781
2020-05-22,115.5
2019-10-01,111.7300033569336
2019-12-19,108.97000122070312
2018-09-10,112.16999816894531
2019-05-24,112.41000366210938
2018-08-09,112.25
2019-04-22,115.04000091552734
2019-03-21,114.77999877929688
2019-01-16,110.76000213623047
2019-08-28,115.55999755859375
2018-11-13,116.0999984741211
2018-10-12,119.51000213623047
2019-06-25,116.16000366210938
2020-03-10,117.55999755859375
2020-05-28,116.0
2019-10-07,115.12000274658203
2020-03-13,115.7699966430664
2019-10-10,114.55000305175781
2020-03-16,113.75
2020-06-03,115.5999984741211
2018-11-28,114.47000122070312
2018-09-25,114.45999908447266
2018-07-23,114.79000091552734
2018-08-24,116.18000030517578
2019-07-10,115.2300033569336
2019-05-07,115.72000122070312
2019-04-05,116.80999755859375
2019-03-04,116.91000366210938
2019-01-31,118.37000274658203
2019-09-12,120.05000305175781
2019-12-31,119.37999725341797
2020-03-19,120.43000030517578
2020-01-03,118.62000274658203
2020-06-09,135.3699951171875
2019-02-15,134.17999267578125
2019-01-14,137.22000122070312
2018-07-06,137.63999938964844
2018-08-07,137.19000244140625
2018-10-10,138.6300048828125
2018-12-13,138.91000366210938
2019-08-26,139.2100067138672
2019-07-25,138.38999938964844
2019-05-22,139.97999572753906
2019-03-19,141.2100067138672
2020-01-06,141.63999938964844
2020-03-25,142.99000549316406
2020-06-12,143.1199951171875
2019-10-22,143.61000061035156
2020-01-09,142.0
2020-06-15,141.60000610351562
2019-10-25,140.27999877929688
2020-03-31,139.49000549316406
2020-06-18,138.85000610351562
2019-04-03,141.4499969482422
2018-08-22,140.1999969482422
2018-10-25,141.00999450683594
2019-01-29,140.08999633789062
2018-12-28,140.63999938964844
2018-11-26,140.5
2019-08-09,140.4600067138672
2019-07-08,138.6999969482422
2019-06-06,140.63999938964844
2019-09-10,138.63999938964844
2020-01-15,138.63999938964844
2020-04-03,140.39999389648438
2019-10-31,139.3699951171875
2020-04-06,139.19000244140625
2020-06-24,140.4199981689453
2018-11-09,141.32000732421875
2019-07-23,141.6699981689453
2019-06-21,142.2899932861328
2019-05-20,140.67999267578125
2019-04-18,140.66000366210938
2018-09-06,140.6300048828125
2018-10-08,140.77999877929688
2019-02-13,142.6999969482422
2018-12-11,143.0500030517578
2019-09-25,143.22999572753906
2020-01-21,143.57000732421875
2020-04-09,144.80999755859375
2019-11-06,143.6199951171875
2020-01-24,143.36000061035156
2020-01-27,144.1199951171875
2020-04-15,146.07000732421875
2018-12-26,146.99000549316406
2019-08-07,145.5399932861328
2019-06-04,146.25999450683594
2018-09-21,145.25999450683594
2018-07-19,144.91000366210938
2018-08-20,142.72999572753906
2018-10-23,142.35000610351562
2019-05-03,143.6199951171875
2019-04-01,142.27999877929688
2019-02-28,141.75
2019-11-12,143.0500030517578
2020-01-30,145.22999572753906
2019-11-15,148.42999267578125
2020-04-21,143.22999572753906
2019-04-16,144.6300048828125
2019-03-15,145.17999267578125
2019-02-11,148.38999938964844
2019-01-10,146.9499969482422
2019-08-22,146.89999389648438
2018-11-07,148.72999572753906
2018-08-03,152.6300048828125
2018-09-04,150.47999572753906
2019-06-19,150.6300048828125
2019-09-23,150.41000366210938
2019-11-18,149.27000427246094
2020-02-05,151.2899932861328
2020-04-24,149.9499969482422
2019-03-29,152.08999633789062
2019-11-21,156.94000244140625
2020-04-27,160.6300048828125
2020-02-11,160.97999572753906
2020-04-30,163.5800018310547
2019-05-01,161.50999450683594
2019-02-26,160.55999755859375
2019-01-25,161.30999755859375
2018-12-24,159.9499969482422
2019-09-06,160.35000610351562
2018-07-17,163.83999633789062
2018-09-19,165.08999633789062
2019-08-05,166.5399932861328
2019-10-08,166.86000061035156
2019-12-11,165.08999633789062
2019-11-27,165.61000061035156
2020-02-14,164.19000244140625
2020-05-06,164.8800048828125
2019-01-08,164.60000610351562
2018-12-07,166.72999572753906
2019-08-20,166.88999938964844
2018-11-05,168.30999755859375
2019-07-19,170.3699951171875
2018-10-04,170.64999389648438
2019-06-17,169.05999755859375
2019-05-16,170.35000610351562
2018-08-01,170.72999572753906
2019-03-13,171.07000732421875
2019-12-03,172.27999877929688
2020-02-20,172.8000030517578
2019-12-06,171.52999877929688
2020-05-12,170.16000366210938
2019-12-09,171.52000427246094
2020-02-26,168.91000366210938
2020-05-15,169.97999572753906
2019-03-28,170.8000030517578
2018-09-17,167.58999633789062
2018-08-16,168.92999267578125
2018-10-19,170.10000610351562
2019-04-29,168.77000427246094
2019-01-23,166.0
2019-09-04,165.9600067138672
2018-11-20,164.75999450683594
2019-07-02,170.0800018310547
2019-05-31,168.72999572753906
2019-12-12,171.5800018310547
2020-05-18,174.0
2019-09-27,179.05999755859375
2020-03-03,176.3000030517578
2020-05-21,175.5500030517578
2019-05-14,176.0500030517578
2018-08-31,171.02999877929688
2018-07-30,172.05999755859375
2018-10-02,173.32000732421875
2019-04-12,176.8699951171875
2019-03-11,175.38999938964844
2019-02-07,179.1999969482422
2019-07-17,178.72999572753906
2019-09-19,175.27000427246094
2019-10-21,178.35000610351562
2019-12-18,178.50999450683594
2020-03-06,178.24000549316406
2019-10-03,181.16000366210938
2020-03-09,180.91000366210938
2020-05-27,178.60000610351562
2019-12-24,178.9199981689453
2020-03-12,173.57000732421875
2018-12-20,174.8000030517578
2019-08-01,171.6699981689453
2018-08-14,164.42999267578125
2018-07-13,165.30999755859375
2018-10-17,166.13999938964844
2019-05-29,167.0399932861328
2019-03-26,166.02999877929688
2019-02-22,168.83999633789062
2019-10-04,168.47000122070312
2019-11-05,167.4199981689453
2019-12-27,166.2100067138672
2020-06-02,168.47000122070312
2019-12-30,169.22999572753906
2020-03-18,171.6199951171875
2020-06-05,172.3699951171875
2019-07-15,170.19000244140625
2018-12-03,170.41000366210938
2019-06-13,165.44000244140625
2019-01-04,164.42999267578125
2018-08-29,164.67999267578125
2019-02-05,168.2100067138672
2018-11-01,167.7899932861328
2019-08-16,170.75
2019-04-10,171.10000610351562
2019-09-17,170.00999450683594
2019-10-15,167.52999877929688
2020-01-02,167.33999633789062
2020-06-08,169.7100067138672
2019-10-18,172.75999450683594
2020-03-24,175.72000122070312
2020-06-11,175.0500030517578
2020-01-08,176.00999450683594
2019-04-25,169.0800018310547
2019-07-30,169.08999633789062
2019-02-20,163.25
2018-07-11,163.41000366210938
2018-09-13,162.82000732421875
2018-10-15,164.75
2019-06-28,165.36000061035156
2018-12-18,166.32000732421875
2018-11-16,167.55999755859375
2019-10-02,160.58999633789062
2020-03-27,157.08999633789062
2020-01-10,158.60000610351562
2019-10-24,162.1999969482422
2020-03-30,164.9600067138672
2020-06-17,161.14999389648438
2020-01-14,161.1199951171875
2020-04-02,161.60000610351562
2019-01-02,161.74000549316406
2019-08-14,162.0800018310547
2018-10-30,162.9600067138672
2019-06-11,166.0
2019-05-10,166.36000061035156
2019-04-08,165.05999755859375
2018-08-27,165.85000610351562
2018-07-26,165.72000122070312
2018-09-28,166.36000061035156
2019-03-07,167.39999389648438
2019-10-30,167.3000030517578
2020-01-17,165.0399932861328
2020-06-23,164.86000061035156
2020-04-08,165.13999938964844
2020-06-26,160.44000244140625
2019-03-22,160.7100067138672
2019-01-17,161.5
2019-08-29,160.9199981689453
2018-11-14,161.77999877929688
2019-06-26,161.97000122070312
2018-09-11,160.5
2018-07-09,161.39999389648438
2018-08-10,160.97999572753906
2019-04-23,159.38999938964844
2019-09-30,161.11000061035156
2020-01-23,161.00999450683594
2019-11-08,162.1999969482422
2020-04-14,161.67999267578125
2019-11-11,161.3800048828125
2020-01-29,161.4499969482422
2020-04-17,160.9600067138672
2018-07-24,161.13999938964844
2018-09-26,161.6300048828125
2019-05-08,164.3800048828125
2019-03-05,166.9199981689453
2019-02-01,165.72000122070312
2018-12-31,165.88999938964844
2018-11-29,168.69000244140625
2019-08-12,167.3000030517578
2019-07-11,170.8699951171875
2019-09-13,168.33999633789062
2019-11-14,170.5500030517578
2020-04-20,172.86000061035156
2020-02-04,176.1199951171875
2020-04-23,176.94000244140625
2018-12-14,177.74000549316406
2019-08-27,177.0399932861328
2018-08-08,179.66000366210938
2018-10-11,178.0
2018-11-12,179.07000732421875
2019-07-26,179.4199981689453
2019-06-24,180.07000732421875
2019-05-23,177.0
2019-03-20,176.02999877929688
2019-01-15,178.32000732421875
2019-11-20,176.69000244140625
2020-02-07,178.92999267578125
2020-02-10,179.4600067138672
2020-04-29,184.07000732421875
2019-11-26,184.4600067138672
2020-02-13,184.6699981689453
2019-01-30,184.1199951171875
2018-08-23,184.41000366210938
2018-09-24,184.8699951171875
2018-11-27,186.1199951171875
2018-10-26,185.60000610351562
2019-07-09,185.27000427246094
2019-06-07,181.8000030517578
2019-05-06,178.11000061035156
2019-04-04,177.75
2019-09-11,168.80999755859375
2019-11-29,165.67999267578125
2020-05-05,173.49000549316406
2019-12-02,174.99000549316406
2020-02-19,182.41000366210938
2020-05-08,180.4499969482422
2019-05-21,175.9199981689453
2019-03-18,165.69000244140625
2018-09-07,170.72999572753906
2018-08-06,161.2100067138672
2018-10-09,141.3699951171875
2019-02-14,154.9499969482422
2018-12-12,145.24000549316406
2019-07-24,149.3300018310547
2019-09-26,148.1999969482422
2019-10-28,149.72000122070312
2019-12-05,136.61000061035156
2020-05-11,124.55999755859375
2019-07-03,130.80999755859375
2020-02-25,133.66000366210938
2020-05-14,148.99000549316406
2020-02-28,135.07000732421875
2019-08-08,133.3699951171875
2019-06-05,132.9199981689453
2018-07-20,126.08999633789062
2018-08-21,130.39999389648438
2018-10-24,126.62000274658203
2019-04-02,140.89999389648438
2019-03-01,142.44000244140625
2019-01-28,147.77000427246094
2018-12-27,152.88999938964844
2019-09-09,146.24000549316406
2020-03-02,152.7899932861328
2020-05-20,148.6199951171875
2019-12-17,152.75
2020-03-05,157.77000427246094
2019-02-12,155.3800048828125
2019-01-11,144.67999267578125
2018-12-10,151.58999633789062
2019-08-23,153.61000061035156
2018-11-08,152.8000030517578
2019-07-22,154.44000244140625
2019-06-20,145.42999267578125
2018-09-05,148.9199981689453
2019-04-17,143.80999755859375
2019-09-24,138.8300018310547
2019-12-20,141.16000366210938
2020-05-26,140.82000732421875
2019-04-30,135.3000030517578
2019-12-23,136.2100067138672
2020-03-11,131.27000427246094
2020-05-29,130.13999938964844
2019-12-26,131.22999572753906
2020-06-01,128.3699951171875
2019-05-02,127.31999969482422
2019-02-27,129.07000732421875
2018-11-23,135.52000427246094
2019-08-06,137.02999877929688
2018-07-18,138.58999633789062
2018-09-20,137.19000244140625
2018-10-22,134.19000244140625
2019-07-05,137.38999938964844
2019-06-03,134.02000427246094
2019-10-09,135.8699951171875
2019-10-11,135.3300018310547
2020-03-17,138.94000244140625
2020-06-04,139.66000366210938
2019-10-14,147.8699951171875
2020-03-20,149.22999572753906
2018-11-06,155.89999389648438
2019-06-18,158.32000732421875
2019-05-17,151.77000427246094
2019-04-15,148.22999572753906
2019-03-14,136.0800018310547
2019-01-09,140.60000610351562
2018-08-02,137.55999755859375
2018-10-05,141.9199981689453
2019-08-21,140.05999755859375
2019-10-17,141.3699951171875
2020-03-23,138.8800048828125
2020-06-10,141.1300048828125
2019-02-25,141.02999877929688
2020-01-07,139.3000030517578
2020-03-26,140.49000549316406
2019-10-23,138.77999877929688
