Dates,MSI
2018-06-20,115.94000244140625
2018-06-21,116.63999938964844
2018-06-25,117.23999786376953
2018-06-22,117.62000274658203
2018-06-26,115.9800033569336
2018-06-27,115.77999877929688
2018-06-28,115.0
2018-06-29,117.44999694824219
2018-07-02,115.87000274658203
2018-07-03,116.97000122070312
2018-07-05,116.5
2018-07-16,117.33000183105469
2018-09-18,118.7300033569336
2019-01-24,119.26000213623047
2019-09-05,119.1500015258789
2018-11-21,120.73999786376953
2020-01-13,120.7699966430664
2020-04-01,121.13999938964844
2020-06-19,121.12000274658203
2019-10-29,122.43000030517578
2020-01-16,122.58000183105469
2020-06-22,122.0999984741211
2018-10-03,121.80999755859375
2018-07-31,122.0
2019-03-12,121.18000030517578
2019-02-08,123.9000015258789
2019-01-07,124.83999633789062
2018-12-06,122.94000244140625
2019-08-19,120.86000061035156
2019-07-18,121.19999694824219
2019-05-15,120.29000091552734
2019-09-20,116.25
2019-11-01,117.3499984741211
2020-04-07,120.0
2020-06-25,121.55999755859375
2020-06-16,119.44000244140625
2019-11-04,121.1500015258789
2020-01-22,121.37999725341797
2019-11-07,121.5
2020-04-13,120.55000305175781
2019-07-01,120.83999633789062
2019-05-30,121.31999969482422
2018-08-15,124.0999984741211
2018-10-18,124.91999816894531
2019-03-27,124.51000213623047
2019-01-22,124.48999786376953
2018-12-21,125.5999984741211
2019-09-03,126.8499984741211
2018-11-19,127.58999633789062
2019-08-02,127.83000183105469
2020-01-28,128.94000244140625
2020-04-16,126.9800033569336
2019-11-13,127.56999969482422
2020-01-31,127.86000061035156
2018-12-04,128.11000061035156
2018-11-02,127.5999984741211
2019-07-16,127.47000122070312
2018-08-30,127.12999725341797
2018-10-01,126.94000244140625
2019-06-14,125.80000305175781
2019-05-13,127.56999969482422
2019-04-11,127.12000274658203
2019-02-06,126.12999725341797
2019-09-18,126.5
2020-02-03,124.9000015258789
2020-04-22,126.08999633789062
2019-11-19,127.69999694824219
2020-02-06,129.0
2019-11-22,130.0
2019-03-25,128.66000366210938
2019-02-21,128.25
2018-12-19,131.0
2018-07-12,127.86000061035156
2018-09-14,127.5199966430664
2018-08-13,126.44999694824219
2018-10-16,125.80999755859375
2019-07-31,125.51000213623047
2019-05-28,123.25
2019-04-26,124.13999938964844
2020-04-28,120.31999969482422
2019-11-25,119.58999633789062
2020-02-12,119.9800033569336
2020-05-01,120.61000061035156
2020-05-04,124.08999633789062
2019-06-12,123.44999694824219
2019-04-09,124.12999725341797
2019-03-08,123.66999816894531
2019-02-04,121.62999725341797
2018-07-27,122.04000091552734
2018-08-28,120.11000061035156
2019-01-03,120.25
2019-08-15,120.94999694824219
2018-10-31,117.25
2019-09-16,120.70999908447266
2020-02-18,122.80000305175781
2020-05-07,124.93000030517578
2018-08-17,128.2899932861328
2019-12-04,123.6500015258789
2020-02-21,126.52999877929688
2018-12-17,128.08999633789062
2019-08-30,129.4199981689453
2018-11-15,129.4499969482422
2019-07-29,127.54000091552734
2019-06-27,127.33000183105469
2019-04-24,128.63999938964844
2018-07-10,128.80999755859375
2018-09-12,129.55999755859375
2019-02-19,123.80000305175781
2019-01-18,124.56999969482422
2020-02-24,122.97000122070312
2020-05-13,125.30000305175781
