Dates,MSI
2018-06-20,112.29280090332031
2018-06-21,113.33854675292969
2018-06-25,113.97762298583984
2018-06-22,112.37025451660156
2018-06-26,111.81834411621094
2018-06-27,111.75056457519531
2018-06-28,113.39663696289062
2018-06-29,112.68012237548828
2018-07-02,112.81568145751953
2018-07-03,112.22502136230469
2018-07-05,113.75492858886719
2018-07-16,114.65544128417969
2018-09-18,114.5489273071289
2019-01-24,114.87814331054688
2019-09-05,116.50486755371094
2018-11-21,116.94059753417969
2020-01-13,116.94059753417969
2020-04-01,117.50221252441406
2020-06-19,118.56732940673828
2019-10-29,119.28386688232422
2020-01-16,118.30589294433594
2020-06-22,117.82174682617188
2018-10-03,118.15097045898438
2018-07-31,117.61840057373047
2019-03-12,120.11660766601562
2019-02-08,121.18171691894531
2019-01-07,119.53561401367188
2018-12-06,116.65979766845703
2019-08-19,117.45381164550781
2019-07-18,117.06649017333984
2019-05-15,117.66682434082031
2019-09-20,113.93888092041016
2019-11-01,115.43974304199219
2020-04-07,117.1633071899414
2020-06-25,116.02072143554688
2020-06-16,117.59903717041016
2019-11-04,117.17298889160156
2020-01-22,117.50221252441406
2019-11-07,117.1633071899414
2020-04-13,116.46614074707031
2019-07-01,117.46346282958984
2019-05-30,119.09020233154297
2018-08-15,121.02680206298828
2018-10-18,120.54264831542969
2019-03-27,120.46517944335938
2019-01-22,121.12361907958984
2018-12-21,122.6341552734375
2019-09-03,123.21512603759766
2018-11-19,123.77674102783203
2019-08-02,124.63853454589844
2020-01-28,123.49593353271484
2020-04-16,124.2899398803711
2019-11-13,124.10594940185547
2020-01-31,123.3797378540039
2018-12-04,123.563720703125
2018-11-02,122.76971435546875
2019-07-16,123.09893035888672
2018-08-30,123.39911651611328
2018-10-01,121.99507904052734
2019-06-14,122.64652252197266
2019-05-13,123.24935913085938
2019-04-11,122.98683166503906
2019-02-06,123.103515625
2019-09-18,121.08111572265625
2020-02-03,122.5979232788086
2020-04-22,124.8536605834961
2019-11-19,125.38844299316406
2020-02-06,126.32184600830078
2019-11-22,125.17452239990234
2019-03-25,124.9703369140625
2019-02-21,126.53573608398438
2018-12-19,124.63975524902344
2018-07-12,123.35631561279297
2018-09-14,123.27851867675781
2018-08-13,122.45207214355469
2018-10-16,122.11175537109375
2019-07-31,120.07965087890625
2019-05-28,121.00332641601562
2019-04-26,117.33775329589844
2020-04-28,114.67362976074219
2019-11-25,116.90992736816406
2020-02-12,116.6863021850586
2020-05-01,120.33244323730469
2020-05-04,120.13798522949219
2019-06-12,120.41995239257812
2019-04-09,119.94351959228516
2019-03-08,119.61292266845703
2019-02-04,118.90316009521484
2018-07-27,116.26821899414062
2018-08-28,118.25171661376953
2019-01-03,116.36544036865234
2019-08-15,113.81798553466797
2018-10-31,115.93762969970703
2019-09-16,119.16567993164062
2020-02-18,120.35189819335938
2020-05-07,125.27174377441406
2018-08-17,120.59496307373047
2019-12-04,122.40345001220703
2020-02-21,125.10646057128906
2018-12-17,126.00098419189453
2019-08-30,126.05931091308594
2018-11-15,123.47298431396484
2019-07-29,123.38548278808594
2019-06-27,125.164794921875
2019-04-24,125.80650329589844
2018-07-10,126.41908264160156
2018-09-12,122.79237365722656
2019-02-19,120.147705078125
2019-01-18,120.67274475097656
2020-02-24,120.9061050415039
2020-05-13,123.84246063232422
2019-12-10,125.71900177001953
2020-02-27,128.41232299804688
2019-12-13,128.9081573486328
2020-05-19,127.61500549316406
2019-03-06,130.0846405029297
2018-11-30,126.47740173339844
2019-08-13,126.166259765625
2019-07-12,123.99803161621094
2019-06-10,126.01070404052734
2019-05-09,125.87458038330078
2018-07-25,126.64270782470703
2018-09-27,126.0274658203125
2018-10-29,123.68366241455078
2019-10-16,120.35353088378906
2019-12-16,119.03514862060547
2020-03-04,116.26167297363281
2020-05-22,112.79480743408203
2019-10-01,109.11311340332031
2019-12-19,106.41775512695312
2018-09-10,109.54280853271484
2019-05-24,109.7771987915039
2018-08-09,109.62094116210938
2019-04-22,112.34559631347656
2019-03-21,112.0916748046875
2019-01-16,108.16584014892578
2019-08-28,112.85340118408203
2018-11-13,113.3807601928711
2018-10-12,116.71089935302734
2019-06-25,113.4393539428711
2020-03-10,114.80656433105469
2020-05-28,113.2831039428711
2019-10-07,112.4237060546875
2020-03-13,113.05848693847656
2019-10-10,111.8670654296875
2020-03-16,111.08580017089844
2020-06-03,112.8924789428711
2018-11-28,111.7889404296875
2018-09-25,111.7791748046875
2018-07-23,112.10144805908203
2018-08-24,113.45889282226562
2019-07-10,112.5311508178711
2019-05-07,113.00965881347656
2019-04-05,114.07413482666016
2019-03-04,114.17179107666016
2019-01-31,115.59760284423828
2019-09-12,117.23825073242188
2019-12-31,116.58393859863281
2020-03-19,117.60934448242188
2020-01-03,115.84174346923828
2020-06-09,132.19943237304688
2019-02-15,131.0373077392578
2019-01-14,134.00611877441406
2018-07-06,134.41624450683594
2018-08-07,133.97679138183594
2018-10-10,135.38308715820312
2018-12-13,135.65650939941406
2019-08-26,135.9495086669922
2019-07-25,135.14869689941406
2019-05-22,136.70144653320312
2019-03-19,137.9026641845703
2020-01-06,138.3225860595703
2020-03-25,139.6409454345703
2020-06-12,139.76791381835938
2019-10-22,140.24642944335938
2020-01-09,138.67416381835938
2020-06-15,138.2835235595703
2019-10-25,136.99444580078125
2020-03-31,136.22293090820312
2020-06-18,135.5979461669922
2019-04-03,138.1370391845703
2018-08-22,136.91629028320312
2018-10-25,137.7073211669922
2019-01-29,137.36415100097656
2018-12-28,137.9034423828125
2018-11-26,137.7661590576172
2019-08-09,137.72695922851562
2019-07-08,136.00120544433594
2019-06-06,137.9034423828125
2019-09-10,135.94235229492188
2020-01-15,135.94235229492188
2020-04-03,137.66810607910156
2019-10-31,136.65814208984375
2020-04-06,136.4816436767578
2020-06-24,137.68772888183594
2018-11-09,138.57022094726562
2019-07-23,138.9134063720703
2019-06-21,139.52134704589844
2019-05-20,137.94264221191406
2019-04-18,137.9230499267578
2018-09-06,137.8936309814453
2018-10-08,138.0407257080078
2019-02-13,139.92335510253906
2018-12-11,140.2665557861328
2019-09-25,140.4430389404297
2020-01-21,140.7764434814453
2020-04-09,141.99229431152344
2019-11-06,140.82545471191406
2020-01-24,140.5705108642578
2020-01-27,141.31570434570312
2020-04-15,143.22779846191406
2018-12-26,144.12989807128906
2019-08-07,142.7080841064453
2019-06-04,143.41407775878906
2018-09-21,142.4335479736328
2018-07-19,142.09036254882812
2018-08-20,139.95277404785156
2018-10-23,139.58016967773438
2019-05-03,140.82545471191406
2019-04-01,139.5115203857422
2019-02-28,138.99183654785156
2019-11-12,140.2665557861328
2020-01-30,142.4041290283203
2019-11-15,145.54185485839844
2020-04-21,140.4430389404297
2019-04-16,141.81581115722656
2019-03-15,142.35508728027344
2019-02-11,145.50265502929688
2019-01-10,144.0906524658203
2019-08-22,144.04161071777344
2018-11-07,145.83602905273438
2018-08-03,149.66015625
2018-09-04,147.55198669433594
2019-06-19,147.69906616210938
2019-09-23,147.4833526611328
2019-11-18,146.3655242919922
2020-02-05,148.34622192382812
2020-04-24,147.0323028564453
2019-03-29,149.13064575195312
2019-11-21,153.88629150390625
2020-04-27,157.50448608398438
2020-02-11,157.84765625
2020-04-30,160.39706420898438
2019-05-01,158.3673553466797
2019-02-26,157.4358367919922
2019-01-25,158.17124938964844
2018-12-24,157.39385986328125
2019-09-06,157.7874755859375
2018-07-17,161.22169494628906
2018-09-19,162.45172119140625
2019-08-05,163.87855529785156
2019-10-08,164.1934356689453
2019-12-11,162.45172119140625
2019-11-27,162.96340942382812
2020-02-14,161.56610107421875
2020-05-06,162.2450714111328
2019-01-08,161.96957397460938
2018-12-07,164.06552124023438
2019-08-20,164.22296142578125
2018-11-05,165.62026977539062
2019-07-19,167.6473388671875
2018-10-04,167.92286682128906
2019-06-17,166.35829162597656
2019-05-16,167.627685546875
2018-08-01,168.0015869140625
2019-03-13,168.33616638183594
2019-12-03,169.5268096923828
2020-02-20,170.03851318359375
2019-12-06,168.78880310058594
2020-05-12,167.44070434570312
2019-12-09,168.77899169921875
2020-02-26,166.210693359375
2020-05-15,167.26356506347656
2019-03-28,168.0704803466797
2018-09-17,164.91177368164062
2018-08-16,166.23036193847656
2018-10-19,167.38165283203125
2019-04-29,166.0729217529297
2019-01-23,163.34718322753906
2019-09-04,163.3078155517578
2018-11-20,162.12698364257812
2019-07-02,167.36196899414062
2019-05-31,166.03355407714844
2019-12-12,168.83799743652344
2020-05-18,171.2193145751953
2019-09-27,176.19847106933594
2020-03-03,173.48257446289062
2020-05-21,172.74456787109375
2019-05-14,173.23658752441406
2018-08-31,168.2967987060547
2018-07-30,169.31033325195312
2018-10-02,170.55020141601562
2019-04-12,174.04347229003906
2019-03-11,172.5871124267578
2019-02-07,176.3362274169922
2019-07-17,175.87374877929688
2019-09-19,172.4690399169922
2019-10-21,175.4998321533203
2019-12-18,175.65725708007812
2020-03-06,175.39157104492188
2019-10-03,178.26492309570312
2020-03-09,178.0189208984375
2020-05-27,175.74583435058594
2019-12-24,176.06069946289062
2020-03-12,170.79620361328125
2018-12-20,172.00656127929688
2019-08-01,168.92657470703125
2018-08-14,161.80226135253906
2018-07-13,162.66819763183594
2018-10-17,164.05059814453125
2019-05-29,164.9392852783203
2019-03-26,163.94198608398438
2019-02-22,166.71664428710938
2019-10-04,166.35128784179688
2019-11-05,165.3144989013672
2019-12-27,164.11973571777344
2020-06-02,166.35128784179688
2019-12-30,167.1017303466797
2020-03-18,169.46168518066406
2020-06-05,170.20225524902344
2019-07-15,168.0496826171875
2018-12-03,168.2668914794922
2019-06-13,163.3594207763672
2019-01-04,162.36209106445312
2018-08-29,162.60894775390625
2019-02-05,166.09457397460938
2018-11-01,165.67984008789062
2019-08-16,168.6026153564453
2019-04-10,168.94822692871094
2019-09-17,167.8719482421875
2019-10-15,165.42312622070312
2020-01-02,165.23550415039062
2020-06-08,167.57571411132812
2019-10-18,170.58734130859375
2020-03-24,173.5101318359375
2020-06-11,172.84854125976562
2020-01-08,173.7964630126953
2019-04-25,166.95362854003906
2019-07-30,166.9635009765625
2019-02-20,161.1969451904297
2018-07-11,161.35494995117188
2018-09-13,160.77235412597656
2018-10-15,162.67808532714844
2019-06-28,163.2803955078125
2018-12-18,164.2283477783203
2018-11-16,165.45274353027344
2019-10-02,158.5703887939453
2020-03-27,155.11441040039062
2020-01-10,156.60543823242188
2019-10-24,160.16014099121094
2020-03-30,162.8854522705078
2020-06-17,159.12335205078125
2020-01-14,159.09371948242188
2020-04-02,159.5677032470703
2019-01-02,159.7059326171875
2019-08-14,160.04165649414062
2018-10-30,160.9105987548828
2019-06-11,163.91236877441406
2019-05-10,164.26783752441406
2019-04-08,162.9841766357422
2018-08-27,163.76426696777344
2018-07-26,163.63587951660156
2018-09-28,164.26783752441406
2019-03-07,165.29476928710938
2019-10-30,165.19601440429688
2020-01-17,162.9644317626953
2020-06-23,162.78668212890625
2020-04-08,163.0631866455078
2020-06-26,158.4222869873047
2019-03-22,158.6888885498047
2019-01-17,159.46896362304688
2019-08-29,158.89625549316406
2018-11-14,159.7454376220703
2019-06-26,160.5682373046875
2018-09-11,159.11097717285156
2018-07-09,160.003173828125
2018-08-10,159.58680725097656
2019-04-23,158.0105743408203
2019-09-30,159.71568298339844
2020-01-23,159.61654663085938
2019-11-08,160.79624938964844
2020-04-14,160.28074645996094
2019-11-11,159.9833526611328
2020-01-29,160.05274963378906
2020-04-17,159.56698608398438
2018-07-24,159.74542236328125
2018-09-26,160.231201171875
2019-05-08,162.9573974609375
2019-03-05,165.47540283203125
2019-02-01,164.28579711914062
2018-12-31,164.45431518554688
2018-11-29,167.23008728027344
2019-08-12,165.8521270751953
2019-07-11,169.39122009277344
2019-09-13,166.88311767578125
2019-11-14,169.07398986816406
2020-04-20,171.36399841308594
2020-02-04,174.5957794189453
2020-04-23,175.40869140625
2018-12-14,176.20176696777344
2019-08-27,175.5078125
2018-08-08,178.10516357421875
2018-10-11,176.4595184326172
2018-11-12,177.520263671875
2019-07-26,177.86721801757812
2019-06-24,178.51161193847656
2019-05-23,175.46817016601562
2019-03-20,174.50656127929688
2019-01-15,176.77674865722656
2019-11-20,175.16085815429688
2020-02-07,177.3814697265625
2020-02-10,177.90689086914062
2020-04-29,182.47698974609375
2019-11-26,182.86361694335938
2020-02-13,183.07177734375
2019-01-30,182.5265350341797
2018-08-23,182.8140411376953
2018-09-24,183.27005004882812
2018-11-27,184.5092315673828
2018-10-26,183.99374389648438
2019-07-09,183.66659545898438
2019-06-07,180.2266387939453
2019-05-06,176.5685577392578
2019-04-04,176.21168518066406
2019-09-11,167.3490447998047
2019-11-29,164.24612426757812
2020-05-05,171.98855590820312
2019-12-02,173.47557067871094
2020-02-19,180.8313446044922
2020-05-08,178.8883056640625
2019-05-21,174.39752197265625
2019-03-18,164.25604248046875
2018-09-07,169.25242614746094
2018-08-06,159.81483459472656
2018-10-09,140.7051239013672
2019-02-14,154.22125244140625
2018-12-12,144.5569305419922
2019-07-24,148.627685546875
2019-09-26,147.50299072265625
2019-10-28,149.01585388183594
2019-12-05,135.96751403808594
2020-05-11,123.97418212890625
2019-07-03,130.1947784423828
2020-02-25,133.03138732910156
2020-05-14,148.28929138183594
2020-02-28,134.43475341796875
2019-08-08,132.74273681640625
2019-06-05,132.29486083984375
2018-07-20,125.49697875976562
2018-08-21,129.78671264648438
2018-10-24,126.02449798583984
2019-04-02,140.23731994628906
2019-03-01,141.7700958251953
2019-01-28,147.0750274658203
2018-12-27,152.1709442138672
2019-09-09,145.55223083496094
2020-03-02,152.0714111328125
2020-05-20,147.9210205078125
2019-12-17,152.03160095214844
2020-03-05,157.0279998779297
2019-02-12,154.64923095703125
2019-01-11,143.99954223632812
2018-12-10,150.87705993652344
2019-08-23,152.88755798339844
2018-11-08,152.0813751220703
2019-07-22,153.71365356445312
2019-06-20,144.7460174560547
2018-09-05,148.2196044921875
2019-04-17,143.13365173339844
2019-09-24,138.17706298828125
2019-12-20,140.49610900878906
2020-05-26,140.15771484375
2019-04-30,134.66366577148438
2019-12-23,135.56939697265625
2020-03-11,130.6526336669922
2020-05-29,129.52793884277344
2019-12-26,130.61280822753906
2020-06-01,127.7662582397461
2019-05-02,126.72119903564453
2019-02-27,128.46298217773438
2018-11-23,134.8826446533203
2019-08-06,136.38552856445312
2018-07-18,137.9381866455078
2018-09-20,136.54478454589844
2018-10-22,133.55889892578125
2019-07-05,136.74383544921875
2019-06-03,133.3896942138672
2019-10-09,135.23098754882812
2019-10-11,134.6935272216797
2020-03-17,138.28656005859375
2020-06-04,139.003173828125
2019-10-14,147.17454528808594
