Dates,MSI
2018-06-20,729800.0
2018-06-21,850000.0
2018-06-25,1704000.0
2018-06-22,1072300.0
2018-06-26,1155800.0
2018-06-27,1125400.0
2018-06-28,976700.0
2018-06-29,1345900.0
2018-07-02,871800.0
2018-07-03,648800.0
2018-07-05,1019000.0
2018-07-16,818700.0
2018-09-18,934800.0
2019-01-24,1047300.0
2019-09-05,2776800.0
2018-11-21,812500.0
2020-01-13,587700.0
2020-04-01,801200.0
2020-06-19,985500.0
2019-10-29,919700.0
2020-01-16,738500.0
2020-06-22,686800.0
2018-10-03,589200.0
2018-07-31,974000.0
2019-03-12,1026100.0
2019-02-08,801000.0
2019-01-07,1378100.0
2018-12-06,898500.0
2019-08-19,926000.0
2019-07-18,1062000.0
2019-05-15,1233300.0
2019-09-20,2021700.0
2019-11-01,1377200.0
2020-04-07,1029700.0
2020-06-25,1020400.0
2020-06-16,1144800.0
2019-11-04,555700.0
2020-01-22,754400.0
2019-11-07,942000.0
2020-04-13,780200.0
2019-07-01,788400.0
2019-05-30,896800.0
2018-08-15,979700.0
2018-10-18,455500.0
2019-03-27,638700.0
2019-01-22,533200.0
2018-12-21,959700.0
2019-09-03,972700.0
2018-11-19,910900.0
2019-08-02,555300.0
2020-01-28,1086400.0
2020-04-16,984000.0
2019-11-13,706100.0
2020-01-31,772500.0
2018-12-04,758700.0
2018-11-02,863800.0
2019-07-16,678000.0
2018-08-30,632300.0
2018-10-01,859900.0
2019-06-14,672500.0
2019-05-13,819800.0
2019-04-11,987000.0
2019-02-06,888000.0
2019-09-18,644500.0
2020-02-03,620500.0
2020-04-22,2252000.0
2019-11-19,1363400.0
2020-02-06,1271400.0
2019-11-22,1167300.0
2019-03-25,462900.0
2019-02-21,831900.0
2018-12-19,1167300.0
2018-07-12,1407200.0
2018-09-14,796100.0
2018-08-13,678000.0
2018-10-16,651300.0
2019-07-31,630800.0
2019-05-28,727400.0
2019-04-26,1001600.0
2020-04-28,1024200.0
2019-11-25,874700.0
2020-02-12,782000.0
2020-05-01,745000.0
2020-05-04,580200.0
2019-06-12,951900.0
2019-04-09,942100.0
2019-03-08,599600.0
2019-02-04,646400.0
2018-07-27,946100.0
2018-08-28,804700.0
2019-01-03,799300.0
2019-08-15,1092400.0
2018-10-31,1093100.0
2019-09-16,1092200.0
2020-02-18,955700.0
2020-05-07,2171300.0
2018-08-17,1720900.0
2019-12-04,934100.0
2020-02-21,892000.0
2018-12-17,818500.0
2019-08-30,942600.0
2018-11-15,574600.0
2019-07-29,853000.0
2019-06-27,1054000.0
2019-04-24,948700.0
2018-07-10,815600.0
2018-09-12,723900.0
2019-02-19,1092300.0
2019-01-18,766900.0
2020-02-24,247600.0
2020-05-13,862900.0
2019-12-10,1267600.0
2020-02-27,986900.0
2019-12-13,770800.0
2020-05-19,1367100.0
2019-03-06,1082000.0
2018-11-30,1601900.0
2019-08-13,1258900.0
2019-07-12,1279800.0
2019-06-10,975100.0
2019-05-09,955100.0
2018-07-25,959500.0
2018-09-27,822000.0
2018-10-29,655200.0
2019-10-16,1040800.0
2019-12-16,1234300.0
2020-03-04,1022200.0
2020-05-22,1198200.0
2019-10-01,2606400.0
2019-12-19,788500.0
2018-09-10,1229900.0
2019-05-24,815900.0
2018-08-09,654100.0
2019-04-22,1051600.0
2019-03-21,1078600.0
2019-01-16,935400.0
2019-08-28,920500.0
2018-11-13,1220600.0
2018-10-12,1430000.0
2019-06-25,1473100.0
2020-03-10,1041900.0
2020-05-28,1122100.0
2019-10-07,1187500.0
2020-03-13,1189700.0
2019-10-10,1250600.0
2020-03-16,1137100.0
2020-06-03,1239800.0
2018-11-28,1167600.0
2018-09-25,742800.0
2018-07-23,711800.0
2018-08-24,744200.0
2019-07-10,595500.0
2019-05-07,855700.0
2019-04-05,930400.0
2019-03-04,981000.0
2019-01-31,1184000.0
2019-09-12,1599800.0
2019-12-31,942900.0
2020-03-19,907500.0
2020-01-03,1031400.0
2020-06-09,4429300.0
2019-02-15,1903100.0
2019-01-14,1823400.0
2018-07-06,1178000.0
2018-08-07,956300.0
2018-10-10,1077200.0
2018-12-13,773900.0
2019-08-26,1067800.0
2019-07-25,981300.0
2019-05-22,942700.0
2019-03-19,742400.0
2020-01-06,1130100.0
2020-03-25,757100.0
2020-06-12,1444100.0
2019-10-22,678400.0
2020-01-09,1087700.0
2020-06-15,808900.0
2019-10-25,690700.0
2020-03-31,886800.0
2020-06-18,708000.0
2019-04-03,1013700.0
2018-08-22,919800.0
2018-10-25,809500.0
2019-01-29,1305800.0
2018-12-28,1092700.0
2018-11-26,721400.0
2019-08-09,662500.0
2019-07-08,811600.0
2019-06-06,708200.0
2019-09-10,722800.0
2020-01-15,732800.0
2020-04-03,1088600.0
2019-10-31,922200.0
2020-04-06,858600.0
2020-06-24,897600.0
2018-11-09,701100.0
2019-07-23,662700.0
2019-06-21,957400.0
2019-05-20,442600.0
2019-04-18,1030700.0
2018-09-06,578600.0
2018-10-08,756800.0
2019-02-13,646100.0
2018-12-11,905000.0
2019-09-25,732400.0
2020-01-21,461900.0
2020-04-09,714300.0
2019-11-06,539700.0
2020-01-24,601300.0
2020-01-27,663200.0
2020-04-15,897600.0
2018-12-26,1106600.0
2019-08-07,890300.0
2019-06-04,756300.0
2018-09-21,712600.0
2018-07-19,666100.0
2018-08-20,1056400.0
2018-10-23,1018000.0
2019-05-03,1564000.0
2019-04-01,1011700.0
2019-02-28,1026100.0
2019-11-12,809600.0
2020-01-30,1375600.0
2019-11-15,1468500.0
2020-04-21,1199500.0
2019-04-16,1045300.0
2019-03-15,795800.0
2019-02-11,847900.0
2019-01-10,1623200.0
2019-08-22,1098200.0
2018-11-07,989600.0
2018-08-03,1310800.0
2018-09-04,1807900.0
2019-06-19,736300.0
2019-09-23,1271600.0
2019-11-18,659800.0
2020-02-05,867300.0
2020-04-24,808500.0
2019-03-29,1351400.0
2019-11-21,1536600.0
2020-04-27,1447800.0
2020-02-11,863900.0
2020-04-30,637200.0
2019-05-01,1019500.0
2019-02-26,830900.0
2019-01-25,911900.0
2018-12-24,764000.0
2019-09-06,900900.0
2018-07-17,1164000.0
2018-09-19,1186600.0
2019-08-05,1052300.0
2019-10-08,1332700.0
2019-12-11,1615400.0
2019-11-27,765100.0
2020-02-14,958000.0
2020-05-06,1071800.0
2019-01-08,706800.0
2018-12-07,2931200.0
2019-08-20,959300.0
2018-11-05,1227100.0
2019-07-19,425800.0
2018-10-04,599700.0
2019-06-17,580500.0
2019-05-16,926200.0
2018-08-01,885700.0
2019-03-13,765600.0
2019-12-03,510000.0
2020-02-20,655100.0
2019-12-06,624900.0
2020-05-12,519400.0
2019-12-09,590500.0
2020-02-26,733700.0
2020-05-15,452900.0
2019-03-28,485100.0
2018-09-17,1000300.0
2018-08-16,642000.0
2018-10-19,542700.0
2019-04-29,790900.0
2019-01-23,1011600.0
2019-09-04,1036200.0
2018-11-20,1506600.0
2019-07-02,1732400.0
2019-05-31,1459100.0
2019-12-12,900100.0
2020-05-18,1186300.0
2019-09-27,950900.0
2020-03-03,703500.0
2020-05-21,941300.0
2019-05-14,818700.0
2018-08-31,1140800.0
2018-07-30,672800.0
2018-10-02,937300.0
2019-04-12,640600.0
2019-03-11,440300.0
2019-02-07,769300.0
2019-07-17,856300.0
2019-09-19,875500.0
2019-10-21,723500.0
2019-12-18,1096100.0
2020-03-06,554300.0
2019-10-03,560200.0
2020-03-09,690300.0
2020-05-27,841200.0
2019-12-24,721900.0
2020-03-12,3141500.0
2018-12-20,2589900.0
2019-08-01,1080100.0
2018-08-14,2085700.0
2018-07-13,1486400.0
2018-10-17,1950200.0
2019-05-29,1092900.0
2019-03-26,1167700.0
2019-02-22,1296500.0
2019-10-04,960200.0
2019-11-05,760900.0
2019-12-27,1397700.0
2020-06-02,1190000.0
2019-12-30,1223200.0
2020-03-18,730000.0
2020-06-05,766900.0
2019-07-15,618600.0
2018-12-03,937000.0
2019-06-13,1349000.0
2019-01-04,1665100.0
2018-08-29,1100400.0
2019-02-05,950000.0
2018-11-01,803500.0
2019-08-16,1877600.0
2019-04-10,963200.0
2019-09-17,709400.0
2019-10-15,1291900.0
2020-01-02,1064200.0
2020-06-08,674600.0
2019-10-18,1158800.0
2020-03-24,1150300.0
2020-06-11,786800.0
2020-01-08,810000.0
2019-04-25,897500.0
2019-07-30,1091200.0
2019-02-20,2840100.0
2018-07-11,937600.0
2018-09-13,1055800.0
2018-10-15,852300.0
2019-06-28,1078800.0
2018-12-18,2650600.0
2018-11-16,960500.0
2019-10-02,1438000.0
2020-03-27,3000300.0
2020-01-10,1252900.0
2019-10-24,1563200.0
2020-03-30,1183600.0
2020-06-17,1187700.0
2020-01-14,1242100.0
2020-04-02,1133900.0
2019-01-02,652100.0
2019-08-14,909300.0
2018-10-30,923800.0
2019-06-11,925600.0
2019-05-10,1032700.0
2019-04-08,970600.0
2018-08-27,702500.0
2018-07-26,781800.0
2018-09-28,2948800.0
2019-03-07,778300.0
2019-10-30,434600.0
2020-01-17,860800.0
2020-06-23,998400.0
2020-04-08,1002700.0
2020-06-26,1697100.0
2019-03-22,1482400.0
2019-01-17,1127000.0
2019-08-29,1688700.0
2018-11-14,2194300.0
2019-06-26,1885000.0
2018-09-11,1542300.0
2018-07-09,1413400.0
2018-08-10,1530900.0
2019-04-23,1665000.0
2019-09-30,2528000.0
2020-01-23,3443000.0
2019-11-08,1389200.0
2020-04-14,264200.0
2019-11-11,578000.0
2020-01-29,570800.0
2020-04-17,817500.0
2018-07-24,897200.0
2018-09-26,1356900.0
2019-05-08,962400.0
2019-03-05,1544400.0
2019-02-01,1131000.0
2018-12-31,1386800.0
2018-11-29,1281700.0
2019-08-12,675400.0
2019-07-11,1309000.0
2019-09-13,1020300.0
2019-11-14,909500.0
2020-04-20,918100.0
2020-02-04,1231500.0
2020-04-23,1384000.0
2018-12-14,717900.0
2019-08-27,685500.0
2018-08-08,669100.0
2018-10-11,695100.0
2018-11-12,809800.0
2019-07-26,447400.0
2019-06-24,592100.0
2019-05-23,828800.0
2019-03-20,718000.0
2019-01-15,810500.0
2019-11-20,1216800.0
2020-02-07,1087700.0
2020-02-10,1473200.0
2020-04-29,1107300.0
2019-11-26,1111400.0
2020-02-13,1176400.0
2019-01-30,666700.0
2018-08-23,882300.0
2018-09-24,746500.0
2018-11-27,786900.0
2018-10-26,902800.0
2019-07-09,965300.0
2019-06-07,830300.0
2019-05-06,1042700.0
2019-04-04,811600.0
2019-09-11,1305200.0
2019-11-29,2873300.0
2020-05-05,1510200.0
2019-12-02,1466200.0
2020-02-19,1120500.0
2020-05-08,1288700.0
2019-05-21,1640600.0
2019-03-18,2003900.0
2018-09-07,1825000.0
2018-08-06,1270200.0
2018-10-09,2452000.0
2019-02-14,2111000.0
2018-12-12,2416300.0
2019-07-24,1939600.0
2019-09-26,1413400.0
2019-10-28,1629100.0
2019-12-05,2639600.0
2020-05-11,2023100.0
2019-07-03,1993800.0
2020-02-25,2293900.0
2020-05-14,1618700.0
2020-02-28,1783000.0
2019-08-08,2067300.0
2019-06-05,2817400.0
2018-07-20,2292400.0
2018-08-21,1239100.0
2018-10-24,1344700.0
2019-04-02,1769400.0
2019-03-01,1483500.0
2019-01-28,1049900.0
2018-12-27,1236700.0
2019-09-09,822200.0
2020-03-02,821300.0
2020-05-20,867000.0
2019-12-17,767300.0
2020-03-05,941700.0
2019-02-12,747100.0
2019-01-11,1410600.0
2018-12-10,957700.0
2019-08-23,1204700.0
2018-11-08,1395800.0
2019-07-22,558100.0
2019-06-20,2203300.0
2018-09-05,1685400.0
2019-04-17,1259000.0
2019-09-24,1202500.0
2019-12-20,1801200.0
2020-05-26,1013300.0
2019-04-30,1620100.0
2019-12-23,2499400.0
2020-03-11,5281800.0
2020-05-29,2388000.0
2019-12-26,1974000.0
