Dates,URI
2018-06-20,162.0
2018-06-21,160.49000549316406
2018-06-25,160.80999755859375
2018-06-22,153.5
2018-06-26,149.75999450683594
2018-06-27,151.97000122070312
2018-06-28,147.91000366210938
2018-06-29,151.47000122070312
2018-07-02,146.42999267578125
2018-07-03,148.58999633789062
2018-07-05,148.75999450683594
2018-07-16,151.36000061035156
2018-09-18,155.5
2019-01-24,158.91000366210938
2019-09-05,153.92999267578125
2018-11-21,153.83999633789062
2020-01-13,156.0800018310547
2020-04-01,154.75
2020-06-19,153.27000427246094
2019-10-29,155.77000427246094
2020-01-16,156.69000244140625
2020-06-22,156.39999389648438
2018-10-03,151.52999877929688
2018-07-31,151.8800048828125
2019-03-12,147.64999389648438
2019-02-08,152.3000030517578
2019-01-07,152.3000030517578
2018-12-06,149.38999938964844
2019-08-19,149.5500030517578
2019-07-18,149.14999389648438
2019-05-15,148.02000427246094
2019-09-20,148.5
2019-11-01,151.72999572753906
2020-04-07,154.3000030517578
2020-06-25,153.72000122070312
2020-06-16,152.91000366210938
2019-11-04,150.16000366210938
2020-01-22,149.99000549316406
2019-11-07,152.52999877929688
2020-04-13,149.58999633789062
2019-07-01,150.47999572753906
2019-05-30,150.99000549316406
2018-08-15,156.19000244140625
2018-10-18,159.57000732421875
2019-03-27,159.05999755859375
2019-01-22,156.9199981689453
2018-12-21,156.77000427246094
2019-09-03,160.0500030517578
2018-11-19,161.47999572753906
2019-08-02,160.27999877929688
2020-01-28,159.32000732421875
2020-04-16,156.75
2019-11-13,159.0
2020-01-31,158.50999450683594
2018-12-04,157.97999572753906
2018-11-02,153.47000122070312
2019-07-16,161.22000122070312
2018-08-30,169.14999389648438
2018-10-01,169.22999572753906
2019-06-14,170.42999267578125
2019-05-13,169.74000549316406
2019-04-11,169.8800048828125
2019-02-06,167.52000427246094
2019-09-18,172.41000366210938
2020-02-03,173.0
2020-04-22,172.3000030517578
2019-11-19,168.89999389648438
2020-02-06,169.24000549316406
2019-11-22,170.72999572753906
2019-03-25,170.52999877929688
2019-02-21,168.5500030517578
2018-12-19,165.44000244140625
2018-07-12,163.3699951171875
2018-09-14,167.2899932861328
2018-08-13,165.83999633789062
2018-10-16,163.9199981689453
2019-07-31,158.86000061035156
2019-05-28,155.7100067138672
2019-04-26,152.5800018310547
2020-04-28,147.97000122070312
2019-11-25,144.80999755859375
2020-02-12,139.39999389648438
2020-05-01,141.55999755859375
2020-05-04,141.8800048828125
2019-06-12,133.61000061035156
2019-04-09,123.0
2019-03-08,119.19999694824219
2019-02-04,115.62000274658203
2018-07-27,116.97000122070312
2018-08-28,113.16000366210938
2019-01-03,110.91999816894531
2019-08-15,113.94999694824219
2018-10-31,115.9800033569336
2019-09-16,126.43000030517578
2020-02-18,126.04000091552734
2020-05-07,127.70999908447266
2018-08-17,128.33999633789062
2019-12-04,129.9199981689453
2020-02-21,134.49000549316406
2018-12-17,133.1699981689453
2019-08-30,127.5999984741211
2018-11-15,127.3499984741211
2019-07-29,123.61000061035156
2019-06-27,123.66000366210938
2019-04-24,119.87000274658203
