Dates,URI
2018-06-20,161.69000244140625
2018-06-21,153.17999267578125
2018-06-25,154.9499969482422
2018-06-22,148.14999389648438
2018-06-26,147.47999572753906
2018-06-27,146.57000732421875
2018-06-28,147.47000122070312
2018-06-29,147.6199951171875
2018-07-02,144.75
2018-07-03,145.14999389648438
2018-07-05,148.5
2018-07-16,149.52999877929688
2018-09-18,155.11000061035156
2019-01-24,154.2899932861328
2019-09-05,151.69000244140625
2018-11-21,152.30999755859375
2020-01-13,154.8300018310547
2020-04-01,151.75
2020-06-19,152.2100067138672
2019-10-29,154.91000366210938
2020-01-16,156.57000732421875
2020-06-22,151.11000061035156
2018-10-03,149.32000732421875
2018-07-31,147.94000244140625
2019-03-12,146.36000061035156
2019-02-08,150.97000122070312
2019-01-07,147.30999755859375
2018-12-06,145.4499969482422
2019-08-19,148.8000030517578
2019-07-18,146.86000061035156
2019-05-15,147.1300048828125
2019-09-20,148.41000366210938
2019-11-01,151.32000732421875
2020-04-07,154.02000427246094
2020-06-25,151.85000610351562
2020-06-16,150.75999450683594
2019-11-04,148.58999633789062
2020-01-22,148.17999267578125
2019-11-07,151.2100067138672
2020-04-13,146.8699951171875
2019-07-01,148.99000549316406
2019-05-30,150.50999450683594
2018-08-15,154.44000244140625
2018-10-18,157.94000244140625
2019-03-27,157.32000732421875
2019-01-22,154.1300048828125
2018-12-21,156.1699981689453
2019-09-03,159.30999755859375
2018-11-19,158.47999572753906
2019-08-02,159.77000427246094
2020-01-28,156.67999267578125
2020-04-16,155.8699951171875
2019-11-13,158.10000610351562
2020-01-31,156.6199951171875
2018-12-04,153.82000732421875
2018-11-02,152.3000030517578
2019-07-16,159.99000549316406
2018-08-30,168.3800048828125
2018-10-01,167.10000610351562
2019-06-14,166.85000610351562
2019-05-13,168.9499969482422
2019-04-11,164.94000244140625
2019-02-06,167.0500030517578
2019-09-18,168.9600067138672
2020-02-03,171.75999450683594
2020-04-22,169.0399932861328
2019-11-19,168.07000732421875
2020-02-06,168.58999633789062
2019-11-22,167.86000061035156
2019-03-25,169.0800018310547
2019-02-21,163.60000610351562
2018-12-19,162.6699981689453
2018-07-12,160.39999389648438
2018-09-14,165.52999877929688
2018-08-13,163.19000244140625
2018-10-16,159.22000122070312
2019-07-31,156.07000732421875
2019-05-28,152.74000549316406
2019-04-26,144.83999633789062
2020-04-28,139.83999633789062
2019-11-25,137.8800048828125
2020-02-12,137.6199951171875
2020-05-01,141.22000122070312
2020-05-04,139.0399932861328
2019-06-12,118.12999725341797
2019-04-09,117.12000274658203
2019-03-08,114.91000366210938
2019-02-04,114.41000366210938
2018-07-27,106.98999786376953
2018-08-28,111.33000183105469
2019-01-03,109.2300033569336
2019-08-15,109.29000091552734
2018-10-31,115.62000274658203
2019-09-16,120.06999969482422
2020-02-18,125.70999908447266
2020-05-07,125.13999938964844
2018-08-17,126.69999694824219
2019-12-04,129.75999450683594
2020-02-21,131.32000732421875
2018-12-17,126.72000122070312
2019-08-30,126.66999816894531
2018-11-15,121.16000366210938
2019-07-29,119.56999969482422
2019-06-27,119.69000244140625
2019-04-24,118.5
2018-07-10,114.97000122070312
2018-09-12,112.54000091552734
2019-02-19,109.8499984741211
2019-01-18,113.0
2020-02-24,109.87999725341797
2020-05-13,115.31999969482422
2019-12-10,112.54000091552734
2020-02-27,117.25
2019-12-13,115.91999816894531
2020-05-19,117.12999725341797
2019-03-06,119.26000213623047
2018-11-30,106.29000091552734
2019-08-13,104.83000183105469
2019-07-12,103.94000244140625
2019-06-10,101.86000061035156
2019-05-09,101.86000061035156
2018-07-25,108.30000305175781
2018-09-27,108.87999725341797
2018-10-29,105.80000305175781
2019-10-16,105.41000366210938
2019-12-16,104.54000091552734
2020-03-04,100.9000015258789
2020-05-22,101.36000061035156
2019-10-01,99.51000213623047
2019-12-19,95.9000015258789
2018-09-10,103.12000274658203
2019-05-24,104.79000091552734
2018-08-09,101.5
2019-04-22,102.52999877929688
2019-03-21,105.62000274658203
2019-01-16,101.9800033569336
2019-08-28,110.12999725341797
2018-11-13,114.12000274658203
2018-10-12,116.26000213623047
2019-06-25,118.47000122070312
2020-03-10,118.77999877929688
2020-05-28,117.44999694824219
2019-10-07,116.73999786376953
2020-03-13,116.1500015258789
2019-10-10,117.5
2020-03-16,119.37999725341797
2020-06-03,123.31999969482422
2018-11-28,118.23999786376953
2018-09-25,116.0199966430664
2018-07-23,123.31999969482422
2018-08-24,127.26000213623047
2019-07-10,124.79000091552734
2019-05-07,124.31999969482422
2019-04-05,127.97000122070312
2019-03-04,125.26000213623047
2019-01-31,126.33999633789062
2019-09-12,129.38999938964844
2019-12-31,129.13999938964844
2020-03-19,128.89999389648438
2020-01-03,125.9800033569336
2020-06-09,126.29000091552734
2019-02-15,127.88999938964844
2019-01-14,131.41000366210938
2018-07-06,132.13999938964844
2018-08-07,131.6999969482422
2018-10-10,134.86000061035156
2018-12-13,134.2899932861328
2019-08-26,136.25999450683594
2019-07-25,135.0500030517578
2019-05-22,136.83999633789062
2019-03-19,136.2899932861328
2020-01-06,134.83999633789062
2020-03-25,135.66000366210938
2020-06-12,134.58999633789062
2019-10-22,135.69000244140625
2020-01-09,132.49000549316406
2020-06-15,130.44000244140625
2019-10-25,128.0500030517578
2020-03-31,126.58000183105469
2020-06-18,123.23999786376953
2019-04-03,124.01000213623047
2018-08-22,125.30000305175781
2018-10-25,124.33999633789062
2019-01-29,121.70999908447266
2018-12-28,120.13999938964844
2018-11-26,122.98999786376953
2019-08-09,120.68000030517578
2019-07-08,116.11000061035156
2019-06-06,119.05999755859375
2019-09-10,110.95999908447266
2020-01-15,111.12000274658203
2020-04-03,111.5999984741211
2019-10-31,110.72000122070312
2020-04-06,112.56999969482422
2020-06-24,114.25
2018-11-09,118.11000061035156
2019-07-23,118.52999877929688
2019-06-21,120.9800033569336
2019-05-20,122.54000091552734
2019-04-18,123.33999633789062
2018-09-06,124.08000183105469
2018-10-08,119.56999969482422
