Dates,URI
2018-06-20,158.33999633789062
2018-06-21,152.02000427246094
2018-06-25,154.5
2018-06-22,145.9199981689453
2018-06-26,146.32000732421875
2018-06-27,146.4600067138672
2018-06-28,143.39999389648438
2018-06-29,147.4499969482422
2018-07-02,142.61000061035156
2018-07-03,144.9499969482422
2018-07-05,145.13999938964844
2018-07-16,147.5
2018-09-18,150.35000610351562
2019-01-24,153.02999877929688
2019-09-05,151.47000122070312
2018-11-21,150.24000549316406
2020-01-13,153.67999267578125
2020-04-01,151.17999267578125
2020-06-19,150.07000732421875
2019-10-29,151.61000061035156
2020-01-16,150.0
2020-06-22,150.83999633789062
2018-10-03,147.4199981689453
2018-07-31,146.32000732421875
2019-03-12,143.3300018310547
2019-02-08,146.22000122070312
2019-01-07,146.35000610351562
2018-12-06,145.08999633789062
2019-08-19,146.1999969482422
2019-07-18,145.58999633789062
2019-05-15,144.08999633789062
2019-09-20,146.36000061035156
2019-11-01,148.05999755859375
2020-04-07,151.8800048828125
2020-06-25,151.75
2020-06-16,150.60000610351562
2019-11-04,147.3000030517578
2020-01-22,147.25999450683594
2019-11-07,148.5
2020-04-13,144.5
2019-07-01,148.25999450683594
2019-05-30,148.69000244140625
2018-08-15,150.55999755859375
2018-10-18,154.9499969482422
2019-03-27,156.50999450683594
2019-01-22,153.8699951171875
2018-12-21,154.39999389648438
2019-09-03,156.4499969482422
2018-11-19,157.6999969482422
2019-08-02,156.52000427246094
2020-01-28,156.13999938964844
2020-04-16,155.3300018310547
2019-11-13,155.0500030517578
2020-01-31,155.94000244140625
2018-12-04,151.4199981689453
2018-11-02,150.77000427246094
2019-07-16,153.82000732421875
2018-08-30,159.50999450683594
2018-10-01,165.35000610351562
2019-06-14,166.1999969482422
2019-05-13,166.64999389648438
2019-04-11,164.4199981689453
2019-02-06,164.3699951171875
2019-09-18,166.89999389648438
2020-02-03,168.25999450683594
2020-04-22,168.77999877929688
2019-11-19,166.32000732421875
2020-02-06,166.89999389648438
2019-11-22,167.0500030517578
2019-03-25,167.24000549316406
2019-02-21,163.5800018310547
2018-12-19,161.97999572753906
2018-07-12,160.33999633789062
2018-09-14,161.49000549316406
2018-08-13,161.1199951171875
2018-10-16,157.1300048828125
2019-07-31,153.35000610351562
2019-05-28,152.6199951171875
2019-04-26,143.6300048828125
2020-04-28,139.64999389648438
2019-11-25,135.67999267578125
2020-02-12,136.3699951171875
2020-05-01,136.25
2020-05-04,138.52999877929688
2019-06-12,117.55000305175781
2019-04-09,116.87999725341797
2019-03-08,113.88999938964844
2019-02-04,107.91000366210938
2018-07-27,106.7300033569336
2018-08-28,109.01000213623047
2019-01-03,106.4800033569336
2019-08-15,107.41999816894531
2018-10-31,108.0199966430664
2019-09-16,118.75
2020-02-18,120.55000305175781
2020-05-07,122.80000305175781
2018-08-17,122.37999725341797
2019-12-04,126.05000305175781
2020-02-21,129.85000610351562
2018-12-17,126.3499984741211
2019-08-30,120.12000274658203
2018-11-15,119.83000183105469
2019-07-29,118.94999694824219
