Dates,MCHP
2018-06-20,97.90876007080078
2018-06-21,95.46176147460938
2018-06-25,93.74016571044922
2018-06-22,90.18089294433594
2018-06-26,90.08418273925781
2018-06-27,87.33736419677734
2018-06-28,87.47277069091797
2018-06-29,87.96603393554688
2018-07-02,88.46897888183594
2018-07-03,87.1439208984375
2018-07-05,89.10731506347656
2018-07-16,90.3453140258789
2018-09-18,90.31629943847656
2019-01-24,91.49627685546875
2019-09-05,88.99125671386719
2018-11-21,91.1867904663086
2020-01-13,90.94498443603516
2020-04-01,91.02235412597656
2020-06-19,91.9315185546875
2019-10-29,92.61822509765625
2020-01-16,91.68972778320312
2020-06-22,91.27381896972656
2018-10-03,91.10940551757812
2018-07-31,90.20024871826172
2019-03-12,89.88107299804688
2019-02-08,91.56398010253906
2019-01-07,92.18297576904297
2018-12-06,90.15189361572266
2019-08-19,90.36466979980469
2019-07-18,90.51940155029297
2019-05-15,91.5059585571289
2019-09-20,91.9701919555664
2019-11-01,92.46348571777344
2020-04-07,94.06901550292969
2020-06-25,94.55260467529297
2020-06-16,94.86211395263672
2019-11-04,84.54218292236328
2020-01-22,84.17464447021484
2019-11-07,81.3214340209961
2020-04-13,79.63851165771484
2019-07-01,79.10655975341797
2019-05-30,80.28654479980469
2018-08-15,80.14470672607422
2018-10-18,82.59275817871094
2019-03-27,82.98133850097656
2019-01-22,83.22419738769531
2018-12-21,84.49681091308594
2019-09-03,85.84711456298828
2018-11-19,85.00196075439453
2019-08-02,84.34136199951172
2020-01-28,83.10763549804688
2020-04-16,83.57392120361328
2019-11-13,83.63221740722656
2020-01-31,82.70932006835938
2018-12-04,81.5047378540039
2018-11-02,80.67900085449219
2019-07-16,81.62130737304688
2018-08-30,80.85386657714844
2018-10-01,81.0870132446289
2019-06-14,81.37843322753906
2019-05-13,81.21329498291016
2019-04-11,78.5709457397461
2019-02-06,78.09494018554688
2019-09-18,79.0469741821289
2020-02-03,80.99958038330078
2020-04-22,80.38755798339844
2019-11-19,79.9504165649414
2020-02-06,76.52119445800781
2019-11-22,76.54061889648438
2019-03-25,76.36575317382812
2019-02-21,76.65719604492188
2018-12-19,74.95716094970703
2018-07-12,75.43315124511719
2018-09-14,72.97540283203125
2018-08-13,69.3907470703125
2018-10-16,67.30211639404297
2019-07-31,65.76722717285156
2019-05-28,65.45637512207031
2019-04-26,64.54319763183594
2020-04-28,65.76722717285156
2019-11-25,66.31124877929688
2020-02-12,66.27238464355469
2020-05-01,67.17583465576172
2020-05-04,67.07868194580078
2019-06-12,65.62151336669922
2019-04-09,65.1163558959961
2019-03-08,64.92207336425781
2019-02-04,65.30093383789062
2018-07-27,59.5499382019043
2018-08-28,60.72539138793945
2019-01-03,60.58939743041992
2019-08-15,60.511680603027344
2018-10-31,62.998600006103516
2019-09-16,63.90205001831055
2020-02-18,68.36100006103516
2020-05-07,67.74898529052734
2018-08-17,67.3506851196289
2019-12-04,68.03071594238281
2020-02-21,68.29300689697266
2018-12-17,72.32451629638672
2019-08-30,70.07075500488281
2018-11-15,67.67127227783203
2019-07-29,68.8370132446289
2019-06-27,69.96390533447266
2019-04-24,73.1988296508789
2018-07-10,73.45140838623047
2018-09-12,71.77079772949219
2019-02-19,71.26802062988281
2019-01-18,71.26802062988281
2020-02-24,72.56645965576172
2020-05-13,73.94300842285156
2019-12-10,71.96116638183594
2020-02-27,74.08944702148438
2019-12-13,72.65431213378906
2020-05-19,73.2205581665039
2019-03-06,75.91507720947266
2018-11-30,72.71290588378906
2019-08-13,71.65852355957031
2019-07-12,68.593017578125
2019-06-10,70.1941146850586
2019-05-09,70.48699188232422
2018-07-25,71.83425903320312
2018-09-27,70.71154022216797
2018-10-29,69.9402847290039
2019-10-16,69.52047729492188
2019-12-16,70.42842102050781
2020-03-04,66.98216247558594
2020-05-22,67.07979583740234
2019-10-01,66.37688446044922
2019-12-19,64.1705093383789
2018-09-10,68.7101821899414
2019-05-24,69.7938461303711
2018-08-09,69.9402847290039
2019-04-22,70.2136459350586
2019-03-21,69.65716552734375
2019-01-16,64.74649810791016
2019-08-28,67.37268829345703
2018-11-13,69.3447494506836
2018-10-12,71.22896575927734
2019-06-25,74.05039978027344
2020-03-10,74.80213165283203
2020-05-28,75.30001831054688
2019-10-07,72.47859191894531
2020-03-13,73.2303237915039
2019-10-10,73.29866790771484
2020-03-16,74.34327697753906
2020-06-03,75.79792785644531
2018-11-28,73.39629364013672
2018-09-25,72.59575653076172
2018-07-23,76.5789566040039
2018-08-24,78.71697998046875
2019-07-10,78.34600830078125
2019-05-07,77.60403442382812
2019-04-05,78.5802993774414
2019-03-04,78.46316528320312
2019-01-31,79.92757415771484
2019-09-12,80.6207275390625
2019-12-31,81.26506042480469
2020-03-19,87.1910400390625
2020-01-03,85.98046112060547
2020-06-09,85.33613586425781
2019-02-15,86.84934997558594
2019-01-14,89.33885192871094
2018-07-06,89.02645111083984
2018-08-07,88.45043182373047
2018-10-10,88.9385757446289
2018-12-13,88.5383071899414
2019-08-26,87.87666320800781
2019-07-25,87.23951721191406
2019-05-22,87.27873229980469
2019-03-19,88.03348541259766
2020-01-06,87.29832458496094
2020-03-25,85.3476791381836
2020-06-12,85.15164947509766
2019-10-22,86.88662719726562
2020-01-09,86.8180160522461
2020-06-15,85.54373168945312
2019-10-25,84.76936340332031
2020-03-31,82.77950286865234
2020-06-18,83.36766052246094
