Dates,MCHP
2018-11-14,1486400.0
2019-06-26,2649400.0
2018-09-11,2598800.0
2018-07-09,2445000.0
2018-08-10,1714200.0
2019-04-23,2827500.0
2019-09-30,1359300.0
2020-01-23,3775000.0
2019-11-08,1660900.0
2020-04-14,458700.0
2019-11-11,930500.0
2020-01-29,642800.0
2020-04-17,1133300.0
2018-07-24,1546900.0
2018-09-26,4858900.0
2019-05-08,10014900.0
2019-03-05,2015800.0
2019-02-01,6701400.0
2018-12-31,2403100.0
2018-11-29,2210600.0
2019-08-12,3153900.0
2019-07-11,2405400.0
2019-09-13,3353500.0
2019-11-14,6176000.0
2020-04-20,2439300.0
2020-02-04,2348000.0
2020-04-23,2056100.0
2018-12-14,1355500.0
2019-08-27,1833200.0
2018-08-08,2854900.0
2018-10-11,2659900.0
2018-11-12,1980300.0
2019-07-26,1723700.0
2019-06-24,2456100.0
2019-05-23,3885200.0
2019-03-20,2112200.0
2019-01-15,3409900.0
2019-11-20,6160500.0
2020-02-07,2115700.0
2020-02-10,2503800.0
2020-04-29,2010200.0
2019-11-26,2875600.0
2020-02-13,2002500.0
2019-01-30,1826000.0
2018-08-23,1097500.0
2018-09-24,1097100.0
2018-11-27,1615500.0
2018-10-26,1277200.0
2019-07-09,2023600.0
2019-06-07,3455100.0
2019-05-06,2720500.0
2019-04-04,3728200.0
2019-09-11,4124000.0
2019-11-29,5479700.0
2020-05-05,4625100.0
2019-12-02,5671100.0
2020-02-19,4504300.0
2020-05-08,4156800.0
2019-05-21,5440300.0
2019-03-18,6094900.0
2018-09-07,6410800.0
2018-08-06,9409800.0
2018-10-09,10344200.0
2019-02-14,6608300.0
2018-12-12,6622800.0
2019-07-24,7465500.0
2019-09-26,6816000.0
2019-10-28,6610600.0
2019-12-05,5097300.0
2020-05-11,9718000.0
2019-07-03,8867400.0
2020-02-25,8790400.0
2020-05-14,4476000.0
2020-02-28,4663300.0
2019-08-08,3413300.0
2019-06-05,5362700.0
2018-07-20,3916600.0
2018-08-21,4007300.0
2018-10-24,3119000.0
2019-04-02,4767300.0
2019-03-01,4331900.0
2019-01-28,6674100.0
2018-12-27,6068300.0
2019-09-09,2448400.0
2020-03-02,2786200.0
2020-05-20,2531200.0
2019-12-17,2806600.0
2020-03-05,3161500.0
2019-02-12,2178300.0
2019-01-11,2318200.0
2018-12-10,1851100.0
2019-08-23,1692500.0
2018-11-08,2274300.0
2019-07-22,3309600.0
2019-06-20,3612500.0
2018-09-05,3707400.0
2019-04-17,2949200.0
2019-09-24,3254000.0
2019-12-20,2291000.0
2020-05-26,2188000.0
2019-04-30,1465000.0
2019-12-23,2967300.0
2020-03-11,3384700.0
2020-05-29,1940900.0
2019-12-26,1879700.0
2020-06-01,2234400.0
2019-05-02,2341700.0
2019-02-27,2539600.0
2018-11-23,2272000.0
2019-08-06,2013200.0
2018-07-18,4066000.0
2018-09-20,2344300.0
2018-10-22,1815500.0
2019-07-05,5158300.0
2019-06-03,10372800.0
2019-10-09,6114600.0
2019-10-11,7180800.0
2020-03-17,2455500.0
2020-06-04,3507100.0
2019-10-14,8725500.0
2020-03-20,3897000.0
2018-11-06,3942600.0
2019-06-18,3454700.0
2019-05-17,4604300.0
2019-04-15,2902300.0
2019-03-14,3765300.0
2019-01-09,1937000.0
2018-08-02,2605000.0
2018-10-05,2852900.0
2019-08-21,2399300.0
2019-10-17,1700500.0
2020-03-23,4607300.0
2020-06-10,1430900.0
2019-02-25,1144400.0
2020-01-07,2892500.0
2020-03-26,1675900.0
2019-10-23,4458700.0
