Dates,MCHP
2018-06-20,101.2300033569336
2018-06-21,98.69999694824219
2018-06-25,96.91999816894531
2018-06-22,93.23999786376953
2018-06-26,93.13999938964844
2018-06-27,90.30000305175781
2018-06-28,90.44000244140625
2018-06-29,90.94999694824219
2018-07-02,91.47000122070312
2018-07-03,90.0999984741211
2018-07-05,92.12999725341797
2018-07-16,93.41000366210938
2018-09-18,93.37999725341797
2019-01-24,94.5999984741211
2019-09-05,92.01000213623047
2018-11-21,94.27999877929688
2020-01-13,94.02999877929688
2020-04-01,94.11000061035156
2020-06-19,95.05000305175781
2019-10-29,95.76000213623047
2020-01-16,94.80000305175781
2020-06-22,94.37000274658203
2018-10-03,94.19999694824219
2018-07-31,93.26000213623047
2019-03-12,92.93000030517578
2019-02-08,94.66999816894531
2019-01-07,95.30999755859375
2018-12-06,93.20999908447266
2019-08-19,93.43000030517578
2019-07-18,93.58999633789062
2019-05-15,94.61000061035156
2019-09-20,95.08999633789062
2019-11-01,95.5999984741211
2020-04-07,97.26000213623047
2020-06-25,97.76000213623047
2020-06-16,98.08000183105469
2019-11-04,87.41000366210938
2020-01-22,87.02999877929688
2019-11-07,84.08000183105469
2020-04-13,82.33999633789062
2019-07-01,81.79000091552734
2019-05-30,83.01000213623047
2018-08-15,82.5
2018-10-18,85.0199966430664
2019-03-27,85.41999816894531
2019-01-22,85.66999816894531
2018-12-21,86.9800033569336
2019-09-03,88.37000274658203
2018-11-19,87.5
2019-08-02,86.81999969482422
2020-01-28,85.55000305175781
2020-04-16,86.02999877929688
2019-11-13,86.08999633789062
2020-01-31,85.13999938964844
2018-12-04,83.9000015258789
2018-11-02,83.05000305175781
2019-07-16,84.0199966430664
2018-08-30,83.2300033569336
2018-10-01,83.47000122070312
2019-06-14,83.7699966430664
2019-05-13,83.5999984741211
2019-04-11,80.87999725341797
2019-02-06,80.38999938964844
2019-09-18,81.37000274658203
2020-02-03,83.37999725341797
2020-04-22,82.75
2019-11-19,82.30000305175781
2020-02-06,78.7699966430664
2019-11-22,78.79000091552734
2019-03-25,78.61000061035156
2019-02-21,78.91000366210938
2018-12-19,77.16000366210938
2018-07-12,77.6500015258789
2018-09-14,75.12000274658203
2018-08-13,71.43000030517578
2018-10-16,69.27999877929688
2019-07-31,67.69999694824219
2019-05-28,67.37999725341797
2019-04-26,66.44000244140625
2020-04-28,67.69999694824219
2019-11-25,68.26000213623047
2020-02-12,68.22000122070312
2020-05-01,69.1500015258789
2020-05-04,69.05000305175781
2019-06-12,67.55000305175781
2019-04-09,67.02999877929688
2019-03-08,66.83000183105469
2019-02-04,67.22000122070312
2018-07-27,61.29999923706055
2018-08-28,62.5099983215332
2019-01-03,62.369998931884766
2019-08-15,62.290000915527344
2018-10-31,64.8499984741211
2019-09-16,65.77999877929688
2020-02-18,70.37000274658203
2020-05-07,69.73999786376953
2018-08-17,69.33000183105469
2019-12-04,70.02999877929688
2020-02-21,70.30000305175781
2018-12-17,74.44999694824219
2019-08-30,72.12999725341797
2018-11-15,69.66000366210938
2019-07-29,70.86000061035156
2019-06-27,72.0199966430664
2019-04-24,75.3499984741211
2018-07-10,75.61000061035156
2018-09-12,73.87999725341797
2019-02-19,73.0
2019-01-18,73.0
2020-02-24,74.33000183105469
2020-05-13,75.73999786376953
2019-12-10,73.70999908447266
2020-02-27,75.88999938964844
2019-12-13,74.41999816894531
2020-05-19,75.0
2019-03-06,77.76000213623047
2018-11-30,74.4800033569336
2019-08-13,73.4000015258789
2019-07-12,70.26000213623047
2019-06-10,71.9000015258789
2019-05-09,72.19999694824219
2018-07-25,73.58000183105469
2018-09-27,72.43000030517578
2018-10-29,71.63999938964844
2019-10-16,71.20999908447266
2019-12-16,72.13999938964844
2020-03-04,68.61000061035156
2020-05-22,68.70999908447266
2019-10-01,67.98999786376953
2019-12-19,65.7300033569336
2018-09-10,70.37999725341797
2019-05-24,71.48999786376953
2018-08-09,71.63999938964844
2019-04-22,71.91999816894531
2019-03-21,71.3499984741211
2019-01-16,66.31999969482422
2019-08-28,69.01000213623047
2018-11-13,71.02999877929688
2018-10-12,72.95999908447266
2019-06-25,75.8499984741211
2020-03-10,76.62000274658203
2020-05-28,77.12999725341797
2019-10-07,74.23999786376953
2020-03-13,75.01000213623047
2019-10-10,75.08000183105469
2020-03-16,76.1500015258789
2020-06-03,77.63999938964844
2018-11-28,75.18000030517578
2018-09-25,74.36000061035156
2018-07-23,78.44000244140625
2018-08-24,80.62999725341797
2019-07-10,80.25
2019-05-07,79.48999786376953
2019-04-05,80.48999786376953
2019-03-04,80.37000274658203
2019-01-31,81.87000274658203
2019-09-12,82.58000183105469
2019-12-31,83.23999786376953
2020-03-19,89.30999755859375
2020-01-03,88.06999969482422
2020-06-09,87.41000366210938
2019-02-15,88.95999908447266
2019-01-14,91.51000213623047
2018-07-06,91.19000244140625
2018-08-07,90.5999984741211
2018-10-10,91.0999984741211
2018-12-13,90.69000244140625
2019-08-26,89.6500015258789
2019-07-25,89.0
2019-05-22,89.04000091552734
2019-03-19,89.80999755859375
2020-01-06,89.05999755859375
2020-03-25,87.06999969482422
2020-06-12,86.87000274658203
2019-10-22,88.63999938964844
2020-01-09,88.56999969482422
2020-06-15,87.2699966430664
2019-10-25,86.4800033569336
2020-03-31,84.44999694824219
2020-06-18,85.05000305175781
2019-04-03,86.80000305175781
2018-08-22,86.30000305175781
2018-10-25,85.05999755859375
2019-01-29,84.0
2018-12-28,86.0999984741211
2018-11-26,85.33000183105469
