Dates,MCHP
2018-06-20,101.58000183105469
2018-06-21,101.69000244140625
2018-06-25,99.4000015258789
2018-06-22,96.30000305175781
2018-06-26,94.26000213623047
2018-06-27,94.31999969482422
2018-06-28,91.26000213623047
2018-06-29,91.95999908447266
2018-07-02,91.52999877929688
2018-07-03,91.81999969482422
2018-07-05,92.33999633789062
2018-07-16,93.87000274658203
2018-09-18,94.01000213623047
2019-01-24,94.76000213623047
2019-09-05,94.20999908447266
2018-11-21,94.37000274658203
2020-01-13,94.52999877929688
2020-04-01,94.83000183105469
2020-06-19,95.12999725341797
2019-10-29,95.95999908447266
2020-01-16,95.87000274658203
2020-06-22,95.06999969482422
2018-10-03,94.5999984741211
2018-07-31,95.62000274658203
2019-03-12,93.77999877929688
2019-02-08,94.7300033569336
2019-01-07,96.91000366210938
2018-12-06,95.5999984741211
2019-08-19,94.9800033569336
2019-07-18,94.38999938964844
2019-05-15,94.94999694824219
2019-09-20,95.16000366210938
2019-11-01,96.12999725341797
2020-04-07,97.4800033569336
2020-06-25,97.91000366210938
2020-06-16,98.26000213623047
2019-11-04,89.87000274658203
2020-01-22,88.5999984741211
2019-11-07,87.80000305175781
2020-04-13,84.80000305175781
2019-07-01,84.25
2019-05-30,83.22000122070312
2018-08-15,83.19999694824219
2018-10-18,86.01000213623047
2019-03-27,85.45999908447266
2019-01-22,87.12999725341797
2018-12-21,87.0999984741211
2019-09-03,88.83999633789062
2018-11-19,89.0
2019-08-02,87.47000122070312
2020-01-28,87.4800033569336
2020-04-16,86.19999694824219
2019-11-13,86.16000366210938
2020-01-31,86.08999633789062
2018-12-04,85.0
2018-11-02,85.02999877929688
2019-07-16,84.06999969482422
2018-08-30,83.93000030517578
2018-10-01,83.66000366210938
2019-06-14,85.41000366210938
2019-05-13,85.22000122070312
2019-04-11,82.80000305175781
2019-02-06,81.95999908447266
2019-09-18,81.58999633789062
2020-02-03,83.94999694824219
2020-04-22,83.70999908447266
2019-11-19,82.5999984741211
2020-02-06,81.08999633789062
2019-11-22,79.73999786376953
2019-03-25,79.33999633789062
