Dates,BXP
2018-06-20,613400.0
2018-06-21,1214200.0
2018-06-25,1479500.0
2018-06-22,731800.0
2018-06-26,925400.0
2018-06-27,510600.0
2018-06-28,541000.0
2018-06-29,818200.0
2018-07-02,688900.0
2018-07-03,397200.0
2018-07-05,719800.0
2018-07-16,478000.0
2018-09-18,574500.0
2019-01-24,555400.0
2019-09-05,439400.0
2018-11-21,538500.0
2020-01-13,625700.0
2020-04-01,677500.0
2020-06-19,686500.0
2019-10-29,469700.0
2020-01-16,509500.0
2020-06-22,379200.0
2018-10-03,364100.0
2018-07-31,537800.0
2019-03-12,467700.0
2019-02-08,622400.0
2019-01-07,442900.0
2018-12-06,482200.0
2019-08-19,1031800.0
2019-07-18,1011900.0
2019-05-15,1066800.0
2019-09-20,685000.0
2019-11-01,674800.0
2020-04-07,680800.0
2020-06-25,488200.0
2020-06-16,890800.0
2019-11-04,875200.0
2020-01-22,819900.0
2019-11-07,1241500.0
2020-04-13,605800.0
2019-07-01,738800.0
2019-05-30,755100.0
2018-08-15,625500.0
2018-10-18,653400.0
2019-03-27,708600.0
2019-01-22,530000.0
2018-12-21,803800.0
2019-09-03,573900.0
2018-11-19,769000.0
2019-08-02,472800.0
2020-01-28,448400.0
2020-04-16,477700.0
2019-11-13,596100.0
2020-01-31,1097100.0
2018-12-04,1405000.0
2018-11-02,463900.0
2019-07-16,479000.0
2018-08-30,571100.0
2018-10-01,534000.0
2019-06-14,628800.0
2019-05-13,656500.0
2019-04-11,502600.0
2019-02-06,478000.0
2019-09-18,532600.0
2020-02-03,585300.0
2020-04-22,1250800.0
2019-11-19,560100.0
2020-02-06,593000.0
2019-11-22,1003700.0
2019-03-25,780200.0
2019-02-21,1166100.0
2018-12-19,826800.0
2018-07-12,713400.0
2018-09-14,772600.0
2018-08-13,575200.0
2018-10-16,634900.0
2019-07-31,784300.0
2019-05-28,792700.0
2019-04-26,620300.0
2020-04-28,1043200.0
2019-11-25,780500.0
2020-02-12,837300.0
2020-05-01,682700.0
2020-05-04,600700.0
2019-06-12,758000.0
2019-04-09,815600.0
2019-03-08,552300.0
2019-02-04,845000.0
2018-07-27,1069900.0
2018-08-28,713900.0
2019-01-03,952300.0
2019-08-15,760100.0
2018-10-31,810000.0
2019-09-16,1917600.0
2020-02-18,1129600.0
2020-05-07,900300.0
2018-08-17,786300.0
2019-12-04,613900.0
2020-02-21,508600.0
2018-12-17,704700.0
2019-08-30,525300.0
2018-11-15,525100.0
2019-07-29,746000.0
2019-06-27,426600.0
2019-04-24,672300.0
2018-07-10,584400.0
2018-09-12,770600.0
2019-02-19,899700.0
2019-01-18,710000.0
2020-02-24,197900.0
2020-05-13,674400.0
2019-12-10,1103900.0
2020-02-27,1253300.0
2019-12-13,921100.0
2020-05-19,1286600.0
2019-03-06,864200.0
2018-11-30,1004500.0
2019-08-13,1121000.0
2019-07-12,1189100.0
2019-06-10,1124100.0
2019-05-09,677900.0
2018-07-25,717100.0
2018-09-27,571600.0
2018-10-29,588600.0
2019-10-16,953100.0
2019-12-16,604700.0
2020-03-04,921400.0
2020-05-22,1093200.0
2019-10-01,1442100.0
2019-12-19,448000.0
2018-09-10,658800.0
2019-05-24,796000.0
2018-08-09,721300.0
2019-04-22,563600.0
2019-03-21,815000.0
2019-01-16,708400.0
2019-08-28,600900.0
2018-11-13,760900.0
2018-10-12,1241900.0
2019-06-25,879800.0
2020-03-10,654700.0
2020-05-28,431900.0
2019-10-07,476100.0
2020-03-13,422800.0
2019-10-10,545100.0
2020-03-16,608900.0
2020-06-03,822000.0
2018-11-28,856000.0
2018-09-25,621400.0
2018-07-23,518900.0
2018-08-24,722100.0
2019-07-10,607100.0
2019-05-07,590800.0
2019-04-05,1111000.0
2019-03-04,880400.0
2019-01-31,1128200.0
2019-09-12,1031700.0
2019-12-31,1198100.0
2020-03-19,711200.0
2020-01-03,823200.0
2020-06-09,505000.0
2019-02-15,507100.0
2019-01-14,592500.0
2018-07-06,461200.0
2018-08-07,517000.0
2018-10-10,661600.0
2018-12-13,408200.0
2019-08-26,425200.0
2019-07-25,401200.0
2019-05-22,453200.0
2019-03-19,457900.0
2020-01-06,475400.0
2020-03-25,701000.0
2020-06-12,883300.0
2019-10-22,995700.0
2020-01-09,877800.0
2020-06-15,888800.0
2019-10-25,519700.0
2020-03-31,1242500.0
2020-06-18,725300.0
2019-04-03,720400.0
2018-08-22,586000.0
2018-10-25,590200.0
2019-01-29,442400.0
2018-12-28,1458500.0
2018-11-26,714600.0
2019-08-09,490800.0
2019-07-08,860000.0
2019-06-06,759800.0
2019-09-10,1092500.0
2020-01-15,828700.0
2020-04-03,817100.0
2019-10-31,804300.0
2020-04-06,667100.0
2020-06-24,1171400.0
2018-11-09,1001000.0
2019-07-23,1035900.0
2019-06-21,893500.0
2019-05-20,595000.0
2019-04-18,451200.0
2018-09-06,499100.0
2018-10-08,737400.0
2019-02-13,605700.0
2018-12-11,525900.0
2019-09-25,1226200.0
2020-01-21,672400.0
2020-04-09,783500.0
2019-11-06,885500.0
2020-01-24,568900.0
2020-01-27,576200.0
2020-04-15,638400.0
2018-12-26,516800.0
2019-08-07,507800.0
2019-06-04,388600.0
2018-09-21,375500.0
2018-07-19,722500.0
2018-08-20,952900.0
2018-10-23,891200.0
2019-05-03,713400.0
2019-04-01,519900.0
2019-02-28,519400.0
2019-11-12,495200.0
2020-01-30,454100.0
2019-11-15,374700.0
2020-04-21,526300.0
2019-04-16,770400.0
2019-03-15,591100.0
2019-02-11,631900.0
2019-01-10,591000.0
2019-08-22,423400.0
2018-11-07,639900.0
2018-08-03,481300.0
2018-09-04,844800.0
2019-06-19,565900.0
2019-09-23,1564700.0
2019-11-18,838600.0
2020-02-05,881100.0
2020-04-24,572300.0
2019-03-29,840800.0
2019-11-21,670100.0
2020-04-27,569000.0
2020-02-11,518800.0
2020-04-30,520100.0
2019-05-01,518400.0
2019-02-26,640100.0
2019-01-25,455200.0
2018-12-24,502500.0
2019-09-06,483800.0
2018-07-17,585500.0
2018-09-19,468500.0
2019-08-05,543800.0
2019-10-08,981400.0
2019-12-11,1975400.0
2019-11-27,769800.0
2020-02-14,584800.0
2020-05-06,1250900.0
2019-01-08,901800.0
2018-12-07,982600.0
2019-08-20,656800.0
2018-11-05,569500.0
2019-07-19,345900.0
2018-10-04,397900.0
2019-06-17,575600.0
2019-05-16,885400.0
2018-08-01,668400.0
2019-03-13,709300.0
2019-12-03,291700.0
2020-02-20,353000.0
2019-12-06,433700.0
2020-05-12,421100.0
2019-12-09,567800.0
2020-02-26,565500.0
2020-05-15,756500.0
2019-03-28,512000.0
2018-09-17,486100.0
2018-08-16,451200.0
2018-10-19,460700.0
2019-04-29,660300.0
2019-01-23,546900.0
2019-09-04,884000.0
2018-11-20,1037700.0
2019-07-02,506100.0
2019-05-31,928400.0
2019-12-12,896300.0
2020-05-18,733800.0
2019-09-27,616500.0
2020-03-03,536900.0
2020-05-21,725700.0
