Dates,BXP
2018-06-20,118.68000030517578
2018-06-21,120.77999877929688
2018-06-25,122.4000015258789
2018-06-22,123.62999725341797
2018-06-26,124.0999984741211
2018-06-27,123.83000183105469
2018-06-28,123.5
2018-06-29,123.55999755859375
2018-07-02,123.26000213623047
2018-07-03,123.98999786376953
2018-07-05,124.27999877929688
2018-07-16,125.83999633789062
2018-09-18,125.08000183105469
2019-01-24,125.5
2019-09-05,125.4800033569336
2018-11-21,125.51000213623047
2020-01-13,126.87000274658203
2020-04-01,125.83000183105469
2020-06-19,125.23999786376953
2019-10-29,124.68000030517578
2020-01-16,124.77999877929688
2020-06-22,125.05000305175781
2018-10-03,123.33000183105469
2018-07-31,123.29000091552734
2019-03-12,124.37999725341797
2019-02-08,124.38999938964844
2019-01-07,122.58999633789062
2018-12-06,121.76000213623047
2019-08-19,121.98999786376953
2019-07-18,122.3499984741211
2019-05-15,128.24000549316406
2019-09-20,127.69999694824219
2019-11-01,129.00999450683594
2020-04-07,128.74000549316406
2020-06-25,128.74000549316406
2020-06-16,128.97000122070312
2019-11-04,128.61000061035156
2020-01-22,129.1300048828125
2019-11-07,128.8800048828125
2020-04-13,129.4199981689453
2019-07-01,130.50999450683594
2019-05-30,131.4199981689453
2018-08-15,131.5500030517578
2018-10-18,129.7899932861328
2019-03-27,129.00999450683594
2019-01-22,128.35000610351562
2018-12-21,127.95999908447266
2019-09-03,127.69999694824219
2018-11-19,128.3000030517578
2019-08-02,130.5
2020-01-28,130.05999755859375
2020-04-16,130.16000366210938
2019-11-13,128.4600067138672
2020-01-31,128.4199981689453
2018-12-04,129.8800048828125
2018-11-02,128.5399932861328
2019-07-16,128.44000244140625
2018-08-30,127.83000183105469
2018-10-01,127.48999786376953
2019-06-14,127.13999938964844
2019-05-13,125.30000305175781
2019-04-11,125.54000091552734
2019-02-06,126.06999969482422
2019-09-18,124.11000061035156
2020-02-03,123.8499984741211
2020-04-22,125.11000061035156
2019-11-19,122.7300033569336
2020-02-06,122.91999816894531
2019-11-22,121.25
2019-03-25,120.62000274658203
2019-02-21,121.0
2018-12-19,120.91000366210938
2018-07-12,120.7300033569336
2018-09-14,119.33999633789062
2018-08-13,118.5199966430664
2018-10-16,118.5999984741211
2019-07-31,118.94000244140625
2019-05-28,118.91999816894531
2019-04-26,118.86000061035156
2020-04-28,114.31999969482422
2019-11-25,113.9800033569336
2020-02-12,115.5
2020-05-01,115.87999725341797
2020-05-04,116.52999877929688
2019-06-12,116.20999908447266
2019-04-09,116.69000244140625
2019-03-08,114.9000015258789
2019-02-04,114.04000091552734
2018-07-27,115.01000213623047
2018-08-28,115.05999755859375
2019-01-03,113.94999694824219
2019-08-15,115.73999786376953
2018-10-31,116.27999877929688
2019-09-16,118.19000244140625
2020-02-18,119.33000183105469
2020-05-07,117.73999786376953
2018-08-17,119.88999938964844
2019-12-04,120.1500015258789
2020-02-21,122.38999938964844
2018-12-17,123.12000274658203
2019-08-30,123.30999755859375
2018-11-15,124.23999786376953
2019-07-29,123.81999969482422
2019-06-27,123.87999725341797
2019-04-24,122.18000030517578
2018-07-10,123.29000091552734
2018-09-12,124.38999938964844
2019-02-19,124.80000305175781
2019-01-18,124.75
2020-02-24,124.43000030517578
2020-05-13,124.75
2019-12-10,125.30000305175781
2020-02-27,126.81999969482422
2019-12-13,128.72999572753906
2020-05-19,129.3300018310547
2019-03-06,128.92999267578125
2018-11-30,129.74000549316406
2019-08-13,127.48999786376953
2019-07-12,128.57000732421875
2019-06-10,125.58000183105469
2019-05-09,127.05000305175781
2018-07-25,124.19999694824219
2018-09-27,124.61000061035156
2018-10-29,124.76000213623047
2019-10-16,119.55000305175781
2019-12-16,119.9000015258789
2020-03-04,117.33999633789062
2020-05-22,114.33000183105469
2019-10-01,113.33999633789062
2019-12-19,109.05999755859375
2018-09-10,107.83999633789062
2019-05-24,109.25
2018-08-09,110.41000366210938
2019-04-22,110.30000305175781
2019-03-21,107.94000244140625
2019-01-16,108.81999969482422
2019-08-28,110.04000091552734
2018-11-13,111.33000183105469
2018-10-12,112.48999786376953
2019-06-25,115.56999969482422
2020-03-10,116.9000015258789
2020-05-28,118.19999694824219
2019-10-07,117.72000122070312
2020-03-13,118.05000305175781
2019-10-10,118.41999816894531
2020-03-16,119.3499984741211
2020-06-03,119.87999725341797
2018-11-28,119.97000122070312
2018-09-25,119.9000015258789
2018-07-23,119.23999786376953
2018-08-24,121.5199966430664
2019-07-10,122.44999694824219
2019-05-07,124.12999725341797
2019-04-05,126.20999908447266
2019-03-04,129.0399932861328
2019-01-31,129.35000610351562
2019-09-12,130.25
2019-12-31,131.32000732421875
2020-03-19,130.66000366210938
2020-01-03,130.0399932861328
2020-06-09,131.4199981689453
2019-02-15,132.19000244140625
2019-01-14,132.3000030517578
2018-07-06,132.3800048828125
2018-08-07,132.64999389648438
2018-10-10,133.1300048828125
2018-12-13,133.24000549316406
2019-08-26,132.80999755859375
2019-07-25,132.07000732421875
2019-05-22,134.22999572753906
2019-03-19,134.5500030517578
2020-01-06,133.88999938964844
2020-03-25,131.30999755859375
2020-06-12,132.05999755859375
2019-10-22,131.22999572753906
2020-01-09,131.35000610351562
2020-06-15,132.0800018310547
2019-10-25,132.49000549316406
2020-03-31,131.94000244140625
2020-06-18,131.60000610351562
2019-04-03,132.1999969482422
2018-08-22,133.4199981689453
2018-10-25,134.1199951171875
2019-01-29,134.44000244140625
2018-12-28,132.44000244140625
2018-11-26,132.25999450683594
2019-08-09,131.7899932861328
2019-07-08,130.64999389648438
2019-06-06,131.44000244140625
2019-09-10,131.47000122070312
2020-01-15,130.5500030517578
2020-04-03,131.39999389648438
2019-10-31,131.16000366210938
2020-04-06,131.24000549316406
2020-06-24,133.2899932861328
2018-11-09,133.57000732421875
2019-07-23,134.27000427246094
2019-06-21,136.92999267578125
2019-05-20,136.60000610351562
2019-04-18,137.3000030517578
2018-09-06,137.24000549316406
2018-10-08,137.00999450683594
2019-02-13,137.25
2018-12-11,137.89999389648438
2019-09-25,136.8699951171875
2020-01-21,136.44000244140625
2020-04-09,133.5
2019-11-06,131.75999450683594
2020-01-24,131.69000244140625
2020-01-27,130.11000061035156
2020-04-15,132.22999572753906
2018-12-26,134.8300018310547
2019-08-07,134.77999877929688
2019-06-04,135.91000366210938
2018-09-21,135.25
2018-07-19,135.1699981689453
2018-08-20,137.58999633789062
2018-10-23,134.83999633789062
2019-05-03,134.24000549316406
2019-04-01,132.75
2019-02-28,130.30999755859375
2019-11-12,130.52999877929688
2020-01-30,128.97000122070312
2019-11-15,129.72999572753906
2020-04-21,130.1199951171875
2019-04-16,130.80999755859375
2019-03-15,132.11000061035156
2019-02-11,133.5
2019-01-10,132.8000030517578
2019-08-22,131.30999755859375
2018-11-07,132.5
2018-08-03,131.9600067138672
2018-09-04,130.3300018310547
2019-06-19,131.5500030517578
2019-09-23,132.13999938964844
2019-11-18,130.7100067138672
2020-02-05,130.3800048828125
2020-04-24,129.0399932861328
2019-03-29,130.8800048828125
2019-11-21,130.58999633789062
2020-04-27,132.72000122070312
2020-02-11,134.33999633789062
2020-04-30,136.16000366210938
2019-05-01,134.32000732421875
2019-02-26,132.72000122070312
2019-01-25,132.4199981689453
2018-12-24,133.60000610351562
2019-09-06,134.67999267578125
2018-07-17,136.10000610351562
2018-09-19,135.58999633789062
2019-08-05,135.35000610351562
2019-10-08,137.80999755859375
2019-12-11,135.6999969482422
2019-11-27,133.2899932861328
2020-02-14,130.72000122070312
2020-05-06,126.9000015258789
2019-01-08,127.58000183105469
2018-12-07,128.25
2019-08-20,127.26000213623047
2018-11-05,129.02000427246094
2019-07-19,131.0
2018-10-04,129.58999633789062
2019-06-17,131.22999572753906
2019-05-16,131.4600067138672
2018-08-01,132.07000732421875
2019-03-13,132.0
2019-12-03,131.9199981689453
2020-02-20,131.83999633789062
2019-12-06,131.10000610351562
2020-05-12,129.32000732421875
2019-12-09,129.1999969482422
2020-02-26,127.97000122070312
2020-05-15,127.0999984741211
2019-03-28,128.39999389648438
2018-09-17,129.25999450683594
2018-08-16,129.63999938964844
2018-10-19,130.2899932861328
2019-04-29,131.24000549316406
2019-01-23,132.0500030517578
2019-09-04,132.22000122070312
2018-11-20,128.9499969482422
2019-07-02,129.57000732421875
2019-05-31,125.69999694824219
2019-12-12,126.45999908447266
2020-05-18,125.33999633789062
2019-09-27,128.1300048828125
2020-03-03,128.27000427246094
2020-05-21,126.38999938964844
2019-05-14,126.44999694824219
2018-08-31,125.23999786376953
2018-07-30,125.55000305175781
2018-10-02,126.66999816894531
2019-04-12,128.17999267578125
2019-03-11,127.3499984741211
2019-02-07,126.81999969482422
2019-07-17,126.29000091552734
2019-09-19,125.38999938964844
2019-10-21,125.54000091552734
2019-12-18,126.12000274658203
2020-03-06,125.97000122070312
2019-10-03,127.05999755859375
2020-03-09,127.87000274658203
2020-05-27,127.44999694824219
2019-12-24,129.11000061035156
2020-03-12,127.79000091552734
2018-12-20,129.63999938964844
2019-08-01,126.18000030517578
2018-08-14,129.0500030517578
2018-07-13,129.6699981689453
2018-10-17,130.35000610351562
2019-05-29,130.64999389648438
2019-03-26,130.27000427246094
2019-02-22,130.0399932861328
2019-10-04,129.2899932861328
2019-11-05,129.61000061035156
2019-12-27,129.75999450683594
2020-06-02,129.02999877929688
2019-12-30,128.64999389648438
2020-03-18,128.97000122070312
2020-06-05,130.4499969482422
2019-07-15,129.16000366210938
2018-12-03,129.17999267578125
2019-06-13,127.52999877929688
2019-01-04,124.95999908447266
2018-08-29,124.58000183105469
2019-02-05,127.52999877929688
2018-11-01,127.83000183105469
2019-08-16,126.56999969482422
2019-04-10,127.16000366210938
2019-09-17,127.11000061035156
2019-10-15,127.6500015258789
2020-01-02,126.26000213623047
2020-06-08,126.66999816894531
2019-10-18,127.77999877929688
2020-03-24,127.08000183105469
2020-06-11,126.9000015258789
2020-01-08,128.10000610351562
2019-04-25,128.8699951171875
2019-07-30,129.8000030517578
2019-02-20,130.5800018310547
2018-07-11,131.27000427246094
2018-09-13,131.8800048828125
2018-10-15,132.6699981689453
2019-06-28,134.3300018310547
2018-12-18,135.83999633789062
2018-11-16,135.74000549316406
2019-10-02,136.97999572753906
2020-03-27,135.5800018310547
2020-01-10,136.83999633789062
2019-10-24,137.0800018310547
2020-03-30,137.00999450683594
2020-06-17,137.00999450683594
2020-01-14,135.24000549316406
2020-04-02,135.4199981689453
2019-01-02,136.61000061035156
2019-08-14,137.39999389648438
2018-10-30,137.0
2019-06-11,137.22000122070312
2019-05-10,136.9600067138672
2019-04-08,136.10000610351562
2018-08-27,135.89999389648438
2018-07-26,137.49000549316406
2018-09-28,137.25
2019-03-07,137.67999267578125
2019-10-30,138.4600067138672
2020-01-17,136.72999572753906
2020-06-23,136.55999755859375
2020-04-08,137.97000122070312
2020-06-26,137.6699981689453
2019-03-22,139.05999755859375
2019-01-17,138.82000732421875
2019-08-29,138.72999572753906
2018-11-14,136.74000549316406
2019-06-26,134.49000549316406
2018-09-11,133.77999877929688
2018-07-09,134.27999877929688
2018-08-10,134.0500030517578
2019-04-23,133.60000610351562
2019-09-30,134.91000366210938
2020-01-23,135.77999877929688
2019-11-08,135.22000122070312
2020-04-14,135.72000122070312
2019-11-11,135.80999755859375
2020-01-29,136.67999267578125
2020-04-17,136.14999389648438
2018-07-24,136.4199981689453
2018-09-26,135.1300048828125
2019-05-08,134.4199981689453
2019-03-05,135.7899932861328
2019-02-01,134.6199951171875
2018-12-31,133.7100067138672
2018-11-29,134.16000366210938
2019-08-12,134.3000030517578
2019-07-11,135.0
2019-09-13,135.1999969482422
2019-11-14,135.9199981689453
2020-04-20,137.4499969482422
2020-02-04,139.08999633789062
2020-04-23,138.9199981689453
2018-12-14,139.3699951171875
2019-08-27,138.85000610351562
2018-08-08,141.16000366210938
2018-10-11,140.6999969482422
2018-11-12,141.02000427246094
2019-07-26,139.72000122070312
2019-06-24,141.86000061035156
2019-05-23,142.88999938964844
2019-03-20,143.0399932861328
2019-01-15,143.3699951171875
2019-11-20,144.2899932861328
2020-02-07,143.92999267578125
2020-02-10,142.1999969482422
2020-04-29,142.2100067138672
2019-11-26,143.38999938964844
2020-02-13,143.82000732421875
2019-01-30,144.72000122070312
2018-08-23,145.3699951171875
2018-09-24,146.0
2018-11-27,144.8800048828125
2018-10-26,144.6999969482422
2019-07-09,145.27000427246094
2019-06-07,143.69000244140625
2019-05-06,136.4600067138672
2019-04-04,135.3800048828125
2019-09-11,128.24000549316406
2019-11-29,123.0999984741211
2020-05-05,128.42999267578125
2019-12-02,131.86000061035156
2020-02-19,134.0800018310547
2020-05-08,134.0800018310547
2019-05-21,128.22999572753906
2019-03-18,121.2699966430664
2018-09-07,123.13999938964844
2018-08-06,120.16999816894531
2018-10-09,108.11000061035156
2019-02-14,111.69000244140625
2018-12-12,96.69000244140625
2019-07-24,94.23999786376953
2019-09-26,85.52999877929688
2019-10-28,82.72000122070312
2019-12-05,80.62999725341797
2020-05-11,77.20999908447266
2019-07-03,78.2699966430664
2020-02-25,86.63999938964844
2020-05-14,89.25
2020-02-28,87.01000213623047
2019-08-08,89.0
2019-06-05,89.05000305175781
2018-07-20,82.58999633789062
2018-08-21,79.91000366210938
2018-10-24,80.7300033569336
2019-04-02,86.16000366210938
2019-03-01,92.5199966430664
2019-01-28,92.37000274658203
2018-12-27,102.18000030517578
2019-09-09,98.66999816894531
2020-03-02,102.8499984741211
2020-05-20,98.66000366210938
2019-12-17,93.30999755859375
2020-03-05,94.86000061035156
2019-02-12,91.33999633789062
2019-01-11,86.6500015258789
2018-12-10,89.12000274658203
2019-08-23,88.30000305175781
2018-11-08,88.18000030517578
2019-07-22,90.83999633789062
2019-06-20,96.11000061035156
2018-09-05,98.04000091552734
2019-04-17,95.05999755859375
2019-09-24,92.4800033569336
2019-12-20,88.69999694824219
2020-05-26,87.30999755859375
2019-04-30,83.12999725341797
2019-12-23,83.91000366210938
2020-03-11,86.12999725341797
2020-05-29,83.83000183105469
2019-12-26,78.56999969482422
2020-06-01,74.37000274658203
2019-05-02,71.56999969482422
2019-02-27,73.05000305175781
2018-11-23,78.37999725341797
