Dates,BXP
2018-06-20,112.6344223022461
2018-06-21,113.69361114501953
2018-06-25,116.69458770751953
2018-06-22,116.2950668334961
2018-06-26,115.73760986328125
2018-06-27,115.43101501464844
2018-06-28,116.83367919921875
2018-06-29,117.28253936767578
2018-07-02,116.59989929199219
2018-07-03,116.49703979492188
2018-07-05,117.89036560058594
2018-07-16,118.1054458618164
2018-09-18,117.86231231689453
2019-01-24,117.68463897705078
2019-09-05,117.76880645751953
2018-11-21,118.72262573242188
2020-01-13,119.05927276611328
2020-04-01,118.69457244873047
2020-06-19,117.51631927490234
2019-10-29,117.04876708984375
2020-01-16,118.57300567626953
2020-06-22,117.06746673583984
2018-10-03,116.160400390625
2018-07-31,116.5905532836914
2019-03-12,116.76822662353516
2019-02-08,116.44092559814453
2019-01-07,114.89799499511719
2018-12-06,114.14989471435547
2019-08-19,117.38539123535156
2019-07-18,121.415771484375
2019-05-15,120.53675079345703
2019-09-20,120.72377014160156
2019-11-01,121.16327667236328
2020-04-07,121.32225799560547
2020-06-25,121.24745178222656
2020-06-16,120.92015075683594
2019-11-04,120.57414245605469
2020-01-22,121.08848571777344
2019-11-07,121.36900329589844
2020-04-13,122.20126342773438
2019-07-01,123.08961486816406
2019-05-30,123.57587432861328
2018-08-15,123.06156921386719
2018-10-18,121.37837219238281
2019-03-27,120.88275146484375
2019-01-22,120.26557159423828
2018-12-21,120.66766357421875
2019-09-03,120.28427124023438
2018-11-19,122.33219909667969
2019-08-02,122.1545181274414
2020-01-28,121.80850219726562
2020-04-16,121.98619079589844
2019-11-13,120.7518310546875
2020-01-31,122.54724884033203
2018-12-04,121.46250915527344
2018-11-02,120.27490997314453
2019-07-16,120.19075775146484
2018-08-30,119.6203384399414
2018-10-01,119.22759246826172
2019-06-14,119.26499938964844
2019-05-13,117.7874984741211
2019-04-11,118.76937103271484
2019-02-06,117.95582580566406
2019-09-18,116.18844604492188
2020-02-03,117.51631927490234
2020-04-22,118.62911224365234
2019-11-19,115.53386688232422
2020-02-06,115.94532012939453
2019-11-22,113.5046615600586
2019-03-25,113.77799224853516
2019-02-21,116.0116958618164
2018-12-19,114.00418090820312
2018-07-12,113.85338592529297
2018-09-14,113.24077606201172
2018-08-13,112.30770874023438
2018-10-16,112.02495574951172
2019-07-31,112.87320709228516
2019-05-28,113.39156341552734
2019-04-26,112.21344757080078
2020-04-28,107.79315948486328
2019-11-25,108.10417175292969
2020-02-12,109.3105697631836
2020-05-01,111.23324584960938
2020-05-04,110.76200103759766
2019-06-12,109.78180694580078
2019-04-09,110.22478485107422
2019-03-08,108.39635467529297
2019-02-04,108.61312103271484
2018-07-27,108.89586639404297
2018-08-28,110.23419952392578
2019-01-03,108.3021011352539
2019-08-15,110.28132629394531
2018-10-31,110.25306701660156
2019-09-16,113.8156967163086
2020-02-18,113.02399444580078
2020-05-07,112.16632080078125
2018-08-17,114.00418090820312
2019-12-04,115.39908599853516
2020-02-21,116.62432098388672
2018-12-17,117.28407287597656
2019-08-30,117.11441802978516
2018-11-15,117.28407287597656
2019-07-29,117.63279724121094
2019-06-27,117.30291748046875
2019-04-24,117.02958679199219
2018-07-10,118.3490982055664
2018-09-12,118.4056396484375
2019-02-19,118.2265625
2019-01-18,118.4056396484375
2020-02-24,118.38680267333984
2020-05-13,118.42448425292969
2019-12-10,119.7911148071289
2020-02-27,122.4960708618164
2019-12-13,122.35469818115234
2020-05-19,123.65534973144531
2019-03-06,124.59783935546875
2018-11-30,122.69397735595703
2019-08-13,124.86170196533203
2019-07-12,121.65726470947266
2019-06-10,119.6780014038086
2019-05-09,119.77225494384766
2018-07-25,117.21810913085938
2018-09-27,118.61298370361328
2018-10-29,118.50930786132812
2019-10-16,113.14653015136719
2019-12-16,113.61776733398438
2020-03-04,111.23324584960938
2020-05-22,108.39635467529297
2019-10-01,106.94490051269531
2019-12-19,102.81676483154297
