Dates,BXP
2018-06-20,121.2300033569336
2018-06-21,122.37000274658203
2018-06-25,125.5999984741211
2018-06-22,125.16999816894531
2018-06-26,124.56999969482422
2018-06-27,124.23999786376953
2018-06-28,124.94000244140625
2018-06-29,125.41999816894531
2018-07-02,124.69000244140625
2018-07-03,124.58000183105469
2018-07-05,126.06999969482422
2018-07-16,126.30000305175781
2018-09-18,126.04000091552734
2019-01-24,125.8499984741211
2019-09-05,125.94000244140625
2018-11-21,126.95999908447266
2020-01-13,127.31999969482422
2020-04-01,126.93000030517578
2020-06-19,125.66999816894531
2019-10-29,125.16999816894531
2020-01-16,126.80000305175781
2020-06-22,125.19000244140625
2018-10-03,124.22000122070312
2018-07-31,124.68000030517578
2019-03-12,124.87000274658203
2019-02-08,124.5199966430664
2019-01-07,122.87000274658203
2018-12-06,122.06999969482422
2019-08-19,125.52999877929688
2019-07-18,129.83999633789062
2019-05-15,128.89999389648438
2019-09-20,129.10000610351562
2019-11-01,129.57000732421875
2020-04-07,129.74000549316406
2020-06-25,129.66000366210938
2020-06-16,129.30999755859375
2019-11-04,128.94000244140625
2020-01-22,129.49000549316406
2019-11-07,129.7899932861328
2020-04-13,130.67999267578125
2019-07-01,131.6300048828125
2019-05-30,132.14999389648438
2018-08-15,131.60000610351562
2018-10-18,129.8000030517578
2019-03-27,129.27000427246094
2019-01-22,128.61000061035156
2018-12-21,129.0399932861328
2019-09-03,128.6300048828125
2018-11-19,130.82000732421875
2019-08-02,130.6300048828125
2020-01-28,130.25999450683594
2020-04-16,130.4499969482422
2019-11-13,129.1300048828125
2020-01-31,131.0500030517578
2018-12-04,129.88999938964844
2018-11-02,128.6199951171875
2019-07-16,128.52999877929688
2018-08-30,127.91999816894531
2018-10-01,127.5
2019-06-14,127.54000091552734
2019-05-13,125.95999908447266
2019-04-11,127.01000213623047
2019-02-06,126.13999938964844
2019-09-18,124.25
2020-02-03,125.66999816894531
2020-04-22,126.86000061035156
2019-11-19,123.55000305175781
2020-02-06,123.98999786376953
2019-11-22,121.37999725341797
2019-03-25,120.72000122070312
2019-02-21,123.08999633789062
2018-12-19,120.95999908447266
2018-07-12,120.80000305175781
2018-09-14,120.1500015258789
2018-08-13,119.16000366210938
2018-10-16,118.86000061035156
2019-07-31,119.76000213623047
2019-05-28,120.30999755859375
2019-04-26,119.05999755859375
2020-04-28,114.37000274658203
2019-11-25,114.69999694824219
2020-02-12,115.9800033569336
2020-05-01,118.0199966430664
2020-05-04,117.5199966430664
2019-06-12,116.4800033569336
2019-04-09,116.94999694824219
2019-03-08,115.01000213623047
2019-02-04,115.23999786376953
2018-07-27,115.54000091552734
2018-08-28,116.95999908447266
2019-01-03,114.91000366210938
2019-08-15,117.01000213623047
2018-10-31,116.9800033569336
2019-09-16,120.76000213623047
2020-02-18,119.91999816894531
2020-05-07,119.01000213623047
2018-08-17,120.95999908447266
2019-12-04,122.44000244140625
2020-02-21,123.73999786376953
2018-12-17,124.44000244140625
2019-08-30,124.26000213623047
2018-11-15,124.44000244140625
2019-07-29,124.80999755859375
2019-06-27,124.45999908447266
2019-04-24,124.16999816894531
2018-07-10,125.56999969482422
2018-09-12,125.62999725341797
2019-02-19,125.44000244140625
2019-01-18,125.62999725341797
2020-02-24,125.61000061035156
2020-05-13,125.6500015258789
2019-12-10,127.0999984741211
2020-02-27,129.97000122070312
2019-12-13,129.82000732421875
2020-05-19,131.1999969482422
2019-03-06,132.1999969482422
2018-11-30,130.17999267578125
2019-08-13,132.47999572753906
2019-07-12,129.0800018310547
2019-06-10,126.9800033569336
2019-05-09,127.08000183105469
2018-07-25,124.37000274658203
2018-09-27,125.8499984741211
2018-10-29,125.73999786376953
2019-10-16,120.05000305175781
2019-12-16,120.55000305175781
2020-03-04,118.0199966430664
2020-05-22,115.01000213623047
2019-10-01,113.47000122070312
2019-12-19,109.08999633789062
2018-09-10,112.73999786376953
2019-05-24,112.68000030517578
2018-08-09,111.93000030517578
2019-04-22,112.55000305175781
2019-03-21,109.1500015258789
2019-01-16,109.61000061035156
2019-08-28,111.51000213623047
2018-11-13,112.20999908447266
2018-10-12,115.52999877929688
2019-06-25,117.44000244140625
2020-03-10,119.22000122070312
2020-05-28,119.1500015258789
2019-10-07,118.12999725341797
2020-03-13,119.06999969482422
2019-10-10,119.83000183105469
2020-03-16,120.41999816894531
2020-06-03,121.5199966430664
2018-11-28,121.20999908447266
2018-09-25,120.77999877929688
2018-07-23,121.06999969482422
2018-08-24,123.4800033569336
2019-07-10,124.87000274658203
2019-05-07,126.38999938964844
2019-04-05,130.4600067138672
2019-03-04,131.8699951171875
2019-01-31,131.17999267578125
2019-09-12,132.4600067138672
2019-12-31,132.0500030517578
2020-03-19,131.60000610351562
2020-01-03,132.61000061035156
2020-06-09,132.39999389648438
2019-02-15,133.32000732421875
2019-01-14,132.69000244140625
2018-07-06,133.7100067138672
2018-08-07,133.11000061035156
2018-10-10,133.6199951171875
2018-12-13,134.61000061035156
2019-08-26,133.8699951171875
2019-07-25,134.55999755859375
2019-05-22,135.6699981689453
2019-03-19,134.72999572753906
2020-01-06,134.00999450683594
2020-03-25,132.39999389648438
2020-06-12,132.69000244140625
2019-10-22,131.8300018310547
2020-01-09,132.3000030517578
2020-06-15,133.2899932861328
2019-10-25,132.5
2020-03-31,132.4600067138672
2020-06-18,132.42999267578125
2019-04-03,133.1999969482422
2018-08-22,135.0
2018-10-25,135.0399932861328
2019-01-29,135.27000427246094
2018-12-28,132.74000549316406
2018-11-26,132.88999938964844
2019-08-09,132.24000549316406
2019-07-08,131.88999938964844
2019-06-06,132.91000366210938
2019-09-10,131.50999450683594
2020-01-15,131.11000061035156
2020-04-03,132.77000427246094
2019-10-31,132.30999755859375
2020-04-06,133.60000610351562
2020-06-24,133.8800048828125
2018-11-09,135.4600067138672
2019-07-23,137.61000061035156
2019-06-21,138.3699951171875
2019-05-20,137.9199981689453
2019-04-18,138.3800048828125
2018-09-06,138.02000427246094
2018-10-08,137.27999877929688
2019-02-13,138.38999938964844
2018-12-11,138.4499969482422
2019-09-25,137.88999938964844
2020-01-21,137.0500030517578
2020-04-09,134.25999450683594
2019-11-06,131.7899932861328
2020-01-24,132.99000549316406
2020-01-27,131.5500030517578
2020-04-15,134.7899932861328
2018-12-26,135.94000244140625
2019-08-07,135.88999938964844
2019-06-04,136.9499969482422
2018-09-21,135.3800048828125
2018-07-19,137.6199951171875
2018-08-20,137.9199981689453
2018-10-23,135.24000549316406
2019-05-03,134.72999572753906
2019-04-01,133.80999755859375
2019-02-28,131.5800018310547
2019-11-12,130.57000732421875
2020-01-30,130.8699951171875
2019-11-15,132.2100067138672
2020-04-21,130.9600067138672
2019-04-16,133.00999450683594
2019-03-15,133.88999938964844
2019-02-11,134.7100067138672
2019-01-10,133.64999389648438
2019-08-22,132.13999938964844
2018-11-07,132.75
2018-08-03,132.4600067138672
2018-09-04,131.5800018310547
2019-06-19,132.02000427246094
2019-09-23,132.75
2019-11-18,131.5500030517578
2020-02-05,130.80999755859375
2020-04-24,130.8300018310547
2019-03-29,131.8300018310547
2019-11-21,132.11000061035156
2020-04-27,135.17999267578125
2020-02-11,135.88999938964844
2020-04-30,136.16000366210938
2019-05-01,134.6300048828125
2019-02-26,133.69000244140625
2019-01-25,134.25999450683594
2018-12-24,135.1999969482422
2019-09-06,135.1999969482422
2018-07-17,136.8000030517578
2018-09-19,136.35000610351562
2019-08-05,137.3000030517578
2019-10-08,138.77000427246094
2019-12-11,136.07000732421875
2019-11-27,133.6999969482422
2020-02-14,130.8000030517578
2020-05-06,128.5
2019-01-08,128.02999877929688
2018-12-07,129.0
2019-08-20,129.10000610351562
2018-11-05,131.2100067138672
2019-07-19,133.0399932861328
2018-10-04,131.8699951171875
2019-06-17,132.35000610351562
2019-05-16,132.0500030517578
2018-08-01,133.8699951171875
2019-03-13,132.49000549316406
2019-12-03,132.3000030517578
2020-02-20,132.10000610351562
2019-12-06,131.4199981689453
2020-05-12,130.13999938964844
2019-12-09,130.3800048828125
2020-02-26,128.07000732421875
2020-05-15,128.39999389648438
2019-03-28,130.0500030517578
2018-09-17,130.30999755859375
2018-08-16,130.60000610351562
2018-10-19,131.3000030517578
2019-04-29,132.2899932861328
2019-01-23,133.00999450683594
2019-09-04,132.9499969482422
2018-11-20,130.33999633789062
2019-07-02,130.14999389648438
2019-05-31,127.33999633789062
2019-12-12,127.19000244140625
2020-05-18,128.47000122070312
2019-09-27,130.89999389648438
2020-03-03,129.33999633789062
2020-05-21,126.87000274658203
2019-05-14,127.27999877929688
2018-08-31,125.62000274658203
2018-07-30,127.08999633789062
2018-10-02,128.2100067138672
2019-04-12,128.38999938964844
2019-03-11,127.58999633789062
2019-02-07,127.66999816894531
2019-07-17,127.93000030517578
2019-09-19,125.83000183105469
2019-10-21,127.02999877929688
2019-12-18,126.23999786376953
2020-03-06,126.63999938964844
2019-10-03,128.08999633789062
2020-03-09,128.4199981689453
2020-05-27,128.8000030517578
2019-12-24,129.72000122070312
2020-03-12,129.6199951171875
2018-12-20,130.1699981689453
2019-08-01,130.36000061035156
2018-08-14,130.91000366210938
2018-07-13,132.02000427246094
2018-10-17,133.42999267578125
2019-05-29,131.39999389648438
2019-03-26,132.02999877929688
2019-02-22,131.1999969482422
2019-10-04,130.44000244140625
2019-11-05,130.02999877929688
2019-12-27,130.11000061035156
2020-06-02,130.25
2019-12-30,129.52000427246094
2020-03-18,130.1699981689453
2020-06-05,132.58999633789062
2019-07-15,130.1199951171875
2018-12-03,129.66000366210938
2019-06-13,128.67999267578125
2019-01-04,125.44000244140625
2018-08-29,127.88999938964844
2019-02-05,128.7100067138672
2018-11-01,128.14999389648438
2019-08-16,127.08000183105469
2019-04-10,127.86000061035156
2019-09-17,127.18000030517578
2019-10-15,128.1999969482422
2020-01-02,127.56999969482422
2020-06-08,128.85000610351562
2019-10-18,128.33999633789062
2020-03-24,127.66000366210938
2020-06-11,128.36000061035156
2020-01-08,129.97999572753906
2019-04-25,130.83999633789062
2019-07-30,130.97000122070312
2019-02-20,132.3699951171875
2018-07-11,132.17999267578125
2018-09-13,132.67999267578125
2018-10-15,133.3000030517578
2019-06-28,138.92999267578125
2018-12-18,137.1999969482422
2018-11-16,137.44000244140625
2019-10-02,138.52999877929688
2020-03-27,136.32000732421875
2020-01-10,137.9199981689453
2019-10-24,137.9600067138672
2020-03-30,138.33999633789062
2020-06-17,138.57000732421875
