Dates,VLO
2018-06-20,116.86000061035156
2018-06-21,115.05999755859375
2018-06-25,113.2699966430664
2018-06-22,111.66999816894531
2018-06-26,109.51000213623047
2018-06-27,111.20999908447266
2018-06-28,109.12999725341797
2018-06-29,111.36000061035156
2018-07-02,109.9000015258789
2018-07-03,110.36000061035156
2018-07-05,109.16999816894531
2018-07-16,106.77999877929688
2018-09-18,108.30000305175781
2019-01-24,109.7699966430664
2019-09-05,107.91000366210938
2018-11-21,107.0999984741211
2020-01-13,106.62000274658203
2020-04-01,107.27999877929688
2020-06-19,106.19999694824219
2019-10-29,105.54000091552734
2020-01-16,106.95999908447266
2020-06-22,106.68000030517578
2018-10-03,106.86000061035156
2018-07-31,106.55000305175781
2019-03-12,107.41999816894531
2019-02-08,109.70999908447266
2019-01-07,116.44999694824219
2018-12-06,117.22000122070312
2019-08-19,117.45999908447266
2019-07-18,116.61000061035156
2019-05-15,115.68000030517578
2019-09-20,115.44000244140625
2019-11-01,114.5
2020-04-07,115.30000305175781
2020-06-25,115.63999938964844
2020-06-16,115.91999816894531
2019-11-04,114.61000061035156
2020-01-22,116.13999938964844
2019-11-07,115.43000030517578
2020-04-13,114.75
2019-07-01,111.80000305175781
2019-05-30,111.94999694824219
2018-08-15,111.33999633789062
2018-10-18,113.9000015258789
2019-03-27,114.37999725341797
2019-01-22,115.45999908447266
2018-12-21,118.44999694824219
2019-09-03,121.08000183105469
2018-11-19,121.4000015258789
2019-08-02,120.38999938964844
2020-01-28,121.0
2020-04-16,118.5199966430664
2019-11-13,118.36000061035156
2020-01-31,119.23999786376953
2018-12-04,117.33999633789062
2018-11-02,114.83999633789062
2019-07-16,115.6500015258789
2018-08-30,114.93000030517578
2018-10-01,116.06999969482422
2019-06-14,116.54000091552734
2019-05-13,116.87999725341797
2019-04-11,117.05000305175781
2019-02-06,115.7699966430664
2019-09-18,115.18000030517578
2020-02-03,110.05999755859375
2020-04-22,110.80999755859375
2019-11-19,113.19000244140625
2020-02-06,115.5999984741211
2019-11-22,116.25
2019-03-25,117.22000122070312
2019-02-21,114.58999633789062
2018-12-19,114.58999633789062
2018-07-12,114.2699966430664
2018-09-14,116.47000122070312
2018-08-13,119.56999969482422
2018-10-16,118.19999694824219
2019-07-31,116.56999969482422
2019-05-28,116.18000030517578
2019-04-26,116.13999938964844
2020-04-28,109.97000122070312
2019-11-25,107.80000305175781
2020-02-12,108.23999786376953
2020-05-01,104.52999877929688
2020-05-04,105.9000015258789
2019-06-12,102.70999908447266
2019-04-09,98.16999816894531
2019-03-08,92.54000091552734
2019-02-04,90.81999969482422
2018-07-27,91.55000305175781
2018-08-28,89.02999877929688
2019-01-03,86.02999877929688
2019-08-15,86.38999938964844
2018-10-31,87.76000213623047
2019-09-16,91.20999908447266
2020-02-18,92.06999969482422
2020-05-07,93.19999694824219
2018-08-17,92.88999938964844
2019-12-04,91.16000366210938
2020-02-21,92.04000091552734
2018-12-17,92.36000061035156
2019-08-30,87.75
2018-11-15,87.86000061035156
2019-07-29,85.5199966430664
2019-06-27,84.3499984741211
2019-04-24,81.58999633789062
2018-07-10,83.38999938964844
2018-09-12,82.66999816894531
2019-02-19,79.37999725341797
2019-01-18,78.94000244140625
2020-02-24,78.08999633789062
2020-05-13,77.94000244140625
2019-12-10,78.43000030517578
2020-02-27,77.83999633789062
2019-12-13,79.20999908447266
2020-05-19,78.97000122070312
2019-03-06,82.26000213623047
2018-11-30,81.75
2019-08-13,78.01000213623047
2019-07-12,79.9000015258789
2019-06-10,75.0199966430664
2019-05-09,73.75
2018-07-25,74.44000244140625
2018-09-27,73.93000030517578
2018-10-29,73.4000015258789
2019-10-16,72.91999816894531
2019-12-16,72.55000305175781
2020-03-04,71.66000366210938
2020-05-22,70.08999633789062
2019-10-01,70.2699966430664
2019-12-19,71.25
2018-09-10,69.29000091552734
2019-05-24,72.04000091552734
2018-08-09,74.86000061035156
2019-04-22,73.80999755859375
2019-03-21,73.81999969482422
2019-01-16,75.94000244140625
2019-08-28,75.43000030517578
2018-11-13,77.0
2018-10-12,77.91000366210938
2019-06-25,77.73999786376953
2020-03-10,77.47000122070312
2020-05-28,77.0199966430664
2019-10-07,77.75
2020-03-13,79.33999633789062
2019-10-10,78.54000091552734
2020-03-16,78.45999908447266
2020-06-03,82.97000122070312
2018-11-28,82.2300033569336
2018-09-25,81.94000244140625
2018-07-23,79.33999633789062
2018-08-24,80.12999725341797
2019-07-10,81.12999725341797
2019-05-07,80.7699966430664
2019-04-05,81.72000122070312
2019-03-04,87.98999786376953
2019-01-31,88.0
2019-09-12,85.0
2019-12-31,84.7300033569336
2020-03-19,85.75
2020-01-03,85.73999786376953
2020-06-09,83.52999877929688
2019-02-15,84.02999877929688
2019-01-14,83.37000274658203
2018-07-06,82.51000213623047
2018-08-07,83.25
2018-10-10,84.38999938964844
2018-12-13,84.0999984741211
2019-08-26,84.75
2019-07-25,85.44999694824219
2019-05-22,85.13999938964844
2019-03-19,85.0999984741211
2020-01-06,85.0
2020-03-25,84.5
2020-06-12,83.08999633789062
2019-10-22,82.12000274658203
2020-01-09,83.66000366210938
2020-06-15,82.5
2019-10-25,81.11000061035156
2020-03-31,81.43000030517578
2020-06-18,79.75
2019-04-03,80.44000244140625
2018-08-22,83.37999725341797
2018-10-25,84.11000061035156
2019-01-29,84.11000061035156
2018-12-28,84.87999725341797
2018-11-26,85.3499984741211
2019-08-09,87.2699966430664
2019-07-08,86.04000091552734
2019-06-06,86.48999786376953
2019-09-10,85.58999633789062
2020-01-15,84.5
2020-04-03,85.94999694824219
2019-10-31,86.44999694824219
2020-04-06,85.55999755859375
2020-06-24,85.5999984741211
2018-11-09,85.87000274658203
2019-07-23,86.23999786376953
2019-06-21,85.11000061035156
2019-05-20,84.26000213623047
2019-04-18,84.45999908447266
2018-09-06,86.88999938964844
2018-10-08,86.02999877929688
2019-02-13,85.80999755859375
2018-12-11,88.4800033569336
2019-09-25,89.77999877929688
2020-01-21,88.4000015258789
2020-04-09,87.69999694824219
2019-11-06,88.91000366210938
2020-01-24,89.44000244140625
2020-01-27,88.58000183105469
2020-04-15,91.43000030517578
2018-12-26,90.43000030517578
2019-08-07,87.75
2019-06-04,90.27999877929688
2018-09-21,90.19999694824219
2018-07-19,89.76000213623047
2018-08-20,90.97000122070312
2018-10-23,89.75
2019-05-03,89.1500015258789
2019-04-01,87.44999694824219
2019-02-28,85.51000213623047
2019-11-12,83.62999725341797
2020-01-30,81.76000213623047
2019-11-15,81.91000366210938
2020-04-21,82.55000305175781
2019-04-16,81.30999755859375
2019-03-15,82.54000091552734
2019-02-11,83.80999755859375
2019-01-10,84.37999725341797
2019-08-22,83.22000122070312
2018-11-07,82.52999877929688
2018-08-03,82.16999816894531
2018-09-04,78.88999938964844
2019-06-19,75.93000030517578
2019-09-23,76.6500015258789
2019-11-18,74.0199966430664
2020-02-05,74.55999755859375
2020-04-24,71.0199966430664
2019-03-29,70.70999908447266
2019-11-21,72.5
2020-04-27,74.38999938964844
2020-02-11,74.05000305175781
2020-04-30,74.44999694824219
2019-05-01,75.58000183105469
2019-02-26,76.62000274658203
2019-01-25,76.18000030517578
2018-12-24,77.4800033569336
2019-09-06,76.93000030517578
2018-07-17,76.47000122070312
2018-09-19,77.5999984741211
2019-08-05,77.91000366210938
2019-10-08,79.43000030517578
2019-12-11,80.47000122070312
2019-11-27,81.58999633789062
2020-02-14,80.5
2020-05-06,82.12999725341797
2019-01-08,85.0
2018-12-07,84.05999755859375
2019-08-20,86.83999633789062
2018-11-05,83.75
2019-07-19,80.83000183105469
2018-10-04,81.76000213623047
2019-06-17,81.72000122070312
2019-05-16,80.98999786376953
2018-08-01,83.19999694824219
2019-03-13,83.94000244140625
2019-12-03,84.55000305175781
2020-02-20,84.54000091552734
2019-12-06,84.25
2020-05-12,84.08000183105469
2019-12-09,82.61000061035156
2020-02-26,83.48999786376953
2020-05-15,84.30999755859375
2019-03-28,84.43000030517578
2018-09-17,84.55999755859375
2018-08-16,86.18000030517578
2018-10-19,83.20999908447266
2019-04-29,84.06999969482422
2019-01-23,83.5
2019-09-04,84.72000122070312
2018-11-20,85.20999908447266
2019-07-02,83.5
2019-05-31,79.63999938964844
2019-12-12,76.7699966430664
2020-05-18,75.61000061035156
2019-09-27,76.2300033569336
2020-03-03,78.52999877929688
2020-05-21,78.0199966430664
2019-05-14,77.30999755859375
2018-08-31,77.05000305175781
2018-07-30,76.23999786376953
2018-10-02,77.54000091552734
2019-04-12,79.19999694824219
2019-03-11,79.45999908447266
2019-02-07,79.2699966430664
2019-07-17,78.5199966430664
2019-09-19,76.79000091552734
2019-10-21,74.72000122070312
2019-12-18,74.0999984741211
2020-03-06,71.5999984741211
2019-10-03,73.05999755859375
2020-03-09,75.55000305175781
2020-05-27,73.9000015258789
2019-12-24,75.45999908447266
2020-03-12,75.55000305175781
2018-12-20,77.16999816894531
2019-08-01,78.69999694824219
2018-08-14,79.4800033569336
2018-07-13,82.11000061035156
2018-10-17,81.66999816894531
2019-05-29,84.3499984741211
2019-03-26,82.01000213623047
2019-02-22,81.91999816894531
2019-10-04,84.31999969482422
2019-11-05,84.31999969482422
2019-12-27,83.61000061035156
2020-06-02,82.37000274658203
2019-12-30,83.9800033569336
2020-03-18,83.43000030517578
2020-06-05,83.25
2019-07-15,83.80000305175781
2018-12-03,84.66999816894531
2019-06-13,85.63999938964844
2019-01-04,84.4000015258789
2018-08-29,82.29000091552734
2019-02-05,83.91999816894531
2018-11-01,84.7300033569336
2019-08-16,82.72000122070312
2019-04-10,84.5
2019-09-17,85.0999984741211
2019-10-15,87.18000030517578
2020-01-02,87.54000091552734
2020-06-08,88.2699966430664
2019-10-18,89.08000183105469
2020-03-24,89.62000274658203
2020-06-11,89.9000015258789
2020-01-08,92.0199966430664
2019-04-25,93.54000091552734
2019-07-30,93.5999984741211
2019-02-20,95.30000305175781
2018-07-11,98.0
2018-09-13,99.75
2018-10-15,99.62999725341797
2019-06-28,100.37999725341797
2018-12-18,98.56999969482422
2018-11-16,97.80000305175781
2019-10-02,100.5999984741211
2020-03-27,101.62999725341797
2020-01-10,100.63999938964844
2019-10-24,100.86000061035156
2020-03-30,101.04000091552734
2020-06-17,99.95999908447266
2020-01-14,101.08000183105469
2020-04-02,99.47000122070312
2019-01-02,99.87000274658203
2019-08-14,101.0
2018-10-30,100.25
2019-06-11,100.05999755859375
2019-05-10,97.66999816894531
2019-04-08,97.56999969482422
2018-08-27,99.05000305175781
2018-07-26,97.77999877929688
2018-09-28,97.94999694824219
