Dates,VLO
2018-06-20,115.30999755859375
2018-06-21,111.04000091552734
2018-06-25,111.70999908447266
2018-06-22,108.58000183105469
2018-06-26,109.4800033569336
2018-06-27,109.33000183105469
2018-06-28,107.68000030517578
2018-06-29,110.76000213623047
2018-07-02,108.41000366210938
2018-07-03,107.80000305175781
2018-07-05,106.23999786376953
2018-07-16,105.94999694824219
2018-09-18,108.16000366210938
2019-01-24,108.52999877929688
2019-09-05,105.9000015258789
2018-11-21,105.54000091552734
2020-01-13,106.16000366210938
2020-04-01,106.13999938964844
2020-06-19,105.66999816894531
2019-10-29,103.75
2020-01-16,106.72000122070312
2020-06-22,105.81999969482422
2018-10-03,105.76000213623047
2018-07-31,106.4000015258789
2019-03-12,107.0199966430664
2019-02-08,109.27999877929688
2019-01-07,115.33999633789062
2018-12-06,116.16999816894531
2019-08-19,117.45999908447266
2019-07-18,115.5199966430664
2019-05-15,114.04000091552734
2019-09-20,113.52999877929688
2019-11-01,113.81999969482422
2020-04-07,115.0999984741211
2020-06-25,115.08999633789062
2020-06-16,114.7699966430664
2019-11-04,114.44999694824219
2020-01-22,114.68000030517578
2019-11-07,114.6500015258789
2020-04-13,111.16000366210938
2019-07-01,111.19999694824219
2019-05-30,110.61000061035156
2018-08-15,111.04000091552734
2018-10-18,113.80999755859375
2019-03-27,114.27999877929688
2019-01-22,115.1500015258789
2018-12-21,118.41000366210938
2019-09-03,120.75
2018-11-19,119.81999969482422
2019-08-02,119.52999877929688
2020-01-28,118.27999877929688
2020-04-16,116.4800033569336
2019-11-13,118.31999969482422
2020-01-31,116.91000366210938
2018-12-04,115.30000305175781
2018-11-02,113.38999938964844
2019-07-16,114.98999786376953
2018-08-30,114.23999786376953
2018-10-01,115.87999725341797
2019-06-14,115.80000305175781
2019-05-13,116.69999694824219
2019-04-11,115.20999908447266
2019-02-06,115.30999755859375
2019-09-18,108.6500015258789
2020-02-03,108.0999984741211
2020-04-22,110.12999725341797
2019-11-19,113.08999633789062
2020-02-06,114.94999694824219
2019-11-22,114.62999725341797
2019-03-25,114.94000244140625
2019-02-21,113.41000366210938
2018-12-19,113.5999984741211
2018-07-12,112.55000305175781
2018-09-14,116.47000122070312
