Dates,VLO
2018-06-20,117.27999877929688
2018-06-21,115.05999755859375
2018-06-25,113.56999969482422
2018-06-22,111.79000091552734
2018-06-26,111.0999984741211
2018-06-27,111.93000030517578
2018-06-28,109.62999725341797
2018-06-29,112.80000305175781
2018-07-02,110.22000122070312
2018-07-03,110.52999877929688
2018-07-05,109.47000122070312
2018-07-16,108.68000030517578
2018-09-18,109.63999938964844
2019-01-24,110.70999908447266
2019-09-05,108.69999694824219
2018-11-21,107.5999984741211
2020-01-13,107.7300033569336
2020-04-01,108.1500015258789
2020-06-19,107.54000091552734
2019-10-29,107.44000244140625
2020-01-16,107.6500015258789
2020-06-22,107.33999633789062
2018-10-03,107.20999908447266
2018-07-31,107.4800033569336
2019-03-12,109.36000061035156
2019-02-08,117.33999633789062
2019-01-07,117.69999694824219
2018-12-06,118.16000366210938
2019-08-19,118.73999786376953
2019-07-18,118.19000244140625
2019-05-15,115.94999694824219
2019-09-20,116.33000183105469
2019-11-01,115.16999816894531
2020-04-07,117.77999877929688
2020-06-25,116.22000122070312
2020-06-16,116.30000305175781
2019-11-04,115.51000213623047
2020-01-22,116.9000015258789
2019-11-07,116.01000213623047
2020-04-13,114.75
2019-07-01,112.37999725341797
2019-05-30,112.1500015258789
2018-08-15,114.05000305175781
2018-10-18,115.37999725341797
2019-03-27,116.37000274658203
2019-01-22,118.20999908447266
2018-12-21,121.5999984741211
2019-09-03,121.97000122070312
2018-11-19,122.41999816894531
2019-08-02,121.72000122070312
2020-01-28,121.37999725341797
2020-04-16,118.62999725341797
2019-11-13,121.22000122070312
2020-01-31,119.38999938964844
2018-12-04,118.87999725341797
2018-11-02,115.88999938964844
2019-07-16,116.55000305175781
2018-08-30,116.30999755859375
2018-10-01,117.43000030517578
2019-06-14,117.4800033569336
2019-05-13,117.80999755859375
2019-04-11,117.37999725341797
2019-02-06,116.5999984741211
2019-09-18,115.18000030517578
2020-02-03,111.62999725341797
2020-04-22,112.97000122070312
2019-11-19,116.16000366210938
2020-02-06,117.69999694824219
2019-11-22,117.63999938964844
2019-03-25,118.52999877929688
2019-02-21,115.77999877929688
2018-12-19,115.8499984741211
2018-07-12,115.61000061035156
2018-09-14,120.72000122070312
2018-08-13,119.93000030517578
2018-10-16,118.45999908447266
2019-07-31,117.05000305175781
2019-05-28,117.51000213623047
2019-04-26,116.1500015258789
2020-04-28,111.37999725341797
2019-11-25,108.68000030517578
2020-02-12,108.4000015258789
2020-05-01,106.19000244140625
2020-05-04,106.0999984741211
2019-06-12,104.8499984741211
2019-04-09,100.29000091552734
2019-03-08,93.58000183105469
2019-02-04,92.1500015258789
2018-07-27,92.1500015258789
2018-08-28,89.81999969482422
2019-01-03,87.2300033569336
2019-08-15,89.41999816894531
2018-10-31,90.43000030517578
2019-09-16,93.81999969482422
2020-02-18,93.33999633789062
2020-05-07,94.72000122070312
2018-08-17,93.37999725341797
2019-12-04,91.80999755859375
2020-02-21,92.7300033569336
2018-12-17,92.7699966430664
2019-08-30,88.2699966430664
2018-11-15,88.2300033569336
2019-07-29,86.02999877929688
2019-06-27,85.01000213623047
2019-04-24,83.48999786376953
2018-07-10,84.48999786376953
2018-09-12,82.86000061035156
2019-02-19,80.69999694824219
2019-01-18,80.63999938964844
2020-02-24,78.29000091552734
2020-05-13,79.7699966430664
2019-12-10,78.98999786376953
2020-02-27,79.55000305175781
2019-12-13,80.73999786376953
2020-05-19,80.44999694824219
2019-03-06,83.77999877929688
2018-11-30,82.70999908447266
2019-08-13,78.9800033569336
2019-07-12,80.45999908447266
2019-06-10,75.27999877929688
2019-05-09,75.31999969482422
2018-07-25,74.87999725341797
2018-09-27,74.56999969482422
2018-10-29,75.33999633789062
2019-10-16,74.1500015258789
2019-12-16,73.3499984741211
2020-03-04,73.98999786376953
2020-05-22,72.51000213623047
2019-10-01,72.48999786376953
2019-12-19,71.44000244140625
2018-09-10,73.48999786376953
2019-05-24,74.62999725341797
2018-08-09,75.4000015258789
2019-04-22,75.22000122070312
