Dates,VLO
2018-06-20,3093100.0
2018-06-21,4528700.0
2018-06-25,5030800.0
2018-06-22,4559500.0
2018-06-26,3422200.0
2018-06-27,3412400.0
2018-06-28,2668200.0
2018-06-29,3483600.0
2018-07-02,3748500.0
2018-07-03,2078100.0
2018-07-05,3400600.0
2018-07-16,2461300.0
2018-09-18,2726500.0
2019-01-24,2648300.0
2019-09-05,3512600.0
2018-11-21,2992200.0
2020-01-13,2500000.0
2020-04-01,2548400.0
2020-06-19,2590600.0
2019-10-29,3100500.0
2020-01-16,2564300.0
2020-06-22,2291700.0
2018-10-03,2542400.0
2018-07-31,3347500.0
2019-03-12,3309900.0
2019-02-08,5408000.0
2019-01-07,3308700.0
2018-12-06,2930500.0
2019-08-19,4034600.0
2019-07-18,3411600.0
2019-05-15,2588100.0
2019-09-20,2583000.0
2019-11-01,2401100.0
2020-04-07,2606700.0
2020-06-25,2009600.0
2020-06-16,2175600.0
2019-11-04,2059300.0
2020-01-22,1875600.0
2019-11-07,1440200.0
2020-04-13,3452500.0
2019-07-01,1875800.0
2019-05-30,1791100.0
2018-08-15,2072200.0
2018-10-18,2021700.0
2019-03-27,1670900.0
2019-01-22,3151100.0
2018-12-21,3448400.0
2019-09-03,2038100.0
2018-11-19,2062600.0
2019-08-02,2525900.0
2020-01-28,2648100.0
2020-04-16,3722500.0
2019-11-13,3372100.0
2020-01-31,4506400.0
2018-12-04,3406600.0
2018-11-02,2498200.0
2019-07-16,2451800.0
2018-08-30,2708100.0
2018-10-01,3195200.0
2019-06-14,2081500.0
2019-05-13,1724500.0
2019-04-11,1876000.0
2019-02-06,2028300.0
2019-09-18,5033500.0
2020-02-03,3135600.0
2020-04-22,4044500.0
2019-11-19,3069900.0
2020-02-06,3219300.0
2019-11-22,2492600.0
2019-03-25,2281900.0
2019-02-21,2787400.0
2018-12-19,2404600.0
2018-07-12,3240600.0
2018-09-14,3683800.0
2018-08-13,2214000.0
2018-10-16,1834100.0
2019-07-31,2722600.0
2019-05-28,2400500.0
2019-04-26,3083000.0
2020-04-28,3478600.0
2019-11-25,3502500.0
2020-02-12,3741700.0
2020-05-01,2209400.0
2020-05-04,3378800.0
2019-06-12,4018900.0
2019-04-09,11818100.0
2019-03-08,4663000.0
2019-02-04,6303700.0
2018-07-27,6376900.0
2018-08-28,5189800.0
2019-01-03,6921400.0
2019-08-15,5884300.0
2018-10-31,5477000.0
2019-09-16,5501700.0
2020-02-18,4340900.0
2020-05-07,3424200.0
2018-08-17,3339200.0
2019-12-04,2609500.0
2020-02-21,3672900.0
2018-12-17,5813300.0
2019-08-30,4760400.0
2018-11-15,3901000.0
2019-07-29,4393100.0
2019-06-27,5663100.0
2019-04-24,4288100.0
2018-07-10,3448100.0
2018-09-12,4040800.0
2019-02-19,5786600.0
2019-01-18,4244000.0
2020-02-24,2105200.0
2020-05-13,4315500.0
2019-12-10,4435400.0
2020-02-27,3914000.0
2019-12-13,3701900.0
2020-05-19,5685700.0
2019-03-06,6462800.0
2018-11-30,6217800.0
2019-08-13,4711100.0
2019-07-12,4669500.0
2019-06-10,7407500.0
2019-05-09,4749400.0
2018-07-25,4089000.0
2018-09-27,4508700.0
2018-10-29,5021300.0
2019-10-16,4508400.0
2019-12-16,4295800.0
2020-03-04,4913100.0
2020-05-22,6304500.0
2019-10-01,7720400.0
2019-12-19,3265100.0
2018-09-10,5828300.0
2019-05-24,4872800.0
2018-08-09,4265700.0
2019-04-22,3817800.0
2019-03-21,4271900.0
2019-01-16,3300800.0
2019-08-28,4364500.0
2018-11-13,3833600.0
2018-10-12,3087700.0
2019-06-25,4280200.0
2020-03-10,3818500.0
2020-05-28,3607300.0
2019-10-07,4496100.0
2020-03-13,3341400.0
2019-10-10,3957500.0
2020-03-16,4056000.0
2020-06-03,5110700.0
2018-11-28,7603000.0
2018-09-25,4507500.0
2018-07-23,5093700.0
2018-08-24,6462100.0
2019-07-10,3662000.0
2019-05-07,3949600.0
2019-04-05,4688900.0
2019-03-04,8796700.0
2019-01-31,5136100.0
2019-09-12,4448500.0
2019-12-31,3918400.0
2020-03-19,2783900.0
2020-01-03,3114700.0
2020-06-09,4126500.0
2019-02-15,3446600.0
2019-01-14,3083300.0
2018-07-06,2725000.0
2018-08-07,2810600.0
2018-10-10,3929800.0
2018-12-13,2031200.0
2019-08-26,3951500.0
2019-07-25,3207800.0
2019-05-22,3158100.0
2019-03-19,2033700.0
2020-01-06,2146300.0
2020-03-25,3009700.0
2020-06-12,3608400.0
2019-10-22,3102700.0
2020-01-09,3688500.0
2020-06-15,3934800.0
2019-10-25,3444400.0
2020-03-31,3145900.0
2020-06-18,4089100.0
2019-04-03,4375500.0
2018-08-22,5009900.0
2018-10-25,4275800.0
2019-01-29,3546000.0
2018-12-28,5656800.0
2018-11-26,3471800.0
2019-08-09,2946100.0
2019-07-08,3921800.0
2019-06-06,2335900.0
2019-09-10,2877700.0
2020-01-15,2602700.0
2020-04-03,3233500.0
2019-10-31,3460300.0
2020-04-06,2812800.0
2020-06-24,3208400.0
2018-11-09,2919100.0
2019-07-23,2924700.0
2019-06-21,2983200.0
2019-05-20,3267700.0
2019-04-18,2966700.0
2018-09-06,2141200.0
2018-10-08,2419400.0
2019-02-13,5232400.0
2018-12-11,3682100.0
2019-09-25,4003200.0
2020-01-21,2824600.0
2020-04-09,2507300.0
2019-11-06,3209300.0
2020-01-24,2670000.0
2020-01-27,3063000.0
2020-04-15,4232500.0
2018-12-26,5046400.0
2019-08-07,6312000.0
2019-06-04,3008000.0
2018-09-21,2661700.0
2018-07-19,3049000.0
2018-08-20,3881300.0
2018-10-23,5084700.0
2019-05-03,2994400.0
2019-04-01,4741700.0
2019-02-28,6014900.0
2019-11-12,4850800.0
2020-01-30,6661900.0
2019-11-15,4484100.0
2020-04-21,3943400.0
2019-04-16,3389300.0
2019-03-15,2589500.0
2019-02-11,3282900.0
2019-01-10,2553600.0
2019-08-22,2774100.0
2018-11-07,3115800.0
2018-08-03,2942200.0
2018-09-04,6237700.0
2019-06-19,3385600.0
2019-09-23,3709000.0
2019-11-18,3054100.0
2020-02-05,5119600.0
2020-04-24,5670700.0
2019-03-29,3760600.0
2019-11-21,3135000.0
2020-04-27,3245400.0
2020-02-11,3767900.0
2020-04-30,2847200.0
2019-05-01,3136300.0
2019-02-26,2483300.0
2019-01-25,2569200.0
2018-12-24,2819600.0
2019-09-06,2084200.0
2018-07-17,2470100.0
2018-09-19,2759600.0
2019-08-05,2316400.0
2019-10-08,3011800.0
2019-12-11,6568500.0
2019-11-27,2558000.0
2020-02-14,3278500.0
2020-05-06,5154200.0
2019-01-08,2408500.0
2018-12-07,3248200.0
2019-08-20,4558900.0
2018-11-05,7182100.0
2019-07-19,2307400.0
2018-10-04,1653400.0
2019-06-17,2320500.0
2019-05-16,2654600.0
2018-08-01,2976800.0
2019-03-13,2782400.0
2019-12-03,1769500.0
2020-02-20,2513500.0
2019-12-06,1772900.0
2020-05-12,2954900.0
2019-12-09,2060100.0
2020-02-26,1903100.0
2020-05-15,2346700.0
2019-03-28,2902200.0
2018-09-17,4002300.0
2018-08-16,5248400.0
2018-10-19,2712500.0
2019-04-29,2013600.0
2019-01-23,2589800.0
2019-09-04,3217900.0
2018-11-20,4233900.0
2019-07-02,3289900.0
2019-05-31,5976300.0
2019-12-12,3328300.0
2020-05-18,4100500.0
2019-09-27,3474200.0
2020-03-03,3789700.0
2020-05-21,2541600.0
2019-05-14,3099000.0
2018-08-31,3912400.0
2018-07-30,3082200.0
2018-10-02,2697500.0
2019-04-12,2835300.0
2019-03-11,2572600.0
2019-02-07,2409400.0
2019-07-17,2307600.0
2019-09-19,3508000.0
2019-10-21,2912900.0
2019-12-18,3700300.0
2020-03-06,2125800.0
2019-10-03,2660000.0
2020-03-09,2467600.0
2020-05-27,2388900.0
2019-12-24,2579100.0
2020-03-12,4630500.0
2018-12-20,3036800.0
2019-08-01,2757000.0
2018-08-14,3634500.0
2018-07-13,3421700.0
2018-10-17,3848000.0
2019-05-29,4410300.0
2019-03-26,9945800.0
2019-02-22,4537900.0
2019-10-04,2458800.0
2019-11-05,2432900.0
2019-12-27,3807400.0
2020-06-02,2005100.0
2019-12-30,2846100.0
2020-03-18,2541200.0
2020-06-05,2884900.0
2019-07-15,2861400.0
2018-12-03,2899600.0
2019-06-13,3193700.0
2019-01-04,2785300.0
2018-08-29,2430500.0
2019-02-05,2066600.0
2018-11-01,1994200.0
2019-08-16,2900800.0
2019-04-10,2781400.0
2019-09-17,2477400.0
2019-10-15,3118200.0
2020-01-02,1372200.0
2020-06-08,2197400.0
2019-10-18,2267300.0
2020-03-24,2545300.0
2020-06-11,3796200.0
2020-01-08,3227700.0
2019-04-25,3087300.0
2019-07-30,3534600.0
2019-02-20,4566300.0
2018-07-11,3899000.0
2018-09-13,3941500.0
2018-10-15,3259300.0
2019-06-28,4186900.0
2018-12-18,4396600.0
2018-11-16,2843000.0
2019-10-02,2482500.0
2020-03-27,3286200.0
2020-01-10,2529800.0
2019-10-24,3220800.0
2020-03-30,2678400.0
2020-06-17,1901400.0
2020-01-14,1928200.0
2020-04-02,1887200.0
2019-01-02,2288100.0
2019-08-14,2487600.0
2018-10-30,2938000.0
2019-06-11,3641300.0
2019-05-10,4590000.0
2019-04-08,3127700.0
2018-08-27,2877500.0
2018-07-26,3027400.0
2018-09-28,4971000.0
2019-03-07,3016700.0
2019-10-30,1716800.0
2020-01-17,3172900.0
2020-06-23,3345700.0
2020-04-08,3898000.0
2020-06-26,3136100.0
2019-03-22,3825100.0
2019-01-17,3172400.0
2019-08-29,2858300.0
2018-11-14,3049700.0
2019-06-26,2495400.0
2018-09-11,2456400.0
2018-07-09,3878000.0
2018-08-10,2971900.0
2019-04-23,4334300.0
2019-09-30,2782300.0
2020-01-23,4801600.0
2019-11-08,1910300.0
2020-04-14,559800.0
2019-11-11,1205800.0
2020-01-29,1752400.0
2020-04-17,2186800.0
2018-07-24,1582000.0
2018-09-26,2130500.0
2019-05-08,5057000.0
2019-03-05,3393200.0
2019-02-01,3795500.0
2018-12-31,4101800.0
2018-11-29,3033300.0
2019-08-12,3551800.0
2019-07-11,2703100.0
2019-09-13,3270900.0
2019-11-14,4001900.0
2020-04-20,2829500.0
2020-02-04,2891700.0
2020-04-23,3221500.0
2018-12-14,2129400.0
2019-08-27,2952300.0
2018-08-08,2580300.0
2018-10-11,3369600.0
2018-11-12,2424100.0
2019-07-26,3478200.0
2019-06-24,4281400.0
2019-05-23,6537200.0
2019-03-20,5190700.0
2019-01-15,4504400.0
2019-11-20,3248000.0
2020-02-07,2615100.0
2020-02-10,2333500.0
2020-04-29,2602900.0
2019-11-26,1886500.0
2020-02-13,2543800.0
2019-01-30,4507300.0
2018-08-23,2990400.0
2018-09-24,1856600.0
2018-11-27,1831500.0
2018-10-26,2015800.0
2019-07-09,2084800.0
2019-06-07,3868700.0
2019-05-06,4057500.0
2019-04-04,4702000.0
2019-09-11,7680700.0
2019-11-29,7421700.0
2020-05-05,6526300.0
2019-12-02,5587900.0
2020-02-19,6485000.0
2020-05-08,5918900.0
2019-05-21,9569600.0
2019-03-18,12531100.0
2018-09-07,10527600.0
2018-08-06,9184800.0
2018-10-09,14645700.0
2019-02-14,9700600.0
2018-12-12,8241800.0
2019-07-24,8839500.0
2019-09-26,8900200.0
2019-10-28,8776000.0
2019-12-05,9225000.0
2020-05-11,6535300.0
2019-07-03,9068400.0
2020-02-25,8933300.0
2020-05-14,10055900.0
2020-02-28,8028700.0
2019-08-08,7691900.0
2019-06-05,7423500.0
2018-07-20,5354600.0
2018-08-21,8098300.0
2018-10-24,5313400.0
2019-04-02,6213000.0
2019-03-01,7767300.0
2019-01-28,6830800.0
2018-12-27,7711600.0
2019-09-09,4668100.0
2020-03-02,4201000.0
2020-05-20,5311800.0
2019-12-17,5133200.0
2020-03-05,6855700.0
2019-02-12,5451300.0
2019-01-11,5692800.0
2018-12-10,4679500.0
2019-08-23,5164500.0
2018-11-08,4013900.0
2019-07-22,3813900.0
2019-06-20,4570900.0
2018-09-05,9892400.0
2019-04-17,6676400.0
2019-09-24,4667800.0
2019-12-20,6629800.0
2020-05-26,6329600.0
2019-04-30,4406000.0
2019-12-23,4307100.0
2020-03-11,4410300.0
2020-05-29,4981300.0
2019-12-26,5030700.0
2020-06-01,5721100.0
2019-05-02,5237900.0
2019-02-27,3768000.0
2018-11-23,4422800.0
2019-08-06,4573100.0
2018-07-18,5337200.0
2018-09-20,2959700.0
2018-10-22,3521100.0
2019-07-05,4833500.0
2019-06-03,4359800.0
2019-10-09,4992100.0
2019-10-11,4973800.0
2020-03-17,3893900.0
2020-06-04,4373900.0
2019-10-14,4963100.0
2020-03-20,3391700.0
2018-11-06,5700500.0
2019-06-18,4397300.0
2019-05-17,4902400.0
2019-04-15,4571200.0
2019-03-14,6214000.0
2019-01-09,3573700.0
2018-08-02,4972900.0
2018-10-05,4046100.0
2019-08-21,4644500.0
2019-10-17,3817800.0
2020-03-23,9539900.0
2020-06-10,3138000.0
2019-02-25,2628500.0
2020-01-07,5688100.0
2020-03-26,4887000.0
2019-10-23,4851900.0
