Dates,VLO
2018-06-20,106.21905517578125
2018-06-21,102.07969665527344
2018-06-25,103.01587677001953
2018-06-22,100.28077697753906
2018-06-26,101.18941497802734
2018-06-27,100.5194091796875
2018-06-28,100.14310455322266
2018-06-29,101.72175598144531
2018-07-02,100.25325775146484
2018-07-03,99.28035736083984
2018-07-05,98.69295501708984
2018-07-16,98.96829986572266
2018-09-18,100.28995513916016
2019-01-24,99.69337463378906
2019-09-05,97.61910247802734
2018-11-21,98.01377868652344
2020-01-13,98.51856231689453
2020-04-01,97.56404876708984
2020-06-19,97.37129974365234
2019-10-29,97.88528442382812
2020-01-16,98.2065200805664
2020-06-22,97.48143768310547
2018-10-03,97.54568481445312
2018-07-31,98.45431518554688
2019-03-12,100.34501647949219
2019-02-08,107.2286605834961
2019-01-07,106.7881088256836
2018-12-06,107.6233139038086
2019-08-19,108.62374114990234
2019-07-18,107.1827621459961
2019-05-15,105.85194396972656
2019-09-20,105.89783477783203
2019-11-01,106.18434143066406
2020-04-07,107.86642456054688
2020-06-25,107.11781311035156
2020-06-16,106.41539764404297
2019-11-04,106.62797546386719
2020-01-22,106.0919189453125
2019-11-07,106.33221435546875
2020-04-13,103.06968688964844
2019-07-01,102.88484954833984
2019-05-30,102.58909606933594
2018-08-15,104.80724334716797
2018-10-18,105.49116516113281
2019-03-27,106.91446685791016
2019-01-22,109.11414337158203
2018-12-21,111.41546630859375
2019-09-03,112.02545166015625
2018-11-19,111.267578125
2019-08-02,111.47090911865234
2020-01-28,110.02912139892578
2020-04-16,108.94776916503906
2019-11-13,111.12894439697266
2020-01-31,108.05127716064453
2018-12-04,107.2749252319336
2018-11-02,106.35993957519531
2019-07-16,106.51705169677734
2018-08-30,106.37842559814453
2018-10-01,107.49673461914062
2019-06-14,107.97733306884766
2019-05-13,108.25460815429688
2019-04-11,106.71115112304688
2019-02-06,106.59100341796875
2019-09-18,101.38760375976562
2020-02-03,102.10850524902344
2020-04-22,103.73513793945312
2019-11-19,106.24903106689453
2020-02-06,107.91265106201172
2019-11-22,107.6908187866211
2019-03-25,106.55403137207031
2019-02-21,105.13072204589844
