Dates,MTB
2018-06-20,174.07000732421875
2018-06-21,174.52999877929688
2018-06-25,172.97999572753906
2018-06-22,171.83999633789062
2018-06-26,170.17999267578125
2018-06-27,168.47000122070312
2018-06-28,168.67999267578125
2018-06-29,170.14999389648438
2018-07-02,170.08999633789062
2018-07-03,169.05999755859375
2018-07-05,169.0800018310547
2018-07-16,168.9600067138672
2018-09-18,172.60000610351562
2019-01-24,171.89999389648438
2019-09-05,170.8300018310547
2018-11-21,168.83999633789062
2020-01-13,166.4499969482422
2020-04-01,168.1199951171875
2020-06-19,168.5
2019-10-29,174.47999572753906
2020-01-16,172.77000427246094
2020-06-22,173.0
2018-10-03,174.6300048828125
2018-07-31,173.22000122070312
2019-03-12,172.2100067138672
2019-02-08,172.9600067138672
2019-01-07,175.60000610351562
2018-12-06,175.64999389648438
2019-08-19,173.35000610351562
2019-07-18,173.55999755859375
2019-05-15,174.64999389648438
2019-09-20,174.42999267578125
2019-11-01,175.17999267578125
2020-04-07,175.5800018310547
2020-06-25,177.14999389648438
2020-06-16,175.94000244140625
2019-11-04,173.9600067138672
2020-01-22,173.02999877929688
2019-11-07,175.05999755859375
2020-04-13,173.64999389648438
2019-07-01,176.92999267578125
2019-05-30,176.5
2018-08-15,175.5399932861328
2018-10-18,177.0800018310547
2019-03-27,177.00999450683594
2019-01-22,176.57000732421875
2018-12-21,176.30999755859375
2019-09-03,177.27999877929688
2018-11-19,177.8300018310547
2019-08-02,177.58999633789062
2020-01-28,176.36000061035156
2020-04-16,177.14999389648438
2019-11-13,179.35000610351562
2020-01-31,179.72999572753906
2018-12-04,178.63999938964844
2018-11-02,178.80999755859375
2019-07-16,178.50999450683594
2018-08-30,178.88999938964844
2018-10-01,174.4499969482422
2019-06-14,171.00999450683594
2019-05-13,171.22000122070312
2019-04-11,169.72000122070312
2019-02-06,169.11000061035156
2019-09-18,172.02000427246094
2020-02-03,172.8800048828125
2020-04-22,173.0
2019-11-19,170.14999389648438
2020-02-06,168.58999633789062
2019-11-22,167.38999938964844
2019-03-25,165.60000610351562
2019-02-21,164.5399932861328
2018-12-19,164.69000244140625
2018-07-12,164.97000122070312
2018-09-14,167.16000366210938
2018-08-13,169.14999389648438
2018-10-16,168.30999755859375
2019-07-31,170.08999633789062
2019-05-28,169.3300018310547
2019-04-26,165.82000732421875
2020-04-28,160.4499969482422
2019-11-25,158.52000427246094
2020-02-12,159.00999450683594
2020-05-01,158.72999572753906
2020-05-04,161.89999389648438
2019-06-12,160.77000427246094
2019-04-09,162.6300048828125
2019-03-08,158.0
2019-02-04,158.7899932861328
2018-07-27,154.64999389648438
2018-08-28,158.36000061035156
2019-01-03,158.52999877929688
2019-08-15,161.5500030517578
2018-10-31,163.1999969482422
2019-09-16,165.41000366210938
2020-02-18,164.0
2020-05-07,164.17999267578125
2018-08-17,164.6999969482422
2019-12-04,164.19000244140625
2020-02-21,165.4499969482422
2018-12-17,167.3699951171875
2019-08-30,166.72000122070312
2018-11-15,165.1300048828125
2019-07-29,167.5
2019-06-27,165.2899932861328
2019-04-24,168.2899932861328
2018-07-10,169.0399932861328
2018-09-12,168.5800018310547
2019-02-19,168.27000427246094
2019-01-18,167.8300018310547
2020-02-24,167.25
2020-05-13,170.07000732421875
2019-12-10,167.44000244140625
2020-02-27,168.4499969482422
2019-12-13,168.69000244140625
2020-05-19,169.00999450683594
2019-03-06,168.55999755859375
2018-11-30,161.08999633789062
2019-08-13,161.3000030517578
2019-07-12,157.8699951171875
2019-06-10,155.35000610351562
2019-05-09,153.55999755859375
2018-07-25,154.30999755859375
2018-09-27,149.67999267578125
2018-10-29,147.80999755859375
2019-10-16,146.35000610351562
2019-12-16,144.10000610351562
2020-03-04,141.5500030517578
2020-05-22,141.10000610351562
2019-10-01,138.72000122070312
2019-12-19,135.74000549316406
2018-09-10,141.0800018310547
2019-05-24,140.64999389648438
2018-08-09,141.22999572753906
2019-04-22,143.1300048828125
2019-03-21,144.88999938964844
2019-01-16,143.86000061035156
2019-08-28,148.27999877929688
2018-11-13,150.10000610351562
2018-10-12,150.75
2019-06-25,152.35000610351562
2020-03-10,150.44000244140625
2020-05-28,150.80999755859375
2019-10-07,151.0399932861328
2020-03-13,151.4499969482422
2019-10-10,154.4199981689453
2020-03-16,163.2100067138672
2020-06-03,165.58999633789062
2018-11-28,166.67999267578125
2018-09-25,167.5500030517578
2018-07-23,168.4199981689453
2018-08-24,168.30999755859375
2019-07-10,167.6699981689453
2019-05-07,168.0
2019-04-05,166.17999267578125
2019-03-04,164.5399932861328
2019-01-31,164.0
2019-09-12,163.80999755859375
2019-12-31,162.41000366210938
2020-03-19,161.66000366210938
2020-01-03,166.69000244140625
2020-06-09,165.39999389648438
2019-02-15,168.35000610351562
2019-01-14,170.0
2018-07-06,170.6199951171875
2018-08-07,169.13999938964844
2018-10-10,172.27000427246094
2018-12-13,173.47999572753906
2019-08-26,176.0
2019-07-25,173.0800018310547
2019-05-22,172.47000122070312
2019-03-19,172.47000122070312
2020-01-06,170.50999450683594
2020-03-25,172.52999877929688
2020-06-12,173.05999755859375
2019-10-22,172.58999633789062
2020-01-09,172.83999633789062
2020-06-15,172.6699981689453
2019-10-25,169.89999389648438
2020-03-31,167.63999938964844
2020-06-18,167.83999633789062
2019-04-03,169.08999633789062
2018-08-22,170.36000061035156
2018-10-25,172.1699981689453
2019-01-29,173.3300018310547
2018-12-28,172.52000427246094
2018-11-26,174.72999572753906
2019-08-09,171.35000610351562
2019-07-08,163.7899932861328
2019-06-06,160.32000732421875
2019-09-10,153.7899932861328
