Dates,MTB
2018-06-20,176.10000610351562
2018-06-21,175.47999572753906
2018-06-25,175.7100067138672
2018-06-22,173.1300048828125
2018-06-26,171.77000427246094
2018-06-27,172.6300048828125
2018-06-28,169.72999572753906
2018-06-29,173.11000061035156
2018-07-02,170.5500030517578
2018-07-03,171.27000427246094
2018-07-05,170.60000610351562
2018-07-16,169.86000061035156
2018-09-18,173.3300018310547
2019-01-24,173.05999755859375
2019-09-05,172.3800048828125
2018-11-21,172.25999450683594
2020-01-13,169.7100067138672
2020-04-01,169.6699981689453
2020-06-19,169.91000366210938
2019-10-29,175.35000610351562
2020-01-16,174.5800018310547
2020-06-22,174.24000549316406
2018-10-03,174.8000030517578
2018-07-31,175.38999938964844
2019-03-12,173.47000122070312
2019-02-08,174.1300048828125
2019-01-07,175.72000122070312
2018-12-06,177.39999389648438
2019-08-19,176.07000732421875
2019-07-18,175.47999572753906
2019-05-15,175.19000244140625
2019-09-20,174.97000122070312
2019-11-01,175.30999755859375
2020-04-07,176.9600067138672
2020-06-25,177.75999450683594
2020-06-16,177.05999755859375
2019-11-04,174.80999755859375
2020-01-22,175.0
2019-11-07,175.97000122070312
2020-04-13,174.86000061035156
2019-07-01,177.6300048828125
2019-05-30,177.8300018310547
2018-08-15,176.75
2018-10-18,178.1999969482422
2019-03-27,177.24000549316406
2019-01-22,177.32000732421875
2018-12-21,177.52000427246094
2019-09-03,178.1199951171875
2018-11-19,178.17999267578125
2019-08-02,178.05999755859375
2020-01-28,177.39999389648438
2020-04-16,177.27000427246094
2019-11-13,179.9199981689453
2020-01-31,180.77000427246094
2018-12-04,179.8300018310547
2018-11-02,179.58999633789062
2019-07-16,179.9600067138672
2018-08-30,179.82000732421875
2018-10-01,178.35000610351562
2019-06-14,174.97999572753906
2019-05-13,172.30999755859375
2019-04-11,172.3000030517578
2019-02-06,169.72999572753906
2019-09-18,172.39999389648438
2020-02-03,174.22000122070312
2020-04-22,173.75999450683594
2019-11-19,173.4499969482422
2020-02-06,171.0500030517578
2019-11-22,171.0
2019-03-25,167.35000610351562
2019-02-21,166.24000549316406
2018-12-19,166.38999938964844
2018-07-12,165.0399932861328
2018-09-14,168.5
2018-08-13,170.72000122070312
2018-10-16,170.4199981689453
2019-07-31,170.77000427246094
2019-05-28,170.6300048828125
2019-04-26,170.94000244140625
2020-04-28,165.66000366210938
2019-11-25,162.0500030517578
2020-02-12,160.3800048828125
2020-05-01,160.13999938964844
2020-05-04,163.4600067138672
2019-06-12,164.41000366210938
2019-04-09,163.47999572753906
2019-03-08,164.49000549316406
2019-02-04,160.07000732421875
2018-07-27,158.64999389648438
2018-08-28,159.9600067138672
2019-01-03,159.97000122070312
2019-08-15,163.2100067138672
2018-10-31,163.4199981689453
2019-09-16,167.89999389648438
2020-02-18,166.9199981689453
2020-05-07,166.6300048828125
2018-08-17,165.57000732421875
2019-12-04,165.2899932861328
2020-02-21,165.75999450683594
2018-12-17,168.25999450683594
2019-08-30,168.27999877929688
2018-11-15,167.22999572753906
2019-07-29,168.19000244140625
2019-06-27,169.6300048828125
2019-04-24,168.41000366210938
2018-07-10,170.0
2018-09-12,170.1199951171875
2019-02-19,169.2100067138672
2019-01-18,170.47000122070312
2020-02-24,168.13999938964844
2020-05-13,170.75
2019-12-10,170.4600067138672
2020-02-27,170.1699981689453
2019-12-13,169.82000732421875
2020-05-19,170.0500030517578
2019-03-06,171.00999450683594
2018-11-30,168.22999572753906
2019-08-13,161.32000732421875
2019-07-12,162.6999969482422
2019-06-10,157.64999389648438
2019-05-09,157.82000732421875
2018-07-25,156.77999877929688
2018-09-27,154.88999938964844
2018-10-29,150.63999938964844
2019-10-16,149.16000366210938
2019-12-16,147.99000549316406
2020-03-04,145.58999633789062
2020-05-22,142.3000030517578
2019-10-01,143.5
2019-12-19,138.7899932861328
2018-09-10,141.14999389648438
2019-05-24,140.64999389648438
2018-08-09,142.88999938964844
2019-04-22,143.27000427246094
2019-03-21,145.10000610351562
2019-01-16,146.33999633789062
2019-08-28,148.6999969482422
2018-11-13,151.00999450683594
2018-10-12,151.27000427246094
2019-06-25,152.97999572753906
2020-03-10,152.10000610351562
2020-05-28,151.82000732421875
2019-10-07,152.02000427246094
2020-03-13,151.64999389648438
2019-10-10,155.5399932861328
2020-03-16,163.5
2020-06-03,166.92999267578125
2018-11-28,166.8000030517578
2018-09-25,168.11000061035156
2018-07-23,169.5
2018-08-24,169.80999755859375
2019-07-10,168.82000732421875
2019-05-07,168.82000732421875
2019-04-05,168.3699951171875
2019-03-04,165.75999450683594
2019-01-31,165.36000061035156
2019-09-12,164.27999877929688
2019-12-31,163.92999267578125
2020-03-19,163.35000610351562
2020-01-03,167.27999877929688
2020-06-09,167.14999389648438
2019-02-15,168.39999389648438
2019-01-14,171.11000061035156
2018-07-06,171.8000030517578
2018-08-07,169.9600067138672
2018-10-10,172.2899932861328
2018-12-13,174.0
2019-08-26,176.11000061035156
2019-07-25,175.3699951171875
2019-05-22,173.7100067138672
2019-03-19,173.94000244140625
2020-01-06,172.7100067138672
2020-03-25,172.72000122070312
2020-06-12,174.08999633789062
2019-10-22,174.10000610351562
2020-01-09,175.22000122070312
2020-06-15,173.61000061035156
2019-10-25,173.02000427246094
2020-03-31,169.39999389648438
2020-06-18,168.30999755859375
2019-04-03,169.89999389648438
2018-08-22,171.27000427246094
2018-10-25,173.02999877929688
2019-01-29,173.83999633789062
2018-12-28,174.61000061035156
2018-11-26,175.4199981689453
2019-08-09,175.72000122070312
2019-07-08,171.36000061035156
2019-06-06,163.25
2019-09-10,159.25
2020-01-15,155.0399932861328
2020-04-03,156.3699951171875
2019-10-31,156.0800018310547
2020-04-06,157.47999572753906
2020-06-24,158.94000244140625
2018-11-09,161.99000549316406
2019-07-23,163.22999572753906
