Dates,MTB
2018-06-20,173.6999969482422
2018-06-21,173.0399932861328
2018-06-25,172.55999755859375
2018-06-22,170.39999389648438
2018-06-26,169.35000610351562
2018-06-27,168.27000427246094
2018-06-28,167.32000732421875
2018-06-29,170.13999938964844
2018-07-02,168.9499969482422
2018-07-03,168.83999633789062
2018-07-05,168.64999389648438
2018-07-16,167.8000030517578
2018-09-18,169.63999938964844
2019-01-24,170.58999633789062
2019-09-05,170.5800018310547
2018-11-21,168.25999450683594
2020-01-13,165.52999877929688
2020-04-01,166.85000610351562
2020-06-19,168.00999450683594
2019-10-29,166.0800018310547
2020-01-16,171.5
2020-06-22,171.7100067138672
2018-10-03,172.66000366210938
2018-07-31,172.44000244140625
2019-03-12,170.82000732421875
2019-02-08,172.47999572753906
2019-01-07,172.22000122070312
2018-12-06,175.42999267578125
2019-08-19,173.22000122070312
2019-07-18,172.69000244140625
2019-05-15,171.86000061035156
2019-09-20,173.1199951171875
2019-11-01,172.9600067138672
2020-04-07,175.42999267578125
2020-06-25,174.64999389648438
2020-06-16,175.24000549316406
2019-11-04,172.55999755859375
2020-01-22,172.6999969482422
2019-11-07,172.97999572753906
2020-04-13,172.83999633789062
2019-07-01,174.47000122070312
2019-05-30,175.60000610351562
2018-08-15,174.75999450683594
2018-10-18,175.17999267578125
2019-03-27,175.86000061035156
2019-01-22,176.0800018310547
2018-12-21,176.17999267578125
2019-09-03,176.3300018310547
2018-11-19,176.83999633789062
2019-08-02,176.5800018310547
2020-01-28,175.77000427246094
2020-04-16,175.0800018310547
2019-11-13,176.50999450683594
2020-01-31,178.8800048828125
2018-12-04,178.22999572753906
2018-11-02,177.97999572753906
2019-07-16,178.44000244140625
2018-08-30,177.42999267578125
2018-10-01,174.3699951171875
2019-06-14,170.75
2019-05-13,170.97000122070312
2019-04-11,169.4199981689453
2019-02-06,168.27000427246094
2019-09-18,169.30999755859375
2020-02-03,171.9199981689453
2020-04-22,172.52000427246094
2019-11-19,170.0500030517578
2020-02-06,168.22999572753906
2019-11-22,167.0500030517578
2019-03-25,165.36000061035156
2019-02-21,164.27999877929688
2018-12-19,163.97999572753906
2018-07-12,163.14999389648438
2018-09-14,165.39999389648438
2018-08-13,167.27999877929688
2018-10-16,168.14999389648438
2019-07-31,167.72000122070312
2019-05-28,168.1199951171875
2019-04-26,165.6699981689453
2020-04-28,160.38999938964844
2019-11-25,155.36000061035156
2020-02-12,157.80999755859375
2020-05-01,157.3300018310547
2020-05-04,156.7899932861328
2019-06-12,160.50999450683594
2019-04-09,159.8800048828125
2019-03-08,158.0
2019-02-04,156.13999938964844
2018-07-27,154.3300018310547
2018-08-28,154.8800048828125
2019-01-03,156.4199981689453
2019-08-15,159.9600067138672
2018-10-31,160.32000732421875
2019-09-16,164.57000732421875
2020-02-18,163.63999938964844
2020-05-07,162.16000366210938
2018-08-17,163.8000030517578
2019-12-04,163.00999450683594
2020-02-21,161.35000610351562
2018-12-17,164.3300018310547
2019-08-30,165.58999633789062
2018-11-15,164.92999267578125
2019-07-29,165.1199951171875
2019-06-27,163.5399932861328
2019-04-24,163.19000244140625
2018-07-10,166.66000366210938
2018-09-12,166.63999938964844
2019-02-19,164.6699981689453
2019-01-18,166.38999938964844
2020-02-24,165.42999267578125
2020-05-13,168.47999572753906
2019-12-10,166.97000122070312
2020-02-27,165.89999389648438
2019-12-13,166.5
2020-05-19,167.24000549316406
2019-03-06,166.55999755859375
2018-11-30,160.24000549316406
2019-08-13,156.1300048828125
2019-07-12,157.24000549316406
2019-06-10,153.14999389648438
2019-05-09,152.6300048828125
2018-07-25,153.39999389648438
2018-09-27,149.00999450683594
2018-10-29,147.3800048828125
2019-10-16,145.6999969482422
2019-12-16,142.9499969482422
2020-03-04,140.5
2020-05-22,139.50999450683594
2019-10-01,137.9199981689453
2019-12-19,135.69000244140625
2018-09-10,133.77999877929688
2019-05-24,136.25999450683594
2018-08-09,140.25999450683594
2019-04-22,140.8800048828125
2019-03-21,141.11000061035156
2019-01-16,143.64999389648438
2019-08-28,145.58999633789062
2018-11-13,146.88999938964844
2018-10-12,149.35000610351562
2019-06-25,150.72000122070312
2020-03-10,149.3699951171875
2020-05-28,148.99000549316406
2019-10-07,149.44000244140625
2020-03-13,149.22999572753906
2019-10-10,151.58999633789062
2020-03-16,158.8699951171875
2020-06-03,162.8300018310547
2018-11-28,164.8699951171875
2018-09-25,165.8800048828125
2018-07-23,166.35000610351562
2018-08-24,167.8300018310547
2019-07-10,166.39999389648438
2019-05-07,167.41000366210938
2019-04-05,165.82000732421875
2019-03-04,162.49000549316406
2019-01-31,162.91000366210938
2019-09-12,162.6300048828125
2019-12-31,160.58999633789062
2020-03-19,160.77000427246094
2020-01-03,162.6999969482422
2020-06-09,163.16000366210938
2019-02-15,165.80999755859375
2019-01-14,168.75
2018-07-06,169.8000030517578
2018-08-07,167.69000244140625
2018-10-10,170.22999572753906
2018-12-13,170.44000244140625
2019-08-26,172.39999389648438
2019-07-25,172.5800018310547
2019-05-22,171.6300048828125
2019-03-19,172.16000366210938
2020-01-06,170.0800018310547
2020-03-25,170.14999389648438
2020-06-12,172.11000061035156
2019-10-22,171.5399932861328
2020-01-09,171.6300048828125
2020-06-15,169.7100067138672
2019-10-25,169.8800048828125
2020-03-31,167.05999755859375
2020-06-18,166.22000122070312
2019-04-03,167.69000244140625
2018-08-22,169.5
2018-10-25,170.3300018310547
2019-01-29,171.77000427246094
2018-12-28,172.25999450683594
2018-11-26,173.02999877929688
2019-08-09,170.8699951171875
2019-07-08,163.72000122070312
2019-06-06,160.05999755859375
2019-09-10,153.1199951171875
2020-01-15,152.25
2020-04-03,153.22999572753906
2019-10-31,153.88999938964844
2020-04-06,155.10000610351562
2020-06-24,156.64999389648438
2018-11-09,157.9199981689453
2019-07-23,160.44000244140625
2019-06-21,161.14999389648438
2019-05-20,160.9499969482422
2019-04-18,162.1699981689453
2018-09-06,162.36000061035156
2018-10-08,160.8699951171875
2019-02-13,160.77999877929688
2018-12-11,163.1300048828125
2019-09-25,165.69000244140625
2020-01-21,161.9499969482422
2020-04-09,163.33999633789062
2019-11-06,166.8699951171875
2020-01-24,166.19000244140625
2020-01-27,165.1300048828125
2020-04-15,164.52999877929688
2018-12-26,164.91000366210938
2019-08-07,165.05999755859375
2019-06-04,167.0500030517578
2018-09-21,169.1300048828125
2018-07-19,169.08999633789062
2018-08-20,167.8300018310547
2018-10-23,167.33999633789062
2019-05-03,169.27000427246094
2019-04-01,167.5500030517578
2019-02-28,166.5399932861328
2019-11-12,166.22999572753906
2020-01-30,163.97999572753906
2019-11-15,163.75
2020-04-21,161.13999938964844
2019-04-16,161.49000549316406
2019-03-15,159.33999633789062
2019-02-11,162.44000244140625
2019-01-10,162.0800018310547
2019-08-22,163.2899932861328
2018-11-07,165.0500030517578
2018-08-03,164.77000427246094
2018-09-04,161.66000366210938
2019-06-19,162.7899932861328
2019-09-23,162.22999572753906
2019-11-18,161.2899932861328
2020-02-05,160.89999389648438
2020-04-24,158.75
2019-03-29,158.6199951171875
2019-11-21,164.11000061035156
2020-04-27,164.6999969482422
2020-02-11,165.25
2020-04-30,164.8000030517578
2019-05-01,166.3699951171875
2019-02-26,166.72000122070312
2019-01-25,165.25
2018-12-24,165.5
2019-09-06,165.63999938964844
2018-07-17,164.5500030517578
2018-09-19,164.3300018310547
2019-08-05,165.60000610351562
2019-10-08,162.4600067138672
2019-12-11,165.47999572753906
2019-11-27,164.0
2020-02-14,163.83999633789062
2020-05-06,165.39999389648438
2019-01-08,166.30999755859375
2018-12-07,166.92999267578125
2019-08-20,169.44000244140625
2018-11-05,169.02999877929688
2019-07-19,170.08999633789062
2018-10-04,172.25
2019-06-17,172.50999450683594
2019-05-16,171.6199951171875
2018-08-01,171.00999450683594
2019-03-13,170.9600067138672
2019-12-03,172.3800048828125
2020-02-20,171.80999755859375
2019-12-06,170.22000122070312
2020-05-12,169.41000366210938
2019-12-09,160.6199951171875
2020-02-26,161.35000610351562
2020-05-15,160.4499969482422
2019-03-28,160.77999877929688
2018-09-17,161.0800018310547
2018-08-16,162.99000549316406
2018-10-19,163.19000244140625
2019-04-29,163.50999450683594
2019-01-23,162.60000610351562
2019-09-04,163.52999877929688
2018-11-20,155.58999633789062
2019-07-02,154.3300018310547
2019-05-31,152.75999450683594
2019-12-12,152.61000061035156
2020-05-18,148.83999633789062
2019-09-27,150.97999572753906
2020-03-03,151.83999633789062
