Dates,PRU
2018-06-20,97.86000061035156
2018-06-21,96.81999969482422
2018-06-25,97.33000183105469
2018-06-22,96.0
2018-06-26,96.1500015258789
2018-06-27,95.16000366210938
2018-06-28,93.26000213623047
2018-06-29,94.3499984741211
2018-07-02,92.86000061035156
2018-07-03,94.69999694824219
2018-07-05,94.86000061035156
2018-07-16,93.83999633789062
2018-09-18,95.33000183105469
2019-01-24,97.83999633789062
2019-09-05,96.45999908447266
2018-11-21,96.19999694824219
2020-01-13,94.86000061035156
2020-04-01,95.23999786376953
2020-06-19,96.25
2019-10-29,96.05000305175781
2020-01-16,97.08000183105469
2020-06-22,95.19999694824219
2018-10-03,95.25
2018-07-31,97.3499984741211
2019-03-12,97.76000213623047
2019-02-08,97.5
2019-01-07,98.55999755859375
2018-12-06,99.30000305175781
2019-08-19,100.80999755859375
2019-07-18,101.38999938964844
2019-05-15,99.01000213623047
2019-09-20,99.4000015258789
2019-11-01,99.45999908447266
2020-04-07,100.11000061035156
2020-06-25,100.27999877929688
2020-06-16,101.5
2019-11-04,98.44000244140625
2020-01-22,96.86000061035156
2019-11-07,96.55000305175781
2020-04-13,96.51000213623047
2019-07-01,97.2699966430664
2019-05-30,97.80999755859375
2018-08-15,98.0999984741211
2018-10-18,98.19999694824219
2019-03-27,99.45999908447266
2019-01-22,98.58000183105469
2018-12-21,98.58999633789062
2019-09-03,99.18000030517578
2018-11-19,100.69000244140625
2019-08-02,100.11000061035156
2020-01-28,99.19000244140625
2020-04-16,98.13999938964844
2019-11-13,97.76000213623047
2020-01-31,98.79000091552734
2018-12-04,99.93000030517578
2018-11-02,99.06999969482422
2019-07-16,99.37000274658203
2018-08-30,98.0999984741211
2018-10-01,97.4000015258789
2019-06-14,97.2300033569336
2019-05-13,97.4800033569336
2019-04-11,99.69000244140625
2019-02-06,99.27999877929688
2019-09-18,100.30999755859375
2020-02-03,103.66999816894531
2020-04-22,104.62999725341797
2019-11-19,104.75
2020-02-06,103.87000274658203
2019-11-22,102.69000244140625
2019-03-25,101.23999786376953
2019-02-21,100.05999755859375
2018-12-19,101.69000244140625
2018-07-12,101.37000274658203
2018-09-14,102.51000213623047
2018-08-13,102.70999908447266
2018-10-16,105.0
2019-07-31,104.19000244140625
2019-05-28,106.05000305175781
2019-04-26,106.1500015258789
2020-04-28,102.33000183105469
2019-11-25,99.13999938964844
2020-02-12,97.2699966430664
2020-05-01,97.86000061035156
2020-05-04,97.83000183105469
2019-06-12,99.4800033569336
2019-04-09,96.5
2019-03-08,97.9000015258789
2019-02-04,94.01000213623047
2018-07-27,94.69999694824219
2018-08-28,92.05999755859375
2019-01-03,91.27999877929688
2019-08-15,91.37000274658203
2018-10-31,91.36000061035156
2019-09-16,93.7699966430664
2020-02-18,94.55999755859375
2020-05-07,96.27999877929688
2018-08-17,96.0999984741211
2019-12-04,97.68000030517578
2020-02-21,99.25
2018-12-17,96.5
2019-08-30,96.3499984741211
2018-11-15,95.56999969482422
2019-07-29,94.0199966430664
2019-06-27,95.6500015258789
2019-04-24,91.8499984741211
2018-07-10,92.19000244140625
2018-09-12,91.79000091552734
2019-02-19,90.76000213623047
2019-01-18,90.1500015258789
2020-02-24,89.12000274658203
2020-05-13,90.95999908447266
2019-12-10,91.70999908447266
2020-02-27,91.9000015258789
2019-12-13,93.56999969482422
2020-05-19,92.55999755859375
2019-03-06,95.37000274658203
2018-11-30,93.88999938964844
2019-08-13,88.41000366210938
2019-07-12,87.38999938964844
2019-06-10,85.80000305175781
2019-05-09,84.83999633789062
2018-07-25,83.63999938964844
2018-09-27,83.2300033569336
2018-10-29,81.69000244140625
2019-10-16,81.81999969482422
2019-12-16,81.87999725341797
2020-03-04,81.83000183105469
2020-05-22,79.88999938964844
2019-10-01,79.79000091552734
2019-12-19,77.62999725341797
2018-09-10,77.05000305175781
2019-05-24,79.26000213623047
2018-08-09,81.63999938964844
2019-04-22,81.41000366210938
2019-03-21,79.94000244140625
2019-01-16,82.0999984741211
2019-08-28,83.16000366210938
2018-11-13,84.4800033569336
2018-10-12,85.97000122070312
2019-06-25,85.88999938964844
2020-03-10,86.72000122070312
2020-05-28,86.52999877929688
2019-10-07,86.8499984741211
2020-03-13,88.37999725341797
2019-10-10,89.70999908447266
2020-03-16,89.97000122070312
2020-06-03,92.06999969482422
2018-11-28,91.54000091552734
2018-09-25,91.54000091552734
2018-07-23,90.0999984741211
2018-08-24,92.25
2019-07-10,91.91000366210938
2019-05-07,92.26000213623047
2019-04-05,91.0199966430664
2019-03-04,90.37999725341797
2019-01-31,92.52999877929688
2019-09-12,93.01000213623047
2019-12-31,93.23999786376953
2020-03-19,92.8499984741211
2020-01-03,90.19999694824219
2020-06-09,90.45999908447266
2019-02-15,91.58999633789062
2019-01-14,92.48999786376953
2018-07-06,94.0
2018-08-07,92.83999633789062
2018-10-10,92.54000091552734
2018-12-13,92.81999969482422
2019-08-26,94.05000305175781
2019-07-25,95.11000061035156
2019-05-22,94.69000244140625
2019-03-19,95.94000244140625
2020-01-06,95.11000061035156
2020-03-25,95.58999633789062
2020-06-12,96.1500015258789
2019-10-22,96.88999938964844
2020-01-09,96.81999969482422
2020-06-15,96.83000183105469
2019-10-25,96.69000244140625
2020-03-31,95.0
2020-06-18,92.88999938964844
2019-04-03,93.83000183105469
2018-08-22,94.86000061035156
2018-10-25,95.06999969482422
2019-01-29,95.08999633789062
2018-12-28,95.25
2018-11-26,96.48999786376953
2019-08-09,97.80000305175781
2019-07-08,96.44999694824219
2019-06-06,93.33999633789062
2019-09-10,93.11000061035156
2020-01-15,90.08000183105469
2020-04-03,90.80000305175781
2019-10-31,91.33999633789062
2020-04-06,91.72000122070312
2020-06-24,92.76000213623047
2018-11-09,92.69999694824219
2019-07-23,95.83999633789062
2019-06-21,96.23999786376953
2019-05-20,96.51000213623047
2019-04-18,97.44000244140625
2018-09-06,98.0
2018-10-08,98.1500015258789
2019-02-13,97.30000305175781
2018-12-11,99.11000061035156
2019-09-25,101.08999633789062
2020-01-21,101.66000366210938
2020-04-09,101.83999633789062
2019-11-06,104.48999786376953
2020-01-24,103.94000244140625
2020-01-27,103.38999938964844
2020-04-15,103.05000305175781
2018-12-26,103.30999755859375
2019-08-07,102.12999725341797
2019-06-04,103.11000061035156
2018-09-21,104.13999938964844
2018-07-19,105.33999633789062
2018-08-20,105.6500015258789
2018-10-23,100.11000061035156
2019-05-03,102.4800033569336
2019-04-01,101.01000213623047
2019-02-28,100.88999938964844
2019-11-12,100.52999877929688
2020-01-30,99.5
2019-11-15,100.62999725341797
2020-04-21,98.58999633789062
2019-04-16,96.76000213623047
2019-03-15,97.37000274658203
2019-02-11,98.75
2019-01-10,98.19999694824219
2019-08-22,98.44999694824219
2018-11-07,99.91999816894531
2018-08-03,99.77999877929688
2018-09-04,98.29000091552734
2019-06-19,96.94000244140625
2019-09-23,97.43000030517578
2019-11-18,95.52999877929688
2020-02-05,96.91999816894531
2020-04-24,94.22000122070312
2019-03-29,92.36000061035156
2019-11-21,95.80000305175781
2020-04-27,97.94999694824219
2020-02-11,99.0
2020-04-30,99.76000213623047
2019-05-01,100.44000244140625
2019-02-26,100.8499984741211
2019-01-25,99.61000061035156
2018-12-24,98.98999786376953
2019-09-06,99.62999725341797
2018-07-17,99.56999969482422
2018-09-19,98.0
2019-08-05,100.30999755859375
2019-10-08,99.95999908447266
2019-12-11,100.08999633789062
2019-11-27,99.55999755859375
2020-02-14,99.44999694824219
2020-05-06,99.05000305175781
2019-01-08,98.9000015258789
2018-12-07,100.01000213623047
2019-08-20,102.33000183105469
2018-11-05,102.0999984741211
2019-07-19,101.22000122070312
2018-10-04,102.55000305175781
2019-06-17,101.68000030517578
2019-05-16,100.94000244140625
2018-08-01,101.5
2019-03-13,101.19000244140625
2019-12-03,101.44999694824219
2020-02-20,102.37000274658203
2019-12-06,102.41000366210938
2020-05-12,101.66000366210938
2019-12-09,100.0199966430664
2020-02-26,102.12000274658203
2020-05-15,100.83000183105469
2019-03-28,101.05999755859375
2018-09-17,101.45999908447266
2018-08-16,102.4000015258789
2018-10-19,102.5
2019-04-29,103.0999984741211
2019-01-23,101.8499984741211
2019-09-04,102.3499984741211
2018-11-20,94.80999755859375
2019-07-02,90.51000213623047
2019-05-31,85.95999908447266
2019-12-12,86.72000122070312
2020-05-18,84.30999755859375
2019-09-27,86.01000213623047
2020-03-03,85.62999725341797
2020-05-21,83.5999984741211
2019-05-14,82.29000091552734
2018-08-31,81.22000122070312
2018-07-30,80.9000015258789
2018-10-02,80.80000305175781
2019-04-12,82.66999816894531
2019-03-11,81.66000366210938
2019-02-07,81.5
2019-07-17,82.02999877929688
2019-09-19,81.25
2019-10-21,80.08000183105469
2019-12-18,79.97000122070312
2020-03-06,77.6500015258789
2019-10-03,79.44000244140625
2020-03-09,80.3499984741211
