Dates,PRU
2018-06-20,1759800.0
2018-06-21,1285000.0
2018-06-25,1713900.0
2018-06-22,1354700.0
2018-06-26,1498300.0
2018-06-27,2270700.0
2018-06-28,2132100.0
2018-06-29,1608400.0
2018-07-02,1389700.0
2018-07-03,1086000.0
2018-07-05,1458700.0
2018-07-16,1473300.0
2018-09-18,2065300.0
2019-01-24,1999800.0
2019-09-05,1795900.0
2018-11-21,1767600.0
2020-01-13,1300500.0
2020-04-01,1335800.0
2020-06-19,1531200.0
2019-10-29,1828600.0
2020-01-16,1815500.0
2020-06-22,2255800.0
2018-10-03,1760500.0
2018-07-31,1815500.0
2019-03-12,2430800.0
2019-02-08,1810600.0
2019-01-07,1932400.0
2018-12-06,2297000.0
2019-08-19,3118700.0
2019-07-18,2430600.0
2019-05-15,3485800.0
2019-09-20,1854300.0
2019-11-01,1634100.0
2020-04-07,1866300.0
2020-06-25,2523700.0
2020-06-16,2041300.0
2019-11-04,2386800.0
2020-01-22,1822000.0
2019-11-07,1372300.0
2020-04-13,1586300.0
2019-07-01,1666000.0
2019-05-30,1575600.0
2018-08-15,1278600.0
2018-10-18,1466500.0
2019-03-27,1424700.0
2019-01-22,1126800.0
2018-12-21,1758400.0
2019-09-03,1721600.0
2018-11-19,1679700.0
2019-08-02,1782400.0
2020-01-28,1526400.0
2020-04-16,1528000.0
2019-11-13,1660100.0
2020-01-31,1318400.0
2018-12-04,1270300.0
2018-11-02,1306000.0
2019-07-16,1442700.0
2018-08-30,1537900.0
2018-10-01,1941000.0
2019-06-14,1944300.0
2019-05-13,2239600.0
2019-04-11,1667000.0
2019-02-06,1676700.0
2019-09-18,2937100.0
2020-02-03,2364100.0
2020-04-22,2555100.0
2019-11-19,2239500.0
2020-02-06,1466800.0
2019-11-22,1921400.0
2019-03-25,1420000.0
2019-02-21,3473300.0
2018-12-19,1437900.0
2018-07-12,1340500.0
2018-09-14,2649500.0
2018-08-13,3053300.0
2018-10-16,1805100.0
2019-07-31,2253600.0
2019-05-28,2334100.0
2019-04-26,2240000.0
2020-04-28,3511700.0
2019-11-25,2673000.0
2020-02-12,1831200.0
2020-05-01,1812200.0
2020-05-04,2443900.0
2019-06-12,1878600.0
2019-04-09,1824000.0
2019-03-08,2178800.0
2019-02-04,2236600.0
2018-07-27,2724100.0
2018-08-28,2307500.0
2019-01-03,2507100.0
2019-08-15,2743200.0
2018-10-31,3289400.0
2019-09-16,3810000.0
2020-02-18,2158300.0
2020-05-07,2203100.0
2018-08-17,2141900.0
2019-12-04,1862600.0
2020-02-21,2699200.0
2018-12-17,4078000.0
2019-08-30,2674000.0
2018-11-15,1708800.0
2019-07-29,2019000.0
2019-06-27,2449200.0
2019-04-24,2677600.0
2018-07-10,2521200.0
2018-09-12,1943800.0
2019-02-19,2451600.0
2019-01-18,1906600.0
2020-02-24,1065200.0
2020-05-13,2507300.0
2019-12-10,2186700.0
2020-02-27,2524500.0
2019-12-13,2070100.0
2020-05-19,2287600.0
2019-03-06,2180600.0
2018-11-30,3141900.0
2019-08-13,4863400.0
2019-07-12,2914500.0
2019-06-10,3405000.0
2019-05-09,2468800.0
2018-07-25,2242800.0
2018-09-27,3226300.0
2018-10-29,2989000.0
2019-10-16,3010300.0
2019-12-16,3121500.0
2020-03-04,4010000.0
2020-05-22,3510400.0
2019-10-01,5200400.0
2019-12-19,1429000.0
2018-09-10,2755100.0
2019-05-24,2673800.0
2018-08-09,2308900.0
2019-04-22,1880800.0
2019-03-21,2247700.0
2019-01-16,2257500.0
2019-08-28,2503900.0
2018-11-13,2356400.0
2018-10-12,2251100.0
2019-06-25,2478900.0
2020-03-10,1888200.0
2020-05-28,1507600.0
2019-10-07,1726100.0
2020-03-13,1627400.0
2019-10-10,2172300.0
2020-03-16,1682700.0
2020-06-03,3316300.0
2018-11-28,3678200.0
2018-09-25,2585200.0
2018-07-23,1666600.0
2018-08-24,2319000.0
2019-07-10,1738500.0
2019-05-07,1987300.0
2019-04-05,2894800.0
2019-03-04,2822500.0
2019-01-31,2539300.0
2019-09-12,1586200.0
2019-12-31,1857100.0
2020-03-19,2060200.0
2020-01-03,3448100.0
2020-06-09,2540900.0
2019-02-15,1790000.0
2019-01-14,2429900.0
2018-07-06,1531300.0
2018-08-07,3567600.0
2018-10-10,3010200.0
2018-12-13,2039400.0
2019-08-26,2509200.0
2019-07-25,2063300.0
2019-05-22,1836900.0
2019-03-19,1784700.0
2020-01-06,1939200.0
2020-03-25,1496600.0
2020-06-12,2062800.0
2019-10-22,1661700.0
2020-01-09,2107400.0
2020-06-15,1672400.0
2019-10-25,1556300.0
2020-03-31,2146200.0
2020-06-18,2455700.0
2019-04-03,1976600.0
2018-08-22,1934700.0
2018-10-25,1653700.0
2019-01-29,1735400.0
2018-12-28,6682100.0
2018-11-26,1823300.0
2019-08-09,1985100.0
2019-07-08,2440100.0
2019-06-06,2498300.0
2019-09-10,3712200.0
2020-01-15,2013700.0
2020-04-03,1695500.0
2019-10-31,1466200.0
2020-04-06,1532100.0
2020-06-24,2209900.0
2018-11-09,2543200.0
2019-07-23,2125200.0
2019-06-21,1775500.0
2019-05-20,1404000.0
2019-04-18,2382000.0
2018-09-06,1725300.0
2018-10-08,1795500.0
2019-02-13,1351700.0
2018-12-11,1735800.0
2019-09-25,2575500.0
2020-01-21,1733500.0
2020-04-09,2230400.0
2019-11-06,2310200.0
2020-01-24,1430800.0
2020-01-27,929100.0
2020-04-15,1880200.0
2018-12-26,1861700.0
2019-08-07,1421500.0
2019-06-04,1132400.0
2018-09-21,1764800.0
2018-07-19,1920100.0
2018-08-20,2169000.0
2018-10-23,3857300.0
2019-05-03,2007500.0
