Dates,PRU
2018-06-20,98.08000183105469
2018-06-21,97.2300033569336
2018-06-25,97.51000213623047
2018-06-22,96.48999786376953
2018-06-26,96.45999908447266
2018-06-27,95.5999984741211
2018-06-28,93.91000366210938
2018-06-29,95.23999786376953
2018-07-02,94.33000183105469
2018-07-03,95.2300033569336
2018-07-05,95.08999633789062
2018-07-16,95.0999984741211
2018-09-18,97.91000366210938
2019-01-24,98.19999694824219
2019-09-05,96.66999816894531
2018-11-21,96.19999694824219
2020-01-13,95.58000183105469
2020-04-01,96.37000274658203
2020-06-19,96.62000274658203
2019-10-29,97.69999694824219
2020-01-16,97.63999938964844
2020-06-22,95.56999969482422
2018-10-03,97.19999694824219
2018-07-31,99.16000366210938
2019-03-12,98.16999816894531
2019-02-08,99.16000366210938
2019-01-07,99.69000244140625
2018-12-06,101.22000122070312
2019-08-19,101.38999938964844
2019-07-18,102.19999694824219
2019-05-15,100.52999877929688
2019-09-20,100.12000274658203
2019-11-01,100.43000030517578
2020-04-07,101.54000091552734
2020-06-25,101.7300033569336
2020-06-16,101.70999908447266
2019-11-04,98.79000091552734
2020-01-22,97.0
2019-11-07,97.6500015258789
2020-04-13,96.94000244140625
2019-07-01,98.55000305175781
2019-05-30,99.0199966430664
2018-08-15,98.75
2018-10-18,100.27999877929688
2019-03-27,99.45999908447266
2019-01-22,98.58000183105469
2018-12-21,98.86000061035156
2019-09-03,100.91000366210938
2018-11-19,101.08999633789062
2019-08-02,100.11000061035156
2020-01-28,99.45999908447266
2020-04-16,98.5999984741211
2019-11-13,98.95999908447266
2020-01-31,100.31999969482422
2018-12-04,100.30999755859375
2018-11-02,99.31999969482422
2019-07-16,99.5
2018-08-30,98.33000183105469
2018-10-01,97.66000366210938
2019-06-14,97.95999908447266
2019-05-13,100.06999969482422
2019-04-11,100.62000274658203
2019-02-06,100.5199966430664
2019-09-18,103.70999908447266
2020-02-03,104.9800033569336
2020-04-22,104.94000244140625
2019-11-19,104.9800033569336
2020-02-06,104.16999816894531
2019-11-22,103.1500015258789
2019-03-25,102.0
2019-02-21,102.05000305175781
2018-12-19,102.62000274658203
2018-07-12,102.37000274658203
2018-09-14,103.54000091552734
2018-08-13,105.3499984741211
2018-10-16,105.8499984741211
2019-07-31,106.63999938964844
2019-05-28,106.55000305175781
2019-04-26,106.5999984741211
2020-04-28,102.41999816894531
2019-11-25,99.58999633789062
2020-02-12,98.52999877929688
2020-05-01,98.22000122070312
2020-05-04,100.80999755859375
2019-06-12,100.27999877929688
2019-04-09,98.77999877929688
2019-03-08,98.06999969482422
2019-02-04,95.5999984741211
2018-07-27,95.05999755859375
2018-08-28,93.61000061035156
2019-01-03,91.66000366210938
2019-08-15,92.87000274658203
2018-10-31,92.73999786376953
2019-09-16,95.80000305175781
2020-02-18,95.36000061035156
2020-05-07,97.2699966430664
2018-08-17,98.0
2019-12-04,98.51000213623047
2020-02-21,100.8499984741211
2018-12-17,98.70999908447266
2019-08-30,97.58000183105469
2018-11-15,95.98999786376953
2019-07-29,95.9800033569336
2019-06-27,95.91000366210938
2019-04-24,93.12999725341797
2018-07-10,92.5
2018-09-12,92.27999877929688
2019-02-19,90.87999725341797
2019-01-18,92.4800033569336
2020-02-24,90.7300033569336
2020-05-13,92.66999816894531
2019-12-10,92.11000061035156
2020-02-27,94.44000244140625
2019-12-13,94.8499984741211
2020-05-19,93.9000015258789
2019-03-06,95.94999694824219
2018-11-30,94.16999816894531
2019-08-13,88.51000213623047
2019-07-12,89.0999984741211
2019-06-10,85.94000244140625
2019-05-09,85.30999755859375
2018-07-25,84.4800033569336
2018-09-27,83.58999633789062
2018-10-29,83.19999694824219
2019-10-16,83.05000305175781
2019-12-16,83.48999786376953
2020-03-04,83.6500015258789
2020-05-22,81.4800033569336
2019-10-01,81.44000244140625
2019-12-19,79.0
