Dates,PRU
2018-06-20,96.70999908447266
2018-06-21,96.05999755859375
2018-06-25,96.44999694824219
2018-06-22,95.25
2018-06-26,94.94999694824219
2018-06-27,93.12000274658203
2018-06-28,92.05000305175781
2018-06-29,93.4800033569336
2018-07-02,92.5
2018-07-03,93.88999938964844
2018-07-05,93.52999877929688
2018-07-16,93.19999694824219
2018-09-18,95.20999908447266
2019-01-24,96.41000366210938
2019-09-05,95.19000244140625
2018-11-21,94.41999816894531
2020-01-13,94.51000213623047
2020-04-01,95.16000366210938
2020-06-19,95.7300033569336
2019-10-29,95.86000061035156
2020-01-16,95.66000366210938
2020-06-22,94.8499984741211
2018-10-03,95.0199966430664
2018-07-31,96.83000183105469
2019-03-12,95.6500015258789
2019-02-08,97.44000244140625
2019-01-07,98.47000122070312
2018-12-06,99.1500015258789
2019-08-19,100.11000061035156
2019-07-18,100.16999816894531
2019-05-15,98.0
2019-09-20,98.8499984741211
2019-11-01,98.80999755859375
2020-04-07,100.05000305175781
2020-06-25,99.83000183105469
2020-06-16,99.76000213623047
2019-11-04,96.31999969482422
2020-01-22,95.87999725341797
2019-11-07,96.55000305175781
2020-04-13,95.69999694824219
2019-07-01,97.20999908447266
2019-05-30,97.62000274658203
2018-08-15,97.8499984741211
2018-10-18,98.02999877929688
2019-03-27,98.31999969482422
2019-01-22,97.61000061035156
2018-12-21,98.27999877929688
2019-09-03,98.86000061035156
2018-11-19,100.02999877929688
2019-08-02,98.44000244140625
2020-01-28,98.12999725341797
2020-04-16,97.55000305175781
2019-11-13,97.55999755859375
2020-01-31,98.56999969482422
2018-12-04,98.3499984741211
2018-11-02,97.88999938964844
2019-07-16,98.52999877929688
2018-08-30,96.80000305175781
2018-10-01,96.37000274658203
2019-06-14,96.77999877929688
2019-05-13,97.41000366210938
2019-04-11,98.80999755859375
2019-02-06,98.72000122070312
2019-09-18,100.2300033569336
2020-02-03,103.54000091552734
2020-04-22,103.62000274658203
2019-11-19,103.08999633789062
2020-02-06,102.45999908447266
2019-11-22,100.94999694824219
2019-03-25,100.48999786376953
2019-02-21,98.73999786376953
2018-12-19,101.22000122070312
2018-07-12,100.52999877929688
2018-09-14,101.7699966430664
2018-08-13,102.56999969482422
2018-10-16,104.19999694824219
2019-07-31,104.02999877929688
2019-05-28,104.55999755859375
2019-04-26,102.66000366210938
2020-04-28,97.43000030517578
2019-11-25,95.38999938964844
2020-02-12,97.08000183105469
2020-05-01,96.63999938964844
2020-05-04,97.66000366210938
2019-06-12,96.95999908447266
2019-04-09,96.5
2019-03-08,95.58999633789062
2019-02-04,93.0199966430664
2018-07-27,90.54000091552734
2018-08-28,91.66999816894531
2019-01-03,89.33000183105469
2019-08-15,89.5999984741211
2018-10-31,90.47000122070312
2019-09-16,93.58999633789062
2020-02-18,94.20999908447266
2020-05-07,95.12999725341797
2018-08-17,96.0999984741211
2019-12-04,96.95999908447266
2020-02-21,98.44999694824219
2018-12-17,96.01000213623047
2019-08-30,95.2300033569336
2018-11-15,93.45999908447266
2019-07-29,93.77999877929688
2019-06-27,92.3499984741211
2019-04-24,90.73999786376953
2018-07-10,91.06999969482422
2018-09-12,90.79000091552734
2019-02-19,89.0999984741211
2019-01-18,90.0
2020-02-24,89.12000274658203
2020-05-13,90.69000244140625
2019-12-10,91.01000213623047
2020-02-27,91.20999908447266
2019-12-13,92.79000091552734
2020-05-19,92.55000305175781
2019-03-06,93.4800033569336
2018-11-30,88.4800033569336
2019-08-13,84.51000213623047
2019-07-12,85.18000030517578
2019-06-10,81.83999633789062
2019-05-09,81.9000015258789
2018-07-25,82.45999908447266
2018-09-27,82.05000305175781
2018-10-29,81.5999984741211
2019-10-16,81.05999755859375
2019-12-16,81.19999694824219
2020-03-04,79.73999786376953
2020-05-22,79.76000213623047
2019-10-01,78.19999694824219
2019-12-19,76.68000030517578
2018-09-10,75.61000061035156
2019-05-24,78.0199966430664
2018-08-09,80.31999969482422
2019-04-22,80.43000030517578
2019-03-21,79.8499984741211
2019-01-16,81.12000274658203
2019-08-28,82.69999694824219
2018-11-13,83.76000213623047
2018-10-12,84.55000305175781
2019-06-25,85.16000366210938
2020-03-10,86.16000366210938
2020-05-28,86.0199966430664
2019-10-07,86.81999969482422
2020-03-13,87.62999725341797
2019-10-10,89.41000366210938
2020-03-16,89.44000244140625
2020-06-03,91.41999816894531
2018-11-28,90.44000244140625
2018-09-25,89.3499984741211
2018-07-23,90.0999984741211
2018-08-24,91.69999694824219
2019-07-10,91.4800033569336
2019-05-07,91.02999877929688
2019-04-05,89.8499984741211
2019-03-04,90.37999725341797
2019-01-31,91.79000091552734
2019-09-12,92.5
2019-12-31,92.12000274658203
2020-03-19,92.69999694824219
2020-01-03,89.30999755859375
2020-06-09,88.66999816894531
2019-02-15,90.61000061035156
2019-01-14,92.36000061035156
2018-07-06,93.80000305175781
2018-08-07,91.62000274658203
2018-10-10,92.54000091552734
2018-12-13,92.5999984741211
2019-08-26,93.69000244140625
2019-07-25,94.08000183105469
2019-05-22,94.55999755859375
2019-03-19,95.44999694824219
2020-01-06,95.0999984741211
2020-03-25,95.27999877929688
2020-06-12,95.44999694824219
2019-10-22,96.08000183105469
2020-01-09,95.69999694824219
2020-06-15,95.06999969482422
2019-10-25,95.38999938964844
2020-03-31,93.16999816894531
2020-06-18,92.08999633789062
2019-04-03,93.5
2018-08-22,94.5999984741211
2018-10-25,94.62999725341797
2019-01-29,94.87000274658203
2018-12-28,95.25
2018-11-26,96.19999694824219
2019-08-09,96.45999908447266
2019-07-08,93.7699966430664
2019-06-06,92.63999938964844
2019-09-10,89.91000366210938
2020-01-15,89.2699966430664
2020-04-03,90.58999633789062
2019-10-31,90.86000061035156
2020-04-06,90.93000030517578
2020-06-24,91.38999938964844
2018-11-09,92.63999938964844
2019-07-23,95.08999633789062
2019-06-21,95.87999725341797
2019-05-20,96.2699966430664
2019-04-18,97.05000305175781
2018-09-06,97.7699966430664
2018-10-08,96.80000305175781
2019-02-13,96.83000183105469
2018-12-11,98.91000366210938
2019-09-25,100.81999969482422
2020-01-21,100.87999725341797
2020-04-09,101.62000274658203
2019-11-06,103.4000015258789
2020-01-24,103.66999816894531
2020-01-27,103.04000091552734
2020-04-15,102.95999908447266
2018-12-26,102.33999633789062
2019-08-07,101.52999877929688
2019-06-04,102.43000030517578
2018-09-21,104.0
2018-07-19,104.27999877929688
2018-08-20,104.2699966430664
2018-10-23,99.5
2019-05-03,101.7699966430664
2019-04-01,100.38999938964844
2019-02-28,100.08000183105469
2019-11-12,100.26000213623047
2020-01-30,99.16000366210938
2019-11-15,98.9800033569336
2020-04-21,95.79000091552734
2019-04-16,96.5
2019-03-15,96.81999969482422
