Dates,TRV
2018-06-20,128.8000030517578
2018-06-21,124.37000274658203
2018-06-25,124.19999694824219
2018-06-22,124.30999755859375
2018-06-26,123.83000183105469
2018-06-27,122.52999877929688
2018-06-28,121.04000091552734
2018-06-29,122.48999786376953
2018-07-02,122.08000183105469
2018-07-03,123.06999969482422
2018-07-05,123.43000030517578
2018-07-16,122.61000061035156
2018-09-18,123.83999633789062
2019-01-24,125.58999633789062
2019-09-05,125.36000061035156
2018-11-21,126.43000030517578
2020-01-13,126.16999816894531
2020-04-01,127.01000213623047
2020-06-19,128.5800018310547
2019-10-29,128.8300018310547
2020-01-16,127.0
2020-06-22,124.86000061035156
2018-10-03,125.55000305175781
2018-07-31,124.73999786376953
2019-03-12,124.7699966430664
2019-02-08,127.25
2019-01-07,129.94000244140625
2018-12-06,130.52000427246094
2019-08-19,131.27999877929688
2019-07-18,130.02999877929688
2019-05-15,128.05999755859375
2019-09-20,128.13999938964844
2019-11-01,129.72000122070312
2020-04-07,130.50999450683594
2020-06-25,129.8699951171875
2020-06-16,129.10000610351562
2019-11-04,128.72999572753906
2020-01-22,128.69000244140625
2019-11-07,127.95999908447266
2020-04-13,127.12000274658203
2019-07-01,129.25999450683594
2019-05-30,130.1699981689453
2018-08-15,130.75
2018-10-18,131.22000122070312
2019-03-27,131.8800048828125
2019-01-22,129.5
2018-12-21,130.05999755859375
2019-09-03,131.80999755859375
2018-11-19,132.0500030517578
2019-08-02,132.5800018310547
2020-01-28,132.5500030517578
2020-04-16,131.4199981689453
2019-11-13,131.7100067138672
2020-01-31,132.02000427246094
2018-12-04,132.42999267578125
2018-11-02,131.5399932861328
2019-07-16,129.38999938964844
2018-08-30,126.5199966430664
2018-10-01,127.87000274658203
2019-06-14,128.5
2019-05-13,129.0
2019-04-11,130.22000122070312
2019-02-06,130.0
2019-09-18,131.6699981689453
2020-02-03,133.3300018310547
2020-04-22,134.4600067138672
2019-11-19,134.44000244140625
2020-02-06,133.10000610351562
2019-11-22,131.74000549316406
2019-03-25,129.38999938964844
2019-02-21,128.7100067138672
2018-12-19,130.0
2018-07-12,128.69000244140625
2018-09-14,130.1699981689453
2018-08-13,129.8800048828125
2018-10-16,130.17999267578125
2019-07-31,130.00999450683594
2019-05-28,131.5399932861328
