Dates,TRV
2018-06-20,119.1240463256836
2018-06-21,117.65634155273438
2018-06-25,118.5712890625
2018-06-22,117.91365814208984
2018-06-26,116.86529541015625
2018-06-27,115.64535522460938
2018-06-28,116.7032699584961
2018-06-29,116.59844207763672
2018-07-02,116.6460952758789
2018-07-03,117.00823974609375
2018-07-05,116.84622955322266
2018-07-16,117.39900970458984
2018-09-18,119.51480865478516
2019-01-24,119.9627685546875
2019-09-05,119.18124389648438
2018-11-21,120.10572052001953
2020-01-13,120.68709564208984
2020-04-01,122.17388153076172
2020-06-19,122.7457275390625
2019-10-29,123.89893341064453
2020-01-16,119.30513763427734
2020-06-22,119.32420349121094
2018-10-03,118.40926361083984
2018-07-31,118.89532470703125
2019-03-12,120.35352325439453
2019-02-08,123.41287994384766
2019-01-07,124.59468841552734
2018-12-06,124.94731140136719
2019-08-19,124.0323715209961
2019-07-18,122.9077377319336
2019-05-15,122.30731201171875
2019-09-20,123.6130142211914
2019-11-01,123.89893341064453
2020-04-07,123.84176635742188
2020-06-25,123.1460189819336
2020-06-16,123.4795913696289
2019-11-04,122.82196807861328
2020-01-22,122.04045104980469
2019-11-07,121.55438995361328
2020-04-13,122.7266616821289
2019-07-01,124.22298431396484
2019-05-30,124.29922485351562
2018-08-15,125.2522964477539
2018-10-18,125.52870178222656
2019-03-27,123.33662414550781
2019-01-22,123.44146728515625
2018-12-21,124.38499450683594
2019-09-03,125.70026397705078
2018-11-19,126.07193756103516
2019-08-02,126.43409729003906
2020-01-28,125.47150421142578
2020-04-16,125.42384338378906
2019-11-13,125.92898559570312
2020-01-31,126.36739349365234
2018-12-04,126.34834289550781
2018-11-02,124.70905303955078
2019-07-16,122.3220443725586
2018-08-30,122.56169128417969
2018-10-01,121.64141845703125
2019-06-14,123.50116729736328
2019-05-13,124.63236999511719
2019-04-11,124.51731872558594
2019-02-06,125.93611145019531
2019-09-18,127.01933288574219
2020-02-03,128.6011199951172
2020-04-22,128.87911987304688
2019-11-19,127.33570861816406
2020-02-06,125.85941314697266
2019-11-22,124.1434326171875
2019-03-25,123.77918243408203
2019-02-21,124.34477996826172
2018-12-19,123.63539123535156
2018-07-12,124.15304565429688
2018-09-14,124.18180084228516
2018-08-13,125.38008117675781
2018-10-16,124.74739074707031
2019-07-31,126.21410369873047
2019-05-28,126.14700317382812
2019-04-26,122.86847686767578
2020-04-28,119.16813659667969
2019-11-25,118.53543090820312
2020-02-12,118.28618621826172
2020-05-01,119.58992767333984
2020-05-04,121.21002960205078
2019-06-12,119.96380615234375
2019-04-09,120.85533142089844
2019-03-08,118.93806457519531
2019-02-04,118.67923736572266
2018-07-27,116.5318832397461
2018-08-28,116.2251205444336
2019-01-03,116.27306365966797
2019-08-15,117.26042938232422
2018-10-31,120.66360473632812
2019-09-16,119.9542007446289
2020-02-18,120.02131652832031
2020-05-07,119.73372650146484
2018-08-17,121.29629516601562
2019-12-04,123.28068542480469
2020-02-21,124.89118194580078
2018-12-17,125.57183837890625
2019-08-30,125.61016845703125
2018-11-15,121.78521728515625
2019-07-29,121.5647201538086
2019-06-27,117.95066833496094
2019-04-24,120.39517974853516
2018-07-10,123.44365692138672
2018-09-12,125.12128448486328
2019-02-19,123.06018829345703
2019-01-18,122.47543334960938
2020-02-24,121.36341094970703
2020-05-13,124.94871520996094
2019-12-10,124.24890899658203
2020-02-27,125.29381561279297
2019-12-13,125.22671508789062
2020-05-19,124.97747802734375
2019-03-06,124.72822570800781
2018-11-30,121.44969177246094
2019-08-13,120.22264099121094
2019-07-12,119.180908203125
2019-06-10,118.64075469970703
2019-05-09,116.68270111083984
2018-07-25,117.68585205078125
2018-09-27,117.19391632080078
2018-10-29,116.27759552001953
2019-10-16,115.6795654296875
2019-12-16,115.0718994140625
2020-03-04,114.93685150146484
2020-05-22,113.16206359863281
2019-10-01,111.94671630859375
2019-12-19,108.63827514648438
2018-09-10,113.01737213134766
2019-05-24,114.46421813964844
2018-08-09,114.0494613647461
2019-04-22,115.50593566894531
2019-03-21,113.21029663085938
2019-01-16,111.17507934570312
2019-08-28,114.47386169433594
2018-11-13,114.10733032226562
2018-10-12,113.66362762451172
2019-06-25,114.47386169433594
2020-03-10,116.00749969482422
2020-05-28,116.20043182373047
2019-10-07,116.30652618408203
2020-03-13,117.50257873535156
2019-10-10,117.965576171875
2020-03-16,118.58289337158203
2020-06-03,119.61495971679688
2018-11-28,118.02344512939453
2018-09-25,118.66004180908203
2018-07-23,119.97184753417969
2018-08-24,120.55059051513672
2019-07-10,120.59881591796875
2019-05-07,120.39625549316406
2019-04-05,121.41868591308594
2019-03-04,121.09072875976562
2019-01-31,122.0070571899414
2019-09-12,121.57302856445312
2019-12-31,121.70805358886719
2020-03-19,121.10037994384766
2020-01-03,122.26749420166016
2020-06-09,121.33187103271484
2019-02-15,120.97499084472656
2019-01-14,122.74979400634766
2018-07-06,123.50212860107422
2018-08-07,122.43147277832031
2018-10-10,124.1773452758789
2018-12-13,124.52457427978516
2019-08-26,125.14189910888672
2019-07-25,125.21905517578125
2019-05-22,126.37651824951172
2019-03-19,127.79443359375
2020-01-06,128.54678344726562
