Dates,TRV
2020-05-06,148.6199951171875
2019-01-08,147.2899932861328
2018-12-07,148.4600067138672
2019-08-20,149.88999938964844
2018-11-05,151.24000549316406
2019-07-19,153.0500030517578
2018-10-04,152.50999450683594
2019-06-17,153.44000244140625
2019-05-16,152.44000244140625
2018-08-01,153.25999450683594
2019-03-13,151.19000244140625
2019-12-03,151.8000030517578
2020-02-20,153.1699981689453
2019-12-06,154.10000610351562
2020-05-12,152.35000610351562
2019-12-09,151.5500030517578
2020-02-26,150.1699981689453
2020-05-15,149.30999755859375
2019-03-28,145.3699951171875
2018-09-17,146.83999633789062
2018-08-16,147.22000122070312
2018-10-19,147.25
2019-04-29,148.52999877929688
2019-01-23,147.27999877929688
2019-09-04,146.11000061035156
2018-11-20,145.47000122070312
2019-07-02,145.47000122070312
2019-05-31,143.5800018310547
2019-12-12,142.7899932861328
2020-05-18,143.1199951171875
2019-09-27,146.22999572753906
2020-03-03,147.5800018310547
2020-05-21,146.25
2019-05-14,146.0
2018-08-31,143.42999267578125
2018-07-30,143.0399932861328
2018-10-02,145.33999633789062
2019-04-12,147.02000427246094
2019-03-11,146.38999938964844
2019-02-07,146.25
2019-07-17,146.2899932861328
2019-09-19,144.1699981689453
2019-10-21,145.2100067138672
2019-12-18,146.6999969482422
2020-03-06,145.6699981689453
2019-10-03,146.25999450683594
2020-03-09,146.14999389648438
2020-05-27,145.77999877929688
2019-12-24,147.83999633789062
2020-03-12,150.97999572753906
2018-12-20,151.69000244140625
2019-08-01,148.02000427246094
2018-08-14,145.5399932861328
2018-07-13,144.3000030517578
2018-10-17,146.8000030517578
2019-05-29,145.5800018310547
2019-03-26,145.52999877929688
2019-02-22,146.2100067138672
2019-10-04,144.6999969482422
2019-11-05,146.75
2019-12-27,146.07000732421875
2020-06-02,145.8300018310547
2019-12-30,146.4199981689453
2020-03-18,145.77999877929688
2020-06-05,146.8300018310547
2019-07-15,147.14999389648438
2018-12-03,147.97999572753906
2019-06-13,145.52000427246094
2019-01-04,141.75999450683594
2018-08-29,140.69000244140625
2019-02-05,141.8000030517578
2018-11-01,143.05999755859375
2019-08-16,140.60000610351562
2019-04-10,140.6199951171875
2019-09-17,140.7899932861328
2019-10-15,142.4199981689453
2020-01-02,142.16000366210938
2020-06-08,143.13999938964844
2019-10-18,141.55999755859375
2020-03-24,140.42999267578125
2020-06-11,140.2100067138672
2020-01-08,141.41000366210938
2019-04-25,129.82000732421875
2019-07-30,129.69000244140625
2019-02-20,131.0399932861328
2018-07-11,129.5
2018-09-13,129.22999572753906
2018-10-15,128.2899932861328
2019-06-28,128.74000549316406
2018-12-18,128.9499969482422
2018-11-16,129.77000427246094
2019-10-02,129.83999633789062
2020-03-27,130.14999389648438
2020-01-10,131.0800018310547
2019-10-24,132.6199951171875
2020-03-30,132.5
2020-06-17,132.8000030517578
2020-01-14,132.44000244140625
2020-04-02,132.50999450683594
2019-01-02,133.27999877929688
2019-08-14,133.35000610351562
2018-10-30,133.64999389648438
2019-06-11,134.36000061035156
2019-05-10,134.44000244140625
2019-04-08,133.7899932861328
2018-08-27,134.38999938964844
2018-07-26,134.8699951171875
2018-09-28,134.6999969482422
2019-03-07,136.1300048828125
2019-10-30,136.47000122070312
2020-01-17,135.25999450683594
2020-06-23,133.6999969482422
2020-04-08,133.3300018310547
2020-06-26,134.02999877929688
2019-03-22,134.7899932861328
2019-01-17,134.82000732421875
2019-08-29,135.14999389648438
2018-11-14,134.27999877929688
2019-06-26,134.30999755859375
2018-09-11,135.1199951171875
2018-07-09,135.67999267578125
2018-08-10,136.1999969482422
2019-04-23,134.94000244140625
2019-09-30,135.10000610351562
2020-01-23,136.0399932861328
2019-11-08,135.5800018310547
2020-04-14,135.5500030517578
2019-11-11,135.80999755859375
2020-01-29,135.97000122070312
2020-04-17,135.64999389648438
2018-07-24,136.1300048828125
2018-09-26,136.13999938964844
2019-05-08,136.35000610351562
2019-03-05,135.63999938964844
2019-02-01,135.10000610351562
2018-12-31,135.49000549316406
2018-11-29,136.6999969482422
2019-08-12,135.32000732421875
2019-07-11,135.35000610351562
2019-09-13,136.0
2019-11-14,136.30999755859375
2020-04-20,137.82000732421875
2020-02-04,138.83999633789062
2020-04-23,140.3800048828125
2018-12-14,140.49000549316406
2019-08-27,133.47999572753906
2018-08-08,133.61000061035156
2018-10-11,133.55999755859375
2018-11-12,134.33999633789062
2019-07-26,132.9499969482422
2019-06-24,132.11000061035156
2019-05-23,131.42999267578125
2019-03-20,132.27999877929688
2019-01-15,132.47999572753906
2019-11-20,133.86000061035156
2020-02-07,136.47999572753906
2020-02-10,135.22999572753906
2020-04-29,135.13999938964844
2019-11-26,135.64999389648438
2020-02-13,135.69000244140625
2019-01-30,135.22999572753906
2018-08-23,136.22999572753906
2018-09-24,135.75999450683594
2018-11-27,134.19000244140625
2018-10-26,132.60000610351562
2019-07-09,133.24000549316406
2019-06-07,133.32000732421875
2019-05-06,130.72999572753906
2019-04-04,128.55999755859375
2019-09-11,124.04000091552734
2019-11-29,117.37999725341797
2020-05-05,119.33000183105469
2019-12-02,124.37000274658203
2020-02-19,125.31999969482422
2020-05-08,126.80999755859375
2019-05-21,122.45999908447266
2019-03-18,113.30000305175781
2018-09-07,113.80000305175781
2018-08-06,111.19000244140625
2018-10-09,101.22000122070312
2019-02-14,99.19000244140625
2018-12-12,84.86000061035156
2019-07-24,80.4000015258789
2019-09-26,76.98999786376953
2019-10-28,77.5199966430664
2019-12-05,84.95999908447266
2020-05-11,87.11000061035156
2019-07-03,86.76000213623047
2020-02-25,87.66000366210938
2020-05-14,90.0999984741211
2020-02-28,94.80999755859375
2019-08-08,96.19999694824219
2019-06-05,99.01000213623047
2018-07-20,94.4000015258789
2018-08-21,93.9000015258789
2018-10-24,92.94000244140625
2019-04-02,96.77999877929688
2019-03-01,100.66999816894531
2019-01-28,100.12000274658203
2018-12-27,105.75
2019-09-09,105.83000183105469
2020-03-02,106.33999633789062
2020-05-20,101.97000122070312
2019-12-17,98.97000122070312
2020-03-05,102.1500015258789
2019-02-12,100.0999984741211
2019-01-11,96.55000305175781
2018-12-10,100.44000244140625
2019-08-23,100.25
2018-11-08,98.63999938964844
2019-07-22,101.43000030517578
2019-06-20,102.88999938964844
2018-09-05,103.91000366210938
2019-04-17,100.91000366210938
2019-09-24,95.63999938964844
2019-12-20,93.44999694824219
2020-05-26,96.76000213623047
2019-04-30,93.2300033569336
2019-12-23,94.19999694824219
2020-03-11,95.51000213623047
2020-05-29,94.45999908447266
2019-12-26,93.88999938964844
2020-06-01,89.52999877929688
2019-05-02,85.0999984741211
2019-02-27,87.7300033569336
2018-11-23,93.5
2019-08-06,92.93000030517578
2018-07-18,93.7699966430664
2018-09-20,94.93000030517578
2018-10-22,98.19999694824219
2019-07-05,102.7300033569336
2019-06-03,105.02999877929688
2019-10-09,106.58000183105469
2019-10-11,105.68000030517578
2020-03-17,105.41999816894531
2020-06-04,108.55000305175781
2019-10-14,112.5199966430664
2020-03-20,112.94999694824219
2018-11-06,120.18000030517578
2019-06-18,124.62000274658203
2019-05-17,123.91999816894531
2019-04-15,120.97000122070312
2019-03-14,110.37000274658203
2019-01-09,110.55999755859375
2018-08-02,108.16000366210938
2018-10-05,114.16999816894531
2019-08-21,114.54000091552734
2019-10-17,113.5
2020-03-23,115.25
2020-06-10,114.27999877929688
2019-02-25,115.98999786376953
2020-01-07,111.4000015258789
2020-03-26,111.52999877929688
2019-10-23,110.55000305175781
