Dates,TRV
2018-06-20,128.8300018310547
2018-06-21,124.94000244140625
2018-06-25,125.30999755859375
2018-06-22,124.91999816894531
2018-06-26,124.4000015258789
2018-06-27,123.47000122070312
2018-06-28,122.83000183105469
2018-06-29,124.0199966430664
2018-07-02,122.44999694824219
2018-07-03,124.05000305175781
2018-07-05,123.48999786376953
2018-07-16,123.80000305175781
2018-09-18,125.5999984741211
2019-01-24,126.13999938964844
2019-09-05,125.66999816894531
2018-11-21,126.43000030517578
2020-01-13,126.79000091552734
2020-04-01,128.22999572753906
2020-06-19,129.4499969482422
2019-10-29,130.4600067138672
2020-01-16,127.5
2020-06-22,126.12999725341797
2018-10-03,125.55000305175781
2018-07-31,125.38999938964844
2019-03-12,126.43000030517578
2019-02-08,130.1199951171875
2019-01-07,131.6300048828125
2018-12-06,131.97999572753906
2019-08-19,131.4199981689453
2019-07-18,130.4499969482422
2019-05-15,128.86000061035156
2019-09-20,129.6999969482422
2019-11-01,130.52000427246094
2020-04-07,131.1300048828125
2020-06-25,129.8699951171875
2020-06-16,130.1199951171875
2019-11-04,129.16000366210938
2020-01-22,129.35000610351562
2019-11-07,127.98999786376953
2020-04-13,129.08999633789062
2019-07-01,130.97000122070312
2019-05-30,130.80999755859375
2018-08-15,131.63999938964844
2018-10-18,132.25999450683594
2019-03-27,131.8800048828125
2019-01-22,129.8699951171875
2018-12-21,130.67999267578125
2019-09-03,132.3300018310547
2018-11-19,132.77000427246094
2019-08-02,133.25
2020-01-28,132.63999938964844
2020-04-16,131.72000122070312
2019-11-13,132.24000549316406
2020-01-31,133.30999755859375
2018-12-04,133.39999389648438
2018-11-02,132.11000061035156
2019-07-16,129.5500030517578
2018-08-30,128.30999755859375
2018-10-01,128.1999969482422
2019-06-14,129.41000366210938
2019-05-13,130.1199951171875
2019-04-11,130.60000610351562
2019-02-06,131.74000549316406
2019-09-18,133.5
2020-02-03,134.61000061035156
2020-04-22,134.50999450683594
2019-11-19,134.44000244140625
2020-02-06,133.10000610351562
2019-11-22,131.74000549316406
2019-03-25,129.92999267578125
2019-02-21,129.9199981689453
2018-12-19,130.63999938964844
2018-07-12,129.60000610351562
2018-09-14,130.33999633789062
2018-08-13,130.8800048828125
2018-10-16,131.44000244140625
2019-07-31,132.47000122070312
2019-05-28,132.02999877929688
2019-04-26,131.60000610351562
2020-04-28,128.0
2019-11-25,125.0999984741211
2020-02-12,124.69999694824219
2020-05-01,124.8499984741211
2020-05-04,127.19000244140625
2019-06-12,127.30000305175781
2019-04-09,126.79000091552734
2019-03-08,126.6500015258789
2019-02-04,124.58000183105469
2018-07-27,123.68000030517578
2018-08-28,122.2699966430664
2019-01-03,122.11000061035156
2019-08-15,124.5
2018-10-31,126.01000213623047
2019-09-16,126.95999908447266
2020-02-18,125.33999633789062
2020-05-07,126.93000030517578
2018-08-17,127.37999725341797
2019-12-04,128.66000366210938
2020-02-21,130.3699951171875
2018-12-17,131.50999450683594
2019-08-30,131.80999755859375
2018-11-15,130.8000030517578
2019-07-29,128.27000427246094
2019-06-27,127.5
2019-04-24,125.61000061035156
2018-07-10,128.7899932861328
2018-09-12,130.57000732421875
2019-02-19,131.10000610351562
2019-01-18,129.5399932861328
2020-02-24,127.6500015258789
2020-05-13,130.33999633789062
2019-12-10,130.57000732421875
2020-02-27,130.99000549316406
2019-12-13,131.2100067138672
2020-05-19,130.9499969482422
2019-03-06,130.9199981689453
2018-11-30,130.52000427246094
2019-08-13,126.43000030517578
2019-07-12,126.19000244140625
2019-06-10,123.55999755859375
2019-05-09,124.41999816894531
2018-07-25,123.29000091552734
2018-09-27,122.61000061035156
2018-10-29,121.44999694824219
2019-10-16,121.79000091552734
2019-12-16,121.06999969482422
2020-03-04,121.68000030517578
2020-05-22,119.44000244140625
2019-10-01,120.30999755859375
2019-12-19,115.87000274658203
2018-09-10,117.16999816894531
2019-05-24,118.70999908447266
2018-08-09,119.76000213623047
2019-04-22,119.75
2019-03-21,118.19000244140625
2019-01-16,117.30000305175781
2019-08-28,118.77999877929688
2018-11-13,119.54000091552734
2018-10-12,119.51000213623047
2019-06-25,119.55999755859375
2020-03-10,120.3499984741211
2020-05-28,120.86000061035156
