Dates,TRV
2018-06-20,124.98999786376953
2018-06-21,123.44999694824219
2018-06-25,124.41000366210938
2018-06-22,123.72000122070312
2018-06-26,122.62000274658203
2018-06-27,121.33999633789062
2018-06-28,122.44999694824219
2018-06-29,122.33999633789062
2018-07-02,122.38999938964844
2018-07-03,122.7699966430664
2018-07-05,122.5999984741211
2018-07-16,123.18000030517578
2018-09-18,125.4000015258789
2019-01-24,125.87000274658203
2019-09-05,125.05000305175781
2018-11-21,126.0199966430664
2020-01-13,126.62999725341797
2020-04-01,128.19000244140625
2020-06-19,128.7899932861328
2019-10-29,130.0
2020-01-16,125.18000030517578
2020-06-22,125.19999694824219
2018-10-03,124.23999786376953
2018-07-31,124.75
2019-03-12,126.27999877929688
2019-02-08,129.49000549316406
2019-01-07,130.72999572753906
2018-12-06,131.10000610351562
2019-08-19,130.13999938964844
2019-07-18,128.9600067138672
2019-05-15,128.3300018310547
2019-09-20,129.6999969482422
2019-11-01,130.0
2020-04-07,129.94000244140625
2020-06-25,129.2100067138672
2020-06-16,129.55999755859375
2019-11-04,128.8699951171875
2020-01-22,128.0500030517578
2019-11-07,127.54000091552734
2020-04-13,128.77000427246094
2019-07-01,130.33999633789062
2019-05-30,130.4199981689453
2018-08-15,131.4199981689453
2018-10-18,131.7100067138672
2019-03-27,129.41000366210938
2019-01-22,129.52000427246094
2018-12-21,130.50999450683594
2019-09-03,131.88999938964844
2018-11-19,132.27999877929688
2019-08-02,132.66000366210938
2020-01-28,131.64999389648438
2020-04-16,131.60000610351562
2019-11-13,132.1300048828125
2020-01-31,132.58999633789062
2018-12-04,132.57000732421875
2018-11-02,130.08999633789062
2019-07-16,127.5999984741211
2018-08-30,127.8499984741211
2018-10-01,126.88999938964844
2019-06-14,128.8300018310547
2019-05-13,130.00999450683594
2019-04-11,129.88999938964844
2019-02-06,131.3699951171875
2019-09-18,132.5
2020-02-03,134.14999389648438
2020-04-22,134.44000244140625
2019-11-19,132.8300018310547
2020-02-06,131.2899932861328
2019-11-22,129.5
2019-03-25,129.1199951171875
2019-02-21,129.7100067138672
2018-12-19,128.97000122070312
2018-07-12,129.50999450683594
2018-09-14,129.5399932861328
2018-08-13,130.7899932861328
2018-10-16,130.1300048828125
2019-07-31,131.66000366210938
2019-05-28,131.58999633789062
2019-04-26,128.1699981689453
2020-04-28,124.30999755859375
2019-11-25,123.6500015258789
2020-02-12,123.38999938964844
2020-05-01,124.75
2020-05-04,126.44000244140625
2019-06-12,125.13999938964844
2019-04-09,126.06999969482422
2019-03-08,124.06999969482422
2019-02-04,123.80000305175781
2018-07-27,121.55999755859375
2018-08-28,121.23999786376953
2019-01-03,121.29000091552734
2019-08-15,122.31999969482422
2018-10-31,125.87000274658203
2019-09-16,125.12999725341797
2020-02-18,125.19999694824219
2020-05-07,124.9000015258789
2018-08-17,126.52999877929688
2019-12-04,128.60000610351562
2020-02-21,130.27999877929688
2018-12-17,130.99000549316406
2019-08-30,131.02999877929688
2018-11-15,127.04000091552734
2019-07-29,126.80999755859375
2019-06-27,123.04000091552734
2019-04-24,125.58999633789062
2018-07-10,128.77000427246094
2018-09-12,130.52000427246094
2019-02-19,128.3699951171875
2019-01-18,127.76000213623047
2020-02-24,126.5999984741211
2020-05-13,130.33999633789062
2019-12-10,129.61000061035156
2020-02-27,130.6999969482422
2019-12-13,130.6300048828125
2020-05-19,130.3699951171875
2019-03-06,130.11000061035156
2018-11-30,126.69000244140625
2019-08-13,125.41000366210938
2019-07-12,123.55999755859375
2019-06-10,123.0
2019-05-09,120.97000122070312
2018-07-25,122.01000213623047
2018-09-27,121.5
2018-10-29,120.55000305175781
2019-10-16,119.93000030517578
2019-12-16,119.30000305175781
2020-03-04,119.16000366210938
2020-05-22,117.31999969482422
2019-10-01,116.05999755859375
2019-12-19,112.62999725341797
2018-09-10,117.16999816894531
2019-05-24,118.66999816894531
2018-08-09,118.23999786376953
2019-04-22,119.75
2019-03-21,117.37000274658203
2019-01-16,115.26000213623047
2019-08-28,118.68000030517578
2018-11-13,118.30000305175781
2018-10-12,117.83999633789062
2019-06-25,118.68000030517578
2020-03-10,120.2699966430664
2020-05-28,120.47000122070312
2019-10-07,120.58000183105469
2020-03-13,121.81999969482422
2019-10-10,122.30000305175781
2020-03-16,122.94000244140625
2020-06-03,124.01000213623047
2018-11-28,122.36000061035156
2018-09-25,123.0199966430664
2018-07-23,124.37999725341797
2018-08-24,124.9800033569336
2019-07-10,125.02999877929688
2019-05-07,124.81999969482422
2019-04-05,125.87999725341797
2019-03-04,125.54000091552734
2019-01-31,126.48999786376953
2019-09-12,126.04000091552734
2019-12-31,126.18000030517578
2020-03-19,125.55000305175781
2020-01-03,126.76000213623047
2020-06-09,125.79000091552734
2019-02-15,125.41999816894531
2019-01-14,127.26000213623047
2018-07-06,128.0399932861328
2018-08-07,126.93000030517578
2018-10-10,128.74000549316406
2018-12-13,129.10000610351562
2019-08-26,129.74000549316406
2019-07-25,129.82000732421875
2019-05-22,131.02000427246094
2019-03-19,132.49000549316406
2020-01-06,133.27000427246094
2020-03-25,132.6199951171875
2020-06-12,132.91000366210938
2019-10-22,133.02999877929688
2020-01-09,132.14999389648438
2020-06-15,132.69000244140625
2019-10-25,131.8000030517578
2020-03-31,131.49000549316406
2020-06-18,131.02000427246094
2019-04-03,131.8699951171875
2018-08-22,132.72000122070312
2018-10-25,133.0
2019-01-29,133.05999755859375
2018-12-28,134.17999267578125
2018-11-26,134.94000244140625
2019-08-09,132.92999267578125
2019-07-08,131.3300018310547
2019-06-06,134.3699951171875
2019-09-10,134.89999389648438
2020-01-15,134.9499969482422
2020-04-03,134.97999572753906
2019-10-31,136.35000610351562
2020-04-06,136.89999389648438
2020-06-24,137.16000366210938
2018-11-09,138.02000427246094
2019-07-23,136.80999755859375
2019-06-21,136.60000610351562
2019-05-20,136.52000427246094
2019-04-18,136.39999389648438
2018-09-06,135.8800048828125
2018-10-08,135.19000244140625
2019-02-13,135.4600067138672
2018-12-11,136.27999877929688
2019-09-25,137.72000122070312
2020-01-21,136.7899932861328
2020-04-09,138.33999633789062
2019-11-06,135.8699951171875
2020-01-24,138.92999267578125
2020-01-27,136.61000061035156
2020-04-15,138.00999450683594
2018-12-26,139.17999267578125
2019-08-07,139.19000244140625
2019-06-04,140.24000549316406
2018-09-21,141.4600067138672
2018-07-19,143.75
2018-08-20,143.0800018310547
2018-10-23,142.6999969482422
2019-05-03,143.35000610351562
2019-04-01,143.42999267578125
2019-02-28,141.7100067138672
2019-11-12,141.52999877929688
2020-01-30,141.8300018310547
2019-11-15,143.9600067138672
2020-04-21,143.41000366210938
2019-04-16,145.7100067138672
2019-03-15,146.52000427246094
2019-02-11,147.41000366210938
2019-01-10,147.49000549316406
2019-08-22,148.1699981689453
2018-11-07,147.47000122070312
2018-08-03,147.9600067138672
2018-09-04,146.94000244140625
2019-06-19,147.94000244140625
2019-09-23,146.27999877929688
2019-11-18,145.07000732421875
2020-02-05,145.72999572753906
2020-04-24,145.57000732421875
2019-03-29,146.7899932861328
2019-11-21,147.5500030517578
2020-04-27,149.85000610351562
2020-02-11,149.0
2020-04-30,149.52999877929688
2019-05-01,149.32000732421875
2019-02-26,149.19000244140625
2019-01-25,149.72999572753906
2018-12-24,149.41000366210938
2019-09-06,150.11000061035156
2018-07-17,149.9199981689453
2018-09-19,150.3300018310547
2019-08-05,151.60000610351562
2019-10-08,152.19000244140625
2019-12-11,151.47999572753906
2019-11-27,152.02000427246094
2020-02-14,153.1300048828125
2020-05-06,148.6999969482422
2019-01-08,149.1999969482422
2018-12-07,149.52000427246094
2019-08-20,151.4199981689453
2018-11-05,152.8300018310547
2019-07-19,154.3000030517578
2018-10-04,154.08999633789062
2019-06-17,153.8000030517578
2019-05-16,153.4499969482422
2018-08-01,153.3300018310547
2019-03-13,152.42999267578125
2019-12-03,153.38999938964844
2020-02-20,154.8300018310547
2019-12-06,154.58999633789062
2020-05-12,152.3800048828125
2019-12-09,152.7100067138672
2020-02-26,150.22999572753906
2020-05-15,149.7100067138672
2019-03-28,147.5
2018-09-17,148.85000610351562
2018-08-16,148.49000549316406
2018-10-19,149.92999267578125
2019-04-29,148.74000549316406
2019-01-23,147.6199951171875
2019-09-04,146.6199951171875
2018-11-20,145.77999877929688
2019-07-02,146.9199981689453
2019-05-31,143.92999267578125
2019-12-12,145.9600067138672
2020-05-18,147.36000061035156
2019-09-27,148.22000122070312
2020-03-03,149.07000732421875
2020-05-21,146.3000030517578
2019-05-14,148.22000122070312
2018-08-31,143.47999572753906
2018-07-30,145.58999633789062
2018-10-02,146.80999755859375
2019-04-12,147.5800018310547
2019-03-11,146.50999450683594
2019-02-07,147.0399932861328
2019-07-17,147.80999755859375
2019-09-19,144.72999572753906
2019-10-21,147.33999633789062
2019-12-18,147.10000610351562
2020-03-06,146.3699951171875
2019-10-03,146.94000244140625
2020-03-09,146.9600067138672
2020-05-27,147.57000732421875
2019-12-24,150.16000366210938
2020-03-12,151.74000549316406
2018-12-20,152.83999633789062
2019-08-01,149.22999572753906
2018-08-14,146.57000732421875
2018-07-13,146.22999572753906
2018-10-17,148.3000030517578
2019-05-29,146.30999755859375
2019-03-26,146.33999633789062
2019-02-22,147.25
2019-10-04,146.47000122070312
2019-11-05,146.94000244140625
2019-12-27,146.27999877929688
2020-06-02,146.5399932861328
2019-12-30,146.75
2020-03-18,146.85000610351562
2020-06-05,148.10000610351562
2019-07-15,148.0
2018-12-03,148.69000244140625
2019-06-13,145.5500030517578
2019-01-04,142.38999938964844
2018-08-29,141.72999572753906
2019-02-05,144.9600067138672
2018-11-01,143.14999389648438
2019-08-16,140.6300048828125
2019-04-10,141.3000030517578
2019-09-17,141.55999755859375
2019-10-15,142.60000610351562
2020-01-02,143.11000061035156
2020-06-08,143.30999755859375
2019-10-18,142.57000732421875
2020-03-24,140.47999572753906
2020-06-11,141.36000061035156
2020-01-08,141.91000366210938
2019-04-25,130.14999389648438
2019-07-30,132.16000366210938
2019-02-20,131.42999267578125
2018-07-11,130.42999267578125
2018-09-13,129.3000030517578
2018-10-15,128.92999267578125
2019-06-28,129.77999877929688
2018-12-18,131.05999755859375
2018-11-16,130.72000122070312
2019-10-02,130.1999969482422
2020-03-27,131.27000427246094
2020-01-10,132.35000610351562
2019-10-24,133.00999450683594
2020-03-30,133.2899932861328
2020-06-17,133.5399932861328
2020-01-14,133.35000610351562
2020-04-02,134.1300048828125
2019-01-02,133.9499969482422
2019-08-14,133.57000732421875
2018-10-30,134.2899932861328
2019-06-11,135.4600067138672
2019-05-10,135.42999267578125
2019-04-08,134.69000244140625
2018-08-27,135.1300048828125
2018-07-26,135.02999877929688
2018-09-28,136.67999267578125
2019-03-07,136.83999633789062
2019-10-30,136.72000122070312
2020-01-17,135.25999450683594
2020-06-23,134.6199951171875
2020-04-08,135.1699981689453
2020-06-26,134.30999755859375
2019-03-22,135.72000122070312
2019-01-17,135.4499969482422
2019-08-29,135.5399932861328
2018-11-14,134.6300048828125
2019-06-26,135.61000061035156
2018-09-11,135.66000366210938
2018-07-09,136.17999267578125
2018-08-10,136.99000549316406
2019-04-23,135.6699981689453
2019-09-30,136.47000122070312
2020-01-23,136.42999267578125
2019-11-08,136.22999572753906
2020-04-14,135.8300018310547
2019-11-11,136.2899932861328
2020-01-29,136.8000030517578
2020-04-17,136.49000549316406
2018-07-24,136.9499969482422
2018-09-26,137.50999450683594
2019-05-08,137.02000427246094
2019-03-05,137.1699981689453
2019-02-01,135.16000366210938
2018-12-31,136.61000061035156
2018-11-29,137.6199951171875
2019-08-12,135.50999450683594
2019-07-11,136.25999450683594
2019-09-13,136.64999389648438
2019-11-14,137.57000732421875
2020-04-20,138.85000610351562
2020-02-04,140.72999572753906
2020-04-23,140.91000366210938
2018-12-14,141.33999633789062
2019-08-27,134.19000244140625
2018-08-08,134.77999877929688
2018-10-11,133.72999572753906
2018-11-12,134.38999938964844
2019-07-26,133.27000427246094
2019-06-24,134.1999969482422
2019-05-23,131.6199951171875
2019-03-20,133.61000061035156
2019-01-15,132.5800018310547
2019-11-20,136.77999877929688
2020-02-07,136.5
2020-02-10,136.00999450683594
2020-04-29,136.22000122070312
2019-11-26,137.3800048828125
2020-02-13,135.7100067138672
2019-01-30,136.8800048828125
2018-08-23,137.75999450683594
2018-09-24,135.8800048828125
2018-11-27,134.50999450683594
2018-10-26,133.97999572753906
2019-07-09,135.16000366210938
2019-06-07,134.1199951171875
2019-05-06,130.7899932861328
2019-04-04,128.55999755859375
2019-09-11,124.08000183105469
2019-11-29,119.80999755859375
2020-05-05,127.68000030517578
2019-12-02,125.30999755859375
2020-02-19,131.52999877929688
2020-05-08,128.02000427246094
2019-05-21,124.83999633789062
2019-03-18,116.19999694824219
2018-09-07,119.56999969482422
2018-08-06,112.5999984741211
2018-10-09,102.18000030517578
2019-02-14,107.44999694824219
2018-12-12,85.0999984741211
2019-07-24,96.41000366210938
2019-09-26,81.69000244140625
2019-10-28,86.06999969482422
2019-12-05,89.51000213623047
2020-05-11,88.36000061035156
2019-07-03,93.73999786376953
2020-02-25,92.18000030517578
2020-05-14,98.66999816894531
2020-02-28,99.94999694824219
2019-08-08,102.58999633789062
2019-06-05,99.3499984741211
2018-07-20,95.19999694824219
2018-08-21,97.19000244140625
2018-10-24,93.88999938964844
2019-04-02,98.9800033569336
2019-03-01,100.77999877929688
2019-01-28,104.94000244140625
2018-12-27,109.73999786376953
2019-09-09,106.41999816894531
2020-03-02,108.0199966430664
2020-05-20,102.16999816894531
2019-12-17,99.80999755859375
2020-03-05,105.06999969482422
2019-02-12,101.77999877929688
2019-01-11,101.77999877929688
2018-12-10,101.79000091552734
2019-08-23,100.44999694824219
2018-11-08,100.81999969482422
2019-07-22,102.88999938964844
2019-06-20,104.29000091552734
2018-09-05,106.0
2019-04-17,101.20999908447266
2019-09-24,96.05000305175781
2019-12-20,96.91000366210938
2020-05-26,96.8499984741211
2019-04-30,93.29000091552734
2019-12-23,95.80000305175781
2020-03-11,97.33999633789062
2020-05-29,95.51000213623047
2019-12-26,93.95999908447266
2020-06-01,89.86000061035156
2019-05-02,90.22000122070312
2019-02-27,90.30999755859375
2018-11-23,95.30000305175781
2019-08-06,93.2699966430664
2018-07-18,95.54000091552734
2018-09-20,99.16999816894531
2018-10-22,100.0999984741211
2019-07-05,103.36000061035156
2019-06-03,106.81999969482422
2019-10-09,107.58999633789062
2019-10-11,106.9800033569336
2020-03-17,109.1500015258789
2020-06-04,111.0
2019-10-14,114.47000122070312
2020-03-20,118.0
2018-11-06,124.36000061035156
2019-06-18,128.0
2019-05-17,125.41999816894531
2019-04-15,120.9800033569336
2019-03-14,110.55000305175781
2019-01-09,113.33000183105469
2018-08-02,114.8499984741211
2018-10-05,116.1500015258789
2019-08-21,114.81999969482422
2019-10-17,116.05000305175781
2020-03-23,116.55999755859375
2020-06-10,116.2300033569336
2019-02-25,116.19000244140625
2020-01-07,112.86000061035156
2020-03-26,114.62000274658203
2019-10-23,111.0
