Dates,AA
2007-12-31,87.82965087890625
2008-01-02,87.6133804321289
2008-01-04,86.94053649902344
2008-01-07,86.21964263916016
2008-01-03,84.1290283203125
2008-01-08,79.8276596069336
2008-01-09,74.61315155029297
2008-01-10,75.8867416381836
2008-01-11,74.7332992553711
2008-01-14,77.01615142822266
2008-01-15,78.2176513671875
2008-03-14,74.49299621582031
2008-06-18,73.77210235595703
2009-01-28,70.11953735351562
2008-04-15,66.37085723876953
2008-11-25,68.34131622314453
2009-04-02,70.40789794921875
2008-10-07,74.87747955322266
2008-01-25,72.73880767822266
2008-02-26,76.2471923828125
2008-04-30,78.28974151611328
2008-09-05,77.20838928222656
2008-08-04,80.90901184082031
2008-07-03,83.07170867919922
2009-03-16,80.0198974609375
2009-02-12,79.17884826660156
2008-12-10,77.47271728515625
2009-04-08,78.50601196289062
2008-03-12,81.26946258544922
2008-10-22,82.49498748779297
2008-08-19,81.10124969482422
2008-07-18,86.53202819824219
2008-06-16,84.4894790649414
2009-02-27,86.96456909179688
2008-05-15,86.41188049316406
2009-01-26,88.62264251708984
2009-03-31,87.421142578125
2009-04-14,88.0459213256836
2009-04-17,92.73177337646484
2009-04-20,91.77056884765625
2008-07-01,92.77983093261719
2008-05-30,93.164306640625
2009-02-10,89.31951141357422
2009-01-09,91.07369995117188
2008-01-23,91.91474914550781
2008-03-27,93.35655212402344
2008-04-28,88.93502807617188
2008-12-08,87.94979858398438
2008-11-06,87.75756072998047
2008-09-03,90.76130676269531
2009-04-23,89.51174926757812
2008-09-18,92.92401123046875
2008-07-16,89.87220001220703
2009-02-25,90.30474090576172
2008-03-10,92.77983093261719
2008-02-07,84.94605255126953
2008-04-11,83.86470031738281
2008-05-13,84.94605255126953
2008-12-23,86.05142974853516
2008-11-21,87.03665924072266
2008-10-20,86.02739715576172
2009-04-29,86.82038879394531
2009-05-05,86.94053649902344
2008-11-04,87.70950317382812
2008-10-03,86.84442138671875
2008-07-31,92.9720687866211
2008-03-25,94.6781997680664
2008-02-22,88.4303970336914
2009-03-12,89.223388671875
2008-05-28,88.35830688476562
2009-01-07,85.88321685791016
2009-04-13,84.34529876708984
2009-05-15,81.94229888916016
2009-05-08,84.4894790649414
2008-06-12,86.33979034423828
2009-02-23,86.74829864501953
2009-01-22,87.01262664794922
2008-11-19,86.91651153564453
2008-09-16,85.95530700683594
2008-02-05,84.87396240234375
2008-04-09,84.00888061523438
2008-08-15,85.85919189453125
2008-07-14,85.71501159667969
2009-03-27,83.36006927490234
2009-05-14,83.31201171875
2008-09-22,83.98484802246094
2008-07-29,86.96456909179688
2008-06-27,90.04041290283203
2009-03-10,91.5302734375
2009-02-06,92.77983093261719
2009-01-05,95.35104370117188
2008-12-04,94.24565887451172
2008-02-20,99.26792907714844
2008-04-24,101.40660095214844
2008-10-01,101.1903305053711
2009-05-13,103.13675689697266
2009-05-26,103.3290023803711
2008-03-06,105.92424011230469
2008-11-17,103.78556823730469
2008-10-16,98.33075714111328
2008-08-13,97.41761779785156
2008-06-10,96.55254364013672
2008-05-09,97.32150268554688
2009-01-20,99.00360107421875
2008-04-07,97.56179809570312
2008-12-19,97.2734375
2009-03-25,96.86492919921875
2009-05-29,94.91850280761719
2009-06-01,93.90924072265625
2009-02-04,95.56730651855469
2008-01-17,96.79283905029297
2008-04-22,100.42137145996094
2008-12-02,99.7725601196289
2008-10-31,94.34178161621094
2008-09-29,91.60236358642578
2008-08-28,95.37506866455078
2008-06-25,95.47119140625
2009-04-09,94.00536346435547
2009-05-11,94.10147857666016
2008-08-11,93.06819152832031
2008-07-10,90.08847045898438
2008-02-01,90.35279846191406
2008-03-04,89.51174926757812
2009-02-19,87.92577362060547
2008-05-07,84.82589721679688
2008-12-17,85.30650329589844
2008-10-14,84.77783966064453
2008-09-12,83.52828216552734
2009-03-23,77.66496276855469
2008-10-29,79.70751190185547
2008-08-26,80.59661865234375
2008-03-19,81.67797088623047
2008-07-25,77.6889877319336
2008-06-23,82.25469207763672
2009-03-06,85.282470703125
2008-05-22,83.43215942382812
2009-02-02,83.72052001953125
2009-04-07,82.83141326904297
2009-01-16,80.9811019897461
2008-12-15,82.11051177978516
2008-11-13,82.01438903808594
2009-02-17,81.26946258544922
2008-04-03,78.8424301147461
2008-01-30,75.57434844970703
2008-05-05,76.2712173461914
2008-09-10,79.03466796875
2008-07-08,78.53003692626953
2008-06-06,83.57633972167969
2009-04-16,81.10124969482422
2008-07-23,77.28047943115234
2009-03-04,75.23793029785156
2008-05-20,76.72779083251953
2008-12-30,76.92002868652344
2008-11-28,76.41539764404297
2008-03-17,76.2712173461914
2008-02-14,75.18987274169922
2008-04-18,74.25270080566406
2008-10-27,76.94406127929688
2008-09-25,76.58361053466797
2009-04-22,77.064208984375
2008-10-10,74.37284851074219
2008-09-08,75.35807800292969
2008-08-07,76.31928253173828
2009-03-19,77.56884002685547
2008-06-04,76.4394302368164
2009-01-14,75.31002044677734
2008-01-28,76.53555297851562
2008-04-01,77.6889877319336
2008-02-29,77.80914306640625
2008-11-11,76.29524993896484
2009-04-28,73.19538116455078
2009-05-01,71.39312744140625
2008-11-26,68.58161926269531
2008-09-23,69.32655334472656
2008-08-22,65.50578308105469
2008-07-21,65.16935729980469
2008-06-19,64.0880126953125
2009-03-02,65.8902587890625
2008-04-16,66.56310272216797
2008-02-12,63.27098846435547
2009-01-29,62.83845138549805
2009-04-03,61.68500900268555
2009-05-04,64.905029296875
2009-05-07,63.9197998046875
2008-02-27,63.82368087768555
2009-03-17,62.67023849487305
2008-06-02,61.92530822753906
2009-02-13,58.705291748046875
2008-05-01,55.74959945678711
2009-01-12,53.01018142700195
2008-12-11,53.70705032348633
2008-10-08,50.65523910522461
2008-08-05,47.603431701660156
2009-05-20,44.815948486328125
2008-04-14,44.335350036621094
2008-03-13,36.429481506347656
2008-05-16,36.189178466796875
2008-10-23,27.97092056274414
2008-08-20,32.176170349121094
2008-06-17,35.203948974609375
2009-01-27,30.373920440673828
2008-12-26,27.754650115966797
2008-11-24,28.571670532226562
2009-04-01,29.316600799560547
2009-05-19,29.124359130859375
2009-05-22,28.0910701751709
2008-12-09,25.54388999938965
2008-11-07,22.41999053955078
2008-01-24,22.732379913330078
2008-02-25,22.828500747680664
2008-03-28,26.52911949157715
2008-04-29,28.0910701751709
2008-10-06,27.32210922241211
2008-09-04,28.427490234375
2008-07-02,29.65302085876465
2009-02-11,29.364660263061523
2009-05-28,27.63450050354004
2009-02-26,25.15941047668457
2008-07-17,28.35540008544922
2008-05-14,26.91360092163086
2008-12-24,25.207469940185547
2008-02-08,25.063289642333984
2008-03-11,26.360910415649414
2008-10-21,25.255529403686523
2008-09-19,23.83776092529297
2008-08-18,22.468050003051758
2009-03-30,19.392210006713867
2008-08-01,18.28683090209961
2008-09-02,21.62700080871582
2009-03-13,22.972679138183594
2009-01-08,22.780439376831055
2008-01-22,24.991199493408203
2008-03-26,24.462539672851562
2008-05-29,23.429250717163086
2008-11-05,21.69908905029297
2009-02-09,22.03550910949707
2008-06-30,19.488330841064453
2009-02-24,21.170429229736328
2008-11-20,22.924619674682617
2008-09-17,24.270299911499023
2009-01-23,24.174179077148438
2008-04-10,22.516109466552734
2008-02-06,24.58268928527832
2008-05-12,24.198209762573242
2008-07-15,24.414480209350586
2008-12-22,25.375680923461914
2008-06-13,24.12611961364746
2008-10-24,23.78969955444336
2009-01-06,22.588199615478516
2008-05-27,23.164920806884766
2008-12-05,22.564170837402344
2009-03-11,24.030000686645508
2008-11-03,23.693580627441406
2008-10-02,25.61598014831543
2008-02-21,27.298080444335938
2008-03-24,29.364660263061523
2008-04-25,29.292570114135742
2008-07-30,26.457029342651367
2008-09-15,25.54388999938965
2008-08-14,27.39419937133789
2008-06-11,24.51059913635254
2009-01-21,23.429250717163086
2008-11-18,22.203720092773438
2008-03-07,21.458789825439453
2008-02-04,23.164920806884766
2008-04-08,21.987449645996094
2008-10-17,20.71385955810547
2009-03-26,20.209230422973633
2008-08-21,19.224000930786133
2009-04-15,20.161169052124023
2008-01-18,20.305349349975586
2008-02-19,21.3626708984375
2008-12-03,20.52161979675293
2008-09-30,20.377439498901367
2008-08-29,18.671310424804688
2008-07-28,18.95966911315918
2008-06-26,19.392210006713867
2009-03-09,18.719369888305664
2009-02-05,19.80072021484375
2008-04-23,20.473560333251953
2009-04-24,20.59370994567871
2008-06-09,18.983699798583984
2009-02-20,18.623249053955078
2008-03-05,18.262800216674805
2008-05-08,17.205480575561523
2008-12-18,16.388460159301758
2008-10-15,16.100099563598633
2008-08-12,14.778450012207031
2008-07-11,15.427260398864746
2009-03-24,14.201729774475098
2009-04-27,15.523380279541016
2009-04-30,16.052040100097656
2008-08-27,15.018750190734863
2008-01-16,14.5381498336792
2008-04-21,14.057550430297852
2008-03-20,14.129639625549316
2008-06-24,14.466059684753418
2008-05-23,13.000229835510254
2009-02-03,12.495599746704102
2009-01-02,13.72113037109375
2008-12-01,14.80247974395752
2008-10-30,13.769189834594727
2008-11-14,14.297849655151367
2008-10-13,14.225760459899902
2008-09-11,13.000229835510254
2008-03-03,13.216500282287598
2008-01-31,13.961429595947266
2008-04-04,15.643529891967773
2008-05-06,16.34040069580078
2008-07-09,17.229509353637695
2009-02-18,18.334890365600586
2008-12-16,19.103849411010742
2009-05-12,18.74340057373047
2009-05-18,17.662050247192383
2008-05-21,17.421749114990234
2008-12-31,17.157419204711914
2008-10-28,19.512359619140625
2008-03-18,19.632509231567383
2008-02-15,19.15191078186035
2008-09-26,18.142650604248047
2008-08-25,19.392210006713867
2008-07-24,20.641769409179688
2009-03-05,20.954160690307617
2009-04-06,21.939390182495117
2009-05-21,20.930130004882812
2008-08-08,22.203720092773438
2008-07-07,21.963420867919922
2008-06-05,21.3626708984375
2009-01-15,19.512359619140625
2008-04-02,20.545650482177734
2008-01-29,20.834009170532227
2008-11-12,21.69908905029297
2008-09-09,21.05027961730957
2009-03-20,20.665800094604492
2009-04-21,20.930130004882812
2009-05-27,21.81924057006836
2008-02-11,21.84326934814453
2008-09-24,24.05402946472168
2008-07-22,24.943140029907227
2008-06-20,25.11134910583496
2009-03-03,26.288820266723633
2008-05-19,24.462539672851562
2009-01-30,23.429250717163086
2008-02-13,23.453279495239258
2008-04-17,21.987449645996094
2008-12-29,20.617740631103516
2009-05-06,21.530879974365234
2008-05-02,22.27581024169922
2009-01-13,22.972679138183594
2008-12-12,23.765670776367188
2008-11-10,22.15566062927246
2008-10-09,22.08357048034668
2008-08-06,21.194459915161133
2009-03-18,22.468050003051758
2008-02-28,22.251779556274414
2008-03-31,22.203720092773438
2008-06-03,22.828500747680664
