Dates,AZN
2018-06-20,36.130001068115234
2018-06-21,35.150001525878906
2018-06-25,35.060001373291016
2018-06-22,34.970001220703125
2018-06-26,34.880001068115234
2018-06-27,34.54999923706055
2018-06-28,34.900001525878906
2018-06-29,35.11000061035156
2018-07-02,34.81999969482422
2018-07-03,34.7599983215332
2018-07-05,34.93000030517578
2018-07-16,35.18000030517578
2018-09-18,35.36000061035156
2019-01-24,35.599998474121094
2019-09-05,35.439998626708984
2018-11-21,36.959999084472656
2020-01-13,37.15999984741211
2020-04-01,36.65999984741211
2020-06-19,37.16999816894531
2019-10-29,37.33000183105469
2020-01-16,37.029998779296875
2020-06-22,37.16999816894531
2018-10-03,37.15999984741211
2018-07-31,37.41999816894531
2019-03-12,37.439998626708984
2019-02-08,38.150001525878906
2019-01-07,38.22999954223633
2018-12-06,38.4900016784668
2019-08-19,39.130001068115234
2019-07-18,38.75
2019-05-15,38.7400016784668
2019-09-20,38.65999984741211
2019-11-01,38.279998779296875
2020-04-07,38.869998931884766
2020-06-25,39.25
2020-06-16,39.61000061035156
2019-11-04,39.380001068115234
2020-01-22,39.02000045776367
2019-11-07,38.97999954223633
2020-04-13,38.45000076293945
2019-07-01,37.959999084472656
2019-05-30,38.119998931884766
2018-08-15,38.849998474121094
2018-10-18,38.7599983215332
2019-03-27,38.65999984741211
2019-01-22,38.11000061035156
2018-12-21,38.29999923706055
2019-09-03,38.599998474121094
2018-11-19,38.650001525878906
2019-08-02,38.81999969482422
2020-01-28,38.91999816894531
2020-04-16,38.34000015258789
2019-11-13,37.81999969482422
2020-01-31,37.43000030517578
2018-12-04,37.06999969482422
2018-11-02,37.18000030517578
2019-07-16,37.75
2018-08-30,37.970001220703125
2018-10-01,37.88999938964844
2019-06-14,37.630001068115234
2019-05-13,37.45000076293945
2019-04-11,37.560001373291016
2019-02-06,37.4900016784668
2019-09-18,37.29999923706055
2020-02-03,37.720001220703125
2020-04-22,37.68000030517578
2019-11-19,37.849998474121094
2020-02-06,38.689998626708984
2019-11-22,39.08000183105469
2019-03-25,39.720001220703125
2019-02-21,39.56999969482422
2018-12-19,39.5
2018-07-12,39.72999954223633
2018-09-14,40.08000183105469
2018-08-13,39.5099983215332
2018-10-16,39.060001373291016
2019-07-31,38.349998474121094
2019-05-28,38.279998779296875
2019-04-26,38.04999923706055
2020-04-28,37.63999938964844
2019-11-25,37.150001525878906
2020-02-12,37.470001220703125
2020-05-01,39.08000183105469
2020-05-04,39.290000915527344
2019-06-12,38.95000076293945
2019-04-09,39.209999084472656
2019-03-08,39.4900016784668
2019-02-04,39.59000015258789
2018-07-27,37.86000061035156
2018-08-28,37.779998779296875
2019-01-03,37.900001525878906
2019-08-15,38.0
2018-10-31,38.45000076293945
2019-09-16,38.779998779296875
2020-02-18,38.5099983215332
2020-05-07,37.849998474121094
2018-08-17,38.9900016784668
2019-12-04,38.36000061035156
2020-02-21,39.209999084472656
2018-12-17,40.650001525878906
2019-08-30,40.970001220703125
2018-11-15,40.90999984741211
2019-07-29,41.4900016784668
2019-06-27,41.400001525878906
2019-04-24,41.400001525878906
2018-07-10,40.66999816894531
2018-09-12,40.79999923706055
2019-02-19,40.34000015258789
2019-01-18,40.22999954223633
2020-02-24,40.20000076293945
2020-05-13,40.09000015258789
2019-12-10,39.900001525878906
2020-02-27,40.119998931884766
2019-12-13,40.209999084472656
2020-05-19,39.81999969482422
2019-03-06,39.560001373291016
2018-11-30,39.869998931884766
2019-08-13,38.869998931884766
2019-07-12,38.18000030517578
2019-06-10,38.40999984741211
2019-05-09,38.65999984741211
2018-07-25,38.90999984741211
2018-09-27,39.2400016784668
2018-10-29,39.150001525878906
2019-10-16,38.349998474121094
2019-12-16,38.22999954223633
2020-03-04,37.970001220703125
2020-05-22,38.040000915527344
2019-10-01,37.5099983215332
2019-12-19,36.86000061035156
2018-09-10,37.61000061035156
2019-05-24,37.29999923706055
2018-08-09,37.77000045776367
2019-04-22,37.97999954223633
2019-03-21,37.79999923706055
2019-01-16,38.33000183105469
2019-08-28,39.18000030517578
2018-11-13,38.779998779296875
2018-10-12,38.130001068115234
2019-06-25,37.79999923706055
2020-03-10,38.2599983215332
2020-05-28,36.95000076293945
2019-10-07,35.54999923706055
2020-03-13,36.11000061035156
2019-10-10,35.790000915527344
2020-03-16,36.290000915527344
2020-06-03,36.54999923706055
2018-11-28,36.27000045776367
2018-09-25,36.689998626708984
2018-07-23,35.790000915527344
2018-08-24,35.75
2019-07-10,35.4900016784668
2019-05-07,35.54999923706055
2019-04-05,35.95000076293945
2019-03-04,36.58000183105469
2019-01-31,36.650001525878906
2019-09-12,36.7599983215332
2019-12-31,37.0
2020-03-19,36.869998931884766
2020-01-03,36.939998626708984
2020-06-09,37.0099983215332
2019-02-15,36.68000030517578
2019-01-14,37.20000076293945
2018-07-06,36.58000183105469
2018-08-07,39.97999954223633
2018-10-10,40.91999816894531
2018-12-13,40.459999084472656
2019-08-26,40.529998779296875
2019-07-25,40.43000030517578
2019-05-22,40.939998626708984
2019-03-19,41.5
2020-01-06,41.97999954223633
2020-03-25,42.38999938964844
2020-06-12,41.58000183105469
2019-10-22,41.7599983215332
2020-01-09,41.689998626708984
2020-06-15,42.310001373291016
2019-10-25,42.029998779296875
2020-03-31,41.65999984741211
2020-06-18,41.77000045776367
2019-04-03,42.189998626708984
2018-08-22,41.849998474121094
2018-10-25,42.45000076293945
2019-01-29,42.27000045776367
2018-12-28,42.5099983215332
2018-11-26,42.58000183105469
2019-08-09,42.869998931884766
2019-07-08,43.02000045776367
2019-06-06,42.95000076293945
2019-09-10,42.59000015258789
2020-01-15,42.54999923706055
2020-04-03,42.939998626708984
2019-10-31,42.650001525878906
2020-04-06,42.97999954223633
2020-06-24,40.43000030517578
2018-11-09,41.27000045776367
2019-07-23,41.59000015258789
2019-06-21,41.09000015258789
2019-05-20,40.529998779296875
2019-04-18,40.70000076293945
2018-09-06,40.86000061035156
2018-10-08,40.689998626708984
2019-02-13,40.540000915527344
2018-12-11,39.84000015258789
2019-09-25,39.52000045776367
2020-01-21,39.810001373291016
2020-04-09,39.29999923706055
2019-11-06,38.77000045776367
2020-01-24,38.79999923706055
2020-01-27,38.75
2020-04-15,38.689998626708984
2018-12-26,38.720001220703125
2019-08-07,39.060001373291016
2019-06-04,37.9900016784668
2018-09-21,38.18000030517578
2018-07-19,37.65999984741211
2018-08-20,37.349998474121094
2018-10-23,37.619998931884766
2019-05-03,38.40999984741211
2019-04-01,38.349998474121094
2019-02-28,37.97999954223633
2019-11-12,38.29999923706055
2020-01-30,38.470001220703125
2019-11-15,37.650001525878906
2020-04-21,37.279998779296875
2019-04-16,37.81999969482422
2019-03-15,37.68000030517578
2019-02-11,37.79999923706055
2019-01-10,37.779998779296875
2019-08-22,37.540000915527344
2018-11-07,37.880001068115234
2018-08-03,38.61000061035156
2018-09-04,38.65999984741211
2019-06-19,39.02000045776367
2019-09-23,38.0099983215332
2019-11-18,37.529998779296875
2020-02-05,37.5099983215332
2020-04-24,37.380001068115234
2019-03-29,37.900001525878906
2019-11-21,38.59000015258789
2020-04-27,38.36000061035156
2020-02-11,38.83000183105469
2020-04-30,39.02000045776367
2019-05-01,39.59000015258789
2019-02-26,39.38999938964844
2019-01-25,39.93000030517578
2018-12-24,39.90999984741211
2019-09-06,39.66999816894531
2018-07-17,39.97999954223633
2018-09-19,40.95000076293945
2019-08-05,41.68000030517578
2019-10-08,41.61000061035156
2019-12-11,41.36000061035156
2019-11-27,41.4900016784668
2020-02-14,41.400001525878906
2020-05-06,40.970001220703125
2019-01-08,40.9900016784668
2018-12-07,41.279998779296875
2019-08-20,41.310001373291016
2018-11-05,41.709999084472656
2019-07-19,41.9900016784668
2018-10-04,40.939998626708984
2019-06-17,40.83000183105469
2019-05-16,40.7400016784668
2018-08-01,41.130001068115234
2019-03-13,40.45000076293945
2019-12-03,40.209999084472656
2020-02-20,40.220001220703125
2019-12-06,40.20000076293945
2020-05-12,40.34000015258789
2019-12-09,40.72999954223633
2020-02-26,40.119998931884766
2020-05-15,40.33000183105469
2019-03-28,40.58000183105469
2018-09-17,40.349998474121094
2018-08-16,42.65999984741211
2018-10-19,43.5099983215332
2019-04-29,44.38999938964844
2019-01-23,43.86000061035156
2019-09-04,43.40999984741211
2018-11-20,44.0
2019-07-02,44.279998779296875
2019-05-31,43.560001373291016
2019-12-12,43.619998931884766
2020-05-18,43.91999816894531
2019-09-27,44.13999938964844
2020-03-03,44.77000045776367
2020-05-21,44.36000061035156
2019-05-14,44.86000061035156
2018-08-31,43.810001373291016
2018-07-30,44.18000030517578
2018-10-02,44.34000015258789
2019-04-12,44.41999816894531
2019-03-11,44.619998931884766
2019-02-07,45.41999816894531
2019-07-17,45.40999984741211
2019-09-19,44.58000183105469
2019-10-21,44.83000183105469
2019-12-18,44.880001068115234
2020-03-06,44.79999923706055
2019-10-03,45.41999816894531
2020-03-09,45.029998779296875
2020-05-27,45.27000045776367
2019-12-24,45.34000015258789
2020-03-12,44.7599983215332
2018-12-20,44.7400016784668
2019-08-01,43.79999923706055
2018-08-14,43.27000045776367
2018-07-13,43.099998474121094
2018-10-17,42.900001525878906
2019-05-29,42.77000045776367
2019-03-26,42.5099983215332
2019-02-22,43.130001068115234
2019-10-04,43.56999969482422
2019-11-05,44.61000061035156
2019-12-27,45.18000030517578
2020-06-02,44.56999969482422
2019-12-30,45.16999816894531
2020-03-18,45.34000015258789
2020-06-05,45.470001220703125
2019-07-15,45.279998779296875
2018-12-03,44.56999969482422
2019-06-13,43.65999984741211
2019-01-04,42.459999084472656
2018-08-29,43.16999816894531
2019-02-05,43.310001373291016
2018-11-01,43.439998626708984
2019-08-16,43.040000915527344
2019-04-10,43.400001525878906
2019-09-17,43.599998474121094
2019-10-15,43.58000183105469
2020-01-02,43.84000015258789
2020-06-08,44.209999084472656
2019-10-18,43.790000915527344
2020-03-24,44.130001068115234
2020-06-11,43.869998931884766
2020-01-08,43.720001220703125
2019-04-25,43.91999816894531
2019-07-30,44.689998626708984
2019-02-20,47.25
2018-07-11,47.66999816894531
2018-09-13,47.75
2018-10-15,47.59000015258789
2019-06-28,49.02000045776367
2018-12-18,49.029998779296875
2018-11-16,48.38999938964844
2019-10-02,48.11000061035156
2020-03-27,47.20000076293945
2020-01-10,47.34000015258789
2019-10-24,46.79999923706055
2020-03-30,47.2599983215332
2020-06-17,46.880001068115234
2020-01-14,47.08000183105469
2020-04-02,47.81999969482422
2019-01-02,47.369998931884766
2019-08-14,47.439998626708984
2018-10-30,47.939998626708984
2019-06-11,47.66999816894531
2019-05-10,47.0099983215332
2019-04-08,47.61000061035156
