Dates,AZN
2018-06-20,36.130001068115234
2018-06-21,35.61000061035156
2018-06-25,35.029998779296875
2018-06-22,35.2599983215332
2018-06-26,35.18000030517578
2018-06-27,34.779998779296875
2018-06-28,34.43000030517578
2018-06-29,35.20000076293945
2018-07-02,34.52000045776367
2018-07-03,34.83000183105469
2018-07-05,34.400001525878906
2018-07-16,34.900001525878906
2018-09-18,35.31999969482422
2019-01-24,35.720001220703125
2019-09-05,35.33000183105469
2018-11-21,36.279998779296875
2020-01-13,36.709999084472656
2020-04-01,36.72999954223633
2020-06-19,36.869998931884766
2019-10-29,37.15999984741211
2020-01-16,37.2599983215332
2020-06-22,36.9900016784668
2018-10-03,37.15999984741211
2018-07-31,37.189998626708984
2019-03-12,37.060001373291016
2019-02-08,37.959999084472656
2019-01-07,38.27000045776367
2018-12-06,38.33000183105469
2019-08-19,38.83000183105469
2019-07-18,38.689998626708984
2019-05-15,38.18000030517578
2019-09-20,38.36000061035156
2019-11-01,37.939998626708984
2020-04-07,39.2400016784668
2020-06-25,38.97999954223633
2020-06-16,39.75
2019-11-04,39.400001525878906
2020-01-22,39.380001068115234
2019-11-07,38.900001525878906
2020-04-13,38.630001068115234
2019-07-01,38.33000183105469
2019-05-30,38.290000915527344
2018-08-15,38.599998474121094
2018-10-18,39.08000183105469
2019-03-27,38.95000076293945
2019-01-22,38.709999084472656
2018-12-21,38.5
2019-09-03,38.65999984741211
2018-11-19,38.54999923706055
2019-08-02,38.7599983215332
2020-01-28,38.7400016784668
2020-04-16,38.20000076293945
2019-11-13,37.83000183105469
2020-01-31,37.619998931884766
2018-12-04,37.189998626708984
2018-11-02,36.95000076293945
2019-07-16,37.83000183105469
2018-08-30,37.869998931884766
2018-10-01,37.88999938964844
2019-06-14,37.63999938964844
2019-05-13,37.369998931884766
2019-04-11,37.41999816894531
2019-02-06,37.279998779296875
2019-09-18,37.369998931884766
2020-02-03,37.45000076293945
2020-04-22,37.459999084472656
2019-11-19,37.70000076293945
2020-02-06,38.400001525878906
2019-11-22,39.029998779296875
2019-03-25,39.41999816894531
2019-02-21,39.5
2018-12-19,39.59000015258789
2018-07-12,39.45000076293945
2018-09-14,39.970001220703125
2018-08-13,39.720001220703125
2018-10-16,38.970001220703125
2019-07-31,38.38999938964844
2019-05-28,37.619998931884766
2019-04-26,38.400001525878906
2020-04-28,38.11000061035156
2019-11-25,37.43000030517578
2020-02-12,37.38999938964844
2020-05-01,38.380001068115234
2020-05-04,39.36000061035156
2019-06-12,39.11000061035156
2019-04-09,39.33000183105469
2019-03-08,39.66999816894531
2019-02-04,39.15999984741211
2018-07-27,39.41999816894531
2018-08-28,36.93000030517578
2019-01-03,37.220001220703125
2019-08-15,38.459999084472656
2018-10-31,38.09000015258789
2019-09-16,39.369998931884766
2020-02-18,38.470001220703125
2020-05-07,38.22999954223633
2018-08-17,38.720001220703125
2019-12-04,38.369998931884766
2020-02-21,38.849998474121094
2018-12-17,39.970001220703125
2019-08-30,41.0099983215332
2018-11-15,41.189998626708984
2019-07-29,41.5099983215332
2019-06-27,41.59000015258789
2019-04-24,41.310001373291016
2018-07-10,39.95000076293945
2018-09-12,40.45000076293945
2019-02-19,40.599998474121094
2019-01-18,40.18000030517578
2020-02-24,39.7400016784668
2020-05-13,40.18000030517578
2019-12-10,39.5
2020-02-27,39.75
2019-12-13,39.97999954223633
2020-05-19,39.90999984741211
2019-03-06,39.95000076293945
2018-11-30,39.939998626708984
2019-08-13,38.66999816894531
2019-07-12,38.4900016784668
2019-06-10,38.86000061035156
2019-05-09,39.13999938964844
2018-07-25,38.90999984741211
2018-09-27,39.2599983215332
2018-10-29,39.20000076293945
2019-10-16,39.20000076293945
2019-12-16,38.470001220703125
2020-03-04,38.47999954223633
2020-05-22,38.90999984741211
2019-10-01,37.70000076293945
2019-12-19,37.869998931884766
2018-09-10,36.54999923706055
2019-05-24,36.900001525878906
2018-08-09,37.54999923706055
2019-04-22,37.81999969482422
2019-03-21,37.720001220703125
2019-01-16,38.380001068115234
2019-08-28,38.81999969482422
2018-11-13,39.0
2018-10-12,38.380001068115234
2019-06-25,38.150001525878906
2020-03-10,38.040000915527344
2020-05-28,37.66999816894531
2019-10-07,36.540000915527344
2020-03-13,35.93000030517578
2019-10-10,35.77000045776367
2020-03-16,35.97999954223633
2020-06-03,36.790000915527344
2018-11-28,36.4900016784668
2018-09-25,37.029998779296875
2018-07-23,36.2599983215332
2018-08-24,35.869998931884766
2019-07-10,35.560001373291016
2019-05-07,35.84000015258789
2019-04-05,36.08000183105469
2019-03-04,36.41999816894531
2019-01-31,36.599998474121094
2019-09-12,36.79999923706055
2019-12-31,36.900001525878906
2020-03-19,36.97999954223633
2020-01-03,37.25
2020-06-09,36.900001525878906
2019-02-15,36.79999923706055
2019-01-14,37.06999969482422
2018-07-06,36.84000015258789
2018-08-07,38.970001220703125
2018-10-10,40.290000915527344
2018-12-13,39.970001220703125
2019-08-26,40.2400016784668
2019-07-25,40.40999984741211
2019-05-22,40.439998626708984
2019-03-19,41.5
2020-01-06,41.599998474121094
2020-03-25,42.060001373291016
2020-06-12,41.16999816894531
2019-10-22,41.61000061035156
2020-01-09,41.72999954223633
2020-06-15,41.560001373291016
2019-10-25,42.36000061035156
2020-03-31,41.61000061035156
2020-06-18,41.45000076293945
2019-04-03,41.650001525878906
2018-08-22,41.63999938964844
2018-10-25,42.08000183105469
2019-01-29,42.279998779296875
2018-12-28,42.279998779296875
2018-11-26,42.52000045776367
2019-08-09,42.88999938964844
2019-07-08,43.06999969482422
2019-06-06,42.90999984741211
2019-09-10,42.45000076293945
2020-01-15,42.599998474121094
2020-04-03,43.02000045776367
2019-10-31,42.599998474121094
2020-04-06,43.150001525878906
2020-06-24,40.380001068115234
2018-11-09,41.439998626708984
2019-07-23,41.2400016784668
2019-06-21,41.20000076293945
2019-05-20,40.790000915527344
2019-04-18,40.5
2018-09-06,41.08000183105469
2018-10-08,40.779998779296875
2019-02-13,40.75
2018-12-11,40.31999969482422
2019-09-25,39.619998931884766
2020-01-21,39.7599983215332
2020-04-09,40.099998474121094
2019-11-06,39.31999969482422
2020-01-24,38.77000045776367
2020-01-27,38.779998779296875
2020-04-15,38.630001068115234
2018-12-26,38.720001220703125
2019-08-07,38.41999816894531
2019-06-04,37.84000015258789
2018-09-21,38.560001373291016
2018-07-19,38.130001068115234
2018-08-20,37.5099983215332
2018-10-23,37.630001068115234
2019-05-03,38.31999969482422
2019-04-01,37.91999816894531
2019-02-28,38.36000061035156
2019-11-12,38.470001220703125
2020-01-30,38.470001220703125
2019-11-15,38.060001373291016
2020-04-21,37.290000915527344
2019-04-16,37.779998779296875
2019-03-15,37.61000061035156
2019-02-11,37.7400016784668
2019-01-10,37.630001068115234
2019-08-22,37.34000015258789
2018-11-07,37.650001525878906
2018-08-03,37.63999938964844
2018-09-04,38.65999984741211
2019-06-19,39.0099983215332
2019-09-23,38.5
2019-11-18,37.65999984741211
2020-02-05,37.7400016784668
2020-04-24,37.130001068115234
2019-03-29,38.040000915527344
2019-11-21,38.43000030517578
2020-04-27,38.439998626708984
2020-02-11,38.810001373291016
2020-04-30,39.189998626708984
2019-05-01,39.15999984741211
2019-02-26,39.689998626708984
2019-01-25,39.52000045776367
2018-12-24,39.810001373291016
2019-09-06,39.68000030517578
2018-07-17,39.560001373291016
2018-09-19,40.59000015258789
2019-08-05,41.18000030517578
2019-10-08,41.91999816894531
2019-12-11,41.08000183105469
2019-11-27,41.529998779296875
2020-02-14,41.630001068115234
2020-05-06,41.22999954223633
2019-01-08,40.86000061035156
2018-12-07,41.4900016784668
2019-08-20,41.650001525878906
2018-11-05,41.349998474121094
2019-07-19,41.959999084472656
2018-10-04,41.619998931884766
2019-06-17,40.75
2019-05-16,40.75
2018-08-01,41.25
2019-03-13,40.91999816894531
2019-12-03,40.349998474121094
2020-02-20,40.2599983215332
2019-12-06,40.36000061035156
2020-05-12,40.33000183105469
2019-12-09,40.290000915527344
2020-02-26,40.52000045776367
2020-05-15,40.40999984741211
2019-03-28,40.65999984741211
2018-09-17,40.18000030517578
2018-08-16,42.79999923706055
2018-10-19,43.0099983215332
2019-04-29,44.560001373291016
2019-01-23,43.900001525878906
2019-09-04,43.08000183105469
2018-11-20,43.56999969482422
2019-07-02,44.400001525878906
2019-05-31,43.86000061035156
2019-12-12,43.720001220703125
2020-05-18,43.560001373291016
2019-09-27,43.95000076293945
2020-03-03,45.25
