Dates,AZN
2018-10-19,4226800.0
2019-04-29,6419700.0
2019-01-23,3475500.0
2019-09-04,2255600.0
2018-11-20,2686200.0
2019-07-02,4267500.0
2019-05-31,3823200.0
2019-12-12,3936500.0
2020-05-18,4018600.0
2019-09-27,2368900.0
2020-03-03,4127300.0
2020-05-21,2377200.0
2019-05-14,3457500.0
2018-08-31,2793400.0
2018-07-30,1919600.0
2018-10-02,1495500.0
2019-04-12,1521000.0
2019-03-11,5067900.0
2019-02-07,6007200.0
2019-07-17,4555100.0
2019-09-19,3752200.0
2019-10-21,2435000.0
2019-12-18,2333900.0
2020-03-06,2131700.0
2019-10-03,2692900.0
2020-03-09,2413600.0
2020-05-27,2263600.0
2019-12-24,1741800.0
2020-03-12,1610000.0
2018-12-20,1888700.0
2019-08-01,2821900.0
2018-08-14,4102700.0
2018-07-13,7843500.0
2018-10-17,6763500.0
2019-05-29,3658900.0
2019-03-26,2502200.0
2019-02-22,4918500.0
2019-10-04,2096200.0
2019-11-05,4153700.0
2019-12-27,4868200.0
2020-06-02,2457000.0
2019-12-30,2878400.0
2020-03-18,4193600.0
2020-06-05,4677500.0
2019-07-15,2299500.0
2018-12-03,3505100.0
2019-06-13,3077900.0
2019-01-04,3140100.0
2018-08-29,2001900.0
2019-02-05,1878400.0
2018-11-01,2254300.0
2019-08-16,3093000.0
2019-04-10,1981500.0
2019-09-17,6218200.0
2019-10-15,3842900.0
2020-01-02,2651700.0
2020-06-08,2230100.0
2019-10-18,1663000.0
2020-03-24,2431500.0
2020-06-11,1650700.0
2020-01-08,2389900.0
2019-04-25,2657000.0
2019-07-30,3684600.0
2019-02-20,6002800.0
2018-07-11,2669400.0
2018-09-13,4679800.0
2018-10-15,2264200.0
2019-06-28,3751100.0
2018-12-18,5668200.0
2018-11-16,2804100.0
2019-10-02,2324000.0
2020-03-27,3638300.0
2020-01-10,4024500.0
2019-10-24,3143500.0
2020-03-30,5334000.0
2020-06-17,1957300.0
2020-01-14,2533500.0
2020-04-02,2009400.0
2019-01-02,1498700.0
2019-08-14,2267000.0
2018-10-30,1860500.0
2019-06-11,2105200.0
2019-05-10,2265900.0
2019-04-08,2394800.0
2018-08-27,2008700.0
2018-07-26,2647000.0
2018-09-28,1613200.0
2019-03-07,3655300.0
2019-10-30,1445300.0
2020-01-17,8550200.0
2020-06-23,3058500.0
2020-04-08,4901000.0
2020-06-26,2302400.0
2019-03-22,2477400.0
2019-01-17,4628100.0
2019-08-29,3441400.0
2018-11-14,3233500.0
2019-06-26,1930000.0
2018-09-11,1825400.0
2018-07-09,3149800.0
2018-08-10,1405000.0
2019-04-23,3365900.0
2019-09-30,4377300.0
2020-01-23,4715100.0
2019-11-08,3189900.0
2020-04-14,755800.0
2019-11-11,1013100.0
2020-01-29,1636200.0
2020-04-17,1960300.0
2018-07-24,1750000.0
2018-09-26,3587300.0
2019-05-08,1208700.0
2019-03-05,1992300.0
2019-02-01,1871900.0
2018-12-31,1869000.0
2018-11-29,1959000.0
2019-08-12,1872900.0
2019-07-11,2395900.0
2019-09-13,2230800.0
2019-11-14,2489400.0
2020-04-20,3078300.0
2020-02-04,2685900.0
2020-04-23,1964100.0
2018-12-14,1924000.0
2019-08-27,1560800.0
2018-08-08,4466500.0
2018-10-11,2265600.0
2018-11-12,1765400.0
2019-07-26,4044800.0
2019-06-24,5974200.0
2019-05-23,4129300.0
2019-03-20,1990900.0
2019-01-15,1698800.0
2019-11-20,2303000.0
2020-02-07,2531000.0
2020-02-10,1995500.0
2020-04-29,1983200.0
2019-11-26,1848800.0
2020-02-13,2483000.0
2019-01-30,2807500.0
2018-08-23,6665400.0
2018-09-24,3927900.0
2018-11-27,3269000.0
2018-10-26,3000200.0
2019-07-09,4105800.0
2019-06-07,4537600.0
2019-05-06,4347100.0
2019-04-04,3900300.0
2019-09-11,4055100.0
2019-11-29,5656500.0
2020-05-05,6134400.0
2019-12-02,4247800.0
2020-02-19,3337400.0
2020-05-08,5756900.0
2019-05-21,3439100.0
2019-03-18,5031200.0
2018-09-07,9144800.0
2018-08-06,5829400.0
2018-10-09,5412900.0
2019-02-14,11898000.0
2018-12-12,7346800.0
2019-07-24,5411700.0
2019-09-26,4909200.0
2019-10-28,9234700.0
2019-12-05,10050700.0
2020-05-11,5674000.0
2019-07-03,6129400.0
2020-02-25,6575400.0
2020-05-14,6742700.0
2020-02-28,6783100.0
2019-08-08,6985600.0
2019-06-05,8411200.0
2018-07-20,6097700.0
2018-08-21,5918800.0
2018-10-24,3372700.0
2019-04-02,5735200.0
2019-03-01,5600600.0
2019-01-28,3860200.0
2018-12-27,5628200.0
2019-09-09,6555700.0
2020-03-02,5109000.0
2020-05-20,2901800.0
2019-12-17,3218600.0
2020-03-05,3349400.0
2019-02-12,3416400.0
2019-01-11,3545400.0
2018-12-10,2803600.0
2019-08-23,2549400.0
2018-11-08,2087600.0
2019-07-22,2105000.0
2019-06-20,5767500.0
2018-09-05,3786000.0
2019-04-17,5843100.0
2019-09-24,3206400.0
2019-12-20,2852900.0
2020-05-26,4579300.0
2019-04-30,6604600.0
2019-12-23,2626600.0
2020-03-11,1660100.0
2020-05-29,3095300.0
2019-12-26,2221500.0
2020-06-01,3431200.0
2019-05-02,4998300.0
2019-02-27,3716800.0
2018-11-23,4926300.0
2019-08-06,3271200.0
2018-07-18,4038000.0
2018-09-20,20428200.0
2018-10-22,6031200.0
2019-07-05,5626600.0
2019-06-03,7010200.0
2019-10-09,4445800.0
2019-10-11,7615800.0
2020-03-17,5759800.0
2020-06-04,4279400.0
2019-10-14,5464200.0
2020-03-20,4483700.0
2018-11-06,6092400.0
2019-06-18,9762600.0
2019-05-17,4782300.0
2019-04-15,4582600.0
2019-03-14,4787000.0
2019-01-09,5629000.0
2018-08-02,5711800.0
2018-10-05,5535500.0
2019-08-21,4917300.0
2019-10-17,3796100.0
2020-03-23,6807200.0
2020-06-10,3375400.0
2019-02-25,10772000.0
2020-01-07,6418600.0
2020-03-26,4948300.0
2019-10-23,6234700.0
