Dates,QRVO
2020-01-15,71.47000122070312
2020-04-03,71.43000030517578
2019-10-31,71.3499984741211
2020-04-06,70.58000183105469
2020-06-24,71.12999725341797
2018-11-09,72.62000274658203
2019-07-23,75.08000183105469
2019-06-21,74.91999816894531
2019-05-20,74.3499984741211
2019-04-18,74.47000122070312
2018-09-06,74.51000213623047
2018-10-08,74.98999786376953
2019-02-13,74.9000015258789
2018-12-11,76.41999816894531
2019-09-25,76.75
2020-01-21,77.16000366210938
2020-04-09,76.77999877929688
2019-11-06,78.80999755859375
2020-01-24,76.63999938964844
2020-01-27,76.22000122070312
2020-04-15,76.1500015258789
2018-12-26,77.05000305175781
2019-08-07,77.20999908447266
2019-06-04,73.8499984741211
2018-09-21,75.33000183105469
2018-07-19,75.61000061035156
2018-08-20,76.80999755859375
2018-10-23,75.52999877929688
2019-05-03,76.70999908447266
2019-04-01,73.1500015258789
2019-02-28,73.61000061035156
2019-11-12,78.0
2020-01-30,75.37999725341797
2019-11-15,74.83999633789062
2020-04-21,72.5
2019-04-16,71.69000244140625
2019-03-15,72.0
2019-02-11,69.6500015258789
2019-01-10,66.26000213623047
2019-08-22,61.54999923706055
2018-11-07,64.9800033569336
2018-08-03,60.869998931884766
2018-09-04,59.279998779296875
2019-06-19,61.25
2019-09-23,62.599998474121094
2019-11-18,60.16999816894531
2020-02-05,62.18000030517578
2020-04-24,61.0
2019-03-29,61.650001525878906
2019-11-21,62.880001068115234
2020-04-27,64.6500015258789
2020-02-11,62.220001220703125
2020-04-30,63.68000030517578
2019-05-01,65.02999877929688
2019-02-26,65.87999725341797
2019-01-25,63.79999923706055
2018-12-24,63.0
2019-09-06,60.93000030517578
2018-07-17,61.709999084472656
2018-09-19,62.43000030517578
2019-08-05,65.5999984741211
2019-10-08,66.81999969482422
2019-12-11,64.52999877929688
2019-11-27,64.18000030517578
2020-02-14,64.41000366210938
2020-05-06,64.61000061035156
2019-01-08,66.38999938964844
2018-12-07,67.58000183105469
2019-08-20,71.93000030517578
2018-11-05,70.37000274658203
2019-07-19,69.9000015258789
2018-10-04,68.55000305175781
2019-06-17,68.54000091552734
2019-05-16,68.48999786376953
2018-08-01,70.0999984741211
2019-03-13,69.63999938964844
2019-12-03,69.55999755859375
2020-02-20,70.55999755859375
2019-12-06,70.6500015258789
2020-05-12,70.87000274658203
2019-12-09,71.0
2020-02-26,71.0999984741211
2020-05-15,71.76000213623047
2019-03-28,73.19000244140625
2018-09-17,74.2300033569336
2018-08-16,75.0
2018-10-19,75.19999694824219
2019-04-29,75.13999938964844
2019-01-23,74.16999816894531
2019-09-04,75.83999633789062
2018-11-20,73.0
2019-07-02,70.91999816894531
2019-05-31,69.31999969482422
2019-12-12,68.93000030517578
2020-05-18,69.0199966430664
2019-09-27,71.0
2020-03-03,71.33000183105469
2020-05-21,68.95999908447266
2019-05-14,69.41999816894531
2018-08-31,69.97000122070312
2018-07-30,69.93000030517578
2018-10-02,70.58999633789062
2019-04-12,72.6500015258789
2019-03-11,72.41000366210938
2019-02-07,73.83000183105469
2019-07-17,74.8499984741211
2019-09-19,72.8499984741211
2019-10-21,71.4800033569336
2019-12-18,71.4000015258789
2020-03-06,69.87999725341797
2019-10-03,70.76000213623047
2020-03-09,71.91000366210938
2020-05-27,70.62000274658203
2019-12-24,71.4000015258789
2020-03-12,73.58999633789062
2018-12-20,75.16999816894531
2019-08-01,75.9800033569336
2018-08-14,75.83000183105469
2018-07-13,77.0
2018-10-17,77.05999755859375
2019-05-29,77.41000366210938
2019-03-26,76.69000244140625
2019-02-22,77.4800033569336
2019-10-04,76.54000091552734
2019-11-05,76.5
2019-12-27,75.79000091552734
2020-06-02,76.1500015258789
2019-12-30,78.0
2020-03-18,75.5999984741211
2020-06-05,75.47000122070312
2019-07-15,74.87000274658203
2018-12-03,73.80999755859375
2019-06-13,74.31999969482422
2019-01-04,72.68000030517578
2018-08-29,71.38999938964844
2019-02-05,73.98999786376953
2018-11-01,74.5
2019-08-16,73.37999725341797
2019-04-10,73.0999984741211
2019-09-17,75.5
2019-10-15,77.5
2020-01-02,77.16999816894531
2020-06-08,77.69999694824219
2019-10-18,79.58999633789062
2020-03-24,80.08000183105469
2020-06-11,78.76000213623047
2020-01-08,78.29000091552734
2019-04-25,79.08999633789062
2019-07-30,77.6500015258789
2019-02-20,79.80000305175781
2018-07-11,79.44999694824219
2018-09-13,79.58999633789062
2018-10-15,80.19000244140625
2019-06-28,80.30000305175781
2018-12-18,79.97000122070312
2018-11-16,91.87999725341797
2019-10-02,98.31999969482422
2020-03-27,100.1500015258789
2020-01-10,100.76000213623047
2019-10-24,102.0
2020-03-30,102.0
2020-06-17,103.41999816894531
2020-01-14,102.5
2020-04-02,100.63999938964844
2019-01-02,103.55999755859375
2019-08-14,104.4000015258789
2018-10-30,103.62000274658203
2019-06-11,103.62999725341797
2019-05-10,102.69999694824219
2019-04-08,102.01000213623047
2018-08-27,101.33999633789062
2018-07-26,101.86000061035156
2018-09-28,104.16999816894531
2019-03-07,104.4000015258789
2019-10-30,104.18000030517578
2020-01-17,104.05999755859375
2020-06-23,101.19000244140625
2020-04-08,102.86000061035156
2020-06-26,104.47000122070312
2019-03-22,106.55000305175781
2019-01-17,109.8499984741211
2019-08-29,109.06999969482422
2018-11-14,111.19000244140625
2019-06-26,112.79000091552734
2018-09-11,115.30000305175781
2018-07-09,114.76000213623047
2018-08-10,115.63999938964844
2019-04-23,114.47000122070312
2019-09-30,115.2699966430664
2020-01-23,118.30000305175781
2019-11-08,117.08999633789062
2020-04-14,117.23999786376953
2019-11-11,117.88999938964844
2020-01-29,118.0999984741211
2020-04-17,116.81999969482422
2018-07-24,115.66999816894531
2018-09-26,117.26000213623047
2019-05-08,114.05999755859375
2019-03-05,110.83000183105469
2019-02-01,111.27999877929688
2018-12-31,111.54000091552734
2018-11-29,113.93000030517578
2019-08-12,113.5
2019-07-11,113.86000061035156
2019-09-13,115.83000183105469
2019-11-14,115.36000061035156
2020-04-20,113.41999816894531
2020-02-04,114.58999633789062
2020-04-23,113.97000122070312
2018-12-14,115.70999908447266
2019-08-27,116.47000122070312
2018-08-08,115.87999725341797
2018-10-11,111.0999984741211
2018-11-12,110.91999816894531
2019-07-26,114.02999877929688
2019-06-24,121.61000061035156
2019-05-23,110.77999877929688
2019-03-20,106.16000366210938
2019-01-15,110.05000305175781
2019-11-20,109.5999984741211
2020-02-07,111.4000015258789
2020-02-10,108.26000213623047
2020-04-29,103.75
2019-11-26,106.44999694824219
2020-02-13,110.0
2019-01-30,110.1500015258789
2018-08-23,109.95999908447266
2018-09-24,103.69000244140625
2018-11-27,103.72000122070312
2018-10-26,103.93000030517578
2019-07-09,100.80000305175781
2019-06-07,93.56999969482422
2019-05-06,96.93000030517578
2019-04-04,96.83000183105469
2019-09-11,93.23999786376953
2019-11-29,91.80999755859375
2020-05-05,101.08999633789062
2019-12-02,103.0
2020-02-19,100.19999694824219
2020-05-08,99.95999908447266
2019-05-21,94.5199966430664
2019-03-18,87.69000244140625
2018-09-07,92.47000122070312
2018-08-06,93.94999694824219
2018-10-09,83.12000274658203
2019-02-14,82.4000015258789
2018-12-12,72.9000015258789
2019-07-24,72.37999725341797
2019-09-26,73.47000122070312
2019-10-28,72.26000213623047
2019-12-05,75.37000274658203
2020-05-11,71.23999786376953
2019-07-03,73.41000366210938
2020-02-25,79.02999877929688
2020-05-14,79.38999938964844
2020-02-28,80.45999908447266
2019-08-08,81.29000091552734
2019-06-05,81.5
2018-07-20,77.83999633789062
2018-08-21,73.9800033569336
2018-10-24,76.27999877929688
2019-04-02,77.05000305175781
2019-03-01,86.04000091552734
2019-01-28,82.58999633789062
2018-12-27,88.26000213623047
2019-09-09,82.87999725341797
2020-03-02,87.0199966430664
2020-05-20,87.4800033569336
2019-12-17,85.73999786376953
2020-03-05,89.1500015258789
2019-02-12,85.0
2019-01-11,84.66000366210938
2018-12-10,84.0
2019-08-23,86.58000183105469
2018-11-08,86.61000061035156
2019-07-22,90.93000030517578
2019-06-20,92.69000244140625
2018-09-05,96.27999877929688
2019-04-17,98.18000030517578
2019-09-24,95.4800033569336
2019-12-20,93.0
2020-05-26,96.2699966430664
2019-04-30,99.19100189208984
2019-12-23,101.13999938964844
2020-03-11,107.91999816894531
2020-05-29,101.73999786376953
2019-12-26,102.75
2020-06-01,100.94999694824219
2019-05-02,95.83999633789062
2019-02-27,94.02999877929688
2018-11-23,97.70800018310547
2019-08-06,98.73999786376953
2018-07-18,100.0999984741211
2018-09-20,103.12000274658203
2018-10-22,99.75
2019-07-05,104.52999877929688
2019-06-03,103.83000183105469
2019-10-09,104.8499984741211
2019-10-11,101.5
2020-03-17,104.73999786376953
2020-06-04,106.0
2019-10-14,110.75
2020-03-20,112.81999969482422
2018-11-06,116.44999694824219
2019-06-18,116.08000183105469
2019-05-17,115.86000061035156
2019-04-15,116.9800033569336
2019-03-14,110.70999908447266
2019-01-09,110.80000305175781
2018-08-02,106.55999755859375
2018-10-05,114.7699966430664
2019-08-21,113.75
2019-10-17,112.5
2020-03-23,113.0
2020-06-10,111.70999908447266
2019-02-25,113.5
2020-01-07,110.3499984741211
2020-03-26,108.62999725341797
2019-10-23,109.04000091552734
