Dates,QRVO
2018-06-20,83.45999908447266
2018-06-21,82.2300033569336
2018-06-25,82.05000305175781
2018-06-22,80.36000061035156
2018-06-26,81.72000122070312
2018-06-27,79.88999938964844
2018-06-28,80.4800033569336
2018-06-29,80.16999816894531
2018-07-02,80.0999984741211
2018-07-03,77.44000244140625
2018-07-05,81.81999969482422
2018-07-16,81.52999877929688
2018-09-18,82.58000183105469
2019-01-24,83.29000091552734
2019-09-05,80.26000213623047
2018-11-21,81.9800033569336
2020-01-13,81.37000274658203
2020-04-01,81.33000183105469
2020-06-19,82.72000122070312
2019-10-29,82.4000015258789
2020-01-16,83.76000213623047
2020-06-22,81.19999694824219
2018-10-03,82.54000091552734
2018-07-31,81.22000122070312
2019-03-12,81.25
2019-02-08,82.19999694824219
2019-01-07,81.72000122070312
2018-12-06,80.83000183105469
2019-08-19,81.76000213623047
2019-07-18,82.18000030517578
2019-05-15,84.41000366210938
2019-09-20,84.18000030517578
2019-11-01,85.19999694824219
2020-04-07,86.05999755859375
2020-06-25,85.55000305175781
2020-06-16,85.51000213623047
2019-11-04,83.19000244140625
2020-01-22,83.11000061035156
2019-11-07,82.79000091552734
2020-04-13,81.94999694824219
2019-07-01,82.16000366210938
2019-05-30,81.5
2018-08-15,78.18000030517578
2018-10-18,81.0999984741211
2019-03-27,80.62000274658203
2019-01-22,79.19999694824219
2018-12-21,79.62999725341797
2019-09-03,79.58999633789062
2018-11-19,79.83000183105469
2019-08-02,80.29000091552734
2020-01-28,79.4000015258789
2020-04-16,80.08999633789062
2019-11-13,80.27999877929688
2020-01-31,79.68000030517578
2018-12-04,75.12999725341797
2018-11-02,74.94999694824219
2019-07-16,73.9800033569336
2018-08-30,73.37000274658203
2018-10-01,73.45999908447266
2019-06-14,75.30000305175781
2019-05-13,75.73999786376953
2019-04-11,73.97000122070312
2019-02-06,75.04000091552734
2019-09-18,76.80999755859375
2020-02-03,78.66999816894531
2020-04-22,78.62000274658203
2019-11-19,78.44999694824219
2020-02-06,76.25
2019-11-22,75.05999755859375
2019-03-25,74.72000122070312
2019-02-21,76.88999938964844
2018-12-19,77.0999984741211
2018-07-12,77.29000091552734
2018-09-14,76.25
2018-08-13,76.16999816894531
2018-10-16,72.69000244140625
2019-07-31,72.9800033569336
2019-05-28,74.33999633789062
2019-04-26,70.29000091552734
2020-04-28,71.38999938964844
2019-11-25,72.68000030517578
2020-02-12,72.62999725341797
2020-05-01,75.44999694824219
2020-05-04,75.41999816894531
2019-06-12,73.4000015258789
2019-04-09,72.3499984741211
2019-03-08,72.87999725341797
2019-02-04,72.30000305175781
2018-07-27,68.18000030517578
2018-08-28,70.9800033569336
2019-01-03,69.73999786376953
