Dates,QRVO
2018-06-20,84.48999786376953
2018-06-21,83.83000183105469
2018-06-25,82.94000244140625
2018-06-22,81.97000122070312
2018-06-26,82.11499786376953
2018-06-27,82.31999969482422
2018-06-28,80.62999725341797
2018-06-29,81.3499984741211
2018-07-02,80.29000091552734
2018-07-03,80.22000122070312
2018-07-05,82.04000091552734
2018-07-16,81.90799713134766
2018-09-18,82.73999786376953
2019-01-24,83.41000366210938
2019-09-05,82.5999984741211
2018-11-21,82.05999755859375
2020-01-13,82.58000183105469
2020-04-01,82.34400177001953
2020-06-19,82.75
2019-10-29,83.5
2020-01-16,84.20999908447266
2020-06-22,85.23999786376953
2018-10-03,82.68000030517578
2018-07-31,83.7300033569336
2019-03-12,81.5999984741211
2019-02-08,82.45500183105469
2019-01-07,82.95999908447266
2018-12-06,81.69499969482422
2019-08-19,82.33999633789062
2019-07-18,83.30000305175781
2019-05-15,84.91000366210938
2019-09-20,84.69999694824219
2019-11-01,85.37000274658203
2020-04-07,86.49600219726562
2020-06-25,86.47000122070312
2020-06-16,86.04000091552734
2019-11-04,84.69000244140625
2020-01-22,84.05000305175781
2019-11-07,83.95999908447266
2020-04-13,82.41799926757812
2019-07-01,82.5999984741211
2019-05-30,81.9800033569336
2018-08-15,81.86000061035156
2018-10-18,81.29499816894531
2019-03-27,81.20500183105469
2019-01-22,80.79000091552734
2018-12-21,79.98999786376953
2019-09-03,80.48999786376953
2018-11-19,80.20899963378906
2019-08-02,80.48999786376953
2020-01-28,80.55999755859375
2020-04-16,80.48500061035156
2019-11-13,80.83999633789062
2020-01-31,80.48999786376953
2018-12-04,79.93000030517578
2018-11-02,76.48500061035156
2019-07-16,74.9000015258789
2018-08-30,73.97000122070312
2018-10-01,73.52999877929688
2019-06-14,75.9800033569336
2019-05-13,76.4000015258789
2019-04-11,75.98999786376953
2019-02-06,75.52999877929688
2019-09-18,77.13999938964844
2020-02-03,79.06999969482422
2020-04-22,79.29000091552734
2019-11-19,78.86000061035156
2020-02-06,78.25
2019-11-22,76.19999694824219
2019-03-25,75.47000122070312
2019-02-21,76.95500183105469
2018-12-19,78.30999755859375
2018-07-12,78.69000244140625
2018-09-14,77.875
2018-08-13,76.44999694824219
2018-10-16,76.27999877929688
2019-07-31,73.31999969482422
2019-05-28,74.66000366210938
2019-04-26,73.44999694824219
2020-04-28,73.33999633789062
