Dates,PEP
2018-06-20,105.80999755859375
2018-06-21,107.23999786376953
2018-06-25,108.37000274658203
2018-06-22,108.98999786376953
2018-06-26,108.05000305175781
2018-06-27,108.2699966430664
2018-06-28,108.68000030517578
2018-06-29,108.87000274658203
2018-07-02,109.52999877929688
2018-07-03,108.80000305175781
2018-07-05,109.55000305175781
2018-07-16,109.55999755859375
2018-09-18,107.76000213623047
2019-01-24,112.88999938964844
2019-09-05,112.54000091552734
2018-11-21,111.52999877929688
2020-01-13,112.69000244140625
2020-04-01,112.95999908447266
2020-06-19,114.87999725341797
2019-10-29,114.83000183105469
2020-01-16,115.7699966430664
2020-06-22,116.01000213623047
2018-10-03,114.38999938964844
2018-07-31,114.73999786376953
2019-03-12,115.20999908447266
2019-02-08,115.0
2019-01-07,114.27999877929688
2018-12-06,114.18000030517578
2019-08-19,115.0
2019-07-18,113.61000061035156
2019-05-15,114.69000244140625
2019-09-20,116.30000305175781
2019-11-01,117.37999725341797
2020-04-07,114.22000122070312
2020-06-25,113.48999786376953
2020-06-16,113.69999694824219
2019-11-04,112.87000274658203
2020-01-22,113.0199966430664
2019-11-07,113.0999984741211
2020-04-13,113.44999694824219
2019-07-01,114.25
2019-05-30,114.95999908447266
2018-08-15,114.83999633789062
2018-10-18,113.72000122070312
2019-03-27,112.23999786376953
2019-01-22,111.93000030517578
2018-12-21,112.1500015258789
2019-09-03,112.41000366210938
2018-11-19,111.16999816894531
2019-08-02,112.05000305175781
2020-01-28,111.95999908447266
2020-04-16,112.01000213623047
2019-11-13,111.0
2020-01-31,113.12000274658203
2018-12-04,113.5
2018-11-02,112.73999786376953
2019-07-16,113.56999969482422
2018-08-30,113.33000183105469
2018-10-01,113.8499984741211
2019-06-14,114.98999786376953
2019-05-13,114.56999969482422
2019-04-11,115.4000015258789
2019-02-06,113.9800033569336
2019-09-18,113.7699966430664
2020-02-03,115.22000122070312
2020-04-22,114.91000366210938
2019-11-19,112.2699966430664
2020-02-06,111.97000122070312
2019-11-22,111.5
2019-03-25,111.05000305175781
2019-02-21,111.80000305175781
2018-12-19,110.70999908447266
2018-07-12,108.72000122070312
2018-09-14,107.5199966430664
2018-08-13,106.61000061035156
2018-10-16,106.48999786376953
2019-07-31,108.19000244140625
2019-05-28,108.12000274658203
2019-04-26,107.33999633789062
2020-04-28,105.05999755859375
2019-11-25,105.27999877929688
2020-02-12,105.62999725341797
2020-05-01,107.38999938964844
2020-05-04,108.30999755859375
2019-06-12,107.93000030517578
2019-04-09,110.29000091552734
2019-03-08,109.4000015258789
2019-02-04,110.12999725341797
2018-07-27,112.95999908447266
2018-08-28,112.8499984741211
2019-01-03,110.44999694824219
2019-08-15,112.88999938964844
2018-10-31,113.7699966430664
2019-09-16,112.37999725341797
2020-02-18,111.51000213623047
2020-05-07,111.16999816894531
2018-08-17,114.38999938964844
2019-12-04,115.20999908447266
2020-02-21,115.61000061035156
2018-12-17,116.05999755859375
2019-08-30,117.4800033569336
2018-11-15,116.97000122070312
2019-07-29,117.13999938964844
2019-06-27,116.6500015258789
2019-04-24,116.80000305175781
2018-07-10,118.3499984741211
2018-09-12,119.01000213623047
2019-02-19,116.0
2019-01-18,115.27999877929688
2020-02-24,115.41000366210938
2020-05-13,115.86000061035156
2019-12-10,116.44000244140625
2020-02-27,118.5
2019-12-13,118.2699966430664
2020-05-19,121.94000244140625
2019-03-06,118.9800033569336
2018-11-30,117.80000305175781
2019-08-13,116.83999633789062
2019-07-12,115.81999969482422
2019-06-10,116.19000244140625
2019-05-09,117.29000091552734
2018-07-25,117.0
2018-09-27,118.3499984741211
2018-10-29,113.94999694824219
2019-10-16,112.87000274658203
2019-12-16,111.83999633789062
2020-03-04,110.04000091552734
2020-05-22,110.20999908447266
2019-10-01,109.41999816894531
2019-12-19,106.02999877929688
2018-09-10,108.33000183105469
2019-05-24,109.41999816894531
2018-08-09,110.36000061035156
2019-04-22,110.4800033569336
2019-03-21,109.27999877929688
2019-01-16,108.26000213623047
2019-08-28,110.4800033569336
2018-11-13,109.52999877929688
2018-10-12,110.58000183105469
2019-06-25,107.48999786376953
2020-03-10,108.1500015258789
2020-05-28,108.16000366210938
2019-10-07,107.31999969482422
2020-03-13,108.98999786376953
2019-10-10,108.33999633789062
2020-03-16,109.22000122070312
2020-06-03,110.06999969482422
2018-11-28,109.91000366210938
2018-09-25,110.7300033569336
2018-07-23,109.5
2018-08-24,109.3499984741211
2019-07-10,108.81999969482422
2019-05-07,109.0
2019-04-05,110.81999969482422
2019-03-04,112.66999816894531
2019-01-31,112.19000244140625
2019-09-12,113.08999633789062
2019-12-31,112.9000015258789
2020-03-19,113.05000305175781
2020-01-03,113.08999633789062
2020-06-09,113.0199966430664
2019-02-15,112.97000122070312
2019-01-14,113.79000091552734
2018-07-06,114.12000274658203
2018-08-07,112.58999633789062
2018-10-10,115.91000366210938
2018-12-13,115.93000030517578
2019-08-26,115.83000183105469
2019-07-25,116.0999984741211
2019-05-22,116.76000213623047
2019-03-19,116.05999755859375
2020-01-06,115.97000122070312
2020-03-25,115.37000274658203
2020-06-12,115.63999938964844
2019-10-22,116.18000030517578
2020-01-09,116.16999816894531
2020-06-15,116.02999877929688
2019-10-25,116.66000366210938
2020-03-31,116.0999984741211
2020-06-18,115.2300033569336
2019-04-03,116.58999633789062
2018-08-22,116.56999969482422
2018-10-25,116.58000183105469
2019-01-29,115.5
2018-12-28,115.66000366210938
2018-11-26,117.2699966430664
2019-08-09,118.08999633789062
2019-07-08,118.31999969482422
2019-06-06,119.44000244140625
2019-09-10,120.72000122070312
2020-01-15,120.8499984741211
2020-04-03,122.0199966430664
2019-10-31,121.88999938964844
2020-04-06,121.83999633789062
2020-06-24,122.55000305175781
2018-11-09,122.0
2019-07-23,121.68000030517578
2019-06-21,121.55999755859375
2019-05-20,121.47000122070312
2019-04-18,121.62000274658203
2018-09-06,122.0
2018-10-08,122.16999816894531
2019-02-13,122.04000091552734
2018-12-11,121.66999816894531
2019-09-25,122.2300033569336
2020-01-21,123.66000366210938
2020-04-09,122.41000366210938
2019-11-06,127.01000213623047
2020-01-24,127.08999633789062
2020-01-27,126.44000244140625
2020-04-15,127.08999633789062
2018-12-26,126.91999816894531
2019-08-07,126.12999725341797
2019-06-04,126.4000015258789
2018-09-21,126.69000244140625
2018-07-19,128.0500030517578
2018-08-20,127.23999786376953
2018-10-23,126.83000183105469
2019-05-03,127.66999816894531
2019-04-01,127.2699966430664
2019-02-28,125.9800033569336
2019-11-12,126.0199966430664
