Dates,PEP
2018-06-20,105.36000061035156
2018-06-21,106.30000305175781
2018-06-25,107.13999938964844
2018-06-22,107.70999908447266
2018-06-26,107.47000122070312
2018-06-27,107.62000274658203
2018-06-28,108.30000305175781
2018-06-29,107.80000305175781
2018-07-02,108.30999755859375
2018-07-03,108.05999755859375
2018-07-05,108.0
2018-07-16,108.97000122070312
2018-09-18,107.5199966430664
2019-01-24,109.68000030517578
2019-09-05,112.0999984741211
2018-11-21,110.97000122070312
2020-01-13,111.62000274658203
2020-04-01,111.75
2020-06-19,113.47000122070312
2019-10-29,113.88999938964844
2020-01-16,114.75
2020-06-22,115.22000122070312
2018-10-03,113.58000183105469
2018-07-31,113.8499984741211
2019-03-12,114.5
2019-02-08,114.87999725341797
2019-01-07,114.02999877929688
2018-12-06,113.66999816894531
2019-08-19,114.11000061035156
2019-07-18,113.2300033569336
2019-05-15,113.08999633789062
2019-09-20,114.37000274658203
2019-11-01,116.9000015258789
2020-04-07,113.52999877929688
2020-06-25,113.47000122070312
2020-06-16,113.37999725341797
2019-11-04,112.56999969482422
2020-01-22,112.01000213623047
2019-11-07,112.11000061035156
2020-04-13,112.25
2019-07-01,113.37000274658203
2019-05-30,114.0
2018-08-15,114.5999984741211
2018-10-18,113.6500015258789
2019-03-27,111.95999908447266
2019-01-22,111.51000213623047
2018-12-21,111.80000305175781
2019-09-03,111.83000183105469
2018-11-19,110.88999938964844
2019-08-02,111.22000122070312
2020-01-28,111.55000305175781
2020-04-16,111.26000213623047
2019-11-13,110.44999694824219
2020-01-31,110.69999694824219
2018-12-04,111.44000244140625
2018-11-02,111.51000213623047
2019-07-16,112.69999694824219
2018-08-30,111.8499984741211
2018-10-01,113.04000091552734
2019-06-14,113.69000244140625
2019-05-13,113.72000122070312
2019-04-11,114.22000122070312
2019-02-06,113.69000244140625
2019-09-18,113.45999908447266
2020-02-03,114.11000061035156
2020-04-22,114.83999633789062
2019-11-19,112.19999694824219
2020-02-06,111.76000213623047
2019-11-22,111.30999755859375
2019-03-25,110.91000366210938
2019-02-21,110.91000366210938
2018-12-19,110.66999816894531
2018-07-12,107.69999694824219
2018-09-14,107.16999816894531
2018-08-13,105.80000305175781
2018-10-16,105.9800033569336
2019-07-31,106.30999755859375
2019-05-28,107.5199966430664
2019-04-26,107.19999694824219
2020-04-28,104.9000015258789
2019-11-25,104.52999877929688
2020-02-12,105.16999816894531
2020-05-01,105.83999633789062
2020-05-04,107.19000244140625
2019-06-12,107.55000305175781
2019-04-09,108.48999786376953
2019-03-08,109.23999786376953
2019-02-04,108.31999969482422
2018-07-27,109.94999694824219
2018-08-28,111.41999816894531
2019-01-03,109.69000244140625
2019-08-15,111.13999938964844
2018-10-31,112.5999984741211
2019-09-16,111.19000244140625
2020-02-18,110.9800033569336
2020-05-07,109.62999725341797
2018-08-17,111.27999877929688
2019-12-04,113.86000061035156
2020-02-21,114.44000244140625
2018-12-17,115.25
2019-08-30,116.08000183105469
2018-11-15,116.70999908447266
2019-07-29,116.20999908447266
2019-06-27,116.2699966430664
2019-04-24,115.5999984741211
2018-07-10,116.83999633789062
2018-09-12,117.97000122070312
2019-02-19,115.77999877929688
2019-01-18,114.91999816894531
2020-02-24,114.77999877929688
2020-05-13,114.98999786376953
2019-12-10,114.9000015258789
2020-02-27,115.56999969482422
2019-12-13,117.44000244140625
2020-05-19,118.12999725341797
2019-03-06,117.51000213623047
2018-11-30,117.44999694824219
2019-08-13,114.0999984741211
2019-07-12,115.37999725341797
2019-06-10,114.45999908447266
2019-05-09,116.68000030517578
2018-07-25,116.41000366210938
2018-09-27,117.11000061035156
2018-10-29,113.66999816894531
2019-10-16,112.19999694824219
2019-12-16,110.75
2020-03-04,109.62999725341797
2020-05-22,109.19999694824219
2019-10-01,108.80999755859375
2019-12-19,105.95999908447266
2018-09-10,105.02999877929688
2019-05-24,106.02999877929688
2018-08-09,109.22000122070312
2019-04-22,109.31999969482422
2019-03-21,108.2300033569336
2019-01-16,108.05000305175781
2019-08-28,108.23999786376953
2018-11-13,108.6500015258789
2018-10-12,109.41999816894531
2019-06-25,107.48999786376953
2020-03-10,107.36000061035156
2020-05-28,107.63999938964844
2019-10-07,106.95999908447266
2020-03-13,106.7300033569336
2019-10-10,107.69999694824219
2020-03-16,108.08999633789062
2020-06-03,109.16999816894531
2018-11-28,108.77999877929688
2018-09-25,109.51000213623047
2018-07-23,108.41000366210938
2018-08-24,109.04000091552734
2019-07-10,108.0
2019-05-07,108.51000213623047
2019-04-05,108.54000091552734
2019-03-04,110.20999908447266
2019-01-31,111.44999694824219
2019-09-12,111.8499984741211
2019-12-31,112.48999786376953
2020-03-19,112.30000305175781
2020-01-03,112.16000366210938
2020-06-09,111.93000030517578
2019-02-15,112.63999938964844
2019-01-14,112.22000122070312
2018-07-06,113.62999725341797
2018-08-07,111.87999725341797
2018-10-10,114.11000061035156
2018-12-13,115.19999694824219
2019-08-26,115.41000366210938
2019-07-25,115.47000122070312
2019-05-22,115.58999633789062
2019-03-19,115.70999908447266
2020-01-06,115.43000030517578
2020-03-25,114.41000366210938
2020-06-12,114.20999908447266
2019-10-22,115.2300033569336
2020-01-09,115.5
2020-06-15,115.66000366210938
2019-10-25,115.58000183105469
2020-03-31,115.69999694824219
2020-06-18,114.26000213623047
2019-04-03,114.9800033569336
2018-08-22,116.01000213623047
2018-10-25,116.45999908447266
2019-01-29,115.44999694824219
2018-12-28,115.37000274658203
