Dates,PEP
2019-12-31,113.54000091552734
2020-03-19,113.58000183105469
2020-01-03,113.16000366210938
2020-06-09,113.04000091552734
2019-02-15,113.58000183105469
2019-01-14,114.5
2018-07-06,114.7300033569336
2018-08-07,113.0
2018-10-10,116.27999877929688
2018-12-13,116.97000122070312
2019-08-26,116.63999938964844
2019-07-25,116.93000030517578
2019-05-22,116.7699966430664
2019-03-19,117.30000305175781
2020-01-06,116.5
2020-03-25,115.69999694824219
2020-06-12,116.22000122070312
2019-10-22,116.37000274658203
2020-01-09,116.93000030517578
2020-06-15,116.81999969482422
2019-10-25,116.83000183105469
2020-03-31,117.33000183105469
2020-06-18,116.26000213623047
2019-04-03,116.70999908447266
2018-08-22,117.20999908447266
2018-10-25,117.55999755859375
2019-01-29,116.9800033569336
2018-12-28,116.52999877929688
2018-11-26,117.38999938964844
2019-08-09,118.75
2019-07-08,119.4800033569336
2019-06-06,119.66999816894531
2019-09-10,121.29000091552734
2020-01-15,121.29000091552734
2020-04-03,122.16000366210938
2019-10-31,123.19000244140625
2020-04-06,122.47000122070312
2020-06-24,122.76000213623047
2018-11-09,122.88999938964844
2019-07-23,122.26000213623047
2019-06-21,122.2300033569336
2019-05-20,122.12999725341797
2019-04-18,121.66999816894531
2018-09-06,122.04000091552734
2018-10-08,122.19999694824219
2019-02-13,122.69999694824219
2018-12-11,122.75
2019-09-25,122.33000183105469
2020-01-21,124.0
2020-04-09,123.81999969482422
2019-11-06,127.11000061035156
2020-01-24,128.25999450683594
2020-01-27,127.23999786376953
2020-04-15,127.54000091552734
2018-12-26,127.9800033569336
2019-08-07,126.4000015258789
2019-06-04,127.25
2018-09-21,126.95999908447266
2018-07-19,128.38999938964844
2018-08-20,128.0
2018-10-23,127.55000305175781
2019-05-03,128.17999267578125
2019-04-01,127.62999725341797
2019-02-28,126.94999694824219
2019-11-12,126.73999786376953
2020-01-30,126.54000091552734
2019-11-15,128.27999877929688
2020-04-21,127.94000244140625
2019-04-16,128.50999450683594
2019-03-15,129.8699951171875
2019-02-11,130.75
2019-01-10,130.8699951171875
2019-08-22,130.4499969482422
2018-11-07,130.5800018310547
2018-08-03,130.63999938964844
2018-09-04,130.89999389648438
2019-06-19,130.47999572753906
2019-09-23,129.89999389648438
2019-11-18,128.30999755859375
2020-02-05,128.91000366210938
2020-04-24,128.4499969482422
2019-03-29,129.16000366210938
2019-11-21,129.80999755859375
2020-04-27,131.60000610351562
2020-02-11,132.27000427246094
2020-04-30,134.7100067138672
2019-05-01,133.67999267578125
2019-02-26,134.33999633789062
2019-01-25,134.44000244140625
2018-12-24,133.7899932861328
2019-09-06,133.5399932861328
2018-07-17,133.24000549316406
2018-09-19,134.4199981689453
2019-08-05,133.2899932861328
2019-10-08,134.4499969482422
2019-12-11,134.55999755859375
2019-11-27,135.24000549316406
2020-02-14,134.47999572753906
2020-05-06,133.77000427246094
2019-01-08,132.44000244140625
2018-12-07,132.41000366210938
2019-08-20,132.2899932861328
2018-11-05,132.64999389648438
2019-07-19,134.08999633789062
2018-10-04,133.49000549316406
2019-06-17,133.38999938964844
2019-05-16,133.39999389648438
2018-08-01,134.4600067138672
2019-03-13,134.74000549316406
2019-12-03,134.42999267578125
2020-02-20,134.16000366210938
2019-12-06,135.24000549316406
2020-05-12,134.27999877929688
2019-12-09,133.1999969482422
2020-02-26,133.19000244140625
2020-05-15,130.80999755859375
2019-03-28,132.24000549316406
2018-09-17,131.1999969482422
2018-08-16,129.52999877929688
2018-10-19,131.4199981689453
2019-04-29,132.05999755859375
2019-01-23,132.0800018310547
2019-09-04,130.47999572753906
2018-11-20,129.39999389648438
2019-07-02,128.82000732421875
2019-05-31,129.14999389648438
2019-12-12,127.0
2020-05-18,128.33999633789062
2019-09-27,129.75
2020-03-03,129.74000549316406
2020-05-21,129.14999389648438
2019-05-14,130.3800048828125
2018-08-31,130.52999877929688
2018-07-30,131.22000122070312
2018-10-02,132.32000732421875
2019-04-12,132.85000610351562
2019-03-11,133.10000610351562
2019-02-07,133.63999938964844
2019-07-17,132.92999267578125
2019-09-19,133.35000610351562
2019-10-21,133.75
2019-12-18,135.36000061035156
2020-03-06,135.33999633789062
2019-10-03,136.44000244140625
2020-03-09,137.11000061035156
2020-05-27,137.6699981689453
2019-12-24,139.17999267578125
2020-03-12,138.8000030517578
2018-12-20,137.4199981689453
2019-08-01,136.67999267578125
2018-08-14,136.50999450683594
2018-07-13,136.7899932861328
2018-10-17,138.2899932861328
2019-05-29,136.9499969482422
2019-03-26,136.5
2019-02-22,136.30999755859375
2019-10-04,136.0
2019-11-05,135.83999633789062
2019-12-27,135.75999450683594
2020-06-02,135.75
2019-12-30,136.4499969482422
2020-03-18,135.66000366210938
2020-06-05,136.3300018310547
2019-07-15,136.24000549316406
2018-12-03,137.72999572753906
2019-06-13,137.94000244140625
2019-01-04,137.3800048828125
2018-08-29,139.75
2019-02-05,140.4499969482422
2018-11-01,139.61000061035156
2019-08-16,138.4499969482422
2019-04-10,138.1699981689453
2019-09-17,138.25
2019-10-15,138.6999969482422
2020-01-02,138.3000030517578
2020-06-08,137.9499969482422
2019-10-18,136.49000549316406
2020-03-24,137.6199951171875
2020-06-11,137.3699951171875
2020-01-08,136.74000549316406
2019-04-25,137.35000610351562
2019-07-30,137.5
2019-02-20,138.11000061035156
2018-07-11,137.9199981689453
2018-09-13,137.5500030517578
2018-10-15,137.1199951171875
2019-06-28,137.2899932861328
2018-12-18,137.52999877929688
2018-11-16,138.33999633789062
2019-10-02,137.10000610351562
2020-03-27,135.10000610351562
2020-01-10,134.8800048828125
2019-10-24,134.5
2020-03-30,134.1300048828125
2020-06-17,133.02999877929688
2020-01-14,132.67999267578125
2020-04-02,133.57000732421875
2019-01-02,133.91000366210938
2019-08-14,133.9199981689453
2018-10-30,135.69000244140625
2019-06-11,135.05999755859375
2019-05-10,135.1999969482422
2019-04-08,134.2100067138672
2018-08-27,134.52999877929688
2018-07-26,134.77999877929688
2018-09-28,135.8699951171875
2019-03-07,136.52000427246094
2019-10-30,136.4199981689453
2020-01-17,136.64999389648438
2020-06-23,136.66000366210938
2020-04-08,137.3699951171875
2020-06-26,136.5399932861328
2019-03-22,137.69000244140625
2019-01-17,138.0399932861328
2019-08-29,137.61000061035156
2018-11-14,137.5399932861328
2019-06-26,137.89999389648438
2018-09-11,138.25
2018-07-09,137.52000427246094
2018-08-10,137.44000244140625
2019-04-23,137.3000030517578
2019-09-30,136.74000549316406
2020-01-23,138.1300048828125
2019-11-08,138.1300048828125
2020-04-14,137.3800048828125
2019-11-11,137.33999633789062
2020-01-29,137.5800018310547
2020-04-17,137.97000122070312
2018-07-24,137.25999450683594
2018-09-26,137.22999572753906
2019-05-08,136.7899932861328
2019-03-05,136.32000732421875
2019-02-01,136.07000732421875
2018-12-31,135.36000061035156
2018-11-29,135.3800048828125
2019-08-12,135.4199981689453
2019-07-11,136.58999633789062
2019-09-13,136.94000244140625
2019-11-14,139.25
2020-04-20,140.16000366210938
2020-02-04,141.32000732421875
2020-04-23,142.1199951171875
2018-12-14,143.57000732421875
2019-08-27,143.85000610351562
2018-08-08,144.14999389648438
2018-10-11,143.36000061035156
2018-11-12,142.9199981689453
2019-07-26,142.4499969482422
2019-06-24,143.9600067138672
2019-05-23,144.64999389648438
2019-03-20,143.07000732421875
2019-01-15,144.05999755859375
2019-11-20,144.58999633789062
2020-02-07,145.3000030517578
2020-02-10,145.72000122070312
2020-04-29,146.4199981689453
2019-11-26,146.36000061035156
2020-02-13,146.74000549316406
2019-01-30,147.1300048828125
2018-08-23,147.14999389648438
2018-09-24,147.1999969482422
2018-11-27,146.47999572753906
2018-10-26,145.8000030517578
2019-07-09,145.9199981689453
2019-06-07,147.14999389648438
2019-05-06,144.3800048828125
2019-04-04,143.75
2019-09-11,143.13999938964844
2019-11-29,133.75
2020-05-05,137.77000427246094
2019-12-02,139.6699981689453
2020-02-19,142.7100067138672
2020-05-08,141.4199981689453
2019-05-21,138.1699981689453
2019-03-18,133.35000610351562
2018-09-07,134.57000732421875
2018-08-06,132.5399932861328
2018-10-09,125.0
2019-02-14,127.58999633789062
2018-12-12,123.81999969482422
2019-07-24,127.86000061035156
2019-09-26,127.72000122070312
2019-10-28,122.08999633789062
2019-12-05,118.44999694824219
2020-05-11,112.87000274658203
2019-07-03,114.43000030517578
2020-02-25,116.36000061035156
2020-05-14,121.80000305175781
2020-02-28,124.6500015258789
2019-08-08,125.83999633789062
2019-06-05,125.69999694824219
2018-07-20,122.30000305175781
2018-08-21,125.18000030517578
2018-10-24,125.37000274658203
2019-04-02,132.1300048828125
2019-03-01,135.0800018310547
2019-01-28,133.2899932861328
2018-12-27,135.0800018310547
2019-09-09,133.35000610351562
2020-03-02,138.6300048828125
2020-05-20,137.55999755859375
2019-12-17,136.97000122070312
2020-03-05,138.0
2019-02-12,137.3800048828125
2019-01-11,132.94000244140625
2018-12-10,133.6699981689453
2019-08-23,134.13999938964844
2018-11-08,134.82000732421875
2019-07-22,135.2100067138672
2019-06-20,137.67999267578125
2018-09-05,136.97999572753906
2019-04-17,133.1699981689453
2019-09-24,132.22999572753906
2019-12-20,131.35000610351562
2020-05-26,133.3300018310547
2019-04-30,132.22999572753906
2019-12-23,132.0
2020-03-11,135.16000366210938
2020-05-29,136.1999969482422
2019-12-26,136.3800048828125
2020-06-01,134.47000122070312
2019-05-02,133.55999755859375
2019-02-27,137.66000366210938
2018-11-23,137.99000549316406
2019-08-06,134.75999450683594
2018-07-18,132.67999267578125
2018-09-20,131.44000244140625
2018-10-22,130.6300048828125
2019-07-05,132.0500030517578
2019-06-03,130.83999633789062
2019-10-09,132.72999572753906
2019-10-11,132.24000549316406
2020-03-17,133.9499969482422
2020-06-04,133.80999755859375
2019-10-14,134.27999877929688
2020-03-20,133.55999755859375
2018-11-06,133.52000427246094
2019-06-18,132.47000122070312
2019-05-17,133.14999389648438
2019-04-15,135.16000366210938
2019-03-14,135.13999938964844
2019-01-09,129.92999267578125
2018-08-02,130.9600067138672
2018-10-05,133.05999755859375
2019-08-21,133.0399932861328
2019-10-17,133.1300048828125
2020-03-23,134.82000732421875
2020-06-10,131.75999450683594
2019-02-25,132.67999267578125
2020-01-07,131.07000732421875
2020-03-26,131.72999572753906
2019-10-23,132.3699951171875
