Dates,PEP
2018-06-20,105.7300033569336
2018-06-21,106.56999969482422
2018-06-25,107.23999786376953
2018-06-22,107.70999908447266
2018-06-26,109.05000305175781
2018-06-27,108.37000274658203
2018-06-28,108.41999816894531
2018-06-29,108.72000122070312
2018-07-02,108.69999694824219
2018-07-03,108.58000183105469
2018-07-05,108.91000366210938
2018-07-16,109.48999786376953
2018-09-18,109.12999725341797
2019-01-24,110.62000274658203
2019-09-05,112.63999938964844
2018-11-21,112.54000091552734
2020-01-13,111.68000030517578
2020-04-01,112.55999755859375
2020-06-19,113.47000122070312
2019-10-29,114.91999816894531
2020-01-16,114.7699966430664
2020-06-22,115.75
2018-10-03,115.5199966430664
2018-07-31,114.13999938964844
2019-03-12,114.94000244140625
2019-02-08,116.13999938964844
2019-01-07,114.7699966430664
2018-12-06,113.77999877929688
2019-08-19,114.66000366210938
2019-07-18,114.41999816894531
2019-05-15,113.5999984741211
2019-09-20,114.7699966430664
2019-11-01,117.25
2020-04-07,116.44999694824219
2020-06-25,114.5199966430664
2020-06-16,114.12000274658203
2019-11-04,113.58999633789062
2020-01-22,112.80999755859375
2019-11-07,112.69999694824219
2020-04-13,112.76000213623047
2019-07-01,113.73999786376953
2019-05-30,114.0
2018-08-15,114.98999786376953
2018-10-18,115.25
2019-03-27,113.69999694824219
2019-01-22,112.16999816894531
2018-12-21,111.87000274658203
2019-09-03,112.58000183105469
2018-11-19,112.22000122070312
2019-08-02,111.30000305175781
2020-01-28,111.87000274658203
2020-04-16,111.7699966430664
2019-11-13,111.81999969482422
2020-01-31,110.76000213623047
2018-12-04,112.0
2018-11-02,112.8499984741211
2019-07-16,112.91999816894531
2018-08-30,111.8499984741211
2018-10-01,113.30999755859375
2019-06-14,114.48999786376953
2019-05-13,114.88999938964844
2019-04-11,114.5999984741211
2019-02-06,115.4800033569336
2019-09-18,113.94999694824219
2020-02-03,114.2300033569336
2020-04-22,115.26000213623047
2019-11-19,114.0999984741211
2020-02-06,112.63999938964844
2019-11-22,112.2699966430664
2019-03-25,111.43000030517578
2019-02-21,111.54000091552734
2018-12-19,112.1500015258789
2018-07-12,110.44999694824219
2018-09-14,109.20999908447266
2018-08-13,106.8499984741211
2018-10-16,106.25
2019-07-31,106.36000061035156
2019-05-28,108.68000030517578
2019-04-26,107.58999633789062
2020-04-28,108.20999908447266
2019-11-25,105.30000305175781
2020-02-12,105.19999694824219
2020-05-01,106.30999755859375
2020-05-04,107.20999908447266
2019-06-12,108.4800033569336
2019-04-09,108.58999633789062
2019-03-08,110.08999633789062
2019-02-04,108.93000030517578
2018-07-27,110.19999694824219
2018-08-28,112.95999908447266
2019-01-03,111.62000274658203
2019-08-15,111.29000091552734
2018-10-31,113.75
2019-09-16,113.48999786376953
2020-02-18,112.0
2020-05-07,111.48999786376953
2018-08-17,111.69000244140625
2019-12-04,114.02999877929688
2020-02-21,115.44999694824219
2018-12-17,115.37999725341797
2019-08-30,116.08000183105469
2018-11-15,117.0
2019-07-29,117.75
2019-06-27,117.44000244140625
2019-04-24,116.43000030517578
2018-07-10,117.05000305175781
2018-09-12,118.08000183105469
2019-02-19,119.80000305175781
2019-01-18,115.88999938964844
2020-02-24,114.77999877929688
