Dates,CTXS
2018-06-20,109.0199966430664
2018-06-21,108.9800033569336
2018-06-25,107.04000091552734
2018-06-22,105.18000030517578
2018-06-26,105.33999633789062
2018-06-27,105.52999877929688
2018-06-28,104.52999877929688
2018-06-29,105.62999725341797
2018-07-02,106.80999755859375
2018-07-03,107.91999816894531
2018-07-05,107.22000122070312
2018-07-16,106.8499984741211
2018-09-18,107.36000061035156
2019-01-24,107.91000366210938
2019-09-05,107.20999908447266
2018-11-21,109.91999816894531
2020-01-13,110.44000244140625
2020-04-01,110.22000122070312
2020-06-19,110.47000122070312
2019-10-29,110.94000244140625
2020-01-16,110.45999908447266
2020-06-22,109.26000213623047
2018-10-03,108.33999633789062
2018-07-31,109.01000213623047
2019-03-12,109.44000244140625
2019-02-08,116.81999969482422
2019-01-07,113.54000091552734
2018-12-06,112.0
2019-08-19,110.94999694824219
2019-07-18,110.98999786376953
2019-05-15,110.2300033569336
2019-09-20,110.12999725341797
2019-11-01,111.30000305175781
2020-04-07,111.80999755859375
2020-06-25,111.58000183105469
2020-06-16,112.33000183105469
2019-11-04,112.25
2020-01-22,112.19999694824219
2019-11-07,111.94999694824219
2020-04-13,111.8499984741211
2019-07-01,112.5
2019-05-30,111.13999938964844
2018-08-15,111.55999755859375
2018-10-18,112.22000122070312
2019-03-27,112.44000244140625
2019-01-22,112.91999816894531
2018-12-21,113.12000274658203
2019-09-03,114.16000366210938
2018-11-19,113.56999969482422
2019-08-02,114.55000305175781
2020-01-28,114.37999725341797
2020-04-16,114.29000091552734
2019-11-13,114.0
2020-01-31,113.22000122070312
2018-12-04,113.23999786376953
2018-11-02,111.98999786376953
2019-07-16,111.66999816894531
2018-08-30,111.5999984741211
2018-10-01,112.3499984741211
2019-06-14,112.87000274658203
2019-05-13,112.79000091552734
2019-04-11,112.51000213623047
2019-02-06,111.62000274658203
2019-09-18,110.94000244140625
2020-02-03,111.63999938964844
2020-04-22,111.33000183105469
2019-11-19,110.31999969482422
2020-02-06,111.51000213623047
2019-11-22,112.31999969482422
2019-03-25,111.63999938964844
2019-02-21,111.4800033569336
2018-12-19,112.20999908447266
2018-07-12,111.43000030517578
2018-09-14,111.12999725341797
2018-08-13,110.04000091552734
2018-10-16,109.54000091552734
2019-07-31,107.9800033569336
2019-05-28,107.81999969482422
2019-04-26,106.0
2020-04-28,104.98999786376953
2019-11-25,104.76000213623047
2020-02-12,103.06999969482422
2020-05-01,104.3499984741211
2020-05-04,105.27999877929688
2019-06-12,105.19000244140625
2019-04-09,105.12000274658203
2019-03-08,102.73999786376953
2019-02-04,103.44000244140625
2018-07-27,102.98999786376953
2018-08-28,103.94999694824219
2019-01-03,101.13999938964844
2019-08-15,105.0
2018-10-31,103.16000366210938
2019-09-16,103.37999725341797
2020-02-18,103.55999755859375
2020-05-07,104.0999984741211
2018-08-17,103.66999816894531
2019-12-04,104.98999786376953
2020-02-21,106.81999969482422
2018-12-17,107.16000366210938
2019-08-30,107.19000244140625
2018-11-15,107.0
2019-07-29,107.25
2019-06-27,107.25
2019-04-24,108.11000061035156
2018-07-10,109.19999694824219
2018-09-12,109.2300033569336
2019-02-19,106.83999633789062
2019-01-18,107.83999633789062
2020-02-24,107.5
2020-05-13,108.37000274658203
2019-12-10,108.87000274658203
2020-02-27,111.83999633789062
2019-12-13,112.2699966430664
2020-05-19,110.87000274658203
2019-03-06,111.06999969482422
2018-11-30,111.08000183105469
2019-08-13,109.66999816894531
2019-07-12,109.30000305175781
2019-06-10,109.30000305175781
2019-05-09,110.66000366210938
2018-07-25,111.44000244140625
2018-09-27,111.0199966430664
2018-10-29,111.0
2019-10-16,109.31999969482422
2019-12-16,107.95999908447266
2020-03-04,108.87000274658203
2020-05-22,105.91999816894531
2019-10-01,104.5
2019-12-19,101.61000061035156
2018-09-10,101.44999694824219
2019-05-24,102.44999694824219
2018-08-09,103.0
2019-04-22,103.0
2019-03-21,102.48999786376953
2019-01-16,101.83999633789062
2019-08-28,103.31999969482422
2018-11-13,103.66999816894531
2018-10-12,104.51000213623047
2019-06-25,105.58000183105469
2020-03-10,105.86000061035156
2020-05-28,106.41000366210938
2019-10-07,106.58000183105469
2020-03-13,107.91999816894531
2019-10-10,107.56999969482422
2020-03-16,107.94000244140625
2020-06-03,109.2300033569336
2018-11-28,108.93000030517578
2018-09-25,109.75
2018-07-23,103.9000015258789
2018-08-24,102.81999969482422
2019-07-10,102.06999969482422
2019-05-07,102.48999786376953
2019-04-05,101.66999816894531
2019-03-04,102.58999633789062
2019-01-31,104.06999969482422
2019-09-12,105.5
2019-12-31,106.12999725341797
2020-03-19,106.9000015258789
2020-01-03,105.56999969482422
2020-06-09,105.47000122070312
2019-02-15,106.4000015258789
2019-01-14,105.9800033569336
2018-07-06,106.1500015258789
2018-08-07,106.5199966430664
2018-10-10,107.1500015258789
2018-12-13,106.94000244140625
2019-08-26,106.98999786376953
2019-07-25,105.30999755859375
2019-05-22,105.75
2019-03-19,105.94000244140625
2020-01-06,106.33000183105469
2020-03-25,105.73999786376953
2020-06-12,106.04000091552734
2019-10-22,106.58000183105469
2020-01-09,107.0
2020-06-15,105.27999877929688
2019-10-25,105.06999969482422
2020-03-31,103.66000366210938
2020-06-18,102.97000122070312
2019-04-03,100.77999877929688
2018-08-22,100.52999877929688
2018-10-25,101.52999877929688
2019-01-29,102.13999938964844
2018-12-28,102.43000030517578
2018-11-26,102.0199966430664
2019-08-09,102.01000213623047
2019-07-08,101.79000091552734
2019-06-06,101.87000274658203
2019-09-10,101.81999969482422
2020-01-15,100.30999755859375
2020-04-03,100.62000274658203
2019-10-31,100.86000061035156
2020-04-06,99.91999816894531
2020-06-24,100.4000015258789
2018-11-09,100.9000015258789
2019-07-23,100.25
2019-06-21,107.1500015258789
2019-05-20,103.16000366210938
2019-04-18,101.38999938964844
2018-09-06,101.62000274658203
2018-10-08,101.69999694824219
2019-02-13,102.19000244140625
2018-12-11,102.05000305175781
2019-09-25,102.83000183105469
2020-01-21,102.83000183105469
2020-04-09,102.93000030517578
2019-11-06,102.27999877929688
2020-01-24,100.3499984741211
2020-01-27,100.16999816894531
2020-04-15,101.5199966430664
2018-12-26,101.93000030517578
2019-08-07,100.16999816894531
2019-06-04,101.41000366210938
2018-09-21,101.72000122070312
2018-07-19,101.27999877929688
2018-08-20,101.37000274658203
2018-10-23,101.13999938964844
2019-05-03,99.88999938964844
2019-04-01,98.80000305175781
2019-02-28,97.91000366210938
2019-11-12,97.69999694824219
2020-01-30,97.3499984741211
2019-11-15,97.43000030517578
2020-04-21,96.36000061035156
2019-04-16,96.58999633789062
2019-03-15,96.62999725341797
2019-02-11,97.19999694824219
2019-01-10,96.56999969482422
2019-08-22,95.37000274658203
2018-11-07,96.16000366210938
2018-08-03,96.83000183105469
2018-09-04,95.70999908447266
2019-06-19,95.80000305175781
2019-09-23,95.66000366210938
2019-11-18,95.06999969482422
2020-02-05,95.1500015258789
2020-04-24,94.33000183105469
2019-03-29,94.48999786376953
2019-11-21,94.83999633789062
2020-04-27,95.7300033569336
2020-02-11,96.45999908447266
2020-04-30,96.52999877929688
2019-05-01,96.77999877929688
2019-02-26,96.68000030517578
2019-01-25,96.9000015258789
2018-12-24,98.38999938964844
2019-09-06,97.04000091552734
2018-07-17,98.33000183105469
2018-09-19,98.66000366210938
2019-08-05,99.0999984741211
2019-10-08,100.7300033569336
2019-12-11,100.0
2019-11-27,100.37000274658203
2020-02-14,99.66999816894531
2020-05-06,98.93000030517578
2019-01-08,98.43000030517578
2018-12-07,98.29000091552734
2019-08-20,99.88999938964844
2018-11-05,99.31999969482422
2019-07-19,99.97000122070312
2018-10-04,99.9000015258789
2019-06-17,99.80999755859375
2019-05-16,98.9800033569336
2018-08-01,100.29000091552734
2019-03-13,99.93000030517578
2019-12-03,101.16999816894531
2020-02-20,101.66000366210938
2019-12-06,101.66999816894531
2020-05-12,101.12999725341797
2019-12-09,101.94999694824219
2020-02-26,102.62000274658203
2020-05-15,102.05000305175781
2019-03-28,101.95999908447266
2018-09-17,101.33999633789062
2018-08-16,97.2699966430664
2018-10-19,96.52999877929688
2019-04-29,95.87999725341797
2019-01-23,95.23999786376953
2019-09-04,95.29000091552734
2018-11-20,95.12999725341797
2019-07-02,94.30000305175781
2019-05-31,92.94000244140625
2019-12-12,92.66999816894531
2020-05-18,91.62000274658203
2019-09-27,92.54000091552734
2020-03-03,92.51000213623047
2020-05-21,91.80999755859375
2019-05-14,92.61000061035156
2018-08-31,92.05999755859375
2018-07-30,92.13999938964844
2018-10-02,92.87999725341797
2019-04-12,93.5
2019-03-11,92.93000030517578
2019-02-07,93.0
2019-07-17,93.22000122070312
2019-09-19,93.29000091552734
2019-10-21,92.5999984741211
2019-12-18,92.79000091552734
2020-03-06,92.77999877929688
2019-10-03,93.30999755859375
2020-03-09,93.62999725341797
2020-05-27,92.9000015258789
2019-12-24,93.70999908447266
2020-03-12,94.97000122070312
2018-12-20,95.16999816894531
2019-08-01,95.13999938964844
2018-08-14,95.79000091552734
2018-07-13,96.76000213623047
2018-10-17,97.3499984741211
2019-05-29,96.68000030517578
2019-03-26,96.77999877929688
2019-02-22,96.7699966430664
2019-10-04,96.91000366210938
2019-11-05,97.22000122070312
2019-12-27,97.12000274658203
2020-06-02,97.16999816894531
2019-12-30,96.83999633789062
2020-03-18,96.1500015258789
2020-06-05,96.58999633789062
2019-07-15,96.6500015258789
2018-12-03,96.94000244140625
2019-06-13,97.38999938964844
2019-01-04,95.69999694824219
2018-08-29,95.91999816894531
2019-02-05,96.73999786376953
2018-11-01,97.58000183105469
2019-08-16,96.54000091552734
2019-04-10,96.91999816894531
2019-09-17,97.33000183105469
2019-10-15,99.45999908447266
2020-01-02,98.87999725341797
2020-06-08,99.7699966430664
2019-10-18,99.94000244140625
2020-03-24,100.86000061035156
2020-06-11,101.94999694824219
2020-01-08,103.95999908447266
2019-04-25,104.36000061035156
2019-07-30,104.58999633789062
2019-02-20,108.45999908447266
2018-07-11,108.12000274658203
2018-09-13,107.11000061035156
2018-10-15,107.58000183105469
2019-06-28,108.8499984741211
2018-12-18,108.97000122070312
2018-11-16,109.93000030517578
2019-10-02,110.05999755859375
2020-03-27,110.02999877929688
2020-01-10,109.88999938964844
2019-10-24,110.3499984741211
2020-03-30,110.76000213623047
2020-06-17,111.51000213623047
2020-01-14,111.80999755859375
2020-04-02,112.26000213623047
2019-01-02,111.93000030517578
2019-08-14,112.66999816894531
2018-10-30,112.87999725341797
2019-06-11,113.69999694824219
2019-05-10,113.69000244140625
2019-04-08,113.44999694824219
2018-08-27,114.29000091552734
2018-07-26,114.7300033569336
2018-09-28,114.6500015258789
2019-03-07,114.27999877929688
2019-10-30,113.13999938964844
2020-01-17,112.73999786376953
2020-06-23,111.58999633789062
2020-04-08,111.97000122070312
2020-06-26,110.94999694824219
2019-03-22,111.73999786376953
2019-01-17,111.19999694824219
2019-08-29,110.6500015258789
2018-11-14,110.2300033569336
2019-06-26,110.33000183105469
2018-09-11,110.66999816894531
2018-07-09,111.7699966430664
2018-08-10,112.25
2019-04-23,111.88999938964844
2019-09-30,112.12999725341797
2020-01-23,112.25
2019-11-08,111.4800033569336
2020-04-14,111.0
2019-11-11,111.36000061035156
2020-01-29,111.56999969482422
2020-04-17,111.31999969482422
2018-07-24,110.97000122070312
2018-09-26,111.98999786376953
2019-05-08,111.97000122070312
2019-03-05,113.05999755859375
2019-02-01,113.43000030517578
2018-12-31,114.02999877929688
2018-11-29,114.37000274658203
2019-08-12,114.80999755859375
2019-07-11,115.51000213623047
2019-09-13,115.38999938964844
2019-11-14,116.13999938964844
2020-04-20,117.47000122070312
2020-02-04,117.29000091552734
2020-04-23,118.1500015258789
2018-12-14,119.62000274658203
2019-08-27,130.5500030517578
2018-08-08,129.25999450683594
2018-10-11,128.24000549316406
2018-11-12,127.19999694824219
2019-07-26,126.06999969482422
2019-06-24,123.4000015258789
2019-05-23,123.77999877929688
2019-03-20,123.29000091552734
2019-01-15,124.11000061035156
2019-11-20,124.12000274658203
2020-02-07,123.83000183105469
2020-02-10,122.54000091552734
2020-04-29,121.87000274658203
2019-11-26,122.62000274658203
2020-02-13,122.58999633789062
2019-01-30,123.43000030517578
2018-08-23,123.44999694824219
2018-09-24,123.54000091552734
2018-11-27,124.48999786376953
2018-10-26,122.5199966430664
2019-07-09,119.91999816894531
2019-06-07,114.88999938964844
2019-05-06,112.4000015258789
2019-04-04,110.38999938964844
2019-09-11,107.04000091552734
2019-11-29,103.47000122070312
2020-05-05,108.97000122070312
2019-12-02,109.41999816894531
2020-02-19,110.12999725341797
2020-05-08,117.37000274658203
2019-05-21,120.12999725341797
2019-03-18,118.69999694824219
2018-09-07,119.25
2018-08-06,116.95999908447266
2018-10-09,113.69000244140625
2019-02-14,113.83999633789062
2018-12-12,119.80999755859375
2019-07-24,134.41000366210938
2019-09-26,139.14999389648438
2019-10-28,141.00999450683594
2019-12-05,131.97000122070312
2020-05-11,123.29000091552734
2019-07-03,126.0
2020-02-25,131.11000061035156
2020-05-14,139.49000549316406
2020-02-28,142.97000122070312
2019-08-08,146.25
2019-06-05,146.39999389648438
2018-07-20,142.64999389648438
2018-08-21,145.42999267578125
2018-10-24,145.89999389648438
2019-04-02,150.3300018310547
2019-03-01,148.0
2019-01-28,148.22000122070312
2018-12-27,146.63999938964844
2019-09-09,142.6199951171875
2020-03-02,143.83999633789062
2020-05-20,145.57000732421875
2019-12-17,151.52999877929688
2020-03-05,150.72000122070312
2019-02-12,152.49000549316406
2019-01-11,150.64999389648438
2018-12-10,151.9199981689453
2019-08-23,145.63999938964844
2018-11-08,146.2100067138672
2019-07-22,148.6999969482422
2019-06-20,147.49000549316406
2018-09-05,141.92999267578125
2019-04-17,145.36000061035156
2019-09-24,144.7899932861328
2019-12-20,146.4199981689453
2020-05-26,148.1999969482422
