Dates,CTXS
2018-06-20,108.56999969482422
2018-06-21,108.37000274658203
2018-06-25,107.04000091552734
2018-06-22,105.12999725341797
2018-06-26,104.93000030517578
2018-06-27,105.06999969482422
2018-06-28,102.58999633789062
2018-06-29,104.29000091552734
2018-07-02,104.33999633789062
2018-07-03,107.08000183105469
2018-07-05,107.12000274658203
2018-07-16,106.05999755859375
2018-09-18,107.2300033569336
2019-01-24,106.95999908447266
2019-09-05,103.72000122070312
2018-11-21,107.2300033569336
2020-01-13,109.80000305175781
2020-04-01,109.91999816894531
2020-06-19,109.3499984741211
2019-10-29,109.88999938964844
2020-01-16,110.37999725341797
2020-06-22,108.29000091552734
2018-10-03,108.19000244140625
2018-07-31,108.7699966430664
2019-03-12,107.72000122070312
2019-02-08,116.30000305175781
2019-01-07,112.87000274658203
2018-12-06,111.66000366210938
2019-08-19,110.77999877929688
2019-07-18,110.30000305175781
2019-05-15,109.06999969482422
2019-09-20,109.91999816894531
2019-11-01,109.8499984741211
2020-04-07,111.77999877929688
2020-06-25,111.12999725341797
2020-06-16,111.62999725341797
2019-11-04,110.80999755859375
2020-01-22,111.45999908447266
2019-11-07,111.27999877929688
2020-04-13,111.08999633789062
2019-07-01,111.83000183105469
2019-05-30,111.13999938964844
2018-08-15,110.7300033569336
2018-10-18,111.5199966430664
2019-03-27,111.36000061035156
2019-01-22,112.12000274658203
2018-12-21,112.08000183105469
2019-09-03,113.91999816894531
2018-11-19,113.41000366210938
2019-08-02,113.55999755859375
2020-01-28,114.31999969482422
2020-04-16,113.94999694824219
2019-11-13,113.87999725341797
2020-01-31,112.87999725341797
2018-12-04,112.56999969482422
2018-11-02,111.88999938964844
2019-07-16,111.55999755859375
2018-08-30,110.77999877929688
2018-10-01,111.20999908447266
2019-06-14,112.2699966430664
2019-05-13,112.05999755859375
2019-04-11,112.22000122070312
2019-02-06,110.43000030517578
2019-09-18,110.69999694824219
2020-02-03,111.18000030517578
2020-04-22,111.01000213623047
2019-11-19,109.86000061035156
2020-02-06,109.8499984741211
2019-11-22,111.41999816894531
2019-03-25,111.23999786376953
2019-02-21,110.88999938964844
2018-12-19,111.62000274658203
2018-07-12,111.12999725341797
2018-09-14,111.12999725341797
2018-08-13,109.77999877929688
2018-10-16,108.55000305175781
2019-07-31,107.41000366210938
2019-05-28,106.91999816894531
2019-04-26,105.9800033569336
2020-04-28,104.26000213623047
2019-11-25,104.0999984741211
2020-02-12,102.83999633789062
2020-05-01,102.54000091552734
2020-05-04,104.11000061035156
2019-06-12,104.58999633789062
2019-04-09,103.69999694824219
2019-03-08,101.33000183105469
2019-02-04,101.29000091552734
2018-07-27,102.36000061035156
2018-08-28,101.87999725341797
2019-01-03,99.62000274658203
2019-08-15,104.06999969482422
2018-10-31,101.52999877929688
2019-09-16,102.52999877929688
2020-02-18,102.69000244140625
2020-05-07,103.16000366210938
2018-08-17,102.9800033569336
2019-12-04,103.05999755859375
2020-02-21,105.48999786376953
2018-12-17,105.91000366210938
2019-08-30,106.80000305175781
2018-11-15,107.0
2019-07-29,106.1500015258789
2019-06-27,106.9000015258789
2019-04-24,105.63999938964844
2018-07-10,107.08000183105469
2018-09-12,108.56999969482422
2019-02-19,106.0
2019-01-18,106.5999984741211
2020-02-24,106.1500015258789
2020-05-13,108.05000305175781
2019-12-10,107.41000366210938
2020-02-27,109.30999755859375
2019-12-13,110.91999816894531
2020-05-19,110.48999786376953
2019-03-06,109.5
2018-11-30,110.37999725341797
2019-08-13,106.62000274658203
2019-07-12,108.61000061035156
2019-06-10,107.44999694824219
2019-05-09,110.1500015258789
2018-07-25,110.87000274658203
2018-09-27,110.68000030517578
2018-10-29,109.6500015258789
2019-10-16,108.76000213623047
2019-12-16,107.66999816894531
2020-03-04,106.73999786376953
2020-05-22,105.72000122070312
2019-10-01,103.54000091552734
2019-12-19,100.23999786376953
2018-09-10,99.98999786376953
2019-05-24,100.13999938964844
2018-08-09,102.61000061035156
2019-04-22,102.5
2019-03-21,100.55000305175781
2019-01-16,101.26000213623047
2019-08-28,102.0999984741211
2018-11-13,103.0
2018-10-12,103.4800033569336
2019-06-25,104.05000305175781
2020-03-10,104.63999938964844
2020-05-28,105.23999786376953
2019-10-07,105.0
2020-03-13,106.08000183105469
2019-10-10,107.2699966430664
2020-03-16,107.01000213623047
2020-06-03,108.04000091552734
2018-11-28,108.2300033569336
2018-09-25,108.76000213623047
2018-07-23,100.04000091552734
2018-08-24,102.45999908447266
2019-07-10,101.94999694824219
2019-05-07,102.0999984741211
2019-04-05,101.20999908447266
2019-03-04,101.61000061035156
2019-01-31,102.58000183105469
2019-09-12,103.83999633789062
2019-12-31,105.33000183105469
2020-03-19,106.30000305175781
2020-01-03,104.9000015258789
2020-06-09,104.66000366210938
2019-02-15,105.86000061035156
2019-01-14,105.9800033569336
2018-07-06,105.87000274658203
2018-08-07,105.08000183105469
2018-10-10,106.94000244140625
2018-12-13,106.16999816894531
2019-08-26,106.4000015258789
2019-07-25,105.30999755859375
2019-05-22,105.58999633789062
2019-03-19,105.77999877929688
2020-01-06,105.45999908447266
2020-03-25,105.04000091552734
2020-06-12,105.31999969482422
2019-10-22,106.37000274658203
2020-01-09,106.77999877929688
2020-06-15,104.94000244140625
2019-10-25,104.5199966430664
2020-03-31,103.12000274658203
2020-06-18,102.1500015258789
2019-04-03,100.33000183105469
2018-08-22,100.52999877929688
2018-10-25,100.19999694824219
2019-01-29,100.55000305175781
2018-12-28,101.8499984741211
2018-11-26,100.87999725341797
2019-08-09,101.76000213623047
2019-07-08,101.2300033569336
2019-06-06,100.38999938964844
2019-09-10,101.33999633789062
2020-01-15,100.18000030517578
2020-04-03,99.6500015258789
2019-10-31,99.93000030517578
2020-04-06,99.43000030517578
2020-06-24,100.06999969482422
2018-11-09,100.0
2019-07-23,99.69999694824219
2019-06-21,100.48999786376953
2019-05-20,102.66999816894531
2019-04-18,100.33000183105469
2018-09-06,100.68000030517578
2018-10-08,100.77999877929688
2019-02-13,101.41999816894531
2018-12-11,101.86000061035156
2019-09-25,102.0
2020-01-21,102.27999877929688
2020-04-09,102.44999694824219
2019-11-06,102.02999877929688
2020-01-24,100.3499984741211
2020-01-27,99.6500015258789
2020-04-15,100.18000030517578
