Dates,CTXS
2018-06-20,108.66000366210938
2018-06-21,107.12999725341797
2018-06-25,105.51000213623047
2018-06-22,104.45999908447266
2018-06-26,104.68000030517578
2018-06-27,102.5999984741211
2018-06-28,104.18000030517578
2018-06-29,104.83999633789062
2018-07-02,106.72000122070312
2018-07-03,106.33000183105469
2018-07-05,105.83000183105469
2018-07-16,106.56999969482422
2018-09-18,107.08999633789062
2019-01-24,106.87000274658203
2019-09-05,107.16000366210938
2018-11-21,109.8499984741211
2020-01-13,109.7699966430664
2020-04-01,109.97000122070312
2020-06-19,110.11000061035156
2019-10-29,110.7300033569336
2020-01-16,109.69000244140625
2020-06-22,108.2300033569336
2018-10-03,108.0199966430664
2018-07-31,107.5999984741211
2019-03-12,109.23999786376953
2019-02-08,113.01000213623047
2019-01-07,112.05000305175781
2018-12-06,110.55000305175781
2019-08-19,109.97000122070312
2019-07-18,109.97000122070312
2019-05-15,109.83000183105469
2019-09-20,109.94000244140625
2019-11-01,111.12000274658203
2020-04-07,111.19000244140625
2020-06-25,111.41999816894531
2020-06-16,111.18000030517578
2019-11-04,111.44000244140625
2020-01-22,110.97000122070312
2019-11-07,111.70999908447266
2020-04-13,111.4000015258789
2019-07-01,111.31999969482422
2019-05-30,110.86000061035156
2018-08-15,111.20999908447266
2018-10-18,111.33999633789062
2019-03-27,112.13999938964844
2019-01-22,111.94999694824219
2018-12-21,112.97000122070312
2019-09-03,113.05000305175781
2018-11-19,113.31999969482422
2019-08-02,114.41999816894531
2020-01-28,114.12999725341797
2020-04-16,114.0199966430664
2019-11-13,113.41999816894531
2020-01-31,112.37999725341797
2018-12-04,112.29000091552734
2018-11-02,110.95999908447266
2019-07-16,110.79000091552734
2018-08-30,111.25
2018-10-01,112.12999725341797
2019-06-14,112.08999633789062
2019-05-13,112.31999969482422
2019-04-11,110.73999786376953
2019-02-06,110.8499984741211
2019-09-18,110.91000366210938
2020-02-03,110.44000244140625
2020-04-22,110.36000061035156
2019-11-19,109.69000244140625
2020-02-06,111.27999877929688
2019-11-22,111.0
2019-03-25,110.88999938964844
2019-02-21,111.16000366210938
2018-12-19,111.12000274658203
2018-07-12,110.58000183105469
2018-09-14,110.43000030517578
2018-08-13,108.4800033569336
2018-10-16,107.88999938964844
2019-07-31,106.81999969482422
2019-05-28,106.45999908447266
2019-04-26,104.30000305175781
2020-04-28,102.11000061035156
2019-11-25,102.52999877929688
2020-02-12,101.91000366210938
2020-05-01,104.13999938964844
2020-05-04,105.12000274658203
2019-06-12,103.41999816894531
2019-04-09,100.69999694824219
2019-03-08,102.41000366210938
2019-02-04,102.19999694824219
2018-07-27,99.93000030517578
2018-08-28,102.05000305175781
