Dates,CTXS
2018-06-20,108.05000305175781
2018-06-21,106.5199966430664
2018-06-25,104.68000030517578
2018-06-22,103.72000122070312
2018-06-26,103.93000030517578
2018-06-27,102.55999755859375
2018-06-28,102.30000305175781
2018-06-29,104.20999908447266
2018-07-02,103.41999816894531
2018-07-03,104.70999908447266
2018-07-05,105.13999938964844
2018-07-16,105.83999633789062
2018-09-18,106.06999969482422
2019-01-24,105.80000305175781
2019-09-05,103.72000122070312
2018-11-21,107.22000122070312
2020-01-13,109.19000244140625
2020-04-01,109.37000274658203
2020-06-19,109.18000030517578
2019-10-29,109.62000274658203
2020-01-16,109.31999969482422
2020-06-22,107.48999786376953
2018-10-03,107.29000091552734
2018-07-31,107.27999877929688
2019-03-12,107.72000122070312
2019-02-08,111.5
2019-01-07,111.05000305175781
2018-12-06,110.05000305175781
2019-08-19,109.51000213623047
2019-07-18,109.45999908447266
2019-05-15,108.79000091552734
2019-09-20,108.70999908447266
2019-11-01,109.69000244140625
2020-04-07,110.94999694824219
2020-06-25,110.8499984741211
2020-06-16,111.04000091552734
2019-11-04,110.80999755859375
2020-01-22,110.77999877929688
2019-11-07,109.12000274658203
2020-04-13,110.19000244140625
2019-07-01,111.08999633789062
2019-05-30,109.44000244140625
2018-08-15,110.44999694824219
2018-10-18,110.66000366210938
2019-03-27,111.0
2019-01-22,111.83999633789062
2018-12-21,112.08000183105469
2019-09-03,112.41000366210938
2018-11-19,112.66000366210938
2019-08-02,113.0
2020-01-28,113.66999816894531
2020-04-16,113.63999938964844
2019-11-13,112.5199966430664
2020-01-31,111.23999786376953
2018-12-04,111.80000305175781
2018-11-02,110.54000091552734
2019-07-16,110.27999877929688
2018-08-30,110.54000091552734
2018-10-01,110.51000213623047
2019-06-14,111.75
2019-05-13,111.76000213623047
2019-04-11,110.22000122070312
2019-02-06,110.30000305175781
2019-09-18,109.47000122070312
2020-02-03,110.23999786376953
2020-04-22,109.88999938964844
2019-11-19,109.25
2020-02-06,109.80000305175781
2019-11-22,110.58000183105469
2019-03-25,110.80999755859375
2019-02-21,110.88999938964844
2018-12-19,110.83000183105469
2018-07-12,110.25
2018-09-14,110.1500015258789
2018-08-13,107.94999694824219
2018-10-16,106.88999938964844
2019-07-31,105.44999694824219
2019-05-28,105.98999786376953
2019-04-26,104.11000061035156
